user_sector_i,D01,D02,D03,D04,D05
D01,0.13333864292733105,0.0,0.08124468352891996,0.0001590290371484849,0.001332067236324073
D02,0.00025545919340674275,0.03957419789116436,0.09091342860843434,0.00033752825327652543,0.010591141152922487
D03,0.02635587836812299,0.038764682370686386,0.4093619941552614,0.0005433608533092658,0.00039696903247978075
D04,1.0506610574401044e-06,4.993409400381409e-10,0.05983585587130605,0.518443477568757,0.0008557445653017755
D05,3.545552479625694e-05,0.0,0.09705455888738311,0.016314037186389765,0.3258345136567627
