user_sector_i,D01,D02,D03,D05,D06,D07,D08,D09,D10T12,D13T15,D16,D17T18,D19,D20,D21,D22,D23,D24A,D24B,D25,D26,D27,D28,D29,D301,D302T309,D31T33,D35,D36T39,D41T43,D45T47,D49,D50,D51,D52,D53,D55T56,D58T60,D61,D62T63,D64T66,D68,D69T75,D77T82,D84,D85,D86T88,D90T93,D94T96,D97T98
D01,0.9292189227453321,0.07305936073059362,0.15263157894736842,0.9769694754158289,0.943162245952463,0.5636363636363636,0.8493329548680102,0.8643410852713178,0.8984345918771689,0.7241948802642445,0.8428853754940712,0.861662198391421,0.9040080240264884,0.8015131623879737,0.5519854894085638,0.7946785747511396,0.720946416144746,0.7755006986492781,0.4071038251366121,0.8578711985688731,0.7862483745123536,0.5560418586284059,0.6797123844965153,0.6060557255596715,0.75,0.9184247538677919,0.7746311280342694,0.9827799546298206,0.9641952983725136,0.9958608110004209,0.9472314909643529,0.9535899094437256,0.8588324106693509,0.9533400050037528,0.9471999131756024,0.9398907103825136,0.9875986471251409,0.9924818527480124,0.9908906882591093,0.9515587529976018,0.9618465168260277,0.9994675341020205,0.9628987347955645,0.9803767392567775,0.9851319746074173,0.9771154869611495,0.9224137931034483,0.9858934169278997,0.9847522236340533,
D02,0.9491544789762341,0.8955763165249332,,0.9411764705882354,0.9425465838509316,,0.5,1.0,0.891891891891892,0.7142857142857143,0.0642857142857143,0.35714285714285715,0.904487917146145,0.897887323943662,0.9473684210526316,0.8333333333333334,0.8265306122448979,0.8823529411764706,1.0,0.8564356435643565,0.8554216867469878,0.7407407407407407,0.6787003610108304,0.8869565217391304,0.0,0.9,0.9310031774852473,0.9753086419753086,0.9722222222222222,0.8322147651006712,0.9723206377325067,0.9470699432892249,0.9240506329113923,0.9977717650803757,0.9271978021978022,0.5,0.9972826086956523,0.9844236760124611,0.9964726631393298,0.9430803571428572,0.976271186440678,0.9990215264187866,0.9428455614106203,0.9800269905533064,0.980282738095238,0.9767441860465117,1.0,0.9863013698630138,0.9959016393442623,
D03,0.9106628242074928,0.0,0.23435419440745675,,0.9311926605504587,,,0.5,0.8745945945945947,0.5333333333333333,0.8435754189944134,0.8,0.9041237113402063,0.9113924050632911,0.9285714285714287,0.33333333333333337,0.25,0.9090909090909091,0.5,0.8666666666666667,0.8666666666666667,0.7499999999999999,0.7333333333333334,0.6762589928057554,0.9324324324324325,0.7319034852546917,0.9251497005988024,0.9864864864864864,1.0,0.9682539682539683,0.889505992399883,0.8986175115207373,0.7058823529411765,0.8679245283018867,0.9782229965156795,0.0,0.9444444444444444,0.9743589743589743,1.0,0.9459459459459459,0.9446721311475409,1.0,0.9439252336448598,0.9777777777777779,0.9962546816479402,1.0,0.5,0.7499999999999999,0.8749999999999999,
D05,0.9174311926605504,0.8929889298892988,,0.9798657718120807,0.9815568862275449,0.8518518518518517,0.8922116332566545,0.9173076923076924,0.6,0.8333333333333334,0.7419354838709676,0.8646080760095011,0.9035486806187443,0.802701115678215,0.5041666666666667,0.8030203545633617,0.8499778073679538,0.7474226804123711,0.5106382978723404,0.8546701502286087,0.6900826446280992,0.4632768361581921,0.6597014925373134,0.6338742393509128,0.6666666666666667,0.7685950413223142,0.6733668341708543,0.9889827396254132,0.9849397590361446,0.9964548677392964,0.9249182277728218,0.9469148569458806,0.846153846153846,0.9357142857142857,0.9414012738853504,0.8,0.9852941176470589,0.9854227405247813,0.9957627118644067,0.9584295612009238,0.9729428455614106,0.9716981132075473,0.9413388100892113,0.9823850132811409,0.9941747572815535,0.9710144927536232,0.888888888888889,0.9811320754716982,0.9811320754716982,
D06,0.0,0.25,0.0,0.9828189627744193,0.716315729846084,0.7973231357552583,0.9209373631187034,0.9162210338680927,0.5663265306122449,0.836188436830835,0.7560975609756098,0.8489413680781759,0.9016331615988147,0.8009526455761522,0.5146893562369562,0.7252252252252253,0.8436912257747976,0.7343538093848996,0.46249139710942877,0.8423896078949265,0.5197383261899391,0.44669117647058826,0.6583445312700599,0.6105993065874195,0.2698412698412698,0.6238636363636364,0.6515591007976794,0.982017777413673,0.976881490965998,0.9894244769714153,0.8339853490767069,0.7267156862745098,0.7988631394840402,0.9646541518687638,0.6580337921586535,0.3717948717948718,0.9745942131263232,0.9685191133954385,0.990640074879401,0.9230843958712812,0.9577015460352636,0.9881287435952948,0.9434435921787361,0.9821135154705211,0.9759091536021332,0.8220568335588633,0.7864864864864866,0.9561316051844467,0.8673218673218674,
D07,0.9176470588235294,0.0,,0.975,0.9757607013924703,0.8598197007599,0.8396946564885497,0.9191049913941479,0.6285714285714287,0.835820895522388,0.841321243523316,0.866161616161616,0.9036144578313252,0.8045079223387637,0.5389755011135857,0.801983584131327,0.8443496801705757,0.7349968414403031,0.5362318840579711,0.8517208863743517,0.6813559322033899,0.48711943793911006,0.6588431856154029,0.6265243902439025,0.6,0.8253968253968255,0.6181102362204725,0.9906811809335313,0.9639175257731959,0.9959194083142056,0.9136876274501643,0.9231491920330702,0.84251968503937,0.9449541284403669,0.9220032840722496,0.9393939393939394,0.9883040935672514,0.9840954274353877,0.9808429118773946,0.9261764705882353,0.9637111859334082,0.9920634920634921,0.9408295103454734,0.9866058706184099,0.9948283968030089,0.9642857142857142,0.7692307692307692,0.9411764705882354,0.974025974025974,
D08,0.9174757281553396,0.0,,0.9785522788203754,0.9761852260198456,0.8533333333333334,0.8967702988228192,0.9131716164135116,0.5846153846153845,0.8392857142857144,0.8409218662169757,0.8655660377358492,0.9036085825747725,0.8017673437087839,0.5418848167539266,0.8009024252679074,0.8603122432210354,0.7371156344737981,0.5227272727272726,0.8349131121642971,0.75,0.45454545454545453,0.659468438538206,0.6475878986099755,0.8333333333333334,0.8297872340425532,0.6890756302521007,0.9899968411077182,0.9885807504078304,0.9981532779316712,0.930507793309812,0.9521923620933522,0.8101495242410512,0.9074074074074074,0.9883677578107525,0.8,0.9884393063583815,0.9856115107913669,0.995798319327731,0.9548387096774194,0.9663704191353961,0.9891696750902527,0.941171356536355,0.9855688445191262,0.9940682155215026,0.9759036144578312,0.9,0.9692307692307692,0.9811320754716981,
D09,0.9159663865546218,0.0,,0.9793814432989691,0.978512960436562,0.8547854785478547,0.906060606060606,0.9193145305248125,0.625,0.8055555555555555,0.8406091370558375,0.8644859813084113,0.9033992094861659,0.8059375682165465,0.6323024054982818,0.8022977501196744,0.8477350590026647,0.7351755900978699,0.5813953488372093,0.8454063604240283,0.623721881390593,0.535438596491228,0.6581091639691931,0.601572739187418,0.7499999999999999,0.8571428571428572,0.696035242290749,0.9559228650137742,0.9925742574257427,0.995850622406639,0.9209653969177086,0.9566353187042842,0.8008083140877598,0.8683160415003991,0.8964705882352941,0.33333333333333337,0.9979716024340772,0.9860335195530726,0.9979064898813677,0.9644128113879004,0.9683277285233873,0.9924012158054711,0.9435486930460184,0.984906462585034,0.9777777777777779,0.9776951672862454,0.8800000000000001,0.9901960784313726,0.994750656167979,
D10T12,0.9283796586692976,0.3460967646185812,0.2114399403133549,0.9753413490931323,0.9095920617420066,0.12765957446808512,0.837202718006795,0.9615931721194879,0.9016849891078575,0.6519959058341863,0.8506485634622379,0.8705364304024408,0.8992036291991591,0.8249794348987459,0.704686153122796,0.8080453803005938,0.8505440747593215,0.8120805369127517,0.8136795976296002,0.8660896316823947,0.6325239045195019,0.6169863705199394,0.6929109974867839,0.6458417034953796,0.7099236641221375,0.9023890784982934,0.8893880524526468,0.9890798502132081,0.9851851851851852,0.9706212574850298,0.9520798726042758,0.9522216366094548,0.8547616726776488,0.919088319088319,0.9677537016561991,0.6506849315068494,0.9853186813186813,0.9898870956569924,0.9853077065237479,0.9417851397765314,0.9660217486420437,0.9965842140253547,0.9454820426981471,0.9846303976579655,0.9813812062645784,0.9801631442343346,0.9105211406096361,0.9738105630728939,0.9797979797979798,
D13T15,0.9226841721371262,0.8427947598253276,0.0,0.9717314487632509,0.9387755102040815,0.125,0.44352617079889817,0.9729729729729729,0.8667299027744843,0.4810626579992778,0.8406676783004552,0.8864944892252015,0.8998565279770445,0.7995345096510041,0.4540133779264214,0.7967872738615096,0.8228141285466126,0.7350173353145122,0.31877729257641924,0.8632317914002757,0.559493264913406,0.5846774193548387,0.7654639175257733,0.575591985428051,0.6,0.898876404494382,0.6794165316045381,0.9842142784397596,0.9747474747474747,0.969147005444646,0.9061420281104291,0.9363321799307959,0.8105646630236795,0.9123554473524041,0.9845434938892882,0.8181818181818181,0.9916201117318436,0.9844703272323904,0.9835706462212487,0.9302930858888763,0.9640091116173121,0.9984862246442628,0.9445746176458056,0.9910987680695008,0.9887640449438202,0.9563636363636364,0.7804878048780489,0.9512195121951219,0.9677419354838709,
