user_sector_i,D01,D02,D03,D04,D05
D01,0.9725653295918623,0.9464285714285714,0.8211283956350127,0.9365079365079365,0.2950626959247649
D02,0.999999,0.981144838082354,0.7432098765432099,0.3394495412844037,0.5418743768693918
D03,0.9421109123434704,0.848816155988858,0.6154246664497234,0.670555108608206,0.5138925641704154
D04,0.999999,0.7142857142857143,0.69159463860704,0.5367607200935779,0.44377067254685776
D05,0.999999,0.6,0.7877704748541466,0.44004664118675907,0.7085265710760329
