user_sector_i,D01,D02,D03,D05,D06,D07,D08,D09,D10T12,D13T15,D16,D17T18,D19,D20,D21,D22,D23,D24A,D24B,D25,D26,D27,D28,D29,D301,D302T309,D31T33,D35,D36T39,D41T43,D45T47,D49,D50,D51,D52,D53,D55T56,D58T60,D61,D62T63,D64T66,D68,D69T75,D77T82,D84,D85,D86T88,D90T93,D94T96,D97T98
D01,0.9619157167122095,0.9231950844854071,0.9315612220351215,0.9320754716981131,1e-06,1e-06,0.07322175732217574,1e-06,0.9531093159982792,0.909664153529815,0.7193763919821826,0.889238020424195,0.8794466641719881,0.8974320243747441,0.9427242715659538,0.9670727194066104,0.9414080242240725,0.9512431385211496,0.3114754098360656,0.9568920039189087,0.5810284378652124,0.8393351800554016,0.9347745977152684,0.9283775318438087,0.8865248226950355,0.9032201610080505,0.8576723498888065,0.9990061222867138,0.9946064278689045,0.9866267004842056,0.8967992381950686,0.9747479564414873,0.9206397679123562,0.81991643454039,0.9516840480166358,0.9981590223774004,0.9929440024020417,0.552064631956912,0.965944400712599,0.8076733890801772,0.9878652384601645,0.7461928934010152,0.9537968194411117,0.9233837460528502,0.8321782178217821,0.9476558944014565,0.9111842105263158,0.9089692101740295,0.9898361517567686,0.999999
D02,0.9566537239675256,0.9658541598862604,0.782608695652174,0.9312749003984063,1e-06,1e-06,0.16129032258064516,1e-06,0.940149625935162,0.9741074931345626,0.15358361774744028,0.8374558303886924,0.9035636561479868,0.8975198550926572,0.9207138677589233,0.9637814610190301,0.9735182849936949,0.972161172161172,0.7213114754098362,0.9782779377126406,0.7215958369470946,0.9377070907886017,0.9362747774804783,0.939182030091121,0.7499999999999999,0.9016949152542373,0.8909979867702043,0.9967434869739479,0.9946646341463415,0.9791304347826086,0.8998488364666057,0.9840362105468083,0.9221732745961821,0.7638848502471649,0.9220883534136546,0.9989173583543847,0.9975046787273861,0.6870229007633588,0.9660620245757753,0.8608870967741934,0.9811406031719944,0.16666666666666669,0.9523287987087848,0.9467770549970431,0.825301204819277,0.888,0.5789473684210527,0.9172932330827067,0.995475113122172,0.999999
D03,0.9609267630354511,0.9611475922451532,0.9901225900763798,0.9294117647058824,1e-06,1e-06,0.6571428571428571,1e-06,0.9533677539794593,0.9496268656716418,0.8562091503267973,0.9666902905740611,0.9499761507274027,0.8876591772784852,0.9524424270186981,0.9649660608714692,0.9848138131890992,0.9715777262180975,1e-06,0.9566265060240964,0.7445608380338438,0.9008264462809916,0.937873573627966,0.9350768105340161,0.9666966696669667,0.9040178571428571,0.8848825669864373,0.9991340227191687,0.996232733361239,0.9742086752637749,0.9217627107260392,0.9829673675538203,0.9190902897867212,0.8305921052631579,0.9556309170552493,0.9989854153455929,0.9936294461157317,0.43076923076923074,0.9675572519083968,0.3835616438356164,0.9818962332201482,1e-06,0.9542272482498654,0.9485454185632297,0.9043824701195219,0.9625,0.33333333333333337,0.9238578680203046,0.9956691208315288,0.999999
D05,0.5698924731182795,0.9620960076045628,1e-06,0.9328558516755523,0.42904049616928125,1e-06,0.8873139617292701,0.9794614331355546,0.9819836727033874,0.9821306077651255,0.9647475114917821,0.9268635724331928,0.9305111821086263,0.8963703060140941,0.8837920489296636,0.964690436705362,0.9837970434445807,0.9756697449632394,0.7835820895522387,0.9858828501990068,0.7600354191263282,0.9474705026668822,0.9372415091644537,0.8947813822284908,1e-06,0.8977737392094502,0.875528348637225,0.9994750629152535,0.9896489648964897,0.9737470167064438,0.8983239661343415,0.9602894634225967,0.9108014722451739,0.8583646938077317,0.930935977146698,0.9987031700288185,0.9991448292712725,0.8161192008127328,0.9615550755939525,0.806497175141243,0.9952865882911531,0.9778645833333333,0.9616732116732116,0.9540721607877957,0.937669376693767,0.9828614008941879,0.9878822850548181,0.9660865684962071,0.998557900302841,0.999999
D06,1e-06,0.9622641509433962,1e-06,0.9278242677824269,0.4446663406151505,0.02,0.8592297476759629,0.9804572127457486,0.9579419299743809,0.9792008398399057,0.8072289156626505,0.8908382066276804,0.8932311621966793,0.8974633378779214,0.8029395753946653,0.9418967587034814,0.9638652050345108,0.9754884380895951,0.1774193548387097,0.9239935587761674,0.7813762940818247,0.9212598425196851,0.9374362638059077,0.7514518002322881,0.74,0.787037037037037,0.8860390830514844,0.9991816295314829,0.996446971042814,0.9618279569892474,0.8574732124903047,0.962722031785603,0.8933009570061419,0.8239627762698721,0.9372588252108045,0.9965205288796103,0.9988518943742825,0.8386871508379888,0.9608678806664083,0.8064263322884013,0.9937129054520358,0.9176646706586826,0.9592668024439919,0.9390893122551006,0.9565217391304348,0.9565217391304347,0.9211195928753182,0.9669260700389105,0.9968810916179337,0.999999
D07,0.7638888888888888,0.9608323133414932,0.6666666666666667,0.9310609157808668,0.3911477097272259,0.5084655572755418,0.8872875092387287,0.9626339969372129,0.9867317370748818,0.9805617476593848,0.9626749611197511,0.9272727272727272,0.9480175020695015,0.8964819143112841,0.5763440860215054,0.9667469672201671,0.9817518248175182,0.9635632390899813,0.8633707865168538,0.9843617368592883,0.7197943444730077,0.9436875567665758,0.9371138667680151,0.9321405395383331,1e-06,0.8762886597938145,0.8808831079924697,0.9996854318163249,0.9954257565095003,0.7471264367816092,0.8474811386187665,0.9007481728149461,0.8923877327491786,0.903175591531756,0.8826147224046107,0.9923793395427605,0.999228773750263,0.800371977681339,0.9665022072189041,0.8457571495546179,0.9945115609248739,0.36363636363636365,0.9588950192442599,0.9528310142644613,0.8611713665943601,0.9368029739776952,0.9796696315120711,0.9701873935264055,0.992852888624181,0.999999
D08,0.9398663697104678,0.9583333333333334,0.9444444444444444,0.9318832444569184,0.33516483516483514,0.49750499001996007,0.9180187401531276,0.978567318757192,0.9847169671340603,0.9836561743341403,0.9595959595959596,0.9368503937007874,0.9466323336362717,0.8970387792492661,0.0391304347826087,0.9611879160266257,0.9845034108610409,0.9725659758461308,0.8157349896480331,0.9850631632137444,0.628286491387126,0.949407443343267,0.9373070553840491,0.9343360234776228,0.7575757575757576,0.897714907508161,0.8272650296359019,0.9996484960239715,0.9975271067148562,0.9131736526946108,0.8912016251306434,0.978530289005451,0.9102114345311463,0.8033913840513291,0.9569034317637669,0.9967637540453075,0.999155672823219,0.7997946611909651,0.961352657004831,0.8439383791024782,0.9930565254693831,0.9458128078817734,0.9558005635183143,0.9433526556388142,0.9464285714285714,0.9508196721311476,0.9776119402985075,0.953061224489796,0.9977220956719818,0.999999
D09,0.6,0.999999,0.999999,0.9286229271809663,0.42488262910798125,0.4924874791318865,0.9148393676695564,0.9796913078797725,0.9318181818181817,0.985080159392086,0.9375000000000001,0.9512195121951219,0.9456401283172936,0.8967773200872304,0.3448275862068966,0.9691713691713691,0.9863035019455254,0.975591926247817,0.8648332358104155,0.9830926704441602,0.780377736921277,0.9368048533872598,0.9373422336904695,0.9270557029177718,1e-06,0.8695652173913043,0.8839103869653767,0.9992726611510135,0.9933554817275747,0.9032258064516129,0.9012973259200423,0.9757987763426241,0.909706546275395,0.8047538200339559,0.9576826196473551,0.996389891696751,0.9996168582375478,0.7168141592920353,0.9592592592592593,0.8047619047619047,0.9929639401934917,0.980295566502463,0.9577211394302848,0.929897567221511,0.9298245614035087,0.926829268292683,1e-06,0.9672131147540984,0.9922279792746113,0.999999
D10T12,0.962004180814749,0.9022703203600743,0.9896839486307211,0.9320354431987804,1e-06,1e-06,0.8717948717948718,0.9725250763192324,0.9603409471979899,0.983067803816622,0.9556380893428247,0.9482057308144264,0.9235356762513312,0.8847964208596771,0.9331500152765047,0.9694973299280242,0.9860657047789255,0.971763452317528,0.8348045397225726,0.9814086353844712,0.7446781225955375,0.9339810994276588,0.9261523359064745,0.8651877133105801,1e-06,0.862478777589134,0.8780982216898554,0.9988058897468127,0.9909710391822827,0.9321439017256508,0.9221847762013106,0.9741373577246786,0.9401889361463202,0.8893150684931507,0.9587523579521562,0.9981468075865064,0.9940256709451576,0.7729323308270677,0.9589072809352934,0.8186743951612904,0.9882172531960505,0.958288190682557,0.9730373216000715,0.9483545566124579,0.6061575369852059,0.9223300970873786,0.8917910447761194,0.9452229299363057,0.9896253602305475,0.999999
D13T15,0.9619160304350508,0.19109461966604827,0.9788045782111064,0.9327964551976369,1e-06,1e-06,0.5867768595041323,1e-06,0.953851028979233,0.9872662881223622,0.9573930753564155,0.942272364909362,0.7910502958579881,0.8970309470715284,0.6225490196078431,0.9602420295325607,0.9315469225368593,0.9696099949349991,0.8275135460565923,0.9750008277871594,0.5882671480144404,0.9274154782887357,0.92884520615452,0.8481735159817352,1e-06,0.8727272727272728,0.8585285072155194,0.9991978041855746,0.9915771484374999,0.9491525423728813,0.9550902970395995,0.9814288530407071,0.9348873930025763,0.8345121551360719,0.9756581681642948,0.9976314542870678,0.9972889823022327,0.8276069197501201,0.9609724047306175,0.8438450350390058,0.9905412911986174,0.9671682626538989,0.9665868718958341,0.9480104852802796,0.8711133400200601,0.9344262295081968,0.8926108374384236,0.9448643841707425,0.992039248356938,0.999999
