"","D01","D02","D03","D05","D06","D07","D08","D09","D10T12","D13T15","D16","D17T18","D19","D20","D21","D22","D23","D24A","D24B","D25","D26","D27","D28","D29","D301","D302T309","D31T33","D35","D36T39","D41T43","D45T47","D49","D50","D51","D52","D53","D55T56","D58T60","D61","D62T63","D64T66","D68","D69T75","D77T82","D84","D85","D86T88","D90T93","D94T96","D97T98","HFCE","NPISH","GGFC","GFCF","INVNT","DPABR","CONS_NONRES","EXPO","IMPO","TOTAL"
"DOM_01",213499.8,3872.9,3309.7,5,0,15.5,88.4,20.3,643073.8,157190.8,7209.8,27856.7,5.8,28586.8,59706.7,84.7,501.7,164.6,41.2,224,0,9.2,240.2,27.6,4.9,4.4,3964.5,123.8,315.8,25969.7,774.6,3245,107.1,917.1,6310.5,190.2,32743.5,117.4,1259.8,4.1,14,311.3,6561.9,2319.3,12.1,2579.8,1658.9,3833.9,344.5,0,272342.7,21.4,1.5,37528.3,439.9,0,609.8,13685,0,1564051.8
"DOM_02",2349.3,20866.4,363.5,470.4,6.2,135.3,20.5,0.9,1101.9,53.8,42093.9,1422.4,35.7,6920.2,63.2,18390.1,68.4,13.2,55.8,274.8,0,46.3,141.3,2.4,3.6,0.1,4622.5,2.8,23.3,5914.6,17.1,1163.9,61,974.3,18.2,1.8,241.2,0.8,52.9,0.5,0.3,6.9,175.2,53.5,0.3,211.1,12,190.2,7.6,0,1189.5,20.4,0.1,0.1,0.2,0,0,52.7,0,109914.7
"DOM_03",5637.8,11,54001,0,0,0.6,4.4,1.8,32509,704.7,244.7,893.7,0.8,3066.3,92.2,39.1,21,35.3,0,0,0,0,46.7,5.1,0.9,0.5,359,13.8,602.2,0.1,87.5,0,2106.8,0,0,285.5,28867.3,4.1,73.5,0,1.6,35.1,1491.9,300.3,1.4,576.2,78.1,304.9,38.9,0,50567.9,4.6,0,14.6,12.4,0,45.3,1102.4,0,184292.2
"DOM_05",70.1,4.6,1.6,60914.8,278.1,1036.9,867,257.4,1620.8,1089,384.3,3371.3,23742.6,34781.8,296.6,1352.8,29944.9,38343.4,5780.6,1716.9,0,211.4,1459.2,211.8,6,118.9,316.2,126711.2,744.6,725.7,13.2,660.9,29.2,117.9,75.1,142.2,41.3,40.9,0,0,0,62.9,226.1,16.8,394.7,391.8,428.8,34,179.4,0,3536.1,0,0,0.1,3.5,0,0,383.6,0,343139.2
"DOM_06",0,0,0,41.8,591.6,91.4,75.3,52.2,0,0,0,662.4,178022.2,11060.7,6.5,335.8,506.3,137.1,256.3,200.3,0,0,212.5,106.8,12.1,16.1,0,34245.7,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,125.5,0,0,0.1,4.9,0,0,2407.7,0,229171.6
"DOM_07",0,0,0,130.4,0.1,20409.9,301.1,0,0,0,0,0,93.3,3696.5,783.1,1329.2,3266.5,108925.8,62057.1,2762.6,0,736.5,346.2,43.2,2.6,3.8,22.7,204.5,208.9,857.3,0,0,0,0,0,0,0,0,0,0,0,0,74.4,0,0,0,0,0,0,0,0,0,0,0.1,-3,0,0,2975.9,0,209228.9
"DOM_08",6,0.6,1.3,2155.7,22572.1,1293.9,2737.2,65.9,835.3,13.1,31.9,502.7,0.3,14680.4,62.8,60.6,65368.1,850,472.8,227.4,0,837.9,299.3,127.4,13.9,16.6,263.2,561.8,12.6,16351.2,0,11.5,0.1,1.3,3.8,0,0,1.7,0,0,0,0,20.7,0.2,0,0.2,0.6,1.3,3.3,0,156.8,0,0,0.1,-3.3,0,0,2219.9,0,132840.6
"DOM_09",0,0,0,951.9,15773.5,393.3,737.8,154,609,0,0,0,2508.9,0,0,0,1342.9,0,0,0,0,0,0,0,0,0,0,194.3,15.1,2401.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.4,0,0,538.2,0,25621.6
"DOM_10T12",189041.1,1087.7,9790.8,1649.6,547,2111.4,1434.4,15.2,360493.6,21500.6,1257.7,2700.5,4768.3,57400.7,5742.4,1364.7,6403.8,5313.5,4603.1,4451.1,6926.6,5260.2,8506.5,1612.6,218.3,342.7,2020.5,3771.2,2851.1,10794.7,10249.2,4517.2,1462.5,7323.2,4275.4,865.9,126893.4,3135.3,2359.2,2186.9,4863.9,4512,11056.4,4260.8,9613.5,10424.6,7760.6,4107,7893.9,0,734980.5,115,1.5,0.4,318.7,0,2524.7,41047.7,0,1730730.9
"DOM_13T15",874.7,170.2,12,2065,361.6,1613.7,738.7,341.5,3175.3,573144.6,1854.2,11124.7,700,11690.5,8223.6,21796.5,13705.9,2200.9,2052.6,4756.4,2100.1,4601.9,8662,14787.3,901.9,1267.2,25832.1,1249.5,3409.7,21886.2,4657.8,4312.3,149.7,840.5,1707.5,666.5,5101.9,5429.1,723.9,81,9368.3,3743,9055.7,6171.2,24060.7,1147.5,10590.6,1681.4,2547.2,0,217596.8,19.5,0,0.4,1099.1,0,1925.4,278957.7,0,1336934.9
