"","D01","D02","D03","D05","D06","D07","D08","D09","D10T12","D13T15","D16","D17T18","D19","D20","D21","D22","D23","D24A","D24B","D25","D26","D27","D28","D29","D301","D302T309","D31T33","D35","D36T39","D41T43","D45T47","D49","D50","D51","D52","D53","D55T56","D58T60","D61","D62T63","D64T66","D68","D69T75","D77T82","D84","D85","D86T88","D90T93","D94T96","D97T98","HFCE","NPISH","GGFC","GFCF","INVNT","DPABR","CONS_NONRES","EXPO","IMPO","TOTAL"
"DOM_01",367643.4,7314.8,16723.2,4.7,0,5.5,40.1,0.2,615468.7,127369.1,8646.7,32649.2,1.4,12936.9,56935.5,44,344.5,37.1,10.5,76.2,0,14.9,108.6,40.6,7.6,10.2,6050.8,141.7,1160.5,25297.1,118.5,87.1,3.5,0,100.2,2.7,54867.8,53.8,832.4,1.9,157.4,386.1,8891.2,5787.2,0,756.2,684.4,598.4,1344.7,0,368906.7,31.5,1.4,36412.9,370.9,0,471.5,15239.3,0,1775191.5
"DOM_02",2238,21819.6,1015.9,717.4,16.9,79.4,15.4,0,2132.4,7.3,45066.3,4994.1,14.1,6093,114.1,18536.8,77.5,5.1,26,154.2,11.2,123.7,105.4,9.8,15.1,0.4,6866.6,10.1,188.3,9503.8,4,48.6,1.9,108.9,0,0.1,484,0,30.4,0.2,5.8,14.1,493.9,208.5,0,102.1,8,21.1,46.3,0,3103.3,30,0.1,0.1,0.4,0,0,82.7,0,124752.7
"DOM_03",655,1.4,18396.8,0,0,0.2,1.5,0,66295.5,304.7,351.1,395.1,0.2,1007.3,62.1,14.7,11.1,6,0,0,0,0,16.2,5.5,1,0.9,35.6,0,5.7,0.1,8.9,0,2.2,0,0,0.2,42222.4,0,72.2,0,13.7,33.5,1394.1,534.7,0,129.7,21.5,10.2,119.5,0,75803.7,7,0,22.8,13.9,0,34.1,1158.8,0,209170.8
"DOM_05",1141.3,82.3,74.3,67163.1,274.2,1524.8,2247.6,98.8,2990.1,2332,361.4,4827.2,21214.1,28655.7,493.6,843.6,42957.7,35248.2,4667.7,848.8,43.6,267.9,733.3,71.8,2,63.4,198.2,118448.2,248.9,980.4,324,94.1,0,40.5,0,37.8,92.9,10.3,0,0,36.3,67,350.3,15.5,690.3,785.8,326.8,43.4,180.8,0,2009.1,0,0,0.1,1.6,0,0,698.4,0,344909.2
"DOM_06",0,0,0,110.4,2874.3,80.3,33.6,31.6,0,0,0,103.7,179302.5,23877.9,37.3,1464.6,1902.8,769.7,1309.8,1271.8,21.9,114.6,1409.6,778.8,86.7,184.9,0,42106.2,0,0.1,0,0.2,1.3,0,0,0,0,0,0,0,0,0,2.2,0,78.9,0,38.2,2.2,0,0,128.2,0,0,0.1,3.2,0,0,1980.9,0,260108.7
"DOM_07",0,0,0,0,0.1,14947.8,85.1,25,0,0,0,0,100.8,3877,43.4,0,1248.3,94224.8,57939,4166,0,0,0,0,0,0,0,0,41.6,755.3,0,0,0,0,0,0,0,0,0,0,0,0,106.9,0,0,0,0,0,0,0,0,0,0,0.1,-4.3,0,0,3439.1,0,180996.2
"DOM_08",3.4,0.4,2.2,98.2,95.1,217.2,2368.7,130.8,89.6,28,9.1,1032.2,24.4,14344.8,164.1,90.9,76027.4,501.4,360.3,238.5,154.1,909.3,290.3,265.2,27.7,53.4,173.1,138.1,43.5,30502.9,192,111,0,0,75,0,8.5,1.6,0,0.1,1.7,0.4,21.2,1.1,30.6,4.1,1.2,6.8,2.1,0,196.2,0,0,0.1,-3.9,0,0,2841.2,0,131875.3
"DOM_09",0,0,0,716.1,22624.4,202.4,497.4,95.7,263.8,0,0,0,1144.8,0,0,0,560.4,0,0,0,0,0,0,0,0,0,0,92.2,7.4,1175.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.9,0,0,570.6,0,27952.5
"DOM_10T12",144163.4,163.9,22893.6,783.1,319.7,1647.2,1190,22.1,257294.8,14734.6,1278.4,1702.5,2081.7,28327.6,7152.2,939.8,2296.9,7204.5,6659.2,5562.6,13065.6,6287,10297.1,3379.1,587.8,1565.4,1534.1,7773.9,4070.2,6800.8,12678.3,3784.1,91,5938.7,1609.8,1096,153877.6,1200.2,2946,2632.3,4832.2,4963.3,14254.2,4956.4,6767.6,14009.8,5150.3,8962.2,3890,0,812368.8,140.2,1.1,0.4,345.8,0,1821.9,49568.6,0,1679665.6
"DOM_13T15",535.5,174.8,37.8,3909.3,957.8,861.5,995.4,706.3,6505.9,661008.8,1386.1,12624.6,748.3,7212.4,8652.6,7868.1,7288.4,1368.1,920.9,5250.7,6424,5456,6148.9,11692.2,785.5,2182.5,36009.3,1660.9,6058.7,6604.3,15206,4947.3,332.1,1439,1798.9,2373.3,9738.1,4760.1,1388.4,253.4,11282,2672.2,15504,7860.3,36046.8,3331.3,12077.4,4105.3,2151.6,0,251021.2,30.8,0,0.5,1102.8,0,1442.9,261099.8,0,1464001.1
"DOM_16",29.9,3.8,11.8,7006.2,5.1,594.2,146.3,8,876.9,921.7,62142.8,5069.7,62.7,1610.4,121.9,1001.3,2696.4,79.3,259.6,6204.6,1379.3,1183.1,1781.3,1013,79.7,130.9,49265.6,161.8,413.1,71037.1,471.4,147.9,5.7,9.4,81.5,12.4,55.1,4.1,0,0.5,9.6,0.2,15.8,0.4,50.5,145.8,38.5,369.6,18.3,0,4320.8,0,0,0.1,55.7,0,67,13871.9,0,235049.8
"DOM_17T18",311,59.2,118,45.7,32,99.6,585.4,31.6,18452.4,4359,1715.7,128229,92.9,5758.8,5246.2,2822.7,12970.5,148.4,532.8,2626.1,7987.1,7690.7,4276.5,1630.3,91.5,300.1,12443.1,125.5,436.8,2886.7,28257.4,431.5,8.2,153.6,388.3,4378.1,2696,9536.6,1242.7,19317,21352.2,4570,66439.2,10866.3,15508.1,10603.9,82.6,699,524.3,0,26459.3,0,0.1,5226.7,471.3,0,201.1,19016.7,0,470535.5
"DOM_19",7426.1,619.2,3171.2,1445.6,1714.5,11318.2,8508.9,1349,1444.6,1356.1,909.3,865.9,25894.1,115420.7,555.3,3135.8,25874,60704.5,9365,4592.8,1755,1396.6,4164.8,1697.3,401.7,402.9,1609.4,20455.3,2248.1,39103,11124.7,63812,46309.3,25918.1,29174.8,2151.3,1629.9,359.1,668.3,418.3,4306.3,1673.2,18344.2,7232.5,4215.1,2722,223.6,354,721.1,0,24424.3,3.1,0.5,0.1,93.5,0,335.2,34831,0,639950.4
"DOM_20",122927.3,6587.7,1211.5,5175.7,16375.2,8011.2,10664.9,1892.4,5828.2,59530.6,13680.2,31309.4,8124.7,382276.3,13799.5,148340.9,38649.9,6344.2,12602.1,14235.7,22173.9,31651.3,8959.8,10659.4,1343.4,1791,19800.5,278.2,11037.5,87361,8060.7,901.7,71.6,379.6,81.7,129.2,3915.7,1786.1,22.7,852.5,550.1,321.3,29172.5,1982.7,2712.4,8434.8,432.2,268.9,5594.5,0,26181.5,12.4,1.1,0.2,291.1,0,258.8,126377.2,0,1321416.9
"DOM_21",13158.9,230.6,1789.5,105,100.5,21.8,0.8,1.4,1489,151.3,0.6,1148.4,10.4,1995.4,94025.7,155.4,906.4,224.5,24.8,294.8,1029,168,584,18.9,0.3,18.8,208.4,25.2,348.5,3263.9,71.7,64.2,47.4,43,54.7,91,2.1,31.3,260.1,149.6,172,20.1,4600.5,95.6,292.6,1141.8,164001.2,23,129.3,0,90246.9,27.1,1.1,0.1,119,0,217.7,14067.3,0,397470.6
"DOM_22",16837.3,521.1,390.5,1181.8,319,1890.4,979,1310.7,17270.2,14807,1661,8569.3,894.3,26496.2,2071.3,103891.4,9838.9,363.7,1052,8701.4,35841.7,38245.9,27637.4,44815.7,602.3,7223,16448.4,85.4,4777.1,44521.6,13134.7,10286.2,47,100.5,2760.9,1703.7,2034,211.9,776,835.9,195.2,444,4866.7,1277.6,343.2,81,515.6,220.2,1623.4,0,9460.1,0,0,0.3,197.9,0,0,68611.9,0,558972.9
"DOM_23",624.8,141.9,464.5,1257.9,192.6,1041,3038.4,985.1,7236.5,708.3,768.7,642.2,2882.6,6160.1,3169,2477.4,205202.4,14739.5,8847.1,10773.3,31962.8,27332.2,9120.5,18705.7,315.6,774.6,3254.1,2436.4,815,628641.4,858.5,283.2,45.1,154.4,117.4,10.6,608.1,2.3,139,0.7,49.5,34.9,2025.9,196.8,17.9,1531.5,291,3.2,57.2,0,6988.8,0,0,0.1,103.3,0,0,44118,0,1052349.2
"DOM_24A",319.9,131.7,177.6,12130.4,4991,1532.9,661.4,1992.1,410.6,432.2,186.7,815.5,122.9,1041,52.9,2318.1,20318.8,220975,4040.5,163096,9067.2,24447.1,102112.5,44524.6,6618.6,7525.9,6340,431.6,629.6,366738.3,25.9,673,182,64.4,65.1,4.7,3.7,0.5,9.2,0,0,2.1,478.7,21.8,0.3,34.8,0.3,1.2,4.7,0,0.1,0,0,0.2,-8,0,0,55851.2,0,1061598.5
"DOM_24B",14.1,10,0.1,25.2,0.8,853.3,37.2,219.3,148,178.7,185.2,10568.9,7,10453.5,110.1,2549.7,7894.6,11415.2,228130.5,62356.1,41058.4,145986.9,54693,50743.4,880,8310.4,14640.7,80.7,1055.2,10242.7,261.1,32.6,0.2,152.7,0.2,0.6,6,0,0,0,0,0,176.5,0.3,0,47.8,0.8,0.4,74,0,0.1,0,0,0.1,-14.8,0,0,27549.6,0,691137.1
"DOM_25",1282.1,345.2,195.7,11711.9,235.2,4792.4,3762.3,880.1,4363.3,2682.4,2257,1405.8,245.4,4213,1223.1,6321.6,20328.6,3091.3,1472.1,119707.3,26563.1,34385.9,76501.7,33945.1,6510.8,7397.4,11053.2,2551.6,2149.1,145267.9,5264.5,801.1,413.3,108.6,2806.9,135.8,627.4,30.6,300.2,233.6,161.4,1124.8,29717.7,4294.5,1189.4,1237.8,55.5,157.5,1863.1,0,6469.3,0,0.1,134253.3,9570.1,0,0,88924.5,0,826582.4
"DOM_26",286.4,73.1,86.6,379.3,2154.6,175.4,61.7,327,636.2,262,41.3,390.6,357.5,887.2,290.9,932.1,973.9,822.9,122.3,4491.6,571527.3,38598.3,37807.4,14940.9,3563.6,4391.6,3220.3,13087.7,1813.9,7458.8,22236.2,1722.1,340.2,1062.1,2193.7,147.7,1052.5,1062.2,9383.1,20080.1,1254.3,275,41945.2,2587.2,3386.7,4041.1,7511.4,622.3,5218.7,0,80045.2,16.9,0,189193.5,13926,0,297.1,535738.2,0,1655501
"DOM_27",228.2,139.3,80.2,1622.6,402.2,1083.5,1403,150.8,706.5,499.5,132.7,246,98.2,1017.8,125.3,1449.8,1801.1,857,354.4,7427.8,80562.1,137791.5,56668.5,24650.2,6305.6,16328.7,4775.7,47186.4,843.7,101453.4,35213.9,2146.9,65.7,2028.8,1821.6,339.9,731.9,542.4,6592.6,4339,166.4,55.2,20976.7,2619.5,1834.9,110.2,357.5,89.1,1835.8,0,55104.9,0,0,105431.6,7619.9,0,154.3,168350.3,0,914920.7
"DOM_28",12562.5,1522.6,4909.1,12140.6,13203.6,8717.3,7476.1,2630.9,2165.9,3072.2,1406.5,2615.8,1892,9061.9,755.2,2895.2,16875.4,17126.7,5157.5,30767.2,40029.7,28682.2,210893.1,35825.8,4495.5,7823.3,4497.1,1030.5,1369.1,35039.5,1001.6,2184.2,3368,2480.4,8089.8,349.7,644.3,19.3,494.7,71.7,2658.1,268.6,900.6,251.5,163.2,449.7,115.6,52.5,142.5,0,3574.2,6.6,0.1,466626.8,32870.6,0,0,153052.1,0,1206476.4
"DOM_29",1275,387.4,477.2,253.5,48.4,925.5,955.3,155.3,164.9,182.6,22.6,116.3,4.3,273,25.2,147.1,2120.7,197.1,54,1986.7,595.2,1181.3,14938.5,289109.1,6.4,901.3,252.6,49.8,1270,816.9,9915.1,62678.8,116.4,134,3722.3,1663.8,473,41.2,105.9,66.3,347.5,18.9,14937.3,5283.7,1937.4,93.8,25.5,50.7,2866.4,0,130130,0,0,416542.5,29443.4,0,193.5,65918.6,0,1065599
"DOM_301",7.3,0.1,1033.4,0,1.6,0,1.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,1418,0,5731.9,6.7,563.6,0,101,260.1,0,96.2,7155.1,162.6,2.2,0,0,0,0,0,0,0,23.7,0,203.4,4.2,0,0,10,0,212.9,0,0,25846.9,1806.5,0,0,23340.2,0,67989.2
"DOM_302T309",927.1,43.7,106.5,152.8,6.2,28.8,75.1,4.3,51.6,50.2,48.1,7.2,13.2,112.4,26.2,20,52.4,33.5,1.3,50.5,185.7,258.1,1710.4,457.4,126.3,17809.1,1812.6,2.7,6.2,601.7,4486.9,6019.2,12.5,2853.2,473,1836.2,6.2,0.8,0,3.7,23.3,1.3,119.6,8.2,355.1,8.8,104.9,13.5,1575,0,13890.8,0,0,65275.3,4604.3,0,0,27728.9,0,154182.2
"DOM_31T33",1074.5,332.4,306.2,609.1,865.8,567.1,113.9,162.5,1144.4,1162.9,482.8,726.8,327.4,1144.4,516.1,374.4,2469.2,1102.8,457.9,1529.8,2433.6,1144.7,2579.8,7071.6,199.2,784.5,9294.8,4953.7,635.5,9143.3,2616.1,2625.7,203,1630.5,268.8,422.4,624.5,374.9,667.3,1458.4,7944.1,1810,10698.6,1919.6,6682.9,2878.8,247.1,902.4,1145.6,0,59921.2,3.5,4789.1,79491.8,5869.7,0,1025.3,131144.5,0,381077.1
"DOM_35",17627.3,319,1679.1,15055.1,15612.8,17681.5,11875.6,837.7,10429.8,10670.7,3887.3,8759,5840.1,56513.7,4678,8339,45183.6,54792.7,35391.1,31732.8,17701.2,10386.5,19231.7,8961.9,1145.7,1718.1,5011.6,271702.4,10984.4,43295,20178.4,40217.6,74.6,414.3,1690.5,787,10407.7,1209.6,7240,3105,5823.8,5917.5,6469.3,1400.4,6196.4,3664.8,2495,1038.8,2263.7,0,131686,8.5,0.3,0.2,13.4,0,0,1564.6,0,1000911.5
"DOM_36T39",2355.7,89.8,349.7,142.2,354,209.7,411,18.5,1544.3,546.7,101.5,7637.8,152.9,1193.7,225.8,1453.7,1540.1,29827.3,6391.8,3787.4,705,450.8,673.9,293.7,64,126,252.7,3022,25588.7,2647.4,1171.2,461.5,163.6,126.7,55.2,32.5,1565.2,64.8,205.2,99.1,542.8,468.1,459.4,183.3,540,448.4,326.5,216.9,204.6,0,29364.2,33.8,71776,454.5,0,0,0,0.1,0,201121.5
"DOM_41T43",1911.4,115,90.7,323.8,147.4,71.3,62.6,11.4,344.5,304.4,71.5,139.6,36.1,537.2,82.7,159.6,280.7,189.6,133.1,247.5,1110.4,259.6,692.9,246.2,50.7,46.3,235.2,4373.4,1490.7,159603.1,3195.6,1961.5,6.1,233,292.2,309,1906.6,761.8,1133.3,222.1,5414.2,16164.1,1128.2,392.7,11504.7,4137.9,1075.4,824.8,380,0,0.2,0,0.1,3350013.5,0,0,0,0.1,0,3574425.8
"DOM_45T47",69659.4,2798.1,8216.5,9973.6,4695.7,5075.8,4828.7,1307.2,98598.1,88094.4,11649.3,21602.9,6202.2,65304.1,28779.3,29498.6,48668.9,33218.3,15609.1,37330.9,103400.4,45827.4,58815.8,69156.2,3790.8,8232.9,21062.2,16399.9,6541.6,175753.9,21663,27388.8,4661.9,4355.1,7238.7,1577.9,37123.4,2683.5,3798.3,5342.9,9290.6,3071.3,33902.9,7441.7,18409.3,7308.4,38490,3083.7,4140.5,0,331826,42.8,1716.9,161697.6,0,0,1042.7,180421.2,0,2017811.2
