"","D01","D02","D03","D05","D06","D07","D08","D09","D10T12","D13T15","D16","D17T18","D19","D20","D21","D22","D23","D24A","D24B","D25","D26","D27","D28","D29","D301","D302T309","D31T33","D35","D36T39","D41T43","D45T47","D49","D50","D51","D52","D53","D55T56","D58T60","D61","D62T63","D64T66","D68","D69T75","D77T82","D84","D85","D86T88","D90T93","D94T96","D97T98","HFCE","NPISH","GGFC","GFCF","INVNT","DPABR","CONS_NONRES","EXPO","IMPO","TOTAL"
"DOM_01",377834.4,7830.9,17562.3,4.2,0,4.1,32.4,0.2,645551.2,146364.3,8375.4,37557.4,2.9,15116.1,65926.5,44.9,319.3,37,9.9,71.6,0,15.6,110.7,40.8,6.9,11.7,6711.7,190.6,1584.3,25334,126.7,92.9,3.9,0,92.7,2.5,53019.4,59.7,918.7,2.3,152.8,438.9,10046.3,5588.6,0,874.9,819.6,635.9,2407.6,0,413044.7,31.4,1.3,35026.1,306.9,0,116.2,18281.2,0,1898742.5
"DOM_02",2171.4,22054.3,1007.2,700.7,17.6,64.3,13.4,0,2414.5,9.2,47162.8,6155,31.8,7691.8,142.7,20445,77.6,5.5,26.5,156.4,10.5,140.3,116.1,10.6,14.9,0.5,6628.2,14.7,278.1,10283,4.6,56.1,2.3,48.8,0,0.1,504.9,0,36.3,0.3,6,17.6,620.3,215.3,0,127.6,9.2,22.5,94.7,0,3728.2,30,0.1,0.1,0.4,0,0,65.3,0,133435.3
"DOM_03",574.8,1.3,16498.3,0,0,0.1,1.3,0,72685.9,372,354.5,505.8,0.3,1226.6,74.9,15.6,10.7,6.2,0,0,0,0,17.2,5.8,1,1.1,41.1,0,7.1,0.1,9.8,0,2.6,0,0,0.2,42534.8,0,83.1,0,13.8,40.2,1691,531,0,156.4,30.2,12.6,222.2,0,84694.3,7.1,0,24.5,10.1,0,8.5,1254.4,0,223728.8
"DOM_05",893.9,67.2,59.5,70449.7,281.4,1370.9,2534.3,96,2380.3,2256.6,310.1,5115.2,27947.7,29861.5,455.1,840.7,43105.7,34135.5,4495,814.5,47.5,281.9,753.1,69.7,1.9,70.2,201.1,133560.3,231.5,1060.5,310.9,142.7,0,24.9,0,33.6,69.5,9.9,0,0,33.3,64.2,349.1,21.2,625.7,783.3,267.9,39.8,237.8,0,1768.5,0,0,0.1,1.2,0,0,382.4,0,368914.4
"DOM_06",0,0,0,71.7,1991.7,43.9,17.8,20.7,0,0,0,74.1,201358.9,19246.2,23.2,1023.5,1431,496.7,851.8,827.7,21.9,74.5,987.4,510.2,54.5,136.7,0,47529.2,0,0.1,0,0.2,0.9,0,0,0,0,0,0,0,0,0,1.4,0,48.2,0,20.5,1.3,0,0,150.2,0,0,0.1,-2.1,0,0,1197.6,0,278211.9
"DOM_07",0,0,0,0,0.1,13713.5,81.9,23.7,0,0,0,0,208.9,3389,45,0,1206.8,109028.8,54798.3,4276.1,0,0,0,0,0,0,0,0,33,738.5,0,0,0,0,0,0,0,0,0,0,0,0,109.4,0,0,0,0,0,0,0,0,0,0,0.1,-13.1,0,0,5952.8,0,193593.3
"DOM_08",2.9,0.4,1.9,108.6,112,197.2,2766.7,145.9,84.4,32.3,8.9,1313.3,50.1,14982.6,173.6,106.7,76699,569.3,398.7,264.1,168.4,999.1,339.3,294.7,29.7,72,143.4,182.9,50.9,37444.9,200.9,130,0,0,120.3,0,7.1,1.8,0,0.1,1.8,0.5,24.1,1.5,31.8,4.7,1.5,7.4,3.7,0,198.8,0,0,0.1,-3.9,0,0,2577.3,0,141053.6
"DOM_09",0,0,0,869,24359.9,241,529.2,91.5,181.3,0,0,0,1283.5,0,0,0,482.9,0,0,0,0,0,0,0,0,0,0,104.6,8,1111.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0,0,634.8,0,29897.9
"DOM_10T12",153828.4,169.7,24991.7,879.8,376.6,1541.5,1068.6,25.9,286719.4,17203,1268.2,2063,5174.7,35041.7,8138.1,1181.3,2493.8,7828.4,7223.9,6063.9,13655.9,7338.9,11168.5,3747.2,617.1,1868,1335,9404.2,5723.4,8427.1,14218.4,4371.1,99.7,4477.2,2103.2,1131.8,157771.4,1378.2,3326.9,3128.2,5377,5559.2,16994.3,5390,7049.7,17074.2,5807.2,8384.6,5414.2,0,840917.8,141.6,1.1,0.4,230.1,0,446.2,43077.7,0,1780438.3
"DOM_13T15",514.9,181,39.3,4676.4,1208.2,835.1,831.1,785.2,6397.9,699461,1376.9,14299.9,1800.9,8283.2,7823.2,8828,8168.5,1658.3,1012.3,5758.6,8126,6617.8,7575.7,12002.2,863.4,2583.8,35464.8,2609.9,8021.3,9072.2,17167.4,4655.7,356.7,1074.9,2403.9,2418.3,8362.5,5598.4,1607,342,13566.4,3305.3,17929.6,8323.2,43255.5,3508.5,12025.5,4602.3,3046.6,0,253530.9,33,0,0.5,622.4,0,364.4,290915.6,0,1565893.7
"DOM_16",26.8,3.5,10.8,7656.8,5.8,512.7,127.7,8.6,818.7,1085.3,61894.7,5962,142.5,1867.9,124.6,1169.4,2674.4,83.4,277.8,6605.9,1529.8,1402.7,2045.8,1088.8,82.5,160.3,48606.3,207.8,509.8,72377.9,485.2,199.5,6.4,8.8,121.8,12.3,47.9,4.3,0,0.6,9.9,0.2,17.7,0.5,51.1,161.1,39.3,388.5,17.8,0,3824.5,0,0,0.1,11.7,0,16.9,12674.8,0,237172
"DOM_17T18",268.9,53.5,107,54.5,37.9,88.9,481.1,33.5,16034.6,4804.4,1537.6,142842.6,221.3,6424.1,5460.7,3044.4,13397.8,152.6,536.9,2739.1,8572.1,8450,4617.5,1694.8,90.6,330.2,13676.8,180.4,564.1,3892.8,29234.5,479,10.9,139,333.7,4473.2,2294,10254.8,1346.1,24396.9,25570,5220.1,72043.8,10480.2,18923,13432.2,77.6,804.1,799.7,0,31285.4,0,0.1,6106.4,463.6,0,50.5,20857.3,0,519466.8
"DOM_19",5808.7,504.5,2534.7,1370.6,1759.6,8930,9080.2,1277.3,1116.2,1351.9,760.2,911.1,42601.3,128909,498.8,3300.7,25407.8,68112.4,9904.1,4421.4,1753.3,1487,4246.7,1608.9,365.5,409.6,1430.9,24955.7,2738.1,47033.4,9964,66789.3,45770.9,20241.2,30949.6,2453.1,1395.8,350.4,764.2,442.3,6718.7,1583.1,20545.8,7210.9,5463.5,3617.9,215.1,286.2,864,0,19608.1,2.9,0.4,0.1,1.3,0,80.6,23420.8,0,673330.1
"DOM_20",111674.6,6234.2,1124.6,4971.7,16355.8,8718.1,12128.8,1857.9,5128.1,63655,13644.9,32783.5,17512.7,398352,11706.7,154967.4,37083.4,5669.4,11949,13830.1,21322,32740.5,8948,9449.3,1325.1,2009.4,20040.4,330,14160.3,88835.8,8477.8,807.7,72,370.3,92.6,131,3292.8,1811,23.7,933.3,537.2,321.1,31749.6,1914.5,2696.3,9103.8,403.2,227.6,8523.1,0,27207.3,12.3,1,0.2,0,0,66.2,118707.2,0,1345991
"DOM_21",13323.6,243.2,1851.5,123.5,125.9,21.7,0.7,1.6,1337,161.8,0.6,1485.1,28.9,2489.3,103268.3,184.4,1090.2,255.2,29.2,346,1386.1,248.3,722.6,22.4,0.3,23.4,227.2,35.8,511,4272.8,83.8,45.5,58.7,45.7,58.7,98.9,1.8,42.5,300.1,191.6,195.7,23.7,5643.8,111.3,325.1,1389.8,177665.6,24.3,227.6,0,84290.7,26.9,1,0.1,85.3,0,53.3,17549.8,0,422358.8
"DOM_22",15686.6,505.8,371.8,1244.1,348.9,1896.3,803.4,1363.2,15140.4,15354.8,1490.1,10238.1,2097.9,27652,1980,118698.1,9551.1,377.6,1052.7,8741.6,36313.5,39983,28829.2,39348,608.7,8387.5,17741.7,133.2,5738,50379.5,12855.3,12026.5,50.3,93.7,3482.3,1833,1672.8,208.1,774.2,918.7,186.2,441.8,5049.7,1345.3,318.3,83.9,447.5,197.4,1888.1,0,8873.8,0,0,0.3,25.3,0,0,83047.6,0,597876.7
"DOM_23",528.4,125,401.3,1364.9,212.2,866.9,3153.5,1064.3,6127.4,762.3,675.1,766.2,3734.9,6193.1,3047.6,2598.3,195296.2,16330.3,8687,10700.6,30458.6,27308.3,9008.9,15492.8,309.6,839.8,2789.8,2995.7,940.1,616829.9,879.3,356.5,47.8,69.7,186.5,10.7,496,2.6,138.5,0.9,48.8,35.1,2057.6,240.6,16.7,1572.1,252.2,3.5,56.1,0,7251.7,0,0,0.1,2.8,0,0,48480.4,0,1031815.3
"DOM_24A",255.8,109.7,145.1,13468.4,5713.6,1390.9,573.4,2061.1,341.9,549.1,176.1,1051.9,291.7,1140.1,54,2538.3,20364.9,240461.9,4354,179438.8,10412.8,27578.4,109931.2,40664.9,6994.4,8374.1,6868.5,598,691.9,406033,26,828.7,202.3,30.9,100,4.7,3,0.6,9.6,0,0,2.2,542.1,32.7,0.3,40.1,0.3,1.2,8,0,0.1,0,0,0.2,-60.5,0,0,41084.4,0,1135484.4
"DOM_24B",9.5,7,0,27.7,0.9,958.8,33.2,243.5,117.4,255.7,180.9,11997.2,17.8,10910.2,115.6,3040.9,8427,12559.7,247999.9,68727.2,44171.9,155999.2,60009.6,46115.9,952.1,9420.1,15366.4,106.7,1236.2,12442.5,290.9,22.6,0.3,93.8,0.3,0.6,5,0,0,0,0,0,198.8,0.3,0,54,0.7,0.5,72.7,0,0.1,0,0,0.1,-44.9,0,0,26378.9,0,738525.3
"DOM_25",1118.4,313.6,174.4,12992.6,265.8,5300.7,4345.9,936.3,3948.2,2864.5,2401.5,1649.9,581.8,4577.8,1232.3,7406,20955.1,3281.5,1558.6,129979.6,28455.8,36863.2,82061.3,29643,7074.9,8297.4,11269.2,3175.6,3138,162618.8,5660.8,642.2,454.6,57.6,2031.6,132,515.8,33.9,309.9,297.2,162.5,1174.9,32315.9,4555.4,1177.9,1375.8,55.1,132.2,1874,0,6435.9,0,0.1,139282.7,9432.2,0,0,97519.6,0,884111.5
"DOM_26",243.4,64.7,75.2,442.9,2422.4,159.6,57.2,376.4,510.4,302.7,38.8,471.4,898.6,930.1,317.4,1136.1,963.3,945.4,135.9,4778.2,605800.4,44768.7,40179.4,15310.8,3732.2,5211.7,3892.8,15412.6,2383.5,10637.4,24528.5,2143.3,398.9,908,1904.6,145.3,974.6,1043.1,10412,23191.1,1307.5,289.3,46397.4,2530.6,3413.9,4789,8047.8,638.4,5341.4,0,77109.1,16.7,0,187147.4,12687,0,72.6,568847.2,0,1746884.5
