"","D01","D02","D03","D05","D06","D07","D08","D09","D10T12","D13T15","D16","D17T18","D19","D20","D21","D22","D23","D24A","D24B","D25","D26","D27","D28","D29","D301","D302T309","D31T33","D35","D36T39","D41T43","D45T47","D49","D50","D51","D52","D53","D55T56","D58T60","D61","D62T63","D64T66","D68","D69T75","D77T82","D84","D85","D86T88","D90T93","D94T96","D97T98","HFCE","NPISH","GGFC","GFCF","INVNT","DPABR","CONS_NONRES","EXPO","IMPO","TOTAL"
"DOM_16",36.7,4.4,8,7786.6,2.2,478,170.2,8.3,746.1,947.9,63256.9,4908.4,90.3,1398.7,80.9,860.7,3437.5,242.6,620,5498.2,877.5,1110.3,2664.3,594.2,53.2,68.1,36589.8,83.5,260.2,62924,342.4,104.8,5.8,5.9,45.9,16.7,53.9,3.2,0.1,0.3,13.2,257.3,101.8,24.5,34.9,52.1,20.8,104.1,138.4,0,3716,0,0,0.1,48.5,0,81.5,12073.1,0,213052.9
"DOM_17T18",172.7,31.3,53.1,130.5,31.1,227,369.3,27.4,17523,4382.6,1360.7,110620,152,5670.8,3581.8,2447.1,12701,199.2,551.9,2606.8,7157.1,6990.2,4661.2,1187.4,66.6,166.2,7947.4,691.8,550.2,3173.5,26145,717.5,19.1,154.6,361.8,3336.5,1747.6,8108.3,1346.9,19881.5,23727.3,4744.5,55926.6,8790.6,13460.2,5922,219.1,330.9,1767.8,0,16236.4,0,0.1,2195.3,279.4,0,241.8,16278.2,0,407369.8
"DOM_19",8886.8,707.9,2105.1,1466.4,10869,7378.3,5955.9,1311.7,1266.3,953.4,629.8,671,47281.8,111403.7,289.8,2598.5,22279.5,50115.6,9163.6,3197.6,1234.8,1163.7,2939.6,1392.2,334.7,261.6,881,25560.8,1438.1,30458.7,5907.1,58780.5,30651.3,19807.8,18619,1462.3,905.5,247,423.6,191.4,2667.1,1124.2,15279.7,8187.6,3979.8,1272.9,226.4,212.9,675.5,0,17303.7,2.4,0.5,0.1,43.9,0,415.1,16045,0,558629.4
"DOM_20",110454.4,5615.5,707.2,6169.6,4790.8,8104.4,8396,2178.6,8175.4,54938.2,12179.5,30601.7,12972.7,368965.9,9636.8,123064.3,47129.1,5838.1,13866.9,19154.9,23134.8,30738.2,12233,7921.6,1078.3,1068.4,12652.4,618.3,6442.8,79326,4371.1,1234.4,106.7,559.8,893.6,214.1,2706.1,1768.3,22.2,1104.9,518.2,498.4,22046.4,1664.6,3301.4,5068,17416.1,778.8,6845.2,0,23175.7,9.9,1.2,0.2,214,0,325.2,87841.6,0,1210840
"DOM_21",16826.6,282.4,1200.3,68.3,37.8,20.2,0.7,5.2,976.9,91.3,0.4,580.6,9.5,3848.7,96979,253.7,550.8,158.2,24.2,184.7,475,87.7,493.1,8.6,0.1,7.9,80.6,45.8,113.6,2142.1,85.6,125.5,37.2,46.5,54.4,95.5,45.3,17.2,313.2,92.9,120.7,51,2276,254.4,139.5,406.5,130587.3,6.6,425.9,0,71989.2,21.5,1.2,0.1,102.3,0,269.1,10548,0,343666.9
"DOM_22",10780.5,314.7,181.5,1367.8,177.3,1790.9,902.8,1177,16592.8,13501.3,1791.3,9576.3,1176,29507.8,1313.7,94819.6,12339.7,659,1175.4,9350.7,31080.5,33904.9,27379.6,31030.2,441,4426.3,11841.9,220.8,5472.7,39321.5,6421.6,8210.1,32.4,61.7,1547.5,1029.2,1704.8,189.2,856,415.3,148.5,307,3748.4,1089.7,311.8,39.2,1082.7,289.1,1646.3,0,5703.2,0,0,0.3,144.6,0,0,56358.1,0,484952.3
"DOM_23",374.9,80.3,200.4,1336.1,135.3,953.7,2689,961.4,7150.9,629,553.6,616.9,3281.8,5880.9,2282.6,2309.8,171998.3,16678.2,9598.5,8448.1,19798,23252.1,7937.5,15658.7,255.3,502.2,2227.3,1240.8,1000.2,528320.5,337.8,495.5,49.6,179.9,230.2,103.6,316.6,221.9,147.7,34.9,64.9,62.3,1618.6,228.4,940.9,783.8,230.7,205.7,24.7,0,7834.9,0,0,0.1,77.6,0,0,36188.7,0,886731.5
"DOM_24A",124.4,47.6,64.2,11671.2,4087.2,1547.9,1059.5,1987.7,288.4,306.4,119.1,1044.7,109.4,1265.7,41.2,2272.3,14483.9,216422.2,4563.7,135497.7,5530.4,23897.1,85214.1,33169.4,4645,4345.4,4753.5,355.9,1224.3,312855.5,31,812.8,180.3,52.3,139.6,10.3,2.3,3.7,3.6,0,0,1.4,377.1,37.6,0.2,17.3,0.2,10.3,35.4,0,0.1,0,0,0.2,-12.3,0,0,45991.7,0,920690
"DOM_24B",6.3,4.1,0,43.3,0.9,820.3,48.7,216.3,121.1,135.7,172.6,11153.2,8.4,8615.4,70,1623,7173.6,13106.7,228459.6,55136,32309.7,143392.1,47876.4,36860.3,681.4,4989.6,12142.4,102.1,2936.6,15811.7,151.9,44.2,0.3,148.4,3.5,23.6,3.1,1.8,0,0,0,0.4,120,0.2,0,27.8,0.1,2.6,111,0,0.1,0,0.1,0.1,-10.1,0,0,18460.9,0,643107.5
"DOM_25",861.1,218.2,99.2,10234.9,646.4,5312.8,4391.8,995.6,4815.2,2114.7,3227.1,1638,381.4,5163.7,816,6898.4,25664.5,5669,2215.2,106274.3,21680.3,33735,62512,29192.2,5780.2,5053.6,9429.1,1449.8,1917.6,142940.7,2893.3,524.4,358.1,86.4,2627.3,130,414.9,37.8,159,93.9,132.4,1236.5,29089.3,3847.4,999.4,753.2,59.6,94.6,1467.3,0,5844.2,0,0.1,71687.2,6488.8,0,0,68948,0,699301.2
"DOM_26",216.7,52,50.5,1080.3,2048.6,314.2,288.6,391.4,608.7,265.9,88.9,466.9,1308.6,1281.4,267.1,922.4,1136,964.8,156.1,3333.7,553666.3,40938.3,46201.3,19274.2,4548.4,4351.3,2800.4,15128.7,894.7,8023.2,15936.4,1227.6,223.5,608.6,1354.4,127.1,638.5,733.8,10647.5,28529.2,1297,470,48969.8,3501.1,2846.5,2912.5,591.9,259.9,6014.5,0,74232.4,14.3,0,93410.6,8802.7,0,360.9,406353.8,0,1421134.1
"DOM_27",162.9,94,39.6,1870.7,459.3,1268,1478.1,150.8,686.8,483.8,143.3,261,557.2,1394.1,96.3,1216.6,1936.7,1058.9,461.9,4752.8,59410.6,120175.9,53133.7,22904.3,5787,12034,3396.2,36520.4,4794.3,93018.8,24355.9,1125.7,98.8,891.5,853.2,174.5,337.1,439.5,10224.2,4350.5,140.5,438.6,23847.7,3270.5,1490.4,43.2,525.9,248.4,1485.1,0,56568.5,0,0,99763.9,9080.2,0,187.2,152436.8,0,822125.7
"DOM_28",8545.8,980.9,2244.1,13273.5,7179,9209,8623.8,2376.3,3008.6,4200,1712.7,3126.5,3651.2,9978.6,749.8,2725.9,20981.4,20931.3,4637.8,25782.9,20658,26635.3,183999.1,40848.7,4938.3,6641.9,3513.2,2123.4,1394.2,25613.8,660.6,1574.4,2893.8,2430,5541.9,343.6,354.3,23.5,239.1,23.6,2206.9,359.2,708.1,229.4,142.5,286.9,9834.8,24.3,145.4,0,4746.4,5.1,0.1,387237.1,34576.4,0,0,139295.8,0,1064168.3
"DOM_29",1109.2,318.5,290.4,291.6,98.5,966.5,1259,175.3,185.4,146.7,17,114.9,82.7,252.6,19.8,117.4,3490.3,305.8,82.6,1507.7,599.1,752.1,17691.3,316362.8,7.2,782.8,519.6,60.6,910.6,1643.3,7967.5,66973.7,85.9,101.3,2274.1,1465.4,433.4,111.4,532.6,1021.4,536.8,61.9,16849.2,6425.4,4632.1,40.6,144.4,333.9,3935.4,0,118747,0,0,324052.9,29026,0,232.4,46505,0,982650.6
"DOM_301",3.1,0.1,411.2,0,0.7,0,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,824.7,0.1,9689.1,8.8,313.6,0.1,52.4,128.7,1.7,5.8,4079.2,80.5,1.2,0,0,0,0,0,0,0.1,16.7,9.6,166.4,1.5,0,0,3.3,0,108.2,0,0,31049.5,2736.9,0,0,19605.7,0,69299.5
"DOM_302T309",533,23.4,53.9,91.8,4.1,16.8,48.3,4.3,41.2,33.6,27.3,5.4,45.4,76.5,16.8,12.4,42.7,22.2,0.9,27.9,97.9,143,1122,1003.3,247,27318.3,1569.4,2,4.9,452.3,2666.5,4759.4,9.6,2554,341.3,1419.8,6.8,0.8,0,11,29.7,1.4,160.8,35.6,250.5,3.7,84,6.1,608.6,0,14566.6,0,0,41180.1,3686.5,0,0,22420.1,0,127891.1
"DOM_31T33",650.9,132.4,111.9,771.5,505.1,613.9,350.3,151,1024.4,1215.1,501.2,798.4,561.5,1428.3,364.9,407,2600.9,1259.2,640.2,1548.7,1713.4,1113.2,2418.2,4136.9,107.6,350.5,6967.4,3979.1,481,8220,1579.6,1538,126,1031.3,405.3,353.3,362.2,531.6,476,956.3,6133.9,989.8,5620.8,1105.6,3714.4,1296.6,290.8,408.4,854.4,0,39926.7,2.5,3797.8,44339.5,4350.3,0,1219.3,114889.8,0,281424.5
"DOM_35",12769.5,373.6,892.8,13976.5,9155.6,15033.7,7879,853.6,9659.9,9880.7,2964.9,6874.4,11326.7,52142.8,4617.2,12193.4,38371.8,47901.9,34703,26701.6,10766.2,8224.3,15708.5,7810.4,804.5,1048.8,3640.4,274472.3,6929.7,33083.4,14222.1,25181,750.6,622.4,1445.5,441.8,6053.1,767.5,3520.4,2086.2,4535.8,4935.3,3859.7,836.4,4608,1982.1,2038.7,977.3,2554.3,0,69452.3,6.8,0.3,0.1,10.9,0,0,1320.3,0,832969.9
"DOM_36T39",2078.3,74.7,219.4,251.6,201.3,369.2,461.8,24.3,1480,671.3,107.5,6230.1,232.6,1994.3,249.4,1147.2,2084.9,23693.7,7281.2,3372.4,577.7,424.4,830.9,322,55.8,87.5,196.9,3031.3,10042.7,2364.8,932.2,359.2,106.2,85.3,52.7,26,1031.2,45.2,123.3,44,591.6,439.7,675,474.9,439.3,317.8,308.7,113.8,291.8,0,20373.9,25.2,57326.3,267.3,0,0,0,0.1,0,154610
"DOM_41T43",1098.4,61.5,46.7,1296.6,351.7,504.1,586,38.6,1572,890.2,232.8,715,970.5,1805.3,166.2,466.5,1963.8,1044.2,758.2,1611.6,2690.7,1022.1,1770.1,1308.3,225.9,157.5,573,5545.1,2009.9,155474.7,4930.9,7221.2,12.4,500.5,960.5,840.9,2261.4,1017.9,1790.6,219.2,7553.6,22095.3,2918.1,673.2,11696.5,2826,1330.5,767.7,691.1,0,0.2,0,0.1,2765381.4,0,0,0,0.1,0,3022646.8
"DOM_45T47",52781.5,2177.5,6120.5,7459.1,3724.6,4107.3,3690.3,1163.6,103471.1,79915,9661.6,17247.5,8447.7,55625.2,22775.5,23163.1,36564.1,26323.2,12979.3,26675.1,81099.7,35608.5,48087.4,61164.9,3292.1,6060,13207.7,11963.6,3472,120946.9,14206.4,18659.7,2790.4,3077.3,4313.1,1133.2,27551.8,2204.2,3233.8,5346.5,5884.4,2102,24826.6,5113.8,10569.3,3414.2,27245.3,1272,3887.8,0,261457.5,28.9,1100.6,107025.8,0,0,1078.4,134296.7,0,1560795.2
"DOM_49",18715,1894.7,2481.6,8141,2030.3,4550.2,3940.7,466.3,37360.4,17891.1,6125.1,9232.9,10393.8,27459.5,5560.2,8979.9,32130.1,23688.1,10951.7,17291.4,22272.7,17447,25165.3,14745.6,985.9,2222.4,6202.1,10017,4278.9,96446.8,28915.8,33905.8,733.1,1012.3,11390.8,2874,10644.9,1970.3,1330.8,2908.5,7577.9,2777.3,14914.5,11585.8,13935.3,4330.1,5359.4,865.4,2537.7,0,76315.2,14.4,51404.4,13558.8,0,0,3382.4,20229.2,0,773542
"DOM_50",3358.9,218.2,468.3,1845.1,379.2,1402.5,781.6,43.2,4806,2656.1,927.4,1535.2,2224.9,5192.4,654.3,1804.9,5934,5103.4,1817.5,3214.2,5065.9,3067.4,4446.7,2488.9,236.5,348,1060.3,6045.1,772.3,12146.8,6127.5,2734.7,20957.2,247,12849.5,128.1,1047.1,155.9,142.1,313.2,295.9,484.5,2626.4,735.4,561.5,250.5,494,163.4,380,0,5641.6,0.9,718.3,3852.1,0,0,688.4,20124.8,0,161765
"DOM_51",1717.3,165.8,172.4,262.1,141.4,346.4,175.6,38.8,2367.4,1642,475.6,682.5,2265,2208.4,774.7,925.9,1434.4,1681.1,1545,1106.2,5267.4,1870.6,2419,1797.1,103.7,284.8,564.8,936.7,283.5,4806.9,2991.3,752.3,75.5,9580.8,1520.6,1998.7,584.4,628.5,315.8,1023.8,2549.4,370.3,4448.2,1211.4,7114,1985.6,549.4,145.2,323.9,0,7275.6,0.6,1180.1,5060.3,0,0,2530.3,14106.1,0,106784.7
"DOM_52",2726.3,102.8,251.4,1362.9,271.3,881.8,694.6,53,5670.8,4566.1,1121,1811.3,1335.5,5896.2,730.9,3289.5,5374.6,4170.3,2487.8,3601.5,4783,3677.3,4627,4326.6,225.1,489,1476.2,2063,951.3,12589.2,8446.4,30066.7,13259.6,1050.9,5589.6,2361.2,1133.7,355,285.6,517.6,691.3,683.2,3502.9,1347.8,794.6,214.5,608.1,150.2,626.2,0,7102.8,21.7,923.1,1926.5,0,0,17.7,5646.4,0,168930.7
"DOM_53",1429.2,215.7,282.6,500.8,61.2,112.5,98.8,17.1,2179.9,711.6,273,391.6,221.6,1279.7,862,516,1266.4,548.1,1185,1000,1084.4,1834.3,1408.7,1509.9,62,110.4,391.9,548.7,173.4,3091.3,13013.9,594,18.6,66.3,193.6,3985.4,613.6,129,488.8,1079.6,5471.7,260.1,1288.3,300.7,2758,542.9,617.4,80.6,211.1,0,10930.2,0,45.9,973.5,0,0,57.9,4.6,0,67093.5
"DOM_55T56",2190.5,379.1,235.1,1675.5,530.1,1512.7,942,175.5,6504.4,2539.2,654.7,1882.5,744.5,5056.8,3100.1,1875.1,5951.6,3278.9,1366.1,4410.5,5286.9,4298.3,7958.7,2841.2,215.5,535.5,1311.3,2343.8,1775,18421.9,9920.4,13167.3,206.6,2490.4,2029.2,1045.4,1012.6,3401.7,1041.1,2622,38314.2,3767.5,29364.6,12213.8,27706.6,6539.9,1635.6,783.1,2132.9,0,260716.8,696.8,0.4,0.2,0,0,8772.4,0.1,0,519574.6
"DOM_58T60",17.9,2.4,0.7,197.1,65.6,173.2,71.9,5.6,391.4,382.8,93.9,176.7,80.4,401,242.3,346.1,705.6,360.8,221.6,448.7,617.9,458.1,773.4,165.4,7,27.6,136,575.5,245.6,1140.9,614,376.5,46.7,271,66,84.1,484.7,1721.9,671.1,193.6,1839.3,571.8,1270.3,92.5,5217.2,1343.6,215.3,149.3,167.8,0,18125.5,99,24583.3,3768.5,0,0,215.5,5135.5,0,75857
"DOM_61",1429.7,87.7,143.8,255.1,140.4,438.4,176,19.7,887.4,635.5,185.3,421.1,109.6,891,350.2,324.9,1364.4,326.7,328.3,1036,1646.5,835.1,1793,414.1,19.5,54.6,267.6,2290.3,861,30347.5,2721.6,2828.2,2548.7,521.6,735.3,1390.3,1624.3,870.9,25003.8,26649,14990.2,2362.3,3401.1,566.5,17065.3,3718.5,3765.4,268.6,468,0,74211.7,5.6,0.1,0.2,87.9,0,976.5,12026.6,0,246888.7
"DOM_62T63",486.2,108.6,2.1,261.8,97.8,350.1,304.3,35.8,1251,1079.5,148.7,354.3,125.6,1138.4,398,460.9,937.3,499.8,323.3,846.5,11683.7,1199.6,2011.6,751.5,73.8,173.1,405.7,1532.5,378,10330.1,4057.2,2456.5,943,1553.5,2138.9,976.2,769.6,711.5,5826.5,28953,14711.8,1717.2,3359.6,662.5,5777.8,1168.7,1156.5,184.5,304,0,13428.5,12.8,0.1,173245,0,0,12.2,17378.4,0,319254.9
"DOM_64T66",13742.6,1596.5,2845.1,16874.7,4313.7,5604,4266.7,452.4,10089.7,7000.9,2252.9,6754.5,6393,18732.7,3458.5,5342.7,17975.8,28251.4,16812.4,12012.9,24419.7,10990.3,17518.6,6590.2,1822.2,730.6,2702.3,35930.5,6070.6,85955.7,53634.3,81152.3,6909.3,3682.6,4568.8,623.2,4538,1218.7,5193.3,8708.8,69502.5,71295.6,35034.8,8832.3,12470.3,7802.2,2766.3,1443.7,1693.1,0,209757.4,197.4,49982.3,803.2,62.3,0,911.3,10195.3,0,1030482.8
"DOM_68",14.2,0.1,0,114.3,35.1,9.2,33.6,15.5,260,223.9,49.4,138.9,51.6,136.1,34.2,271.8,347.1,65.8,107.2,314.1,601.6,306.2,449.3,124.4,3.5,61.5,279.6,157.6,313.9,199.8,59955.5,989.4,22.6,315.7,1218,1168.1,6438.2,526.8,2732.8,9244.1,40511.8,16918,11062.4,2010,4661,3558.8,1760.7,656.1,7789.3,0,545631.7,488.1,8596.5,62522.4,0,0,3051.7,2112.9,0,798662.4
"DOM_69T75",8525.6,1043.9,570.3,8252.6,2246.9,4929,3658.4,545.6,19722.7,6348.8,1450.7,4442.9,2464.5,16434.2,8642.7,6226.7,10080.6,6882.5,3270.3,8047.2,20648.7,10786.8,18949.9,16651.6,539.2,1587.8,3241.1,5599.3,1291.4,149101,85818.9,2872.1,908.9,2016.9,2071.7,1511.2,3538.1,1424.7,6529,10602.6,47367.8,20876.2,73742,3308.8,2313.3,1579.8,595.7,513,1638.3,0,13009.6,329.3,51981.9,106534.6,65,0,437.8,43134,0,836904
"DOM_77T82",633.9,102.2,151.3,4830.3,1180,1718,1553.4,182.8,7512.5,3367.5,671.3,2092.9,1610.8,4697.5,3636.2,2596.9,5499.1,2552.7,1363.5,4149.3,7949.1,5274.6,7708.8,6106.5,186.1,499.2,1925.3,2262.1,1249.4,17098.8,61166.8,5292.9,1296.2,2489.4,2233.1,1154.8,3790.1,1251.2,4477.3,11686.6,32865.8,15946.9,12911.8,17356,15152.3,1803.4,445.8,591,1503.4,0,49572.6,67.9,13244.3,2504.9,0,0,735.9,25609.3,0,385512
"DOM_84",281.1,19.9,21.8,64.1,42.9,72.5,37.2,3.5,210.7,122.1,35.6,64.1,30.2,187.7,72.8,113.9,253.4,165.8,111,185.9,517.3,172.3,294.6,649.9,56,49.1,91.1,114.4,77.6,474.8,298.9,110.8,109.5,24.5,47.5,25.7,60.3,42.2,192.9,196.7,473.3,578.8,1517,440.2,3933.2,240.5,78.3,24.6,94.4,0,2031.7,76.9,708452.9,0.2,0,0,0,0.1,0,723644.2
"DOM_85",102.8,4.8,7.1,144.8,15,43.8,21.8,1.9,115.4,61.3,14.3,38.1,26.8,95.3,47.1,40.1,130.3,37.8,30.2,116,109.2,68.8,165.4,108.1,5.4,16.1,45.4,47.9,92.5,600.3,638.8,335.6,9.4,36.5,16.2,14.6,119,66.9,158.3,44.9,1994.9,128.7,378.6,39.7,2519.5,2008.3,337.3,30.8,66.8,0,69399.3,2943.9,378638.9,0.2,0,0,244.8,0.1,0,462526
"DOM_86T88",78.8,1.7,0.8,117.8,12.8,51.5,52.9,0,48.5,63,22.6,51.4,331.6,65.3,24.4,9.2,177.1,181.7,60.8,239.2,111.2,154.4,302.8,115.1,1.7,35.6,13.5,187.6,22.1,505.3,249.7,136.4,15.5,3.1,51,0.7,12.3,13.7,1.9,1.7,184.2,1.2,17,1.9,1085.1,67.9,967.7,7.9,24.6,0,70082,3966.8,398647.2,0.2,0,0,718.2,0.1,0,479298.4
"DOM_90T93",43,3.2,4,77.6,53.3,54,27.6,1.1,179.2,69.4,17.5,56.8,25,121.3,38.8,59.8,114.7,73.1,32.6,91.1,90.2,68.1,149.1,145.5,3.8,4.7,36.6,403.4,47,439,359.1,113.3,34.1,15.4,87.6,8.3,70.5,177.2,74.3,95.5,1839.9,211.9,404.9,116.3,987.3,58.2,31.5,1080.9,110.6,0,6563.9,2434,53028.6,0.2,5.6,0,1728.3,2115.5,0,74283.4
"DOM_94T96",941.8,84.8,122.5,2094.1,407.8,184.1,447.4,32,1628.7,721.2,209,823.8,661.1,1481.1,525.7,742,1765.6,1302,440,1773,2173.4,1795.2,2345,3200.6,137.2,189.5,455.9,1660,1283.8,10713.3,9782.8,5959.5,343.9,283.1,1835.3,1584.2,1659.3,905.7,522.5,221.6,2279.2,1004.1,5022.1,1053.1,7384.8,3004.7,2185,732.2,2188.7,0,78874.4,31416.9,14529.1,1406,0,0,924.3,0.2,0,215444.5
"DOM_97T98",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"IMP_01",5985.3,182.4,226.3,3.9,1,1.5,2.3,0.4,16124.6,3230,320.7,661.9,2.2,474,1261.7,73.6,14,5.5,3.8,7.3,6,4.2,8.4,6.4,0.4,0.7,113.5,4.7,10.4,666.3,17.9,45.7,2.8,15.3,85.9,2.7,983.5,2.3,22.7,1.5,5.8,8.9,161.2,70.9,2.6,32.6,24.2,46.3,30.3,0,7638.8,0.8,4.3,917.1,9.6,1396,0,0,40932.5,0
"IMP_02",97.4,711.6,22.9,25.1,0.6,4,0.8,0,131.1,11.9,1589.8,123.6,1.5,230.8,7.6,697,4,1,2.2,9.9,1.4,3.7,4.7,0.6,0.4,0.1,196.5,0.4,1.9,349.9,0.8,21.8,1,20.2,0.7,0.1,17.2,0.1,1.6,0.1,0.3,0.5,13,4.5,0.2,4.7,0.5,3.4,2.2,0,88.9,0.9,0.2,3.9,0.1,14,0,0,4433.5,0
"IMP_03",34.8,0.3,200.8,0.2,0.1,0.1,0.1,0,323.5,5,2,4.3,0.6,15.1,1,1,0.7,0.6,0.3,0.3,0.8,0.4,0.6,0.2,0.5,0.1,1.4,0.6,2.2,1.5,1,0.3,6.8,0.3,0.7,0.8,193.6,0.1,0.5,0.1,0.1,0.4,8,1.9,0.3,2.3,0.7,0.9,1,0,416.8,0,0.5,2.6,0.2,77,0,0,1316,0
"IMP_05",15.5,1.1,1,1816.2,30,33.6,43.4,5.5,76.4,49.5,10.1,109.4,760,820.2,11.1,28.6,1092.7,1016.6,151,36.3,1.9,8.1,27,4.6,0.1,2.3,6.6,3260.2,14.7,61.9,4.5,9.5,0.5,2.1,1.1,2.1,2,0.6,0,0.1,0.6,1.6,7,0.4,14.9,12,10,0.7,5.6,0,90.8,0,0.2,0.9,0.2,4.8,0,0,9667.8,0
"IMP_06",13.2,1,2.3,38.8,752.5,43.7,33,21.9,4.4,4.4,1.8,26.2,100712.2,7768.8,11.3,397.9,592.7,259.2,374.2,324.5,6.4,32,371.8,206.3,26.8,44.5,2.4,17522.7,2,44.2,8.2,56.1,22.8,13.6,18.8,1.6,1.4,0.5,0.7,0.6,3.4,1.6,16.5,8,19.5,1.5,12.9,0.5,1.1,0,118.5,0,1.9,50.9,4.4,35.4,0,0,130043.5,0
