"","D01","D02","D03","D05","D06","D07","D08","D09","D10T12","D13T15","D16","D17T18","D19","D20","D21","D22","D23","D24A","D24B","D25","D26","D27","D28","D29","D301","D302T309","D31T33","D35","D36T39","D41T43","D45T47","D49","D50","D51","D52","D53","D55T56","D58T60","D61","D62T63","D64T66","D68","D69T75","D77T82","D84","D85","D86T88","D90T93","D94T96","D97T98","HFCE","NPISH","GGFC","GFCF","INVNT","DPABR","CONS_NONRES","EXPO","IMPO","TOTAL"
"DOM_01",298507.6,6357.3,13546.7,3.9,0,4.3,35.6,0.2,620731.3,116676.8,6852.6,26564.2,1.5,10316.8,48225.7,37.8,299.2,34.7,9.2,62.1,0,11.8,63.7,34.1,6.8,7.9,5003,124.6,904.3,25263.5,91.3,54.4,2.8,0,71.8,2.2,34872.8,45.4,664.6,1.5,133.4,308.4,7097.7,4709.9,0,437.9,427.8,483.9,1576.5,0,311374.1,28.9,1.5,34984.5,434,0,488.2,14620.1,0,1592601.1
"DOM_02",1657.2,17288.7,750.5,666.8,20.9,70,15.3,0,2405.1,7.6,40029.5,4498.6,16.7,5445.9,108.3,17812,75.5,5.3,25.6,140.9,6.9,109.4,69.3,9.2,15.2,0.3,6578.9,10,163.7,10637.6,3.5,34.1,1.7,81.3,0,0.1,344.4,0,27.2,0.2,5.5,12.7,446.2,189.1,0,66.2,5.4,19.6,61.8,0,1874.6,27.9,0.1,0.1,0.4,0,0,77.9,0,111921
"DOM_03",515.5,1.2,14442.9,0,0,0.1,1.5,0,73156.1,309.8,302.2,383.6,0.2,872.3,57.1,13.7,10.4,6,0,0,0,0,10.3,5.1,1,0.8,31.9,0,6.9,0.1,7.5,0,1.9,0,0,0.2,29154.8,0,62.6,0,12.6,29.2,1235.8,464.9,0,81.5,15.3,8.1,150.4,0,65308.3,6.3,0,20.9,12.5,0,35.8,918.6,0,187656.2
"DOM_05",851.2,65.7,55.3,57798,313.7,1206.7,1905.2,79.8,2939.8,2010,307.7,4045.6,22062.5,25114.8,431.2,721.8,38483.6,31789.1,4204.4,692.8,23.5,222.9,607.2,56.5,1.8,46.1,158.4,107321.9,167.9,778.1,228.2,57,0,29.7,0,28.8,70.1,8.4,0,0,28.7,51,265.2,13.3,580.4,440,277.9,32.4,180.5,0,1871.3,0,0,0.1,2.1,0,0,839.5,0,309467.9
"DOM_06",0,0,0,80.7,2688.6,53.3,28.3,20.2,0,0,0,73.9,167967.9,17526.4,27.7,1023.7,1386.2,583.4,978.1,886.1,0,79.4,927.7,521.6,66.2,114.3,0,35663.8,0,0.1,0,0.1,0.8,0,0,0,0,0,0,0,0,0,1.5,0,48.9,0,28.4,1.2,0,0,136.8,0,0,0.1,-2.6,0,0,2441.7,0,233354.8
"DOM_07",0,0,0,0,0.1,11129.5,67.4,20.8,0,0,0,0,102.7,3275.5,36.8,0,1077.5,90319.5,51456.6,2683.7,0,0,0,0,0,0,0,0,25.3,584.3,0,0,0,0,0,0,0,0,0,0,0,0,82.1,0,0,0,0,0,0,0,0,0,0,0.1,-4.6,0,0,2724.9,0,163582.6
"DOM_08",2.5,0.3,1.6,86,106.7,179.4,2046.7,107.7,89.3,24.4,7.9,885.2,26,13354.1,146.1,77.3,68106.6,437.1,322.5,197.7,128.1,777.6,249.5,207.5,25.4,39.3,149.4,117.8,32.4,27764.8,126.1,71.3,0,0,54.4,0,7.7,1.5,0,0.1,1.4,0.3,16.9,0.6,26.2,2.4,0.8,5.1,2.4,0,181.5,0,0,0.1,-4.3,0,0,2119.7,0,118311
"DOM_09",0,0,0,622.1,21441.9,158.8,426.3,78.2,263.4,0,0,0,1125.3,0,0,0,470.7,0,0,0,0,0,0,0,0,0,0,78,6.4,973.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.6,0,0,524.4,0,26169.7
"DOM_10T12",145674.4,160,23123.7,808.6,442.3,1470.7,1142,22.2,329637.2,16852.4,1292.4,1603.2,2452.1,34115.6,7243.1,985.9,2364.5,7382.3,5975.1,4937.8,10548.2,5622.4,9366.4,2914.9,538.7,1100.2,1652.8,7185.5,3563,7291.3,10959.4,3104.2,94.6,5949.2,1358.6,1091.2,150092.1,1136.6,3218.1,2100.7,4686.7,4438.6,14340.8,4424.2,7218,10388.7,5118.5,7311.8,4368.4,0,861990.3,137,1.3,0.4,386.2,0,1949,43213.2,0,1786546.9
"DOM_13T15",384,128.5,25.6,3497.6,1137,706.7,858.9,585.7,6502.3,591032.2,1214.8,12750,832.3,5452.8,6524.3,6877.2,6518.6,1255.8,826.5,4365.1,4652.7,4613.2,7488.6,9846.3,725.1,1641.9,32708,1474.2,4390.8,5051.3,11577.6,2980.5,263.6,1184.4,1288.5,1834.3,7113,3934.7,1093.9,152.8,8730.7,2071,11096.8,5106.9,27585.1,1913,10494.3,3202,2150.4,0,231961.5,26.4,0,0.5,1123,0,1512.6,262489.3,0,1324954.9
"DOM_16",22.5,3,8.9,6603.5,6.4,539.6,136,7.1,922.6,869.6,61877.6,4648.7,73.6,1552.3,116.8,888.3,2460.6,77.6,250.2,5513.3,1124.4,1066.8,1606.1,871,78.5,104.4,49757.3,148.6,387.2,60681.1,398.1,111.1,4.8,8.2,63.3,10.4,44.4,3.6,0,0.3,8.5,0.2,12.8,0.4,47.5,89.6,33.1,304,14.6,0,4209.8,0,0,0.1,49.2,0,70.4,12098.8,0,219987.1
"DOM_17T18",243.1,49.7,94.3,46.2,41.4,85.7,514.1,28.4,18605.8,3960.5,1513.8,117365.3,108.3,5445,4743.7,2416.9,12355.3,140.2,484.9,2262.7,6134.9,6603.1,4254.9,1347.3,86,227.8,12858.9,130.7,407.8,2537.1,23095.1,292.8,7.8,128.9,274.9,4195.7,2140,9442,1321.8,20344.7,21162.5,4069.3,60713.7,9322.7,15774.3,6634.9,74.4,653.5,590.9,0,21600.3,0,0.1,3355.5,400,0,210.6,16619,0,427518.8
"DOM_19",5920.6,528.4,2522.4,1349.4,2128.9,9711.2,7839.5,1185.2,1542,1268.2,841.6,784.7,38119.2,109573.9,371.8,2763.6,24420.3,54915.5,8916.4,4053.7,1383.1,1252.4,3105.8,1469.4,392.4,320.4,1464.1,20284.9,1815.9,36292.4,8232.8,54822.3,39391.6,22589.7,22052.1,1785,1010.8,315,554.5,263.9,3076.9,1392.3,13942.5,5944.7,2125.8,1345.2,132.2,310.5,739.1,0,16882.5,2.8,0.5,0.1,49.7,0,344.7,20922.1,0,564766.6
"DOM_20",109646.9,6289.7,1078.1,5450.5,10186.8,7857.8,9656.6,2101.5,6371.5,56357.7,14234.2,30760.5,10478.8,386132.4,13197.8,137124.4,38187,6356.4,12666.3,14232.6,20064.3,30703.6,11694.8,9778.2,1430,1476.5,19202.8,279.4,9566.4,82417.9,7085.7,531.9,61.8,339.3,70.1,110.6,3356.1,1897.1,19.7,603.5,545.3,285.9,27739.9,1678.3,2523.3,5434.1,374,255.6,6795.3,0,24761.6,11.7,1.2,0.2,245.2,0,278,100262,0,1250248.9
"DOM_21",11305.1,212.1,1533.8,103.3,131.6,19.3,0.7,1.3,1708.9,152.3,0.5,1101.2,13.1,2169.9,90710.6,155.9,822.6,228.9,24.9,273,789.8,161,848.1,16.9,0.3,15.8,189.5,24.1,308.2,3679.6,57,34.4,42.1,39.4,42.8,79.4,0.1,29.1,227.2,83.3,156.4,17.6,3742.2,78.8,217.1,731.6,150231.2,21.1,162,0,79873.9,25.3,1.2,0.1,119.6,0,229.8,11491.4,0,364436
"DOM_22",13670.1,452.9,316.3,1090.1,390.1,1544,883.2,1131.9,18575.9,15556.5,1506,8138.6,1041,25204,1648.9,92294.8,9970.1,405.9,996,7796.9,28223,34969,28379.9,38331.6,587.3,6145.6,15715,80.7,3670.2,41039.2,10143.6,8772.8,40.8,80.9,2217.2,1493.9,1817.5,186.4,663.1,428.4,178.9,360.3,3919.7,954.1,263.6,50.3,367.2,192.8,1518.6,0,5934.1,0,0,0.3,169.7,0,0,61970.2,0,501478.8
"DOM_23",476.2,115.7,353.2,1019.1,221.6,821.7,2474.1,786.6,7518.5,630.1,657.6,557.7,3179.3,4966.4,2691.6,2025.3,171196.3,15557.4,8566.1,9567,25344.4,24321.7,9214.2,15745,290.9,598.6,2935.6,2118.4,655.3,552169,600,200.4,38,104.1,77.8,7.9,443.7,1.9,113.1,0.6,42.6,27.7,1773.9,347.5,16.2,894.6,235.8,2.4,46.3,0,6540.2,0,0,0.1,82.1,0,0,37220.2,0,915591.7
"DOM_24A",253.7,111.8,140.5,11282,6142.5,1282.3,606.7,1977.9,442,398.8,172.1,738.5,144.1,1013.4,49.8,2159.5,16636.3,204278,3879,147357.9,6180.8,23540.2,79048.3,42133.4,6375.8,6218.6,5776.5,409.2,497.8,335469,18.8,392,158.6,45,52.1,4,3.7,0.3,7.9,0,0,1.7,398.4,12.5,0.3,20.6,0.3,1,6,0,0.1,0,0,0.2,-17.4,0,0,46583.5,0,952406
"DOM_24B",12,9.1,0,24.3,1,791.1,35.5,197.3,164.6,171.1,176.6,11936.5,8.5,10664.9,107.7,2322,7799.7,11403.4,222708.4,58215.6,36884.2,138446.1,44966.3,45180.1,889.9,6787.3,14050.4,75.2,773.5,12574.5,216.5,16.3,0.2,123.1,0.2,0.5,5.2,0,0,0,0,0,153.3,0.2,0,30.1,0.1,0.4,59.3,0,0.1,0,0.1,0.1,-18.8,0,0,19206.7,0,647170.4
"DOM_25",1024.4,295.2,156,10110.3,303.3,4232.2,3574.1,796.8,4772.4,2595.7,2151.4,1307.2,299.3,4225.5,933.7,6055.9,20066.5,3127.4,1452.7,109592.3,21688.6,32094.2,67717,31176.9,6666.1,6076,10704.6,2447.4,1818.7,133162.6,4373.8,412.8,358.8,85.8,2133.3,116,434.4,27.7,256.5,156.5,143,957.7,24649.9,3532.5,730.5,781.9,35.9,144.5,1559.3,0,6938.6,0,0.1,117643.9,10877.9,0,0,74587,0,741562.8
"DOM_26",239.6,65.4,72.3,376.4,2796.2,151.3,60,299.7,724,256.9,39.9,368.6,444.9,840.6,291.9,862.9,951.7,849,122.7,4228.4,506654.7,36521.6,38408.5,13307.3,3631.2,3640,3039.4,13148.9,1535.2,6766.5,17185.7,1424.2,303,857.6,1738.2,137.4,864.9,964.9,7693.6,18345.9,1258.8,250.4,37374.5,2068.3,2767.5,2571.7,569.3,547.4,4280.2,0,67717,15.6,0,118717,11474.5,0,296.2,527267.9,0,1467387.4
"DOM_27",185.9,121.4,65.2,1571.3,521.6,1006.5,1342.5,134.5,766.7,467.7,127.2,228,119.1,1024.2,123.7,1333,1723,861.1,347.2,7043.8,70844.6,130857,53814,22070,6338.2,13792.6,4440.2,45335,702.8,90860.9,26717.5,1643.1,55.5,1589.8,1443.3,295.6,520.7,452,6187.8,2855.9,143.1,47.5,18851.5,2100.7,1539.7,71.6,341.2,75.1,1458.7,0,44644.5,0,0,103473.7,9657.9,0,161.8,166385.9,0,848883.3
"DOM_28",9906.5,1285.2,3862.2,12074.6,13592.2,7672,7466.5,2389.9,2807.8,3706.5,1502.5,2972.5,2278.6,9366.4,859.3,2781.9,19318.8,19046.3,4768.9,28590.5,33900.6,28210.8,185843.2,33184.3,4765.2,6729.6,4592.5,1081.2,1248.2,28912.6,961.5,1613.8,3548.8,2317.2,6216.7,401.7,543.9,18.3,464.3,49.4,2943.8,223.9,660.1,256.7,77.9,341.1,10837.4,46.5,151.6,0,5880.8,6.3,0.1,381026.9,34922.4,0,0,144154.1,0,1082382.2
"DOM_29",1224.2,398.1,457.1,289,73.2,992.7,1073,166,213.5,208.2,25.5,129.1,6.1,298.1,29.1,160,2079,233.6,62.7,2172.5,596.6,1303.5,17930.9,296277.9,7.6,866.7,274.5,55.9,1292.1,869.9,9340.6,61864.4,119.4,125.9,3043.7,1679.4,385,43.8,106.9,56.6,365.8,19.1,16280.5,5534.9,2153.3,69.5,28.6,52.2,2565.5,0,129850,0,0,366280.5,33692.7,0,202.4,54592.4,0,1018219.2
"DOM_301",5.5,0.1,781.3,0,2,0,1.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,1455.8,0,5532.1,5.3,478.7,0,107.3,218.3,0,77.3,5982.7,131.6,1.7,0,0,0,0,0,0,0,20.5,0,163.6,2.5,0,0,7.4,0,148.4,0,0,33745.4,3079.2,0,0,19606.7,0,71555
"DOM_302T309",874.1,44.1,100.2,171.1,9.2,29.6,83,4.5,66.7,55.6,53.4,7.9,18.8,132.6,29.9,22.1,60.9,39.2,1.5,53.4,178.1,273.3,1862.8,480.4,147.9,17212.1,1863.9,3.1,5.5,637.9,4341.9,5117.2,12.7,3141.4,423.8,1825.4,6.2,0.9,0,4.7,25.3,1.2,115.7,8.5,334.1,6.4,118.3,15.1,1453.7,0,15210.4,0,0,47060.4,4325.6,0,0,23982.1,0,132053.6
"DOM_31T33",1050.7,353.2,300,678.7,1294.7,583.9,125,169.7,1486.8,1329.8,558.6,806.6,470.6,1331.4,641.5,404.2,2762.1,1239.1,507.1,1670.4,2248.4,1232.4,2779.8,7677.3,241.2,760,11278.3,5249.9,639.1,10057.6,2527.5,1387.6,198.7,1577.3,247.9,452.9,558.6,417.5,673.9,1609.4,9453.2,1884.3,10864.5,1864.3,7447.5,2354.7,270.9,1013,1513.1,0,56432.2,3.7,5162.8,68586.7,6691.4,0,1102.8,117181.7,0,361406.4
"DOM_35",14951.9,289.6,1420.9,14514.2,11064.2,15611.5,9610.3,758.3,11491.9,10315.3,3714,8202.2,6681.5,56026.1,4148.9,7701.9,41125.3,47685.2,33021.9,27011.1,14655.7,9626,16925.8,7949.8,1152.1,1397.5,4703,256365.5,8875.7,36357.6,16519.7,26605.8,64.6,324.1,1284.5,682.5,7995.7,1097.7,6194.2,1825.5,5199.2,5020.5,5574.4,1246.3,5810.3,2301.8,2279.5,878.7,2566.5,0,81796.1,8.1,0.3,0.1,9.1,0,0,1439.8,0,860080.3
"DOM_36T39",2135.6,87.2,316.9,121.3,394.1,166.9,343.4,14.5,1480.2,472.5,83.1,5937.3,161.4,1000.3,192,1119.5,1234.1,24091,5170.5,2834.7,513,363.4,415.5,234,56.4,90.7,209.7,2937.6,16822.9,2088.3,845.7,284.6,126.2,89.9,36.9,24.9,1135.4,51.3,153.9,58.9,419,347.7,353.7,146.6,440,247.2,243.9,164.2,194.8,0,19545.6,28.9,72253.1,335,0,0,0,0.1,0,168615.9
"DOM_41T43",2032.8,130.9,96.2,388.6,235.3,78.8,74.2,12.9,470,365.8,85.1,161.3,54.4,669.8,100.6,184.5,340.2,237.3,163.3,284.8,1185.2,296.8,496.3,273.4,63.6,47,281.9,5113.2,1725.4,167127.5,3254.2,1915.5,6.6,228.2,276.5,333.9,1996.3,857.4,1207.2,152.5,5999.1,12634.4,1212.8,447.2,13437.4,3249.3,1218.4,869.2,503.6,0,0.2,0,0.1,2974195.1,0,0,0,0.1,0,3206772.2
"DOM_45T47",56347.5,2208.1,6602.2,8284.9,4022.5,3952.1,3931.7,1070.6,102096.3,74661.5,9797.1,18040.4,6724,56434.8,24597.8,23867.1,37601.1,26969.4,13211.8,29582.4,80013.5,37999,48662.8,59909.7,3390.6,6140.8,18287.2,13698.4,5063.5,137322.5,15784.2,21748.7,3440,3400.7,4970.7,1269.4,28961.3,2216.4,3037.2,4042.2,7904.4,2443.1,26673.5,5639.3,14689.8,4376.2,32167.7,2335.5,3731.1,0,296539.2,36.7,1575.8,125640.8,0,0,1001,151765.5,0,1685881.7
"DOM_49",25219.3,2852.2,3957.8,7230.4,2103.8,3013.5,2985.5,565.3,38877.1,21730.6,6040,8395,9607.6,28020,7702.5,9288.1,28517.4,23696.5,10730,16972.7,22127.7,19180.4,24783.8,19604,1384.7,3063,8832.3,13204.4,2988.8,85089.5,38933.9,33744.6,960.9,1228.8,13796.4,4019.7,13671.6,1653.4,1293.2,3079.9,6274.1,1864.8,19399.1,10073,10185.7,4757.2,6904.9,1299,2586.4,0,89468.5,17.2,55176.9,16601.1,0,0,2974.7,22561.6,0,820290.3
"DOM_50",5922.2,396.5,1474.9,1996.4,493.9,738.2,723,97.6,6046.2,3798.7,1069.8,1892.1,2322,7618.2,1134.7,2957.8,6453.9,6258.7,2071.6,3596.7,5150.1,3771.6,4662.1,3793.5,462.6,518.9,1711.8,3309.3,554.8,13740.6,14830,973.1,11768,136.7,7583.4,54,1371.8,126.1,118.1,268.4,342.4,112.3,2636.6,349.5,509.7,364.9,548.8,108.6,286.6,0,6506.9,1.1,717.2,4987.7,0,0,605.3,21495.1,0,171541.1
"DOM_51",2293.6,248.9,232.4,278.7,256.1,350.8,199.4,47.2,2467.8,2073.4,514.3,736.4,2907.7,2502.3,945.5,998.4,1508,2156.9,1763.5,1229.8,5474.1,2102.9,2604.2,2276,125.6,332.7,825.2,1358.3,241.5,4937.7,4548.7,483.2,83.5,5801.3,485.9,1382,677.7,393.5,380.6,1117.8,1616.2,523,7170.2,2350.6,5856.3,2082.8,597.1,292.7,367.4,0,8476.8,0.8,1174.7,6923.5,0,0,2221.6,14240.5,0,113238.1
"DOM_52",2671.8,96.6,307.1,1398.4,374.8,673.8,636.7,95.5,5493.3,8144.7,1188.2,1785,1181.3,7524.3,1101.9,5518.6,4855.3,5002.3,3254.1,4064.3,5898.6,4848.3,5480.8,6981.7,404.4,894.1,2548.8,1878.8,787.8,13770.3,15744.2,13916.3,14669.2,635.4,5101.3,2336.2,1557.6,265.4,220.6,407.2,611.4,172,2998.4,845.4,785.2,269.3,1092.3,240.3,802.9,0,8336.4,25.3,1032.3,2345.6,0,0,16.3,5988.3,0,179276.4
