"","D01","D02","D03","D05","D06","D07","D08","D09","D10T12","D13T15","D16","D17T18","D19","D20","D21","D22","D23","D24A","D24B","D25","D26","D27","D28","D29","D301","D302T309","D31T33","D35","D36T39","D41T43","D45T47","D49","D50","D51","D52","D53","D55T56","D58T60","D61","D62T63","D64T66","D68","D69T75","D77T82","D84","D85","D86T88","D90T93","D94T96","D97T98","HFCE","NPISH","GGFC","GFCF","INVNT","DPABR","CONS_NONRES","EXPO","IMPO","TOTAL"
"DOM_01",498245.6,10840.8,23213.3,5.3,0,5.5,42.2,0.3,788689.7,170075.7,11052.4,47575.9,2.4,19175,84014.5,59.7,417.7,49.1,12.7,97.1,0,21.1,151.9,56.9,9.4,16.2,8697,228.8,1998,35272,164.3,120.8,5,0,119.3,3.2,65845.9,73.3,1166.7,2.9,184.5,537.8,12889.8,7920.2,0,1070.9,1040.7,894.1,2154.4,0,470796.6,31,1.1,43102.9,609.2,0,140.1,17403.7,0,2326304.5
"DOM_02",2644.4,28192.8,1229.5,809.7,20.4,78.5,16.1,0,2726.3,10.3,57478.8,7203,23.9,9011.2,168,25070.7,93.8,6.7,31.5,196,13.1,174.4,147.1,13.6,18.7,0.6,7932.2,16.3,323.9,13222.2,5.5,67.3,2.7,58,0,0.1,580.1,0,42.5,0.3,6.7,19.9,739.2,285,0,144.2,11.1,29.5,78,0,4400.5,30.6,0.1,0.1,0.8,0,0,106.5,0,163482.5
"DOM_03",774.5,1.8,22283.6,0,0,0.2,1.7,0,90535.1,461.8,478,653.1,0.3,1590.1,97.6,21.2,14.3,8.4,0,0,0,0,24.2,8.3,1.4,1.5,54.4,0,9.3,0.1,12.9,0,3.4,0,0,0.3,53951.9,0,107.8,0,17,50.4,2226.9,777.8,0,195.6,38.2,18.2,206.5,0,97941.7,7.1,0,30.6,19.5,0,10.4,1471.1,0,274108.4
"DOM_05",1185.6,93.5,79,88658.9,354.8,1821.9,3320.3,128.8,2934.7,2652.5,411.6,6519.9,22851.7,38099.7,583.3,1122.7,56721.5,45646.9,5829.8,1111.7,64.3,381.7,1039.4,97.8,2.6,97.7,267.8,161248.1,293.7,1485,406,186.6,0,32.2,0,43.3,103.3,12.6,0,0,40.5,79.1,456.9,30.6,721.5,964.3,359.9,56.1,241.3,0,2054.8,0,0,0.1,3.4,0,0,1087.7,0,451987.2
"DOM_06",0,0,0,117.6,3273.1,76,30.5,36.2,0,0,0,123.2,214576.1,32020.1,38.7,1782.4,2455.3,866.1,1440.6,1473.3,38.6,131.5,1777,933.4,97.1,248.1,0,74785.3,0,0.1,0,0.3,1.5,0,0,0,0,0,0,0,0,0,2.4,0,72.4,0,36.3,2.3,0,0,112.3,0,0,0.1,-6.9,0,0,4318.9,0,340860.1
"DOM_07",0,0,0,0,0.1,16817.6,99.7,29.5,0,0,0,0,157.6,3989.9,53.2,0,1465.3,134531.9,65580.3,5386,0,0,0,0,0,0,0,0,38.7,937.6,0,0,0,0,0,0,0,0,0,0,0,0,131.1,0,0,0,0,0,0,0,0,0,0,0.1,-11.5,0,0,7979.5,0,237186.9
"DOM_08",3.5,0.5,2.3,125.2,129.4,240.1,3321.3,179.4,95.2,35.5,10.8,1530.2,37.5,17512.8,203.9,130.5,92461.7,697.4,473.7,330.3,208.8,1239.4,429,378.8,37.1,91.9,173.7,202.3,59.2,48038.9,230.2,155.8,0,0,142.8,0,10.2,2.1,0,0.1,2,0.5,28.7,1.9,33.6,5.3,1.8,9.6,3,0,182.7,0,0,0.1,-5.2,0,0,3630.7,0,172816.3
"DOM_09",0,0,0,1073,30142,314.3,680.3,120.6,223,0,0,0,1031.8,0,0,0,625.4,0,0,0,0,0,0,0,0,0,0,124,10.1,1500.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.8,0,0,783.9,0,36630.4
"DOM_10T12",199400,226.2,32480,1046.5,448.7,1941,1327.3,32.8,343365.2,21371.7,1602.2,2495.1,4015.4,43160.7,9971.2,1493.6,3103.9,9940.4,8895.6,7848.8,17538.9,9427,14629.2,4983.6,799.9,2468.9,1651.2,10767.5,7005.3,11176.5,17468.4,5420.9,122.1,5507.3,2578.6,1378,195404.6,1626.1,4070.1,3752.8,6193,6491.3,21071.8,7218.9,7686.8,20305.1,7397.1,11358.6,5845.2,0,1018932.4,147.9,0.9,0.4,499,0,559.6,55181.1,0,2180832.3
"DOM_13T15",663.6,248.3,50.9,5727,1492.4,1099.7,1137.5,1063,7861.2,868223.2,1835.4,19439.7,1444.2,10568.8,10893.3,12395.8,10540.9,2169.7,1333.4,8050,11012.3,9041,10459.9,16095.3,1178.9,3534.9,48260,3045.6,10245.7,12401.2,21406.4,6017.2,467.4,1447,3108,3339.4,13120.1,6752,2020,428.2,16017.9,3898,22987.1,11439.7,47974.4,4551.9,17148.9,6289.5,3219.8,0,291529.4,33.3,0,0.5,1231.8,0,436.6,342126.6,0,1918504.2
"DOM_16",32.3,4.5,13.1,8751.9,6.7,619,152,10.5,926.3,1175.2,74581.8,6895.4,105.8,2164.8,145,1418.5,3196.5,101.2,327.3,8190.4,1880.6,1725.3,2564.7,1387.5,102.3,202.7,57545.7,227.9,589.6,92062.2,552.4,237,7.4,10.4,143.3,14.4,56.1,4.9,0,0.6,11,0.3,21.1,0.7,53.5,180.1,46.5,493.8,23.3,0,4605,0,0,0.1,37.1,0,21.1,16952.2,0,290578.8
"DOM_17T18",339.6,71.1,136.4,65.9,45.7,112.2,594.9,42.9,18882,5437.1,1926.2,171646.8,171.3,7769.8,6680.3,3837.6,16635.5,193.2,657.2,3540.9,11008.8,10824.4,6032.3,2249.9,116.9,434.1,16830.6,210.2,689.9,5214.7,35302.5,600.9,13.5,170.4,408.7,5556.7,2944.7,12372.9,1662.1,29800.8,29923.8,6183.2,88587.8,13911,20813.6,15748.5,98,1093.1,788.2,0,37749.5,0,0,7951,1002.3,0,62,30878.6,0,636022.8
"DOM_19",7285.6,664.3,3186.6,1631,2098.2,11223.2,11249.4,1621.3,1300.8,1497.3,954.1,1096.8,32762.8,154701.9,604.6,4168.5,31616.2,86131.1,12147.1,5707.3,2243.9,1904.1,5542.7,2134.5,471.9,539.3,1788.9,28339.3,3290.1,62283.9,11854.4,82594.1,55252.6,24651.1,37919.1,2987.5,1913.6,411.7,923,530,7719.3,1845.6,25346.8,8648.1,5957.9,4211.8,264.4,383.5,883.5,0,23785.1,3.1,0.4,0.1,84.4,0,99,46495,0,824951.8
