user_sector_i,A01,RUP,RMID,ELEC_CIT,TEQ
A01,0.3307210609844617,0.004953885396290327,0.08737374358721996,0.00010252246267157134,0.013598579448757222
RUP,0.0004666553538096046,0.1506872560665196,0.05650772102494485,0.0007636178516884439,0.02182674359409469
RMID,0.018699177963537227,0.018990680255300485,0.3774316149504585,0.007276452444871364,0.006214551239162361
ELEC_CIT,0.0,2.261488360873236e-05,0.028833976601133758,0.14038942829574236,0.013881769388493547
TEQ,0.0,0.000326800038972427,0.14840375434380176,0.03345336299568056,0.4028632554967361
