user_sector_i,A01,RUP,RMID,ELEC_CIT,TEQ
A01,0.9747910621729534,0.9445364238410596,0.8007134140617667,0.84,0.19722557297949336
RUP,0.999999,0.977759009009009,0.7522522522522522,0.2777777777777778,0.6151603498542274
RMID,0.9469230198203549,0.8301293765075652,0.5982111333411793,0.6835177413201068,0.5043555952646862
ELEC_CIT,0.999999,0.5,0.7087581699346405,0.5323381748865681,0.3855552538691284
TEQ,0.999999,0.5403726708074534,0.7910055804792647,0.450882834779443,0.6898671355801544
