"","D01","D02","D03","D05","D06","D07","D08","D09","D10T12","D13T15","D16","D17T18","D19","D20","D21","D22","D23","D24A","D24B","D25","D26","D27","D28","D29","D301","D302T309","D31T33","D35","D36T39","D41T43","D45T47","D49","D50","D51","D52","D53","D55T56","D58T60","D61","D62T63","D64T66","D68","D69T75","D77T82","D84","D85","D86T88","D90T93","D94T96","D97T98","HFCE","NPISH","GGFC","GFCF","INVNT","DPABR","CONS_NONRES","EXPO","IMPO"
"TTL_55T56",443.5,36.8,1.8,6.8,141.7,17.1,17.3,98.6,1137.5,71.6,194.9,507.9,332.9,331.2,81.6,492.7,297.7,265.1,111.9,570,124.9,74.3,444.4,334.5,27.9,210.5,675.7,1990.2,773.8,1004.4,12853.4,1602.7,27.4,8457.6,1409.3,1177.5,9260.1,4045.8,2750.3,7455.5,10484,27798.7,20435.6,15589.1,7364.1,4220.2,25083.7,3806,3451.3,0,1159250.5,10122.4,6046.2,4762.2,3.5,64230.2,37951,1274,-64675.5
"TTL_58T60",1157.2,32.1,3.9,34.3,1556.5,50.3,41.7,35.8,2887.4,180.3,395.2,816.1,589.2,1201.6,439.5,841.5,397.9,481.6,268,1066.5,430.8,296.7,1038.1,1230.1,63.6,621.4,993.6,1270.3,216.8,5129.3,29663.4,1395.6,178.6,321.6,1720.2,198.7,15712.4,172202.8,58349.9,15562,6302.7,5983,30950.1,11547.3,23741.2,26436.4,17333.5,3795.8,4530.4,0,204694.4,8895.2,27753.1,229811.2,86.3,678.1,1323.1,64351.3,-30106.8
"TTL_61",592.8,56.7,0.3,47.2,1388.9,26.1,95.2,143.3,1082.2,91.3,184.9,552.7,346.8,520.3,90.2,466.2,318.3,244.6,143.3,710.6,212.2,140.3,645.2,431.1,28.3,235.2,698.9,1268.4,817.8,8030.7,37265.9,6823.9,229.2,798.2,3886.2,441.7,8061.2,5655.8,51238.5,12720.1,13006.5,16423.6,21643.4,14978.6,24856.4,12769.4,9778,1867.5,4089.6,0,379095.9,76.7,3.2,12545.2,10.9,2879.5,2967.5,14967.9,-4448.1
"TTL_62T63",1459.5,89.6,3.7,43.3,16470,340,77.5,84.3,6900.3,883.7,2295.5,3898.8,2894.7,2491.7,718,3668.2,2300.5,2669.7,1639.7,7119.2,2942.5,870,6818.7,3278.7,208.5,3173,4541.8,8789.7,2950.3,16728.6,115550.9,6915.6,187.7,865.5,4551,962.7,22144.7,29029.7,25628.9,96421,47581.8,12278.3,140485.4,94637.4,154177.7,19393.1,51591.7,7428.8,24964.4,0,42460,1233.9,8526.4,343957.6,95.3,213,332.9,74418.5,-94886.4
"TTL_64T66",6442.4,118,683.2,986.8,26894.6,534.6,1822.8,3271,9370.7,878,760.7,1702.1,3347.6,3192.9,1174.3,2619.8,2403.8,2993.9,2224.5,4973.3,2567.5,1612.5,5420.1,6045.9,446.4,4006,5380.2,15574.5,2579.1,24047.8,146917.7,42323.2,9755,10730.2,12577.3,2982.4,26679.8,12458.7,10000.1,15812.6,791045.2,302689.4,94252.1,83118.1,162863.9,8091,125565.8,8990.4,42819.4,0,1350898.1,1743.3,16.6,13964.3,789.9,2783,2698.9,237654.5,-136201.7
"TTL_68",10329.3,204.4,1.7,10.6,2771.4,37.8,55.4,65.8,4362.1,660.6,673.3,3264.6,199.4,1122.6,4813.1,2545.9,851.2,459.1,499,4610.4,8991.4,597.9,1869.8,2407.5,1808.8,8191,2861.3,6202.4,2234.2,30360.1,353058,8575.5,561.2,490.1,23984.3,2506.6,123176.8,15181.5,19947,35869.2,149718.5,169625.2,137507.3,37721,45513.7,52882.3,156659.3,31816.7,43403.9,0,2658256,6807,0.7,314879.9,3,12098.7,8427.8,3521.1,-13472.9
"TTL_69T75",4094.2,246.7,10.7,1558.1,48120.1,1068.1,3450.7,2635.9,47674.2,4694.6,5660.8,11915.8,16281.7,20367.7,15939.5,12590.5,8224.7,8470.1,4881.9,26197,48575.3,4147.3,31120.2,32387.2,2851.3,25097.1,16645.2,23809.2,11229.6,128343.7,437966.4,38516.3,2640,2089.6,14437.7,4766.4,177439.6,70929.8,62006.8,103861.5,162921,155712.9,276581.4,141544.3,125392.7,26731.7,167899.7,22167.2,32518.5,0,120441.3,3547.1,4355.5,470608.5,207.5,1205.7,1438.9,236325,-173854.2
"TTL_77T82",5850.2,370.5,9,715.3,14362.8,350.9,1011.7,1411.2,10657.4,1404.3,1289.7,7099.2,5498.1,7320.9,2408.9,3800.1,3126.2,4013.5,2613.6,10712.8,6041.7,1290.8,4988.6,6818.7,704.2,6369.9,4655.8,21038.4,6643.8,49020.5,272847.5,44419.7,6306.5,22845,18887.6,4620.9,53596.6,29125.5,42436.6,104941.8,60067,186931.7,144127.3,120719.8,79126.6,17947.2,117832.4,13095.6,18817.9,0,212816.3,1652.3,5776.2,12628.4,17.3,2050.8,2241.1,81190.5,-19317
"TTL_84",1197.2,268.8,26.7,103,2175.1,212.7,202.3,40.5,2400.8,231.4,621.4,1288,1609.6,2144.7,192,1072.4,775,966.4,600.1,958.4,431.9,182.7,526.1,793.8,66.3,411.9,1487.9,6842.7,6473,2813.7,28562.5,22830.7,100.8,269.9,3462.3,327.3,11507.4,2492.6,1780.5,3484.6,212142.5,46973.3,26189.6,42182,25744.2,11434.6,39718.4,9690.9,5699.8,0,452558.3,9349.9,2423080.2,10171.6,8.4,423.9,577.5,3209.1,-2725.1
"TTL_85",187.9,4.3,3.3,6.9,147.8,8.4,16.6,26.9,539.4,27.5,61.3,315.4,273.4,168.9,49.6,172.4,87.9,79.8,37.6,181.5,48.5,30.1,147.6,148.1,8.8,69.6,163,697,201.8,448,12536.3,238.8,7.3,951.7,515.8,73.7,1175.3,947.9,629.3,2143.9,4349,6395.9,9041.7,5009.9,15526.6,17413.6,3539.1,8901.5,7735.4,0,623186.7,98554.4,836041.6,32632,14.5,2146.7,27160.1,2200.4,-5855.6
"TTL_86T88",46.4,1.5,0.2,1.8,37,1.3,2,2.5,101.7,4.1,8.6,15.3,24.4,33.7,29.5,18.3,8.6,10.8,4.8,24.6,12,8.2,26.4,41.7,1.5,11.1,15.2,13.5,6.1,142,182.6,44.7,1.6,32.3,9.3,5.4,68.2,38.7,32.9,52.4,2494.4,48.2,1623.5,337.7,70423.4,2416.9,170437.5,591,1088.1,0,2395934.1,168651,211525.3,583.4,11.6,2882.7,1769,279.1,-3689.9
"TTL_90T93",255.2,7.3,0.4,5.3,100.3,3.4,6.5,20.4,458.2,20.5,57.6,151.2,106.7,137.1,60.4,175.8,80.3,84.1,34.3,177.4,53.2,24,142.1,222.2,11.3,79.5,160.3,233.1,182.7,777.8,7977.6,448.3,11.4,264,556,53.4,2901.8,15394,3068.4,1891.2,2729.2,7422.7,8877.9,3859.1,3069.1,2233.6,3272.2,28191.4,3221.6,0,239052.5,61416.3,19169.9,6814.7,4.7,6168.7,4297.8,2226.7,-7862.3
"TTL_94T96",314.8,48.8,0.8,10.6,244.2,7.7,15.9,38.1,663.3,34.1,67.6,159,234.6,227,104.1,151.2,127.7,114.8,61.8,211.2,84.7,35.9,138.1,207.7,15,95.8,210.2,271.9,273,1747,10443.5,695.8,11.1,192.7,2348.6,265.5,3110.4,375,1355.6,762.3,7901.5,3227.4,6247.9,3628.6,18268.6,2563.9,7480.4,1085.6,6820.6,0,370560.2,147697.9,302.9,1762.1,4.8,3293.7,2473.6,880.8,-4066.3
"TTL_97T98",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25206.3,0,0,0,0,0,0,0,0
"TXS_IMP_FNL",71.7,-1.9,2.1,15.2,748.3,21.1,16.9,14.2,7,73.8,73.4,159.8,2554.5,366.1,171.1,234,114.9,116.6,44.4,231.2,216.6,123.9,473.6,2475.8,24.1,294.1,232.8,453.9,53.2,1359.6,1211.4,274.5,24.8,119.4,110.5,79.4,300.3,135,186.4,203.5,328.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11269,0,0,-24984.3
"TXS_INT_FNL",4745.7,229.2,49.9,466.5,5550.6,537.3,511,389.5,6736,700.6,895.8,2930.5,2629,3884.5,218.1,3477.9,3518.1,2042.6,1077.4,2457.5,573.5,1458.4,3186.3,7984.1,177.1,1220.1,2135.3,1870.2,1098.3,30637.4,19086.8,11819.2,141.6,1265.2,3380.9,3014.2,8295,2356.2,2296.1,4287.6,4.2,10472.3,8971.5,7407.8,36287.2,14851.2,5968.7,1773.2,1743.1,0,544390.8,6478.9,318.6,84272.6,6917.4,0,8825.4,19912.9,0
