"","D01","D02","D03","D05","D06","D07","D08","D09","D10T12","D13T15","D16","D17T18","D19","D20","D21","D22","D23","D24A","D24B","D25","D26","D27","D28","D29","D301","D302T309","D31T33","D35","D36T39","D41T43","D45T47","D49","D50","D51","D52","D53","D55T56","D58T60","D61","D62T63","D64T66","D68","D69T75","D77T82","D84","D85","D86T88","D90T93","D94T96","D97T98","HFCE","NPISH","GGFC","GFCF","INVNT","DPABR","CONS_NONRES","EXPO","IMPO"
"TTL_29",573.3,10.9,15.7,79.5,738.3,130.6,115.1,100,1925.8,56.1,519.1,902.6,33.8,774.5,24.3,433.8,489.8,415.9,170,874.7,353,316.7,7911.4,125342.7,165,1997.8,660.9,39.2,633.7,2677.1,21324.7,1739.3,7.1,3.6,1652.8,345.8,789.7,466.3,265,274.5,143.9,151.1,2521.2,4469.6,4383,1069.1,1663.1,189.5,540.7,0,304950.5,7.5,1.1,395471.5,6897.9,127.2,180.2,80574.7,-281825.2
"TTL_301",3.4,0.1,17.4,0.5,2.9,0.5,0.5,0.5,11.8,0.5,2.9,3.2,4.8,5.5,0.6,6.5,1.4,2.1,1.2,12.8,1.6,2.6,16.5,38.7,3383.8,2053.7,42.6,4.5,3.5,33.2,22.5,40.7,159.9,29.7,78.6,44.5,5.7,1.2,3.5,1.9,3.4,87.3,66.2,5,3927.5,5.7,6.8,0.6,30.1,0,10639.8,0.1,0.1,22446.8,384.2,0.4,0,1618.3,-2583.2
"TTL_302T309",57.6,0.9,35,8.2,44.7,5.5,3.9,6,126.9,7.9,37.4,43.5,24.9,79.6,10.8,54,21.4,28.3,20.5,136.2,37.1,49.1,274,1283.2,431.2,28263.6,245.9,39.2,69.5,399.9,367.6,627.9,314.1,273.3,581.9,536.6,42.5,29.3,56.7,65,35.1,126.5,672.5,189.2,29153.1,41.3,91.2,7.9,247.2,0,32597.7,18.4,1.3,109505.6,1735.1,2,3.3,88123.6,-51380.5
"TTL_31T33",378.1,211.3,34.9,15.5,191.9,25,21.9,28.7,1564.9,311.9,521.7,868.2,434.4,1440.3,188.8,1006,489.7,552.7,544.5,1093.5,1177.8,750.6,2417.4,2824.5,55.3,367.4,6206.9,144.5,740.7,17834.4,17610.8,814.3,11.7,71.6,777.1,119,4423.2,404.9,840.5,1889.7,1994.9,4622.1,5267.2,4762.7,13773.1,1335.2,24259.4,595,1430.9,0,192683.9,37.5,1558.7,80906.5,1400,637.5,224.6,39548.1,-160127.1
"TTL_35",3312.1,97.8,22.8,401.7,4910.9,1106.3,816.7,44.2,8299.8,930,1284.4,5150.6,5324.3,9854.5,273.9,4391,3387,4033.5,2634.6,3611.3,875.1,672.1,1680.6,2807.9,66,452.3,1124.3,23306.7,554.3,6286.7,65987.3,2470.9,53.4,57.4,12031.6,368.6,31367.7,932.3,2075.7,2708.6,3570.4,120052.3,13345.5,4268.5,11881.1,10231.9,10507.7,1882.8,2115.3,0,193847.6,40.7,1.9,655.7,7,35.7,11.8,6074.4,-4715.9
"TTL_36T39",252.2,3.6,0.9,25.9,989,18.6,55.7,52,1101,79.5,78.5,276.8,446.9,1061.7,30.8,239.9,211.5,229.7,105.8,271.4,64.7,53.7,166.9,190.2,10.9,68.3,164.9,2811,5346.8,1992.5,6228.8,892.6,13.4,23.7,921.8,246.2,3331.8,216,240.5,238.7,1508.2,7760.6,2402.1,2069.6,12526.8,1984.1,5157.3,741,1125.1,0,55194.7,233.1,20132.8,577.9,1,16.7,1,111.2,-690.3
"TTL_41T43",2605.5,14.4,6.9,289.7,1876.3,383,897.6,563.2,1533,112.2,202.2,989.5,8453,1349.6,73.5,612.5,529.8,525,256.4,718,157.2,149.8,477.4,717.8,18.6,111.9,300.4,9894,159.3,615.1,11192.7,3713.7,35,305.8,3207.7,921.2,3493.4,123.5,3294.5,429.8,6258.9,219690.2,1797,1136.3,123975.8,10055.2,1520.8,790.3,4201.8,0,412.1,203.1,0.9,1553310,3.6,198.8,0,4,-2251.1
"TTL_45T47",77679.6,2772.8,304.1,1450.1,20000,2215.9,1912,2051.2,205924.8,7929.2,19650.4,35219.3,17653.1,68893.4,28444.8,41147.8,19494.6,22561.6,11093.6,48422.2,14623.4,15863.3,47668.7,126296.7,2380.6,18490.2,25869.9,17874.5,6331.5,192405.1,206141.9,35199,1093.4,9788,13209.5,7328.6,55535,35542.2,20791.9,20322.2,17964.9,31156.4,58523.6,49363.1,121756.7,41542.5,85051.5,6268,10578.8,0,1858128.3,2109.3,2807.1,624478.5,1217.9,3753.5,3715.1,349561.5,-346858.4
"TTL_49",7146.6,356.7,33.1,191.4,5105.8,522.1,294.2,456.6,19520.4,911.7,5362.4,5296.6,8784.5,5864.2,1014.9,4821.4,4164.8,5219.2,2129,10535.6,2472.1,2206.7,6939.9,13182.8,277.9,2878.6,4550.9,6196.4,1276.9,33948.4,61082.5,26243.4,232.3,3157.9,12297.8,3502,6793.6,7551,6445,9045.8,9121.4,12915.1,26507.6,15113,26415.8,36584.7,20592.3,7681.2,3195.7,0,171595.7,222.4,827,55308.7,141,5270,4794.4,37279.1,-46232.3
"TTL_50",260.7,10.9,2.6,7.9,1093.4,19.3,135.3,102.9,724.7,43.6,171.8,181.6,1956.4,291.3,128.4,204.1,135.4,166.6,81.7,337.4,134.2,107.3,310,689.6,13.9,139.2,167.2,137.2,30,1319.9,1890.5,154.6,3938.5,70.9,3306.5,913.4,203.5,176.2,145.2,89.9,30.8,130.3,953.9,426.3,4994.5,235.3,445.8,27.7,61.7,0,17172.6,9,26.6,4280.9,24.5,1143.8,940.2,4565.1,-15185
"TTL_51",539.9,427,3.8,15.9,324.1,24.6,27.2,103.4,2043.3,120.7,849.1,804.3,1014.8,761.1,224.8,725.2,405.6,320,183.6,845.1,286.9,213,755.8,1542.1,33,272.4,603.1,903.2,499.8,2670.1,7290.9,1256.9,134.2,292.7,1300.1,485.1,1576.1,1359.8,1350,3770,3795,6851.1,6046.5,6517.6,6777.9,1078.5,3694.3,509.7,793.2,0,89324.2,24.1,38,9072.5,9.2,3678.8,2422.4,23478.7,-32577.9
"TTL_52",1573.8,72.1,121.1,55.6,768.8,121.2,1202.8,46.8,8173.1,1908.9,5627.7,6388.9,5002.1,3385.7,333.5,6519.7,3946.8,1065.4,592,3110.4,2848.8,476.3,1761.5,2724.9,59.3,596.5,1752.1,9054.3,1745.4,6369.2,115064.5,21441,1489.2,13821.9,27642.2,10095.1,3121.5,3461.5,1429.6,4334.6,808.3,772.7,15484,5436,9599.9,1696.6,5525.5,1203.9,1519.8,0,47121.5,180.9,103.6,11238.7,31.9,319.9,130.7,7695.2,-12428.8
"TTL_53",18,0.2,0.1,0.4,4.8,3.6,0.9,0.3,13.7,2.3,3.9,76.4,69.9,47.5,2.3,5.4,3.2,6,9.9,39.9,5.8,145.7,267.7,9,0.4,3,152.1,218.8,375.3,26.2,64993.4,48890.9,1278.4,17.4,3130.7,3203.2,4472.2,2828.7,336.1,5613.6,4866.8,378.8,6590.7,5020.3,2073.9,598.8,6251.5,499.9,2454.8,0,21131.8,0.6,0.4,66.3,42.1,126,85.7,16252.7,-1346.6
"TTL_55T56",380.8,35,1.7,4.7,93.6,15.6,13.8,111.5,979.6,63.2,162.6,406.3,231.7,282.7,63,399.8,250.7,198.8,86.9,473.7,102.9,64.3,345.3,284.7,18.2,126.7,530.6,1613.9,582.3,831.5,10161.1,1252.4,13.2,5991,1073.9,1161.6,6353.6,2641.9,2043.3,5399.6,8303.9,22459.9,16767.8,11787.4,6573.8,2785.2,21458.7,2649.8,2641.3,0,1008302.5,7953.6,4674.7,3915,0.6,30133,19698.3,1092.5,-30511.6
"TTL_58T60",1113.3,35.3,3.6,26.5,1187.6,50.5,38.6,45.5,3008.8,177,406,853.1,436.8,1192.1,370.5,821,407.2,477.2,274.4,1169.7,399.7,299.8,1003.5,1255.2,56,489.9,991.3,1236.8,204.3,5284.5,28160.9,1215.7,100.6,234.6,1825.1,205.4,13275.3,155412.6,58500.8,14875.2,6240.4,5794.4,32209,11165.2,26977.7,22158.9,18155.8,3234.4,4228,0,193360.1,7613.3,25328.6,214487.3,26.1,319.2,686.2,58089.8,-28506.4
"TTL_61",608.3,64.2,0.3,41.4,1126.9,28.7,99.4,211.5,1183.5,105.6,204.5,600.4,309.5,578.5,99.1,512.8,358.7,241.8,145.3,790.6,236.1,155.3,665.1,473.9,24.9,189,723.5,1358.1,858.1,8702.4,37955.9,6562.8,137.9,668.1,4255.5,527.1,7664,5235.3,54735.5,12685.3,13770.1,17307.8,23342.7,15365.8,29551.1,10918.6,10419.7,1781.6,4055,0,364926.1,69.6,3.7,11797.9,2.3,1340.4,1564.8,14025,-2801.9
"TTL_62T63",1326.2,89.4,3.5,33.1,11787.3,330.6,70.5,105.7,6564.3,890.8,2200,3721.5,2174,2438.5,685.5,3503.2,2256.1,2297.8,1446.2,6888.3,2879.2,841.4,6116.9,3170.7,162.1,2242.6,4110.2,8105.4,2670.9,15782.8,101620.5,5737.2,97.8,642.8,4291.9,990.3,18330.4,23490.6,23421.1,82931.6,43546.9,11218.3,131502.7,82048.5,157406.5,14360.3,47431.4,6103.6,21764.8,0,38505.1,1018.1,7423.1,309388,26.4,95.8,167,68374.4,-86182.8
"TTL_64T66",6291.3,119.4,805.2,858.9,20865.6,565.5,1838.3,4677.9,9189.7,971.3,792.4,1736.6,2466.5,3326.6,1351.2,2715,2556.5,2791,2157.2,5211.5,2777.2,1691.6,5291,6299.4,373.1,3036.8,5314.3,15929.4,2526.7,24728.1,141152.1,38683.8,5640.9,9012.8,13015.2,3382.6,23316.4,10975.8,9979.7,14880.2,776127.3,308520,97432,79878.6,180173.4,6479.4,124499.9,7964.3,39472.1,0,1256086.9,1529.6,17.4,12654.4,481.8,1287.5,1433.8,219403.4,-123442.4
"TTL_68",9480.4,204.2,1.9,8.6,1995.3,37.4,51.9,86.1,4124.6,669.7,647.7,3083.5,133.9,1123,5264.5,2457,841.3,393.9,438.1,4455.7,8896.9,583.4,1684.4,2345.9,1400.3,5797.5,2590.5,5773.2,2038.6,28768,318419,7183.1,293.6,377.2,22681.6,2610.7,104411.7,12322.5,18302.4,30997.3,135898,154195.8,129432.2,33440.2,46829.9,39044.6,146206.8,26567.2,36286.4,0,2450602,5901.9,0.7,284326.3,0.6,6076.1,4504.9,3282.5,-7292.2
"TTL_69T75",3754.5,245.1,10.8,1262.1,35502.1,1067.4,3232.1,3402.4,47295.3,4829.2,5563.1,11703.4,13429.6,20823.8,17612.2,12309.4,8248.9,7371.8,4364.4,25963.1,49312.6,4121.2,28801.6,32357.7,2263.6,18238.8,15422,22015.3,10451.7,120550.7,399272.7,32655.5,1419.8,1604.2,13930.1,5094.2,150464.7,58114.8,56761.1,91070.2,152465.1,140571.1,261110.2,129049.6,127653.5,19793,158378,18708.6,28106.2,0,109056.2,3071.2,4016.7,426336.8,98.2,601.8,757.2,218391.1,-159600.9
"TTL_77T82",5354.9,369.6,9.2,564.3,10363.5,342.2,915.7,1815.1,9828.7,1371.9,1225.4,6631.8,4370.1,7279,2614.8,3624.3,3065.7,3416.4,2277.5,10279,5962.2,1253.6,4475.1,6612.8,541.1,4466.5,4188.5,19387.8,5937.8,46389.2,240883.8,36589.1,2472.2,16246.6,17584.3,4724.9,42999.2,23332.8,38765.8,90346.9,53345.1,166592.6,131943,106007.2,78559.5,13095.5,107111.1,10265.2,15110.3,0,189497.2,1316.9,5233.3,11196.6,3.6,949.9,1181.7,75340.1,-17365.1
"TTL_84",1149.3,339.1,33.6,79.1,1577.2,200.4,186.5,57.9,2365.4,237.5,683.2,1269.5,1165.7,2078.1,224.1,1036.7,766.7,809.6,514,947,464,180.8,487.2,791.7,57.3,322.9,1425.1,6318.7,6412.3,2840.7,26925.8,21867.4,60.3,254,3359,385,9639.8,2239.1,1774.3,3307.7,216406.8,43717.9,26891.4,41229.8,28577.9,9104.7,38871.7,9028.9,5367.8,0,435457.3,8730.9,2327053.5,11107.9,2.4,197.4,356.5,2962.6,-2288.9
"TTL_85",178,4.4,3.5,5.7,98.8,8.7,15.9,30.8,522.2,25.5,55.4,309.2,173.7,165.2,39.7,154.3,78.5,65.4,32.9,164,43.3,28.9,124.4,139.6,6.2,45.1,136.4,601.3,152.4,416.1,11339.9,200,3.7,653.1,422.9,76,845.1,729.2,513,1602.9,3665.4,5583.3,7976.6,4057.5,15922.7,12833.9,3057.3,7157.9,6367.5,0,557545.2,82885.4,751476.3,32491.3,3.3,879.4,14726,2167.6,-4471.6
"TTL_86T88",53.5,2,0.2,1.7,30.2,1.5,2.2,3.9,128.3,4.5,12.2,19.1,10,39,27.1,20.7,10.3,12.1,6,30.5,12,9.3,28.2,47.4,1.3,9,18,12.4,6.7,169.9,199.2,45.7,1,30.5,10.5,6.4,68.5,44.8,37.4,56.5,2291.7,55.4,1533,321.6,70995.3,2282.9,157542.1,498,926,0,2236793.9,148634.3,199235,648,2.2,1321.2,940.1,323.1,-2092.2
"TTL_90T93",217.2,7,0.3,4,69,3.1,5.7,24.7,422,17.6,51,130.5,74.4,123.7,46.3,148,71.2,67.2,28.5,160.1,45.7,21.7,117.6,203.6,7.9,50.3,132.4,193.9,148,699.9,6335.8,327.9,5.2,187.7,496.2,48.9,2073.2,11320.9,2299.6,1469.3,2208.9,5780.8,7184.7,2993.5,2730.5,1482.4,2653.6,22102.4,2456.8,0,200076.5,50105.6,15570.1,5423.8,0.9,2936.8,2253.1,1998.6,-4471.2
"TTL_94T96",280.4,46.6,0.6,7.9,156,7.1,14,47.5,641.8,30,65.5,150.9,100.9,207.8,77.2,137,116.7,97.8,54.2,201.2,71.2,33.5,122.7,192.2,10.5,61.8,183,232.3,236,1627.2,8250.6,555.8,5.4,140,1907.8,241.2,2333.3,311.6,1115.4,632.4,7112.8,2787.9,5258.8,3025.1,16148.4,1753.6,6072.5,788,5348.4,0,328304.4,127943.1,272.4,1525.7,0.9,1488.5,1306.7,762.2,-2063
"TTL_97T98",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22121.1,0,0,0,0,0,0,0,0
"TXS_IMP_FNL",58.3,0.6,2,10.3,623.2,18.2,13.7,16.2,10.7,69.3,73.3,147.9,2505.7,359.7,177.9,224,96.8,95.6,38.6,218.7,211.6,108.8,391,2108.3,17.7,186.5,196.2,435,44.2,1143.2,1021.4,183.5,12.2,67.3,91,63.9,254.3,118.3,170.2,181,348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5764.4,0,0,-17878.5
"TXS_INT_FNL",3173.2,175.8,67.7,302.5,3793.1,433.6,395.2,456.1,4608,703.5,820.7,2761,1916.7,3735.8,210.2,3392.5,2796.5,1704.8,984.8,2380.8,531.4,1384,3008.7,8215.7,142.1,929.9,2052.1,1548.1,922.5,27010.7,16245.1,7914.1,81.3,1034.1,2605.2,2280.1,6278.1,1973.9,2112.4,3605.3,2993.2,10737.4,8077.5,6197.5,34137.7,8397.5,7378.5,1293.8,1279.3,0,556660.3,5877.1,320.6,86270.7,1482.8,0,5005.4,15669.3,0
"TTL_INT_FNL",294829.2,11423.6,2162.8,10334.1,245198.8,17477,17562.1,19823.1,766375.2,41396.6,100555.2,175964.4,439517.6,310905.1,103039.5,194286.1,103363.6,120946.8,95585.9,267646.7,135138.9,76823.4,234617.2,563449.4,16442.1,117933.8,127708.3,242555.9,60509.5,1017292,2066285.5,342541.7,21173.6,83944.3,184989.2,64392.2,583481.4,380800.6,338439.4,430880,1492178.5,1347082.1,1100587.7,668761.4,1425371.8,336513.5,1103819.6,148339.6,222227.5,0,15369683.2,457820.6,3366270.6,5145320.6,26664,74149.1,70864.4,2200111.5,-3113439.5
