"","D01","D02","D03","D05","D06","D07","D08","D09","D10T12","D13T15","D16","D17T18","D19","D20","D21","D22","D23","D24A","D24B","D25","D26","D27","D28","D29","D301","D302T309","D31T33","D35","D36T39","D41T43","D45T47","D49","D50","D51","D52","D53","D55T56","D58T60","D61","D62T63","D64T66","D68","D69T75","D77T82","D84","D85","D86T88","D90T93","D94T96","D97T98","HFCE","NPISH","GGFC","GFCF","INVNT","DPABR","CONS_NONRES","EXPO","IMPO"
"TTL_20",31196.1,6.5,2.7,319,4646.9,531.7,564.4,690.4,7677.6,6165.6,1425.1,12237.3,8517.3,82393.2,3481.9,39728.6,4012.4,653.3,176.6,6064.4,1755.9,1737.4,2837.3,7873.7,222.6,866.5,4643,1847.3,925,14052.8,3434.2,737,45.4,222.1,1335.5,230.2,1441.7,614.5,547.3,1000.1,419.9,8734.2,7628.7,7482.7,21941.1,4118.3,8073,435.2,4258.8,0,142656.8,100.1,4.9,3419.9,-49.5,143.9,336.4,84151.2,-81763.6
"TTL_21",2742.8,3,0.5,14.7,220.9,25.9,27.4,40,2404.6,259.7,255.8,595.7,372.4,3949.1,39254,1631.2,224.5,88.9,46.7,397.8,139.1,133.1,289.3,580.8,23.9,153.9,282.1,186.9,59.5,1551,1718.4,65.9,4.9,17,76.1,22.4,142.1,138.6,139.6,151.2,99.3,395.6,9304.9,451.7,3354.8,237.6,18633.4,305.7,248,0,276395,222.3,9,28147.4,-28.8,129.3,172.4,45749.4,-139056.6
"TTL_22",2001.2,7.9,0.2,113,105.9,186.7,148.1,372,20990.6,519.8,593.8,3286.4,444,7806.2,448.9,15179.3,1151.9,872.4,378.5,3328,968.1,1501,5280.7,25834.3,195.4,2376.2,5989.1,31.7,298.6,37458.6,23569.3,345.6,2.1,10.8,487.8,1818,5544.1,1156.3,2820.5,968.2,470.2,985.9,4552.1,2372,9443.9,1806.8,9407.1,185.8,1239.7,0,60912,2.3,14.4,4179.6,-28.7,18.9,8.6,20246.1,-53576.7
"TTL_23",127.3,11.3,0.2,93.6,1093.2,224.1,205,503.3,4852,102.9,735.2,371,48.4,1280.6,95,1424,14640.7,1415.7,109.4,1109.6,396.1,1428.7,1395.6,8700.1,72.7,267.2,878.5,82.2,301,90529.6,1745.9,78.6,2.4,11.1,154.1,31.7,1973.4,140.5,2122.6,719.7,83.4,361.6,2908.9,1150.4,5369,292.4,3161.5,73.3,1413.2,0,21513,0.8,2,778.5,-4.6,17.9,1.1,7069.4,-22052.3
"TTL_24A",171.4,1,0.6,10.5,6190.4,143.3,139.4,208.5,79.7,121.3,212.4,76.4,47.2,735.1,2.6,906.5,887.7,17527.8,343.4,36947,577.8,3225.2,19508.5,18000.5,515,2568.9,3397.3,123.3,361.4,7169,629.8,664.1,13.2,63.5,237.3,48.5,56.9,759.4,127.7,129.8,42.4,1491.2,617.4,580.7,408.6,173.3,264.4,107.4,237.1,0,972.5,0.5,0.5,615.3,-13,2.6,5.5,7148.4,-25332
"TTL_24B",83.6,0.2,0.1,1.6,50.2,4,3.3,6.3,3525.5,17.1,187,606.3,21.2,287,9.7,337.3,84.6,6583,39013.4,13866.4,2528.8,7571.2,5440.5,11208.3,379.5,3635.4,2811.4,221.6,101.4,2515.6,804.2,11.1,1.9,1.5,12.5,6,126.4,785.8,438.7,318,6.2,83,642.5,105.7,1048.4,25.4,159.8,30.4,127.8,0,2082,0.8,11.8,1401.2,-81.2,10.1,1,34659.1,-28225.1
"TTL_25",2178.8,9.8,12,120.4,1890.8,286.8,111.9,438.9,13703.7,705.9,2225.6,4480.2,459.6,5344.9,103.9,4571.8,2401.2,3497.8,3353.2,31923.5,3484.6,7267.4,16462.6,58477.3,1298.5,6696.5,5927.4,204.5,1511.4,74737,5840.2,1120,473.5,77.1,815.2,532.4,3011.6,803.6,3751.5,1966,374.4,2538.3,4498.4,2536.2,9274.9,706.4,2356.2,336,1570.2,0,51360.6,6.7,6.5,53907.3,-254.6,24.5,3.5,22110.3,-49805.6
"TTL_26",509.1,2.8,1.3,9.6,211.3,20.8,21.2,67.7,2723.5,651.1,1342.9,2682.1,313.9,4193.5,151.3,2256.7,1266.6,1023.2,1245.6,4350.4,22058.3,4630.3,6799.7,18979.3,1202.7,6402.1,2899.3,275.6,450.6,6940.6,13301.4,276.1,6.9,22.2,267.8,34.5,404,2767.2,11514.7,7541.6,1576.6,971.1,13790.6,3116.6,23038.4,1155.3,6347.6,144.9,2370.2,0,125826.1,243.5,50,309320.9,-3291.4,117,202.4,96727.8,-264281.5
"TTL_27",1440.4,1.1,0.2,7.4,118.4,18.6,13.4,121.6,715.2,40.3,914.7,326.4,28,465.3,33.3,664,157.4,669.6,567.3,1244.4,908.6,5614.3,6993.5,4249.9,97.2,715.7,685.9,29.1,354.1,19411.1,1610.3,137.3,6.4,3.6,89.6,8.9,443,50.7,2434,591.1,93.8,541.9,1856,938,2971,418.6,783.6,123.7,1938.3,0,66718.2,3.5,5.7,58260.8,-511.6,70,90.6,26190.3,-83422.4
"TTL_28",3007.7,13.1,0.6,367.3,5910.3,983.6,708,1837.3,3522.2,55.6,409.3,1416.3,69.7,2348.3,67,1499.1,325,494,466.5,2607.2,457.5,1006.9,21809.7,19453,444,2324.7,4123.7,959.6,2009.6,33943.9,3568.7,196.9,11.9,10.9,2198.6,49.7,781,475.9,1633.1,1355.8,511,426.7,1825.2,2196.1,3466.1,1803.6,954.8,98.4,1094,0,23295.2,39.9,6.9,266005.8,-3547.4,26.5,7.5,81302.2,-139332.1
"TTL_29",693.2,4.1,7.7,44,461.3,98.9,117,149.9,1988,47.3,402.2,798.9,42.9,736.8,20.4,387.4,472.6,327.6,137.3,852.6,284.8,292.7,7818.2,107530.9,212.2,2473.4,557.7,40.4,580.4,2377.4,19662.8,1817.4,6.8,3.4,1214,373.9,471.9,399.8,244.1,204.7,135.8,119,2075.3,3688.2,4242.8,864.1,1350.8,162.8,675.6,0,250385.2,9.9,4.6,376401,-3061.8,98.3,187.2,74682.4,-254692.6
"TTL_301",4.2,0,1.6,0.3,2.6,0.6,1,1.3,12.7,0.5,2.2,3.3,5.8,5.7,0.6,6.4,1.6,1.7,1.2,11.6,1.7,2.8,24.7,35.4,3980.5,2312.7,42.4,4.5,3.8,35.3,19.8,36.9,149.1,27.8,43,51.3,5.1,1.2,3.9,1.9,3.4,65.3,66.5,4.5,3068.4,5.2,6.4,0.5,8.7,0,9725.6,0.1,0.1,22068.7,-227.8,0.3,0,1487.6,-2719.2
"TTL_302T309",68.1,0.5,3.6,4.8,35.1,5,4.8,10.1,148,8.7,32.2,46,26.2,85.8,13.4,55.6,23.4,24,21.2,147.9,37.5,54.5,379.8,1136.8,577.3,35895.3,251.6,38.7,76.2,421.9,312.1,632.2,325.9,284.9,349.9,689.5,36,32.7,67.1,73,50.7,117.3,705,195.9,26333.2,37.9,92.1,7,77.7,0,30398.8,24.1,1.7,110850.8,-819.6,1.5,3.7,77438.5,-36788.5
"TTL_31T33",408.3,98,28.1,8.5,118.2,21,23.5,45.6,1794.7,352.8,492,945.4,567.3,1570.1,192.8,1011.6,553.2,493.2,503.8,1158.3,971.7,770,2357.5,2815.7,132.6,601.7,5769.4,121.4,632.6,19011.8,14087.3,775.6,14.2,44.1,689.3,118.1,3607.2,327.4,786.6,1305.7,2794.8,3835.2,4719.9,3586.5,9935.7,1060.1,18753.7,506.4,1468.8,0,165587.2,41.3,1568.3,75243,-756.3,532.5,252.5,33568.2,-124454
"TTL_35",4053.4,33.2,11.7,230.8,3061.5,868.9,870.4,65.8,9060.3,782.5,1166.5,4858.5,5834.5,9771.8,221.1,4051.5,3267.5,3230.1,2057.8,3436.6,840.7,612.8,1602.1,2668.6,74.9,491.4,1170.1,20296.9,540.4,5713,45683.4,1944,72.4,45.2,9509.4,395.8,21178.7,865.1,2049,2040.2,3780.8,95841,12458.3,3345.5,10679.8,8103.1,10277.5,1614.8,3514.9,0,170617.5,44.3,2,663,1.4,22.6,13.6,2401.6,-3726.7
"TTL_36T39",280.2,1.9,0.4,15.1,616.4,15.4,60.9,80.9,1260.1,73.9,71.4,273.3,527.3,1161.4,27,238.8,217.5,184.6,85.4,259.5,62.1,52.7,156.9,181.6,13.7,83.9,142.1,2553.1,5653.8,1684,4064.7,667.9,19.1,16,750.8,290.5,2242.7,193.5,244.6,237.2,1928.9,7374.3,2444.6,2020.1,12635,1815.9,4538.5,563.3,655.3,0,48587,262.8,20809.1,541,0,11.4,1,104.1,-694.6
"TTL_41T43",3323.9,11.3,6.6,306.5,1348.1,525.6,1756.4,1539.3,3116.3,180.9,326.9,1739,11663,2521.8,104.2,1032.3,973.8,776.7,369.2,1253.6,267.3,248.8,825.8,1158,40.6,229.3,506.1,9697.2,177.9,835.2,12933.7,3665.8,26.3,202.7,2649.8,985,4316.9,157.5,3113.6,445,5348,160813.2,2728.1,1056.7,115785.3,8934.8,2067,652.6,7264.1,0,311.1,221.6,0.8,1434825.5,0,129.5,0,4.8,-1610.1
"TTL_45T47",73835.3,1178.2,162.8,662.6,10155.1,1396.4,1571.1,2581.8,185726.6,7180.9,15137.1,30904.3,12306,56622.7,28674.8,32962,16360.2,13551.2,8881.4,36333.2,12199.4,13490.6,39089.2,101130.7,2628.7,20588.9,23321.9,10254.8,5211.6,163740.7,156222.7,26172,1206.2,5056.1,9064.1,5388.7,39054.3,30095.6,18956.9,14751.6,18365.1,21737.8,50365.2,35981.6,91893.2,29134.2,65715.4,4092.6,10811.7,0,1593596.9,2302.2,2687.9,539468,-7.5,2741.5,3692.3,283556.9,-289000.4
"TTL_49",7077.7,170.2,18.4,105.8,3018.5,357.7,276.2,668.5,18239.2,872.8,4285.2,4856.4,6576.1,4965.9,1012.1,4180.7,3898.5,3339.3,1721.9,8316.3,2138.7,1864.8,5630.4,11106.2,312.4,3320,4056.9,4706,1192.5,30055.1,44313.7,25180.5,321,2534.2,9430.2,3849.1,4601.2,6694,6262.8,7985,9406.1,11746,25249.3,12667.3,24568.4,28391.5,16634.7,4506.8,2034.8,0,148286.1,252.3,777.4,50038,1,3859.9,4843.8,31759.9,-36871.5
"TTL_50",268.3,5.9,1.6,4.4,468,14.3,101.3,99.8,730.9,41.7,146.9,172.6,1186.6,237.4,112.9,168.7,135.8,104.9,71.9,254.3,108.3,92,250.6,576.5,15.3,154.9,157,97.7,27.7,1246.5,7050.9,135.4,3009.4,51.2,2092.6,626.1,145.1,177.8,144.1,74.5,27.5,96.2,743.4,272.8,3420.6,194.8,364.7,19.9,65.7,0,15147.3,11.3,30.9,3687.7,0,863.6,954.1,4544.6,-11421.1
"TTL_51",409.7,144.8,2,6.4,122.9,14.2,20.6,126.1,1586.7,94.4,558.3,584.3,626.6,533.3,204,496.7,300.7,181.4,136.9,597.7,204.5,157.4,553,1130.1,32,254.3,410.2,590.4,413.2,1880.8,3573.1,703.9,101.9,140.9,528,344,836.2,962,1102.9,2794.5,3304.5,5492.9,5033.9,4740.8,5225.2,749.1,2559.9,221.5,414.6,0,52649.4,19.3,29.8,6715.9,0,2678.2,2394.7,19668.3,-25927.4
"TTL_52",1627.9,32.9,64.8,29,347.4,87.1,1167.5,59.2,8508.9,1889.5,4866.4,6121.7,5143,3346.6,312.6,6308.5,3800.6,688,478,2673.2,2562,396.5,1499.9,2226.1,66.1,673.1,1516.7,7554.2,1649.6,5412.4,82971.6,19370.8,1981.6,9922.4,21597.3,9107.8,2180.7,3246.9,1511.7,3989.3,818.1,587.3,14453.4,4870.1,8084.9,1362.6,4647.6,906.4,891.9,0,38242.4,206,101.1,9742.2,0.2,229.3,131.8,6448.6,-9703.1
"TTL_53",26.7,0.1,0,0.3,3.3,3.1,1,0.5,14,2.4,3,87.8,100.1,58.3,2.3,4.8,3,5.7,11.1,46.5,5.7,173.5,309.8,8.2,0.3,3,92,234.6,453.8,24.2,50787,43306.7,2286.1,13.2,2807.3,4256.7,3636.1,3242.7,423.4,6009.1,5876.5,462.8,8030.2,5156.8,2305.7,589,6285.3,443.3,1734.6,0,19150.6,0.6,0.4,54.5,42.8,98.6,86.7,12333.3,-1129
"TTL_55T56",359.2,10.7,0.8,2.1,34.1,9.2,12.9,152.6,904.4,50.4,127.3,331.3,231.2,239.1,51.2,315,215.6,133.5,59.2,389.1,71.4,50.1,282.6,235.3,17.3,121.1,317.7,1052.7,520.7,618.5,5620.9,775.6,8,4383.4,719.8,1197.3,3639,2002.9,1797.2,4419.1,8499.5,18527.2,14190.4,9180.2,5372.9,2012.4,16595.1,1413.6,1212.3,0,755008.8,8286.3,3939.8,3318.4,0,20849.4,19486.5,817.2,-21161.8
"TTL_58T60",1060.3,13.3,1.6,13.8,828.2,38.1,42.6,67.3,3051.3,183.5,348.3,815.5,442.7,1047.8,358.8,729.9,381.5,342.1,243.3,1072.5,373.9,279.2,922.9,1054.1,59.4,539.6,845.3,1057.4,192.1,4640,24418.6,1006.8,111.4,138.2,1464.4,184.5,10876,138614.6,56785.1,12668.8,6337,5259.9,32521.6,9836.2,25395.7,19120.5,14594.2,1328.9,3395.8,0,160852.1,5042.6,23493.2,198348.9,17.3,218.8,576.9,55755.2,-22484.1
"TTL_61",850,24.8,0.2,23.8,738.2,26.2,110.4,347.5,1382.5,104.4,199.5,607.6,399.9,616.9,93.2,513.4,389.3,215.1,129.8,814.8,219,162.9,677.8,488.1,31.6,239.8,577.9,1306.6,940.2,8548.9,27143.4,5588.4,165.2,478.5,3684.5,640,5389.9,4745.6,56130.1,12834.6,18261.5,18676.4,25846.8,15376.8,30945.5,10440.8,9746.8,1343.2,2469.8,0,348631.1,80.4,4,12350.6,0.1,1003,1584.4,14180.1,-2236
"TTL_62T63",1385.7,31.4,1.7,15.6,9111.8,280,66.5,140.7,6612.3,788.3,1795.5,3353.2,2858.1,2294,576.5,3065.6,2167.4,1801.6,1128.5,6464.7,2509.2,782.2,5887.1,2890.5,175.3,2380.5,3235.3,7015.8,2496.4,13932.4,66066.3,4687.6,90.7,419.6,3144.9,1012.8,11537.7,19876.5,23236.5,67462.3,48344.5,9814.5,122137.9,68244.4,140354.2,10713.7,38452.7,3670.2,11596.3,0,29935.8,944.3,6262.7,277073.7,10.7,72.9,146.6,59269.1,-69518.7
"TTL_64T66",7606.3,46.6,674.2,472.8,17670.3,509.8,2049.5,7915.4,10727.5,974.8,737.5,1712.3,2236,3525.5,1382.2,2620.3,2750.1,2488.4,2009.7,5266.5,3006.6,1787.7,5495.2,6467.3,589.2,4735.5,4603.5,14448.4,2790.2,24100.9,105383.8,35118,8987.8,7206.4,11452.9,4200.2,17559,11057.1,10725.7,15145.1,742371.1,315271.1,107663.9,71039.3,165988.5,6064.4,129517.8,6384.9,34671.1,0,1152474.8,1765.3,17,19112.1,690.4,935.3,1468,193902.3,-121074.9
"TTL_68",11639.9,109,1.3,3.7,1714.5,23.1,71.8,134.7,5935.2,810.9,804.7,3806.9,143,956.9,3057.8,2957.4,1065.1,456.2,494.7,5789.7,6143.8,585.2,1834.4,1632,765.4,3103,3308.5,7057.1,1837.1,38666.1,307740.1,5838.4,307.2,35.2,23546.4,1950.7,103763.2,8662.7,13185.7,19202.6,91251.9,137675.4,112912.9,22168.6,45007.6,34192.6,119109.7,21341.6,44480,0,2345026,6647.5,0.8,251233.6,0.1,4135,4554.8,4060.4,-5097
"TTL_69T75",3984.4,91.7,5.7,775.4,24782.2,912,3652,5193,57996.5,5017,5089.6,11667.2,17122.5,22895.1,17139.1,11874.1,9202.5,6320.2,3920.7,27377,53103.5,4304.7,31174.6,33989.3,2143.4,16658.2,14081.1,17802.3,11053.5,119143,294465.7,27147.6,1885.3,1262.6,11076.2,5996.4,112730.4,50152.9,56844.7,78911.7,175314.6,131602.8,252536.6,122151.3,121431.2,15896.8,138622.7,12983.4,19246.6,0,96023.8,3353.5,4148.7,363841.3,88.4,421.2,774.2,190490.2,-131675.2
"TTL_77T82",6347.5,102.4,6,265.9,5408.8,256.8,827.6,2424.5,10228.1,1276.4,1100.9,6164.1,4989.6,6897.7,2066.4,3261.7,2954.5,2896.4,1901.5,9764.3,5394.7,1120,4250.9,6074,576.2,4844,4549.5,24537.3,5446.2,39014.8,159759,28328.7,3160.3,9933.2,15024.2,4445.4,27259.9,19573.2,35430.9,69720.4,55024,155241.1,116235.2,99100.5,76473.2,10383,95499.3,6692.8,14771.7,0,157278.4,1505.2,5391.3,10646.4,0.1,764,1198.4,70647.8,-12971.3
"TTL_84",1406.7,212.2,26.3,50.2,1158.5,172.9,216,118.3,2744.9,226.1,752.9,1347.7,1347,2244.3,162.3,1040.7,805.3,701,447.8,978.7,388.8,180.8,492.1,781.7,50.2,324.8,715.1,5562.4,6151.1,2993.7,20746.9,18634,73.3,159.8,2917.1,371,7478.5,1683.4,1543.9,2347.9,203275.5,36397.5,21998.3,22288.3,24969.6,6601.4,33407.1,6604.8,3720.1,0,397507.9,9680.6,2183002.3,10046.3,0.2,134.9,380.5,2229,-1878.6
"TTL_85",234,2.2,3.5,5.5,109.5,10.4,29.5,62.5,569.4,29.2,52.6,337.2,242.1,181.4,47.8,150.6,86.5,56.5,31.8,176,58.1,31.7,133.2,150.2,9.8,68.6,124.1,627.1,158.8,513,10746.3,243.9,5.4,488.4,406.1,89.6,808.4,751.3,596.4,1674,4169.6,5270.7,7994.9,3435.6,15059.3,11609.5,3146.4,3760.6,4676.8,0,482194,87519.7,714953.7,29973.3,-6.2,714.2,14610.6,2240.3,-3794.3
"TTL_86T88",55.8,0.8,0.1,0.9,18.8,1.1,2.2,5.8,119.2,4.3,8.8,17.3,10.1,34.4,27.1,17.4,9.6,7.7,5.1,25,10,8.3,25.3,41.9,1.5,10.4,16.8,9.6,5.9,156.1,164,34.3,1.1,20.4,8.6,5.1,54.1,54.5,41.9,54.1,2015.2,45,1400.7,392.9,63534.7,2066.3,138161.2,353.8,924.1,0,1987593.7,159517.2,195830.8,657.9,0,958.9,948.9,271.1,-2046.1
"TTL_90T93",166.6,1.7,0.1,1,20.2,1.2,3,24.8,287.9,11.2,32.5,84.5,59.6,75.4,29.2,89.4,48.6,36,15.4,104.1,23.9,13,75.3,118.9,5.5,35.1,72,127.6,108.1,440.3,3266.3,158,3,82.3,304.9,31,1134.4,8117.3,1987.7,963.2,1696.4,4069.2,5493.3,1956.7,1976.5,1118.6,1615.1,13752.7,1325.6,0,142100.4,50825.1,13079,4049.5,0.1,2045.9,2260.4,1405.5,-3373
"TTL_94T96",284.1,19,0.4,3.9,86.5,5.2,14,73,598.4,27.4,52.6,137.3,100,190.1,72.5,115.7,119.6,75.7,46.5,186.8,70.1,28.4,104.2,166.9,12,73.3,144.6,176.8,201.7,1352.5,5349.9,387.7,3.6,85,1597.3,264.7,1667.8,244,895.4,430.1,8230.2,2022.1,4786.2,2409.5,9594.2,1483.2,5783.1,517.9,4398.1,0,288128.6,137171.1,1738.8,1240.8,0,1116.5,1319.3,633.4,-1596.2
"TTL_97T98",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22411.4,0,0,0,0,0,0,0,0
"TXS_IMP_FNL",49.3,-0.2,0.9,4.4,236.1,10.3,10.1,20,38.7,67.1,45.5,117.5,1583.4,261.1,173.1,162.4,70.2,49.4,29.6,148.6,173.9,88.9,315.4,1612.9,18.5,172.4,161.3,236.4,38,878.6,750.6,143.5,13.6,35.5,52.1,46.7,143.3,89.8,145.2,141.5,336.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4164.8,0,0,-12836.3
"TXS_INT_FNL",2259.6,58,47.3,154.7,2339.1,294.3,353.2,670.3,2001,558.6,663.5,2279.6,1611.2,2889,181.6,2570.6,2361.3,1271.5,745.2,1925.6,475.1,1260.1,2615.6,6906.5,179.3,1134.6,1831.1,1178.7,864.6,22896.4,11712.4,7642,99.9,677.3,1990.9,2111.8,4227.9,1660.8,1968.7,3164.5,4947.7,11059.6,8079.8,5676.7,28533.1,6309.1,8217.6,859.2,1323.5,0,504743.9,6384.6,261.7,81040.1,0,0,6167.3,12350.8,0
"TTL_INT_FNL",281757.5,5113.7,1398.4,5621,141790,12762.3,18349.5,30001.5,706785.8,38432.6,78903.9,158975.8,278998.9,258322.3,100972.6,157998.3,93423.2,81043.9,77074.3,222470.8,125742.1,66458.1,205836.6,478907.9,17442.2,128999.2,115530.8,187733.8,57633.5,900804.7,1590519.5,288506.6,27033.2,53585.4,149771.6,59247,444543.5,330231.8,324307.8,352105.6,1437291.4,1190118.6,1031035.5,566019.3,1245061.4,261960.9,958569.7,101200.6,200337.4,0,13519900.5,484528.9,3178287.9,4716195.4,-12049.2,52850.5,71813,1849382.9,-2535493.9
