"","D01","D02","D03","D05","D06","D07","D08","D09","D10T12","D13T15","D16","D17T18","D19","D20","D21","D22","D23","D24A","D24B","D25","D26","D27","D28","D29","D301","D302T309","D31T33","D35","D36T39","D41T43","D45T47","D49","D50","D51","D52","D53","D55T56","D58T60","D61","D62T63","D64T66","D68","D69T75","D77T82","D84","D85","D86T88","D90T93","D94T96","D97T98","HFCE","NPISH","GGFC","GFCF","INVNT","DPABR","CONS_NONRES","EXPO","IMPO"
"TTL_01",73578.4,524,19.9,8.5,2.1,18.4,15.9,23.3,185758.2,1076,423.1,190.6,4.9,4792.1,43.9,68.5,2.8,1,0.6,3.3,1.2,0.9,4.8,14.5,0.5,3.2,194.3,2,1,1910.4,2887.4,21.6,66.6,1.1,2.6,0.4,408.9,59.9,3.3,4.7,7.2,19.9,729.3,1369.8,2890.6,311.6,23.5,487.5,38.7,0,151474.6,376.2,0.4,112,257.3,1496.1,590.7,40551.9,-36443.6
"TTL_02",53.4,2699.9,0,21.5,0.3,0.1,0.1,0.2,247.4,14.7,3492.4,1496.9,7.5,116.4,0.2,475.1,0.5,0.1,0.2,0.4,0.1,0.2,1,1.6,0,0.3,68.5,0.4,0.1,165.2,4.9,0.7,0.1,0.1,0.2,0.1,2.1,0.2,0.4,0.5,0.4,5.3,4.7,2.2,230.6,10.9,0.7,0.4,0.4,0,10112,109.4,0.1,44.5,4.1,23,0,1045.8,-2057.1
"TTL_03",23.6,0,66.5,0,0.2,0,0,0.1,5392.2,0.2,0.1,0.3,0.6,13.6,0.3,0.5,0.1,0.1,0.1,0.2,0.1,0.1,0.2,0.3,0.2,0.2,0.1,0.1,0,0.7,367.2,0.1,3.1,0.1,0.2,0.1,3193.5,0.1,0.1,0.1,0.1,0.2,65,0.3,287.1,58.3,41.5,117.8,80.4,0,5047,38.3,0,4.9,18.6,100.3,13.3,3371.1,-12663.9
"TTL_05",523.7,1,0,1180.8,454.4,42.8,64.8,42.7,699.3,37.8,7.3,680.2,1083.9,188.4,5.7,79,605.9,1395,206.5,8.8,3.9,5,9.2,18.7,0.3,3.5,4.6,8254.4,2.2,53.5,34.7,11.6,0.2,1.2,9.1,2.5,280.3,0.5,8.1,0.9,16.6,441.1,82.7,3.8,5655.9,245.4,42.4,9.3,18.8,0,20.6,0.5,0,4818.3,-0.7,4.3,0,7517.6,-448
"TTL_06",406.9,10.9,3,259.7,33302.1,384.5,541.4,779.5,165.4,9.4,36.6,100.2,290435.1,2171.8,10.9,56,469.6,61.4,27.1,39.1,9.3,78.5,60.8,41.8,1.5,11.4,35.7,30052.3,64.2,2480.5,384.7,1556.3,141.6,1018.7,213.5,402.5,169.2,20.5,25.2,55.8,335.9,463.2,175.7,294.3,16536.1,1218.1,200.4,52.2,76.9,0,7025.7,1.5,0.2,29344.9,-61.4,26.9,93.9,87180.5,-143760.5
"TTL_07",6.5,0,0,2.2,61.9,1819.9,40.8,121.1,27,1.1,1.9,6.9,45.1,1532.3,1.5,7,86.5,5093.9,3590,428,16.1,106.1,119.6,115.1,3.6,29.1,139.5,18.3,47.4,504,41.3,6.1,0.2,0.7,3.9,1.3,77.7,51.4,65.1,266.6,13.3,196.4,451,347.2,138.3,187.3,32,636.4,491.6,0,18.4,0.3,0.1,1880.7,-2.8,18,0,11124,-3235
"TTL_08",1716.4,0.2,0,388.8,614.2,31.2,1471.8,114,261.2,35,11.9,399.9,288.1,1886.8,21.4,215.6,9338.4,1134.5,23.5,46.4,13.1,26.6,36.7,69.3,14.4,82.7,45.9,807,339,20934.5,55.3,176.8,0.6,2,19.7,3.9,26,5.6,84.3,10.4,23.2,649.5,523.2,49,2147.1,65,78,5.8,40.2,0,650.8,0.9,0.1,6399.1,1.7,11.9,2.5,1851,-4981.3
"TTL_09",54.1,0.5,0.1,434.3,18451.5,681.6,979,1371.9,122.4,6.8,20.4,49.9,6228.3,75,6.2,42.9,398.3,34.4,27.9,222.8,34,50.3,129.2,452,9,51.6,46.7,916.4,21.1,2856.8,154,67.4,9.7,13.9,36.3,17.1,66,9.8,55.2,21.1,68,1648.8,125.3,36.6,1168.9,135.6,41.9,12.5,56.5,0,400.5,2,0.2,69501.8,15.5,8.3,1.3,2320.7,-1941.7
"TTL_10T12",22817.8,34,75.2,3.8,28.7,3.9,4.2,7.3,92075.8,345.9,31,1077.3,271.6,1313.8,471.2,230.5,143,19.1,9.5,55,22.6,18,49.6,101.5,3.4,31.6,39.6,19.4,7.6,173,4132.3,37.4,248.5,418.2,10.6,6,31666,46.9,17,54.1,24.7,59.9,2502.2,62,18358.4,9960.8,9196.7,2938,1015.2,0,793267.1,802.6,1.8,586.7,340,5091.9,3642.1,48738.3,-93101.5
"TTL_13T15",367.6,0.4,1.6,8.5,51.3,7.6,7.1,12,198.2,5236.3,308.5,2316.9,113.1,903.2,45.5,1374.4,316,13.8,5.8,160.4,26.8,24.2,553.3,3780,85.3,515.5,2052.2,23.6,121.7,1571.1,5163.9,16.8,53,3.4,22.2,65.9,1265.8,125.6,599,22.2,10.7,239.2,294.8,424.9,2615.2,659.9,2242.6,264.5,1134.2,0,148426.4,47.5,1.4,4189.4,353,2786,589.4,13633.1,-137532.8
