"","D01","D02","D03","D05","D06","D07","D08","D09","D10T12","D13T15","D16","D17T18","D19","D20","D21","D22","D23","D24A","D24B","D25","D26","D27","D28","D29","D301","D302T309","D31T33","D35","D36T39","D41T43","D45T47","D49","D50","D51","D52","D53","D55T56","D58T60","D61","D62T63","D64T66","D68","D69T75","D77T82","D84","D85","D86T88","D90T93","D94T96","D97T98","HFCE","NPISH","GGFC","GFCF","INVNT","DPABR","CONS_NONRES","EXPO","IMPO"
"TTL_16",341.2,5,29.5,44.3,7.6,14.6,11.6,126.4,384.8,47.2,20167.6,4251.9,12.8,224.3,17.7,1132.2,295.3,46.3,373.8,615.2,154.1,192.8,1006.8,3233.2,89.7,163.7,5853.3,15.2,20.4,33844.8,3531.3,1099.7,2.3,9.7,169.9,65,1158.5,166.9,567.7,995,65,3534.8,520.3,936.9,960.4,1621.6,1086.1,123.1,347.1,0,8516.7,0.5,4.7,8975.4,549.8,169.5,186.5,5076.2,-15480
"TTL_17T18",584,6,0.9,76.8,106.5,82.7,57.9,123.1,25213.8,725.8,683.3,47220.2,88.6,5445.3,2236.4,4370,1206.3,1085.4,933.1,2372.1,638.4,1140.8,2467,3406.6,55.8,729.9,3014.8,99.8,309.3,3063.6,21489.2,1138.8,58.8,66,2312.1,1186.1,5985.7,8569.3,1031.3,3925.8,5066.6,1180.5,9853.2,6347.6,11625.5,9389.7,10470.9,1079.9,2580.5,0,52573.1,6,10.4,1776.7,174.7,536.5,725.2,23190.5,-22520
"TTL_19",15322.1,965.5,291.9,2620.7,6866.1,1873.4,1832.7,5044.3,5266.6,686.8,1444.1,5529.7,19533.9,24226.6,1068.6,3751.9,7008.1,2914.8,726.3,1599.7,352.7,2294,2960.5,1106.5,64,511.8,1527.2,30461.1,2399.4,36754.4,11855.9,62149.4,6690.3,43095.7,5816.4,9356.8,5172,526.9,538.5,1165.2,9226.6,5827.3,3999.5,7501,87169.3,31518.9,7289.3,1144.6,3199.9,0,238587.9,26.4,1.8,932.8,447.7,882.1,2260.1,97860.9,-85565.8
"TTL_20",37584.2,17.3,2.9,1200.2,5256,883,647.8,2048.7,7530.2,10825.4,2526.3,16892.3,4700.9,148931.4,14392.2,53657.2,3526.2,1449.9,625.3,7967.2,2550.2,2822.6,4543.1,9128.7,264,1212.2,7532.3,1973.2,977.2,12756.1,3800.7,689.1,49.7,240.3,1286.7,228,1372.1,912.3,581.8,911.7,355,8740.8,9242.1,6292,22060.5,4757.5,9126.2,467.2,3680.5,0,115327.4,70,3.4,5377,520.6,415.4,867.9,100959.5,-84300.3
"TTL_21",2023.8,7.1,1,32.5,142.7,23.4,19.2,71.6,1454.8,213.7,126.6,425.1,161.3,4217.9,27422.3,1010,122.5,113.1,61,311.6,106.3,116.8,293.2,423.5,18.7,190.8,261.9,159.2,38.7,851.7,1123.5,137.1,15.5,75,48.9,31.2,182,101.2,97.7,91.5,108,228.6,3203.4,266.6,3223.7,223.6,32528.9,296.3,133.1,0,184919.3,136.6,8.5,18164.9,287.9,337,525.3,33974.9,-71474.4
"TTL_22",1586.7,36.3,0.6,453.9,119.9,429.7,205.6,1056.5,18841.2,582.3,778.1,3549.2,167.4,8844,2614,16147.3,1073.4,1156.8,494.8,3393,1464.7,1760.6,7823.8,25181.7,189.2,2718.4,9659.6,57.9,339,27564.6,17567.6,636.9,8.7,37.7,656.8,2956.6,5142.3,1665.2,2698.1,957.8,420.2,606.9,4351.6,3157.6,8104.6,1424,8222.3,174.7,1214.1,0,49857.6,2.3,4.8,3081,220.3,44,20.1,23434.7,-43700.9
"TTL_23",115.1,96.6,0.8,152.7,778.4,213.1,188.1,817.6,5115,164.8,818.4,471.3,33.2,1644.9,581.7,1584.7,11097.7,2405.5,222,1321.6,380,1787.9,2553.9,7343.6,64.8,286.9,1103.1,92.7,170.3,67050.9,1562.2,67.3,3.3,13.1,158.2,38.2,1893.9,301,1935.6,656.8,97.3,268.3,2541.9,1340.2,4685.7,435.2,3673.5,127.7,738.7,0,16744.1,1,1.4,1568.2,45.5,37.7,5.8,9291.1,-20713.9
"TTL_24A",178.9,4.1,1.2,47.6,7220.9,263.7,198.5,684.6,120.4,263.4,269.9,123.5,74.2,984.1,9.2,1161.3,589.7,27717.4,631.1,51440.9,665,4515.1,31896.8,22490.1,678.2,3999.8,4862.6,115.9,598.3,6168.6,635.5,1076.8,27.6,156.4,346.8,41.5,71.3,1649.5,252.2,124.8,38.2,1453.1,744.5,545.3,647.8,272.4,358.2,219.7,190.9,0,1124.8,0.4,0.3,899.9,14.7,3.7,9.9,13632.9,-42593.3
"TTL_24B",99.5,0.9,0.1,5.7,67.3,6.3,4.3,18.3,6707.1,26.7,236.9,888.8,16.2,511.7,34.8,513.6,70.6,10051,56469.9,21974.7,4070.3,13208.9,9507.2,15990.5,533.4,6192.3,4446.4,276,87.3,2213.2,1440.2,21.6,4.3,5.9,13.1,8.9,104.4,1634.5,697.8,420.8,6.5,68,685.4,83.4,1022.5,35.6,82.8,37.3,184.3,0,961.5,0.5,0.5,1050.3,-14.9,10.1,3,33441.3,-50545.5
"TTL_25",2050.8,91.8,26.1,398.4,1488.5,426.6,162.7,1256.7,13608.8,700.8,2267.5,4994.9,199.1,6482.8,549.1,5408.4,2122.1,4545.1,4498.2,31172.2,4922.2,7481.8,21244.3,62964.1,1238.1,7807.8,6877.7,203.2,1657.7,58053.9,5254.7,1550.3,951,202.8,821.5,910.2,2641.9,1346.3,3435.2,2041.2,303.1,2157.2,3770,3004.2,9397.8,711.6,1903.2,615.3,1401.7,0,32842,4.5,5.6,53296.3,3143.4,64.9,11.9,29668.2,-40671.8
"TTL_26",534,10.8,1.5,35.2,165,23.7,19.8,207.2,1981.9,317.5,414.1,1011.2,166.5,2452.4,252.6,1189.6,430.5,599.2,688.4,2010.4,12546.9,2156.6,4051.9,8841.8,838,5187.8,1708.2,236.8,340.1,3750.1,6074.4,306.2,27.8,107.9,204.2,62.1,427.4,1381.9,5542.2,3210.9,945.9,368.7,6500.4,1728.8,8191.9,738.1,3078.8,99.1,1545.2,0,94247.1,152.8,22.6,266571.7,15964.1,330.5,475,110871.2,-228855.2
"TTL_27",996.8,3.3,1,23.6,122.4,20.5,11.7,231.9,742.2,50.4,367.7,336.7,29,596.7,73.7,686,101.5,1024.9,910,1375.1,1289.4,4684.9,7351.8,3723.8,148.2,1270,808.5,38.6,340.5,16986.2,1127.5,137.5,12.7,18.7,225.4,13.8,538.2,54.5,1927.4,721.1,86.4,433.2,1969.5,1168,2267.1,481,728.5,163.2,584.9,0,56296.3,3.3,1.9,49371.8,3207.5,187.7,252,32602.7,-72037.8
"TTL_28",3516,116.1,1.4,991.9,4758.9,943.7,553.3,3367.6,3552.1,93.8,486,1433.3,107.9,2903.8,140.5,1539.4,233.8,733.2,658,2986.3,445.8,1261.8,27847.1,21381.1,481.4,2929.5,2650.1,505.4,1941.6,25082.8,3816.6,537.9,34.6,76,1889.7,111.4,818,877.4,1575.6,1184.2,165,347.9,1609.3,2662.5,3052.9,1933.8,880.1,105.3,1218.7,0,14482.5,29.1,6.1,256810.2,16486.1,70.3,27.5,107009.8,-122171.1
"TTL_29",825.1,16,15.8,224,524.4,176.5,227.6,410,2364.8,82.1,502.3,978.1,22.5,936.9,123.7,454,432.7,524.5,208.6,883.9,422.6,373.4,12682.4,122199.2,184.8,2417.7,778.1,49.4,816.4,2189.5,20007.8,2254.3,23.9,10.1,1883,969.3,506.8,864.2,296.3,191.1,133.7,209,2129.5,4677.6,4307.7,1122.9,1357.9,93.1,593.4,0,228347.7,8,1,340803.6,22082.7,258.3,429.3,101020.9,-292323.8
"TTL_301",6.4,0.2,2,1.9,4.7,1,1.2,4.4,15,0.8,3.4,4.9,6.6,9.2,1.9,6.7,1.9,3.1,2.5,15.8,3.1,4.5,29.5,54.3,3101.6,2496.7,38.4,8,2,40.1,20.8,37.5,223.7,55.4,35.5,26.1,6,2,5.2,2.3,5.9,99.1,21.9,5.6,1413.6,8.6,7.4,2.6,11.4,0,6045.2,0.2,0.1,16844.7,1045.1,1.3,0.2,2924.9,-2370.9
"TTL_302T309",145.9,3.7,8.8,62.6,77.7,14.1,10.7,52.3,305.4,22.9,62.6,94.7,50,229.7,46.4,109.8,35.6,59.7,46.7,223.9,68.2,74.6,640.6,1347.3,797.8,63546.1,387.2,72.2,57.7,615.7,441.6,1189.5,910.3,1081.5,493.6,651.7,75.8,57.9,89.3,85.2,87,221.3,604.8,182.6,22564.9,91.3,153.6,34.4,169.2,0,31404.9,27,2.4,106534.1,6394,2.8,13.9,96464.4,-45974
"TTL_31T33",510.7,249.7,30,28.6,105.3,23.9,22.7,105.1,1512.9,315.4,1107.5,797.9,191.5,1669.3,312.2,859.7,403.6,500.9,416.5,841.6,548.3,727.2,2648.7,2372.4,78.3,592.4,6718.9,151.6,858.5,12841.4,11972.6,738.6,34.7,93.3,603.6,141.1,3210.3,436.9,1102.6,950.7,2251.1,3332.9,3496.2,4336.3,5688.3,1355.3,21168.3,1112.5,1640.6,0,137883.1,26.8,1057.1,57873.9,3643.9,1328.2,664.2,47943.1,-94518.4
"TTL_35",4849.2,121.8,23.8,973.6,3665.5,1523,1295,215.4,11033.3,1647.9,2092.5,7428.9,5857.8,14254.2,1235.9,4839.1,3681,5860.7,4321.3,4690.3,1473.4,985.8,2316.8,3190.2,139.1,1093.8,1691.1,20320,539.8,4192.6,46771.3,1969.7,86.9,119.7,12049.4,605.6,24520.4,1181,2751.2,1465.6,4292.8,64978.7,11762.8,3699.5,8946.5,11206.2,13267,2888.8,3259.9,0,165329.3,29.2,1.5,483.9,12.5,61.2,39.5,2727.1,-4504.3
"TTL_36T39",328.3,9.9,1,61.7,869.6,25.4,70.3,217,1490.1,127,97.4,363.9,399.1,1931.5,197.1,245.1,197.8,312.6,153.1,352.3,125.4,90.8,223.7,210.8,12.9,115.2,214.7,2748.9,5110.6,831,4508.6,144,19.5,19.4,822.9,235.8,3246.8,134.2,188.6,158.2,1343.7,3158.3,1527.7,903.3,8243.3,1668.5,2829.3,428.2,753.1,0,39334.3,165.2,13597,429.2,2.7,18.9,2.3,88.3,-476.4
"TTL_41T43",2311.2,25.1,5.9,558.5,2153.5,416,976,2712.2,1325.7,119.2,215.7,897.8,5632.4,1344,273.2,505.4,375.2,550.2,270.6,684.8,204.4,160,520.8,519,27.2,164.7,312.3,8050.4,148.6,337.2,5882.6,3283.7,45.2,295.4,2287.8,655.8,2316,133.2,2239.4,168,4852.7,114000.6,1215.1,646.5,69443.9,7227.7,1507.4,544.7,3299.4,0,280.3,156.3,0.5,1008614.2,8.1,206.2,0,3.9,-1443.1
"TTL_45T47",64468.1,2223.6,231.1,2575.2,10433.1,1863.9,1773.7,5962.2,167602.7,9046.8,12011.1,31464.9,16195.4,79403.8,26210.6,33228.2,12305.2,17459.2,10404.2,36246.8,9695.2,12935,44284.5,92007.1,2136.6,26186.2,23979.7,14737.7,5187.7,107571.8,110884.8,43862.6,3114.9,16068.3,9290.4,6432.9,36113.8,18848.7,15030.9,8624.5,14073.6,17477.4,31499.1,30993.6,82614.3,30909.7,68412.8,4831.2,9006,0,1169721.7,1257.5,1491.1,422282.5,3463.6,6152,7683.6,299709,-255013.5
"TTL_49",6337.6,300.8,24.6,492.1,2713,276.8,291.6,1697.2,17609.2,797,2933.6,4396.7,8131.3,7058,1306.8,3511.7,3024,4164.1,1945.6,7323,1514.8,1767.7,6722.5,10103.5,282.9,4515.1,3926.7,5218.8,1060.7,20788.1,39215.1,24910.3,627.9,2593.3,10136.9,3006.6,5375.4,4616.1,5509.2,5997.3,9925.6,8131.5,16458.6,9713.5,17006,32179.8,14690.6,4905.6,1863.9,0,125127.6,149.1,461.4,41296.7,435.6,9401.9,11409.8,35348,-43309.1
"TTL_50",330.4,15.4,2.8,25.5,1101.7,16.6,135.4,352.5,937.1,55.4,148.8,224.9,3112.5,471.1,107.9,204.9,145,212.8,130.7,379.5,102.1,115.3,406.8,724.3,17.4,266.3,211.7,251.4,40,1134.9,960.8,253.9,6188.5,195.4,2718.2,2173.1,203.8,182.2,149.4,61.8,114.4,86.4,1537,473.5,4879.7,513.9,479.5,38.6,75.6,0,19592,10.2,23.3,3690.1,64,2297.6,2325.1,6674.4,-11208.1
"TTL_51",626.6,85.2,3.5,33.6,326.6,25.9,34.9,642,2572.7,190,562.7,942.7,2240.6,1248,259.7,842.1,444.5,446.6,322.6,1170.4,269.6,250,1180,1719.4,46,476.8,878.6,1215.8,497.6,2294.5,5900.3,1124.7,109,257.2,1082,209.6,1521,1046.5,1242.2,3064.6,5620,4803.9,5045.2,4718.5,8216,1351.3,3395.2,308.4,639.3,0,79182.3,11.9,29.3,8380.7,34.7,6507.2,5940.4,53683.3,-30623.5
"TTL_52",1335.3,50.8,110.7,105.3,368.6,63.2,831.6,123.2,3390.3,312.1,1191.8,1456.1,1778.9,1349.6,330.9,1026.1,1257.8,730.4,418,1825.7,1790.7,332.9,1351.3,1754.8,46.7,730.1,1492,5917.5,946.3,3192.2,81017.5,15212.7,3549.8,15626.6,25324.3,5869.3,2590.7,1844.4,959.7,1491.5,415,352,4916.4,2865.3,6484.5,1595.6,3141.5,1153.8,721.1,0,27498.5,128.5,50.8,6988.8,86.9,460.6,234.8,6335.3,-10196
"TTL_53",41.1,0.1,0,1.1,1.3,7.9,1.3,0.6,7.1,3.7,1.2,141.7,80.8,121.7,0.9,2.3,1.2,6,16.3,55.5,5.6,377.4,686.3,3.8,0.2,2.1,127.7,323.6,312.1,19.6,58730.8,9532.9,3332.2,12,1707.2,1721.8,5317.7,2652.9,394.4,3171.5,6395.8,310.8,5949.9,4485,2109.6,1197.5,5674.6,499.6,2196.5,0,13975.5,0.2,0.1,31.5,112.1,183.9,205.4,10878.6,-1508.6
"TTL_55T56",1001.9,99.4,3.9,14.4,86.2,45.1,31.9,1228.7,1949.3,187.8,453.8,1029.2,360.1,753.1,175.4,893.2,522.9,549.1,268.6,1287.2,225.8,165.9,1136.1,653.3,43.2,391.7,1269.1,3519.4,992.8,1115.1,14557.6,611.9,25.7,7254,968.5,2036.4,13166.2,2820.2,4368.4,8696.3,17993.6,24609.8,25690.5,16890.8,11442.1,6519,37672.6,2789.2,3225.2,0,579803.4,5648.4,4086.6,4198.9,2.7,47376.9,48019.6,1137.3,-47714.3
"TTL_58T60",932.7,30.3,2.1,40.9,1174.4,52.9,30.5,144.1,2595.7,166.3,207.8,694.2,215.5,1113.3,677.7,511.7,220.8,272.8,168.9,863.3,535.1,215.2,859.4,727.9,53.7,722.6,872.4,1024.5,152.1,2937.2,22143.4,743.1,134.5,271.4,957.9,236.1,7551.1,107289.2,57942.4,9129.4,7777.6,3414.2,23949.1,8711.3,20933,18782.8,12839.8,1249.5,3964.8,0,124465.2,2493.5,13755,125218.9,60.7,604.8,1207.6,64903,-18114.2
"TTL_61",1134.3,101.5,0.3,116.3,1030.6,47.8,155.8,1390,1756.2,183.7,345.7,952.7,298.8,1023.1,627,749.3,436.1,407,252.8,1276,526.6,274.8,1256.7,712.3,55.6,522.5,1127.9,1817.3,671,7421.7,31375.6,2253,163,596.2,2181.9,832.5,7048.2,3600.8,66045.1,8425.3,16523.7,11144.3,20168.2,10504,29450.2,11884.6,9723.9,1329.9,3242.3,0,295546.2,51.5,3,12179,7.4,2603.7,3840.2,21654.4,-3760
"TTL_62T63",1022.3,81.1,2.1,33.7,5602.7,288.7,57.5,278.7,3701.4,518.5,948.4,1831.5,591.6,1527.1,1243.4,1478.2,1059.6,997,622.3,3435.7,1633.1,479.7,4169.2,1453.9,188.5,3515.5,2580.4,5393.7,1221.2,8082.5,49694.4,2502,54.4,372.5,1415.9,826.1,9280.2,11024,12300.6,28729.8,34332.2,3649.7,68930.4,36511.4,95601.8,8906.3,24782.9,2504.2,9250.6,0,17277.2,465.6,3340.4,189699.8,29.5,125.6,227.3,28400.2,-59000.6
"TTL_64T66",7862.9,157,619.1,893.8,13198.1,649.4,2221,11415,10865.8,1237.7,907.1,1918.4,5425.3,4522.4,1876.7,2771.4,2325.2,3433.9,3011.7,6308.3,2153.9,2258.5,7222.6,7201.3,394.7,3408.3,6293.9,14114.9,1700.8,14818.3,107763.6,26079.8,6657.4,4487,6164,6029.1,19910.9,6350.4,7442.3,9671.6,592865.2,208533.2,75520,55913.4,98473.9,10089.8,79942.6,5287.2,34716.1,0,866029.4,1131.6,11.7,19146.5,1023.2,2441.9,3509.7,160437,-118599.2
"TTL_68",12199.3,205.3,1.8,14,1186.4,39.6,54.7,290.1,3196.6,723.6,605.4,2475.2,183.2,963.8,1983.4,1854.2,595.4,287.1,451.2,3801.9,3704.1,466.9,1545.1,1677.1,653.7,3333.2,2531.9,3806.9,1655.7,15106.7,186940.2,4262.9,283.7,435.6,18025.5,2265.6,60641.3,10265.7,16987.3,11510.8,68772.3,105176.2,81185.5,22769.3,43999.7,39220,113252.2,19641,41945.9,0,1797462,4206.2,0.2,159820.8,0.6,8699.9,10980.5,3585.4,-9758.1
"TTL_69T75",5435,305.9,11.1,2559.7,28505,1327.9,3472.7,17387.8,34479.3,3710.8,3277.1,7843.4,3163.8,16828.7,20565.4,7616.4,4774.1,4567,2979.4,17118.2,38297.3,3468.1,23955.2,18759.8,1450.8,15345,13140.6,19546.3,6799.4,59026.4,287354,12709.5,1676.6,1358.4,6484.9,5052.6,106568.6,35856.5,42894.3,50460.7,137963.1,75926.6,172630.1,79332.4,100491.8,19650.2,121061.6,15056.1,22018.1,0,72600.7,2073.2,2649.9,260816.2,143.2,990.6,1803.4,138859.4,-102478
"TTL_77T82",4832.7,267.9,7.6,945.1,5233.3,341.8,894.6,6719.4,9465.6,1381,1122.6,6356.2,2060,7718.7,2691,3087.9,2150.5,3570.1,2696.4,9550.5,4418.8,1352.6,5595.8,6137.8,470.7,5406.7,4649.2,14981.5,3498.1,22030.2,125426.6,19862.8,3282.7,8832.4,10129.8,5295.7,25457.8,20662.4,42851.9,47434,44553.5,73109.9,89808.1,63760.6,47645.1,10381.8,82465.1,7383.5,11704.6,0,130649.1,755,3387,7854.8,9.6,1764.4,2881.8,65997.4,-11462.7
"TTL_84",1590.4,336.8,31.8,206.2,1231.8,294.4,323.4,286.8,3246.8,382,856.1,1742.9,1486.4,3327.8,380,1137.3,835.4,1244.8,902.5,1233.7,454.7,279.3,732.1,1001.6,52.4,467.9,1072.7,6065.1,4548.3,1880,18693,14428.2,145,443.6,3447.8,417.5,7572.3,1518.7,1929.3,1992.1,168041.3,25129.3,20051,22446.5,18201.7,8294.3,20284.1,6321.2,4632.9,0,348775.9,6844.9,1768269.2,6801,14.2,265.1,911.9,2846.1,-3132
"TTL_85",211.7,10.5,2.5,11.5,84.4,12.3,21.4,277.7,631,58.5,108.9,432.3,158.6,275.6,67,244.9,126.9,129.6,66.5,328.6,65.4,45.2,293,191.8,12.3,113.1,301.2,939.5,246.9,411.3,7322.7,168.9,7.1,934.9,312.5,182.7,1671.3,662.3,743.5,2175.5,4569.5,4850.6,6610,3626,8247.3,7644.1,4679,1613.1,2498.6,0,506897.8,67639.7,583969.4,20782.9,9.8,1533,36072.9,1948,-5227.8
"TTL_86T88",50.4,1.7,0.2,2.7,15.6,1.5,2,12.2,128.5,5.9,9.7,21.2,16.5,51.6,29.5,20.3,7.6,11,8.4,26.9,8.6,8.8,32.1,39.9,1.4,14.7,20.4,13.7,4.9,98,108.2,29.3,2.2,23.3,8.9,6.2,51.1,26.1,25.5,26.5,625.5,42.9,330.5,188.6,19388,847.9,52566.9,194.9,430,0,1717925.8,119664.3,153544.8,690.3,8,2333.8,2269.2,277.9,-3191.9
"TTL_90T93",183.7,6.4,0.3,4.8,26.2,2.9,4,73.5,325.9,20,42.6,98.7,36.9,118.6,41,94.9,44.4,56.1,28.3,125.4,27.8,18.5,114,115.4,5.9,46.2,105,162.7,75.4,287.3,2667.2,178.8,5.1,153.8,216.7,66.2,1551.6,8329.6,4976.8,595.9,1393.3,2235,3956.6,1318.2,1504.4,994,1717.1,8889.8,1227.5,0,172925.2,35354.4,12071.4,4020.6,1.6,5135.5,5911.4,1811.9,-6057.5
"TTL_94T96",319.6,64.6,0.5,17.3,114.7,8.6,19.2,266.6,573.2,49,67,167.2,95,252.8,83.9,135.6,107.3,121.9,76.2,241.6,58.2,34.7,143.1,159.7,14,108,185,252.8,242.8,1092.4,6127.1,357.7,15.5,139.6,1276.5,545.3,2087.9,252.2,958.1,399.5,4451.9,1757.8,3795.3,2355.4,5584.2,1486.8,5974.5,617.9,4247.7,0,286491.6,100820.3,262.3,1212.8,4.4,2769.7,3258.9,599.7,-3531.4
"TTL_97T98",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20896.4,0,0,0,0,0,0,0,0
"TXS_IMP_FNL",86.7,5.5,2.4,23.1,287.8,18.5,17.7,61.1,-40.2,87.4,54.8,132.8,2001.9,402.9,119.3,160.6,72.8,89,53,170,122.5,87.9,404.5,1519.7,16.5,234.1,213.9,358,41.6,803.1,583,376.2,41.6,210.9,70,76.2,159.7,63.5,98.6,62.7,366.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9913.7,0,0,-19631.6
"TXS_INT_FNL",3306.7,182.9,61,532.2,2291.1,419.6,427.3,1403.1,4414.7,804.7,675,2610,2339.7,7282.8,764.3,2480.7,1894.9,1952.5,1034,1846.4,535.5,988.9,2842.8,5191.6,139,1051.5,1883.9,1609.9,772.1,14064.8,10060.1,9736.8,135.7,834.5,1866.4,1669.3,6406.8,1230.4,1500.9,2178.7,3770.4,6495,5858,4383.1,30631.9,6809.2,7534.8,835.6,990.3,0,408250.2,2420.7,143.8,54168.7,3432.8,0,11516.6,11218.3,0
"TTL_INT_FNL",285828.7,11353.4,1774.1,21366.5,197531.1,16535.2,20637.7,73276,711139.8,47240.8,66724.4,171412,597978.5,388630.1,112496.9,164306.6,76091.6,114439.3,104120.3,231797.3,98708.6,72132.6,248717,471038.4,15188.2,171223.9,130553.6,235248.1,48044.5,621942.2,1347995.8,271264.9,39370.5,108899.3,136269.1,63704.3,422170.4,261412.7,312579,223728.9,1170952.6,791758.2,737944.7,433180.9,991529.1,307908.4,802434.6,99142.5,188444.7,0,11289986.8,353263.6,2562288.4,3702753.4,84249.9,123802.2,171641.4,1970070.2,-2647497.8
