"","D01","D02","D03","D05","D06","D07","D08","D09","D10T12","D13T15","D16","D17T18","D19","D20","D21","D22","D23","D24A","D24B","D25","D26","D27","D28","D29","D301","D302T309","D31T33","D35","D36T39","D41T43","D45T47","D49","D50","D51","D52","D53","D55T56","D58T60","D61","D62T63","D64T66","D68","D69T75","D77T82","D84","D85","D86T88","D90T93","D94T96","D97T98","HFCE","NPISH","GGFC","GFCF","INVNT","DPABR","CONS_NONRES","EXPO","IMPO"
"TTL_01",72347.1,840.9,20.4,9.3,2.3,18.2,15.6,21.9,184447.6,886.9,550.4,253.6,4.4,4826.4,54.3,73,2.6,1.3,0.7,3.7,1.2,0.9,5,15.4,0.4,3.4,201.8,2.2,1,2152.7,3127.1,19.3,51.3,1.1,2.6,0.5,421,51.4,3.5,4.9,8.6,20.5,721,1230.1,3012.6,253.2,22.1,495.8,42.5,0,147198.9,363.1,0.4,126.3,230.5,1438.6,595.2,42525.9,-33567.7
"TTL_02",58.7,4156.9,0,28.2,0.2,0.1,0.1,0.2,260.8,18.8,4656.3,2073.1,6.6,131.8,0.2,522.5,0.5,0.1,0.3,0.4,0.1,0.2,0.5,1.2,0,0.2,68.6,0.6,0,175.2,5.4,0.7,0.1,0.1,0.2,0.1,2.4,0.2,0.4,0.4,0.5,7.3,4.4,2.1,231.7,10.7,0.8,0.5,0.4,0,11159.8,126,0.1,54.5,3.7,11.4,0,1529.8,-2029.4
"TTL_03",23.2,0,72.3,0,0.2,0,0,0,5484.8,0.1,0.1,0.3,0.5,9,0.2,0.5,0.1,0.1,0,0.2,0.1,0.1,0.2,0.3,0.2,0.2,0.1,0.1,0,0.6,376.8,0.2,2.7,0.1,0.2,0.1,3383.2,0.1,0.1,0.1,0.1,0.2,62.6,0.3,264.1,55.6,40.6,116.1,88.2,0,4261.2,35.1,0,5.2,16.1,93.4,12.4,3587.4,-12261.9
"TTL_05",653.1,1.6,0,1165.5,507.5,40.5,59.2,37.2,778.9,48.1,7,693.4,760.6,201.2,6.9,80.9,643.2,1757.6,282.2,9.5,4.2,5.3,10.8,20.4,0.3,3.7,4.9,7878.6,2.1,62.3,37.8,12.4,0.3,1.3,10,2.3,299.1,0.5,8.2,0.9,17.2,458.9,78.3,3.9,5088.5,206.6,39.5,9.2,18.4,0,22.5,0.5,0,4923.9,-9.1,4.8,0,9252.3,-494.6
"TTL_06",559.6,26.2,6.2,230.6,47744.7,330.2,448.6,651.7,249.4,12.9,56.9,148.9,345664.9,3399.9,18.2,71.5,567.5,100.8,43.9,56.5,12.9,108.2,88.4,60.5,2.2,19.3,52.1,40703.8,84.5,3074.5,626.1,2056.6,201.7,1388.2,298,622.2,282.6,28,35.9,84.6,549.5,453.4,227.5,394.3,18850.1,1619.4,296,75.3,120.6,0,8927,1.7,0.3,27299.4,-76.7,29.8,115.1,67433.6,-177525.7
"TTL_07",7.5,0,0,1.6,53.9,2111.4,39.1,124.9,30.5,1.5,2.3,8.2,35.3,1600.2,1.8,10.1,88.5,5883.2,4498.9,492.1,18.7,123.2,149.2,129.1,4.6,40.2,128,17.6,52.6,524.3,38.9,5.8,0.2,0.6,4,1.1,86.8,52.6,74,265,12.1,184.9,414,342.4,125.6,167.7,33.9,646,562.8,0,24,0.3,0.1,1712.6,-14.2,15.4,0,10385.2,-3532.7
"TTL_08",1358.8,0.3,0,282.9,393.1,20.4,1139.4,79.1,320.8,38.9,13,368.4,210.7,2418.3,31.5,243,9447.4,1432.3,32,49.2,15.9,31.7,46.9,80.8,18.7,117.9,47.3,1135.8,556.5,17834.1,63,124.1,0.8,2.3,21.4,3.9,27.8,5.3,85.3,9.5,24.1,655.1,480.4,46.6,1777.9,63.5,107.7,5.8,42.8,0,712,1,0.1,5675.8,0.6,11.4,2.6,2034.6,-4713.1
"TTL_09",51.2,0.8,0.2,348.4,19027.6,547.5,777.3,1075.3,142.6,8.3,23.8,55.1,6676.3,87.5,7.3,48.5,400.5,41.3,38.1,268.9,40.3,58.4,157.1,593.2,10.1,66.2,57.6,901,24,2958.6,161.2,62.3,11.5,13.6,34.9,16.5,68.1,11,57.7,22.7,59.4,1395.5,108.3,36.9,974.4,111,43.6,11.5,51.3,0,465.6,1.8,0.2,66723.8,15.3,7.5,1.4,2877.2,-1903.2
"TTL_10T12",22053.9,28.9,75.1,3.6,28.5,3.9,4.1,7,89037.8,258.6,32.5,1041.3,254.2,1600.4,458.5,230.1,145.7,22.7,11.5,54.3,22.5,18.8,52.5,104.6,3.4,35.4,43.5,22.3,7.3,169.5,4080.8,41.9,235.1,343.6,11.7,8,32154.6,42.4,17.6,47.7,25,63.5,2248.5,55.5,18094.6,9131.6,9154.2,2886.7,1081.6,0,765247.9,818,2,700.4,279.5,4723.2,3716.7,49997,-85868.3
"TTL_13T15",330.9,0.6,3.5,7.3,46.9,6.9,6.4,10.3,213.8,5432.2,314.8,2139.3,81.7,915.3,55.6,1406.4,292.3,16.5,7.2,152.5,27.5,25.2,566.5,3675.9,82.3,571.7,2088.5,21.2,93.7,1626.2,5059.2,16.8,46.7,4,22.8,107.5,1241.5,92.2,476.5,18.7,10.9,232.9,283.4,335.1,2145.3,543.4,2063,235.3,1119.6,0,145126.1,49.7,1.5,3899.9,292.7,2601.9,648,17096.4,-136004.8
"TTL_16",465.7,5.1,24.6,2.1,6.6,104.6,120.3,220.4,820.1,59.6,24941.4,5105,13.3,266.4,17,1209.8,218.1,57.8,903.3,827.3,84.8,557.1,820.5,3380.2,62.7,117.3,6785.1,16.7,20.7,41914.6,5702.4,1580.4,1.5,6.6,250.9,62.3,1649.8,117.8,756.1,1079.6,99.3,4947.4,567.4,759.4,749.4,1949.5,938.6,127.1,422.9,0,7271.9,0.6,2.9,15410.2,611.6,211.6,198.8,4902.3,-18787.5
"TTL_17T18",488.3,3.7,0.3,47.3,131.1,91.6,66.7,86.4,32172.5,663.2,758.2,42957.2,198.6,5595.6,806.8,3711.2,1417.2,1021.8,915.2,2306.8,559.5,1078,2318.9,3770.3,55,713.9,2654.9,111.9,352.9,4317,26478.8,1797.2,59.5,62.6,2373.5,915.6,7964,7316.1,1074.2,6197.8,6335.8,2023.7,12087.9,7407.1,9584.6,10775.9,8621.2,1202.6,3244.2,0,48659.3,6.7,15.8,1271.7,76.8,668.3,773.7,22092.4,-24053.2
"TTL_19",12480.4,527.1,124.5,1389.3,6556.7,1512.1,1677.3,3059.1,5051.1,624,1203,3608.2,12055.3,19619.3,606.1,3754.7,7568.7,1870.7,509.6,1319.8,344,2265.4,1574.9,1234.9,43.2,331.8,1240.1,32846.6,1627,38914.8,12229.2,41566.5,4070.4,27985,6036.6,12612.3,5580.9,532.2,650.8,1655.5,11019.4,7923,4213.3,8220.1,75662.2,32878.9,6209.9,1519,2568.2,0,186098.2,30.2,2,1098.6,390.8,1079.9,2276,88135.8,-65100.3
"TTL_20",30643.6,16.6,2.8,776.4,5562.9,798.7,751.6,1129.8,9145,8344.7,2004.2,15631.7,9667.8,118978.3,7003.1,52469.5,4225.5,1073.2,306,6613.1,2627.6,2481.1,3647.7,9936.3,257,1225.8,6375.4,2303.5,1202,15012.1,4038.2,971.2,75.7,448.1,1754.1,313.8,1588,618.8,650.3,870.5,566.3,11245.6,8736.7,8561.1,23276.8,5401.9,8952.1,581.2,4950.7,0,140479.2,83.8,4,4547.7,386.9,457,908,94630.7,-92567
"TTL_21",2383.1,4.2,0.4,31.3,235.3,32.9,31.4,58.2,1553.5,307.1,167.1,633.3,380.8,5235.4,37283.1,1899.7,193.6,93.1,42.7,352.3,141.4,126.9,261.3,548.7,18.4,151.8,299.4,185.3,59.6,1138,998.5,79.3,8.4,34.4,80.6,25.2,132.1,88.1,96.8,116.5,106.8,450.9,5731,420.6,2519.3,272,18586,433.1,237.9,0,234839.8,171.8,5.4,21418.4,280.3,400.5,484.8,47062.4,-115100.2
"TTL_22",1670.1,22.8,0.3,355.3,107,479.2,207.3,602.3,22501,604.7,812.6,3443,407.2,10170.9,1097,14543.8,1064.2,974.8,452.8,3692.4,1282,1568.1,6334.1,27486.9,179.9,2625.9,7464.9,52,307.5,35381,28263.1,426.5,5.5,23.2,564.3,2034.7,6425.2,1370.2,2794,939.7,443.4,979.8,4679.1,2789.1,8908.4,1714,10143.4,251.7,1349.1,0,56226.7,1.9,4.1,4039.5,215.9,53.4,15.5,23090,-50612.7
"TTL_23",104.2,35.9,0.2,191,1077.2,243.8,212.2,751.1,5098.5,221.5,740,372.4,45,1373.3,256,1617.2,13539.1,2074.4,167.8,1232,441.8,1697.1,2284.2,9252.9,79.7,328.1,1020.6,143.7,247.5,85121.4,2026.2,97.9,3.2,18.4,205.4,33.9,2494.6,215.2,2193.1,977.6,120.3,262.4,3393.4,1231.7,5389.7,457.1,4200,121.3,1162.2,0,18357.7,0.6,1.1,1046.9,33.8,39.9,1.3,8658.7,-24668.2
"TTL_24A",156.3,2.5,0.6,31.7,8809.7,280.3,227.8,473.5,91.4,170.5,308,107.4,52,1042.1,5.2,1150.1,925,25165.9,486.4,48968.3,644.4,3495.6,27137.2,24571.4,603.9,3690,4221.1,140.4,459.7,7678.7,786.5,761,19.5,116.4,317,56.7,86.4,988.4,154.4,118.7,50.2,2232.4,686.2,600.9,465.9,243.7,324.5,185.7,181.9,0,980,0.4,0.4,664,6.4,4.4,10.8,11536,-35652
"TTL_24B",75.5,0.6,0.1,3.7,64.2,5.8,4.3,11.1,4880.3,18.2,282.9,865.3,22.9,381.7,16.7,428.8,91.4,7570.9,47529.2,19470.3,2972.9,8700.4,7989.6,16188.2,478,5473.3,3712.7,255.6,126.4,2740.3,872.6,17.7,5.4,4.7,13.7,8,155.2,1084,558.6,331.8,8,79.4,744.8,107.6,1191.1,33.5,100.1,52.7,123.5,0,1329.8,0.6,3.8,1150.3,-24.3,16,3.1,38608,-40387.3
"TTL_25",2021.4,34.6,13.8,311.1,1973.2,443.2,174.2,779.4,13379.6,700.7,2623.8,4974.5,467.2,6530.6,228.7,4826.5,2194.1,4276,4367.3,33414.8,4503.9,6959,19242.8,73117.1,1193.5,7567.4,6605.1,276.7,1802.3,72955.6,6910.9,1540.8,1149.8,159.6,900.7,696.5,3711.2,926.4,3863.8,2212.1,399.9,2954.7,4577.3,2676.6,8466.8,821.8,2564.1,447.6,1269.8,0,38203,7.6,5.3,55811.1,2028.6,65,12,27328.8,-50650.6
"TTL_26",330,5.9,0.8,21.7,176.8,19.8,20.7,195.7,2152.7,477.1,630.8,1780.6,203.5,3523.5,132.9,1452.7,775.2,849,1061.7,3063.2,23193.6,3228.5,5840.8,15156.6,1499.2,9443,2117.5,292.4,463.9,4953,11119.9,237.3,17.7,53.1,298.8,36.3,475.1,2041.8,10694.5,6419.1,1375.4,689.5,12005.5,2847.6,15479,1351.3,5893.1,167.4,2122.5,0,110799.5,212.1,19.8,317894.8,11760,443.4,503.5,108827.6,-277592.6
"TTL_27",1535.9,2.5,0.4,16.3,124.6,27,14.3,243.8,610.2,36,1063.3,260.3,32.5,535.4,45.8,488,128.4,796,650.7,1149.5,949.3,4750.4,6978.5,4327.3,111.1,987.5,901.2,41.6,381.2,19251.6,1707.4,159,9.6,12.2,112.2,12.3,598.9,47.3,2061.6,693.4,111.8,661.8,1847.2,1013.4,2961.7,489.4,729.3,196.1,1629.1,0,60884.2,3.3,2,56874.8,2326.7,207.3,246.3,30113,-80305.8
"TTL_28",2692.6,47.7,0.7,732.6,6134.3,1121.3,705.1,2724.3,3555.1,56.8,470.5,1609.1,93.7,2237.6,88.5,1339.8,292.7,618.4,612,2885.3,622.1,1144.6,23775.2,23996.8,415.1,2655.3,3695.5,924.1,2296.3,30866.2,3796.5,362.3,29.7,33.6,2127.7,71,936.9,597.6,1629.4,1433.6,569.5,467.2,1852.6,2237.7,3498.6,2304,918.7,139.5,1096.7,0,19090.6,35.2,5.1,273778.1,11039.6,66.4,20.5,96339.1,-148183.4
"TTL_29",565.6,10.4,7.9,118.3,513.6,155.7,190.9,238.1,2035.3,74.9,469.5,780,51.7,793.5,47.2,358.4,433.6,410.6,182.5,785.4,374.8,330.8,8224,110908.6,174.9,2264.6,731.6,68,656.3,2341.8,19433.7,2049.3,22.6,9.5,1662.7,530.8,616.2,518,286.4,193.3,162.4,276.6,2168,4049.7,3897.6,1049.8,1421.4,366.5,589.5,0,255412.3,13,1,444173.1,18021.5,287.5,478.7,95216.8,-311685.3
"TTL_301",3.6,0.1,7.6,0.7,2.2,0.6,0.8,1.5,13.3,0.6,2.3,3.4,5.5,6.9,1.1,6.5,1.4,1.8,1.3,9.8,1.8,2.4,10.2,35.8,3452.9,2496,43.8,5.6,4.9,31.7,22.3,46.6,368.9,34.6,49.7,32.8,5.9,1.3,3.6,1.7,4,67.1,47.6,4.3,2263.6,6.4,7.1,0.9,45.4,0,8343.2,0.1,0.1,17923.2,712.5,1,0.1,2122.1,-3043
"TTL_302T309",79.7,1.5,27.2,17.7,50.8,7.5,6.4,19.1,184.1,12.5,44.5,60.7,34.8,134.3,22.6,73.5,28.2,38.3,31.4,171.9,48.6,59.4,236.6,1280.3,731,57080,376.4,58.9,57.9,515.7,500,1303.2,1285.8,566.2,627.9,697.6,60.5,39.7,78.5,93.2,81.6,146.6,887.7,201,28903.5,66.9,127.9,15.9,636,0,33131.5,28.9,2,115888.4,4373.9,3.1,11.8,98533.4,-41875.8
"TTL_31T33",360.5,191.9,29.2,17.6,119.3,24.7,24.9,68.6,1590.1,272.6,712.6,929.9,525.3,1583.3,299.2,871.4,459.4,594.4,558.6,1149.1,884.7,685.8,2452.1,2984.2,92.8,607.2,6876.6,144,704.6,17482,14680.3,855.7,32.4,73.2,698.1,114.6,4167.4,345.1,838.5,1201.3,2744.5,4040.2,4146,4316.6,6610.4,1338.4,21151.7,1011,1634.9,0,167252.1,34.1,1294.1,71591.1,2944.1,1689.6,636.6,46711.1,-128196.1
"TTL_35",3167.8,72,11.6,527.5,3712.5,1167.4,1130.5,112.6,9298.3,1379.6,1658.6,6042.3,5361.7,11635.7,1050.9,4334.9,3476.2,4727.5,3202.6,4306.5,1364.3,741.4,2159.8,2984.7,108.3,884,1389.3,20313.6,589.2,4729.5,50565.3,2185.7,90.6,119.9,11388.1,466.6,27684.2,882.7,2382.3,1677.2,4177.7,87587.6,11978.6,3744.9,8519.1,11105.8,11584.6,2821.1,2561.4,0,172241.1,36,1.3,459.2,10.6,66,28.9,2889.2,-4101.3
"TTL_36T39",253.9,5.6,0.5,37.9,900.4,22,75.2,162,1346.7,117.1,106.6,354.5,456.7,1542.6,146.7,257.8,217.7,286.7,140.9,338.9,118.4,68.1,238.2,235.5,10.1,93,203.2,2721.6,5328.2,1654.1,5417.7,661.3,33,28.5,849.4,214.5,3590.9,144.8,204.2,207.1,2067.7,6119.5,2119.4,1886.2,11438.4,2122.7,4640.9,667.9,1075.3,0,45001.2,201.9,15521.7,476.5,2,24.7,1.8,67.1,-583.1
"TTL_41T43",2560.7,22.9,4.3,453.2,1498,476.4,1370,1791.9,1949,192.2,317.4,1160.9,9946,1682.8,296.2,638,562.2,729.4,368.2,883.4,295.4,172.5,671.8,818.9,34.8,219.6,370.2,11932.5,201.6,522.1,9894.9,4330.7,102.5,418.7,3031.7,805.8,3915.8,123.4,2824.5,286.1,6064.4,162700.9,1885.9,1062.5,102204.9,10993.5,1809.2,820.3,4666.4,0,306.1,183.3,0.9,1293164.2,6.6,295.6,0,4.9,-2061.9
"TTL_45T47",66128,2187.1,174.9,1755.7,12792.3,2056.7,2154.3,4464.5,169836.5,7684.6,15053.2,33330.6,16991.1,74310.8,28690.6,36278.9,16058.6,17618.9,10528.2,39801.9,12918.4,12874.3,43299.8,107825.7,2497.5,27577.1,25257.1,16807.2,5825.8,149726.8,154162.8,42121.5,2781.4,12885.9,11235.9,7952.3,44492,24721.2,17370.3,12616.9,19232.9,24169.9,42345.7,36441.2,93344.9,38984.9,67750.2,6146.2,10916.9,0,1419702.9,1715.8,2072.9,543795.4,2544.4,7678.3,9087,318321.6,-298229.5
