"","D01","D02","D03","D05","D06","D07","D08","D09","D10T12","D13T15","D16","D17T18","D19","D20","D21","D22","D23","D24A","D24B","D25","D26","D27","D28","D29","D301","D302T309","D31T33","D35","D36T39","D41T43","D45T47","D49","D50","D51","D52","D53","D55T56","D58T60","D61","D62T63","D64T66","D68","D69T75","D77T82","D84","D85","D86T88","D90T93","D94T96","D97T98","HFCE","NPISH","GGFC","GFCF","INVNT","DPABR","CONS_NONRES","EXPO","IMPO"
"TTL_01",57725.6,1808.6,5.4,4.4,2.3,6.3,4.8,11.2,196034.8,1625.8,99.4,38.2,15.9,12696.3,27.6,30.4,1.8,2.3,1.7,4.3,1.1,1.2,5,9.4,0.5,4.4,161.1,4,1.2,826.4,2378,3.8,0.5,1.3,44.3,0.7,1579.8,91.6,3.7,13.2,15.7,16.3,866.2,658.1,2548.8,253.9,115.9,249,34.8,0,135165,501.1,0.4,176.1,234.2,1112.3,531,47036.8,-27030.9
"TTL_02",21.3,1397.5,0,37,1.3,0.6,0.6,1.7,600.6,43.2,4031.2,1254.7,10.2,173.3,0.3,907.8,0.9,1.2,1,1.6,0.5,0.5,1.7,2.5,0.1,0.9,176.6,4.5,0.3,144.3,9.9,2.9,0.1,0.5,2,0.5,3.5,0.5,1.9,1.5,4.4,62.1,15.1,2.3,60.3,27.9,4.9,0.7,2.7,0,8096.1,87.1,0.1,442.2,5.9,19.2,0,1829.6,-3661.9
"TTL_03",13.5,0.1,55.7,0.1,0.2,0.1,0.1,0.3,2538.6,0.2,0.1,0.3,1.3,9.9,0.1,0.2,0.1,0.2,0.1,0.2,0.1,0.1,0.2,0.2,0.1,0.7,0.2,0.7,0,0.4,195,0.4,0.6,0.2,1.3,0.1,897.3,0.1,0.3,0.1,0.6,10,6,0.2,41.9,25,63.9,36.9,26.7,0,7699.1,39.8,0,97.6,16.6,75.6,8.8,3746.9,-10310.2
"TTL_05",726.5,2.3,0.1,3826.5,752.4,126.3,110.4,135.2,1682.9,119.5,12.4,1499.6,1318.2,328.8,17.4,141,1220.9,5166.8,748.7,17.6,2.1,9.5,7.4,33.1,2.7,6.7,8.3,11310.5,3.5,79.4,61,15.9,0.4,2.4,18.1,2.7,448.9,1.3,15.2,1.5,31.6,668.9,120.2,5.3,2456.2,285,235.7,11.3,33.7,0,132.8,0.9,0,7150,-24.8,3.2,0,12153.6,-781.1
"TTL_06",513.4,23.6,8,533.4,40727.9,576.4,473.3,1100.6,242.7,20.8,51.8,137.6,533312,6285.2,36.6,83.3,1047.4,165.5,44.8,62.5,20.5,51.9,72.8,52.6,2.5,19.4,85.2,51864.9,146.8,2081.2,563,2082.6,271.2,1397.6,205.4,363,264.1,26,27.6,69.4,378.9,638.7,221.7,270.6,2919.9,1581.9,432.6,48.5,138.5,0,8915.1,1.9,0.3,25013.9,-56.7,35,70.8,12309.4,-349632
"TTL_07",34,0.1,0,16.9,235.2,1362.7,43.9,200.2,15.7,9.6,3.2,15.4,140.8,3182.5,3.1,42.3,148.8,6642.7,4442.3,763,17.5,103.4,244.9,101.1,1.7,12,177.1,24.7,65.2,394.4,52.4,7.1,0.3,1.6,7,1.4,98.4,259.4,139,58.3,13.6,221.6,339.5,334.3,63.4,231.4,52.2,588.5,536.3,0,93.6,0.5,0,3074.4,9.1,10.8,0,15871.8,-5024.3
"TTL_08",1817.5,0.4,0.1,439.7,380.5,37.8,564.7,106.4,247.4,48.6,13.2,415.5,252,3528.5,13.9,214.6,6543.3,799.2,27.1,45.9,17.3,43.4,64.2,84.1,2.8,113.4,95.6,250.5,134,9434.8,61.3,80.3,1.4,4.2,18,3.5,22,7.4,57.2,7.3,23.8,488.8,345.9,33.1,1091.5,59.2,120.7,4.3,28.3,0,859.5,1,0.1,4856.5,19.4,7.4,3.7,1928.1,-2887.7
"TTL_09",42.3,0.6,0.3,1269.8,20404.9,1412.4,1199.5,2832.2,93.3,4.7,11.4,36.9,10130.7,70.5,6.8,30,441.2,24.6,16,107.4,26.8,29.3,91.2,77,3.1,40.9,31.8,1030.7,14.7,2560.4,113.5,32.8,5.4,7.3,27,8.6,42.5,10.2,41,17.9,58.4,1006.3,126.9,25.5,304.6,87.5,68.8,8.6,47.7,0,256.3,1.8,0.3,80334.8,5.8,11.1,0.9,3154.1,-2054.5
"TTL_10T12",19121,22.8,9.9,12.6,45.4,8.6,6.9,19.5,114289.1,767.3,47.4,622.5,319.2,4021.4,271.5,423.9,185.1,55,30.4,107.2,42.9,46.1,111.1,146.7,5.3,73.1,99.4,70.6,15.6,252.5,4020.3,67.9,124.8,260.5,32.6,13.9,30441.6,71.6,33,23.1,29.4,115.3,1979.2,92.2,13211.6,8738.8,12859.4,2370.1,642.3,0,663533.3,631,2.1,1247.4,276,3928.5,3098.3,50631.3,-70053
"TTL_13T15",459.8,0.8,10.2,9.6,35.3,6,4.7,14.3,248.7,6584.2,187.7,2389.2,103,1090.8,28.3,1418.9,139.7,27.1,14.4,88.4,31.1,35.4,369.5,2189.7,66.6,555.1,1851.6,32.2,90.2,833.7,3326.3,27.4,116.9,9.2,33.9,36.2,620.5,62.7,258.8,18.1,11.8,114.1,213.3,295,1446.5,357.7,1970.2,182.9,668.4,0,143328.9,42.7,1.7,5832.5,508.8,2000,741.8,14276.8,-123556.7
