"","D01","D02","D03","D05","D06","D07","D08","D09","D10T12","D13T15","D16","D17T18","D19","D20","D21","D22","D23","D24A","D24B","D25","D26","D27","D28","D29","D301","D302T309","D31T33","D35","D36T39","D41T43","D45T47","D49","D50","D51","D52","D53","D55T56","D58T60","D61","D62T63","D64T66","D68","D69T75","D77T82","D84","D85","D86T88","D90T93","D94T96","D97T98","HFCE","NPISH","GGFC","GFCF","INVNT","DPABR","CONS_NONRES","EXPO","IMPO"
"TTL_01",68312.6,1040.8,21.3,11.5,1,16.5,17,28.6,193156.1,1164,765,244.7,3,5741.2,103.7,92.1,1.3,0.8,0.6,2.2,0.7,0.5,3.3,11.4,0.2,2,310,2.5,0.8,1990.4,2384.5,22.4,55.9,0.7,2.7,0.4,509.1,59.8,3.7,4.6,8.5,24,536.4,748.8,2564,297,15.2,411.4,42.1,0,145964.2,379,0.3,238.8,225,1181.4,594.6,39873.4,-29832
"TTL_02",19,3521.4,0,22.5,0.3,0.1,0.2,0.5,144,11.1,4601,1448.4,3.5,145.9,0.3,532.1,0.7,0.2,0.4,0.7,0.2,0.2,0.8,1.8,0.1,0.4,76.1,1.2,0.1,160.1,4.4,1.2,0.1,0.1,0.5,0.2,2.3,0.2,0.6,0.7,1.1,15.7,3.1,1.4,276,9.5,1.3,0.3,0.7,0,10453.9,107.3,0.1,128,5.5,10.5,0,1541,-1792.4
"TTL_03",28.9,0,71.7,0,0.1,0,0,0.1,5026.2,0.2,0.1,0.2,0.5,11,0.3,0.3,0.1,0.1,0.1,0.1,0,0,0.1,0.2,0.2,0.2,0.1,0.2,0,0.4,297.9,0.1,2,0.1,0.2,0.1,2408.1,0.1,0.1,0.1,0.1,0.1,42,0.2,211.1,47.2,37.9,74.8,66.1,0,3921.7,29.8,0,16,15,79.7,11.2,3519.5,-10703.7
"TTL_05",991.8,2.2,0,2124.9,559.7,68.6,103.4,107.4,1105.4,70.1,12.1,989.6,883.9,374.2,10.4,104.7,932.4,2845.5,482.1,12.6,2.4,7.2,15.3,25.9,0.5,6.1,7.3,10008.7,4.7,101.8,31.3,11.1,0.2,1.1,11.3,2.2,292.5,0.5,7.1,0.7,16.3,395.2,98.6,3.6,6477.2,220.9,78.6,8.7,24.4,0,59.7,0.5,0,5373.6,-1.5,2.8,0,4545.4,-664.1
"TTL_06",221.5,12.5,3.2,298.4,24511.7,405.9,593.4,1060,112.9,6.9,33.4,82.5,275525.7,6436.3,11.1,40.7,342.2,65,69,35.5,8.7,45.9,72.6,34.6,1.6,11.9,32.6,34009.5,45,1894.6,194.1,1022,115.4,832.7,82.4,168,79.3,11.8,14.8,21.2,204.4,247.3,104.3,138.5,18044,527,147.3,20.1,58.6,0,4268.5,1.2,0.1,22602.4,-13,23.3,58.5,19564.9,-152908.7
"TTL_07",7.5,0.1,0,8.5,175.8,2153.1,48.1,167.1,12,1.4,1.1,4.7,88.3,1409.5,1.6,6.9,87.4,5186.5,4029.4,346.5,10.3,72.1,100.3,65.6,2.5,16.6,170.2,27.5,39.3,455.4,24.1,5.7,0.1,0.6,4.7,1.1,45.5,41.7,62.4,162.4,9.2,192.1,224.2,222.7,119.4,160.6,21.1,428.8,387,0,16.8,0.3,0,2779.9,28,12.3,0,8982,-3324.3
"TTL_08",1202.3,0.3,0,380,482.1,41.1,1063.5,145.5,287.3,32.7,10.7,376.1,239.6,2151.1,33.6,149.8,7471.4,1092.3,28.9,44.4,13.5,24.8,38.1,47,17.8,108.4,44,1050,447.6,15294.9,35.1,105.3,0.8,1.8,15,2.8,14.9,4,60.8,4.9,17.9,424.4,332.9,22.6,1742.7,41.2,52.3,3.4,23.3,0,629.6,0.7,0,5161.4,5.6,7,3,1887,-3073.2
"TTL_09",22.6,0.3,0.1,833.1,19605.4,1218.9,1796.2,3171.6,33.4,2.4,5.1,14.9,8964.1,32.8,3.8,12.4,593.9,11.5,7.8,41.2,8.7,9.9,27.7,74,1.8,12,12.2,1447,12.9,3687,57.7,25.4,1.6,3.3,18.2,5.5,22,3.7,20,5.4,35.9,790.7,103.2,11.6,511.7,53.8,17.3,4.8,25.7,0,103.2,1.1,0.1,75469.2,5.9,7.9,0.4,4183.7,-2187.8
"TTL_10T12",25704.1,37.7,82.9,9.6,30.3,7.1,7.1,18.4,112595.7,990.7,61.5,1209.2,137.3,2050.6,945,402.5,165.6,34.5,19.1,101.5,37.8,34.8,85.8,128.1,5.9,58.7,88.4,36.4,11.4,246.5,4233.8,42.2,183.8,231,15.1,7.8,36509.5,51.8,24,40.6,30.1,113.6,2680.6,76.3,21262.9,11308.6,10200.9,2899.7,1263.4,0,706871.9,651.4,2.2,1066.6,405.2,4016.4,3650.8,48957.4,-76747.3
"TTL_13T15",467,0.9,7.3,11.4,30.4,7.5,6.8,18,244.2,6343.4,313.7,1794.3,36.5,1000.1,98,1390.1,220.9,21,10.3,176.2,31.1,30.7,466.9,3008.4,60,409.7,2266.9,27.1,79.9,1321.7,3635.5,19.4,80.3,5.2,22.7,33.4,919.3,66.1,446.8,18.8,12.9,204.4,210.1,303.9,2236.7,528.7,1776.7,181.9,887.2,0,155642.3,44.8,1.9,6100.7,827.2,2169.2,666.9,17879,-142427.9
