"","D01","D02","D03","D05","D06","D07","D08","D09","D10T12","D13T15","D16","D17T18","D19","D20","D21","D22","D23","D24A","D24B","D25","D26","D27","D28","D29","D301","D302T309","D31T33","D35","D36T39","D41T43","D45T47","D49","D50","D51","D52","D53","D55T56","D58T60","D61","D62T63","D64T66","D68","D69T75","D77T82","D84","D85","D86T88","D90T93","D94T96","D97T98"
"TTL_17T18",0.0096,0.0045,0.003,0.0059,0.0037,0.0082,0.0062,0.0053,0.0482,0.0232,0.0174,1.2271,0.0042,0.0222,0.0135,0.0331,0.019,0.0195,0.019,0.0166,0.0058,0.018,0.017,0.0204,0.0066,0.0103,0.0222,0.0035,0.009,0.0097,0.0131,0.0067,0.0077,0.0059,0.0171,0.0148,0.0149,0.0216,0.0077,0.0122,0.007,0.0026,0.0096,0.0114,0.0101,0.0116,0.0101,0.0088,0.0112,0
"TTL_19",0.0665,0.0776,0.0631,0.0846,0.034,0.1025,0.0797,0.0533,0.0436,0.0422,0.0502,0.0499,1.0761,0.0856,0.0164,0.0557,0.1032,0.0652,0.0358,0.033,0.0088,0.0373,0.0301,0.0309,0.0131,0.0174,0.0279,0.0957,0.0418,0.059,0.0184,0.1564,0.183,0.251,0.0561,0.1004,0.0215,0.0088,0.0104,0.0121,0.019,0.0111,0.0113,0.0188,0.056,0.0407,0.0137,0.0172,0.0196,0
"TTL_20",0.1441,0.017,0.008,0.0473,0.0276,0.0578,0.0378,0.0272,0.0726,0.2507,0.0667,0.1301,0.0429,1.4049,0.0762,0.3609,0.0624,0.041,0.0285,0.0496,0.0173,0.0506,0.043,0.0676,0.0233,0.0239,0.0726,0.0157,0.0259,0.0375,0.0112,0.0135,0.0162,0.0166,0.0194,0.0192,0.0147,0.0087,0.009,0.0079,0.0061,0.008,0.0123,0.0155,0.0219,0.0109,0.015,0.0095,0.0185,0
"TTL_21",0.006,0.0012,6e-04,0.0016,0.0011,0.0019,0.0015,0.0013,0.0049,0.0059,0.0032,0.0038,0.0015,0.0114,1.1628,0.008,0.0023,0.0024,0.0018,0.0022,0.001,0.0022,0.0022,0.0028,0.0014,0.0019,0.0026,0.001,0.0013,0.002,0.0011,0.001,0.0012,0.0012,9e-04,0.001,0.0011,7e-04,7e-04,6e-04,6e-04,4e-04,0.0024,8e-04,0.0021,6e-04,0.0192,0.0017,9e-04,0
"TTL_22",0.011,0.006,0.0023,0.0147,0.0034,0.0225,0.0094,0.0101,0.0325,0.0191,0.0171,0.0239,0.0042,0.0276,0.0133,1.0835,0.0147,0.0189,0.0123,0.0173,0.0074,0.0207,0.0327,0.067,0.0109,0.019,0.049,0.0029,0.0085,0.0285,0.0093,0.0049,0.0052,0.0038,0.0072,0.0243,0.0108,0.0049,0.0072,0.0039,0.0024,0.0023,0.0044,0.0058,0.007,0.0031,0.0074,0.0031,0.0059,0
"TTL_23",0.0028,0.0074,0.0011,0.0059,0.0042,0.0111,0.0088,0.0075,0.01,0.0053,0.0139,0.0053,0.0039,0.0064,0.0033,0.0105,1.093,0.0256,0.0059,0.0094,0.0025,0.0182,0.0127,0.0228,0.0042,0.004,0.008,0.0026,0.0045,0.0615,0.002,0.002,0.002,0.002,0.0031,0.0022,0.0042,0.0014,0.0047,0.0023,0.0014,0.003,0.0024,0.0025,0.0049,0.0015,0.003,0.0018,0.0035,0
"TTL_24A",0.0057,0.005,0.0032,0.0083,0.0259,0.0198,0.0143,0.0107,0.0082,0.0111,0.0148,0.0098,0.0187,0.0107,0.0023,0.0168,0.0137,1.2385,0.0246,0.1863,0.0073,0.0601,0.1242,0.0953,0.0365,0.0354,0.0352,0.0058,0.0164,0.0212,0.0031,0.0073,0.0094,0.0071,0.0071,0.0057,0.003,0.0049,0.0039,0.0024,0.0015,0.0022,0.0023,0.0033,0.0045,0.0022,0.0022,0.0031,0.0034,0
"TTL_24B",0.0046,0.003,0.002,0.0042,0.0052,0.0069,0.0046,0.0044,0.0181,0.006,0.0124,0.0126,0.0043,0.0075,0.002,0.0117,0.0063,0.1476,1.6407,0.1165,0.0242,0.1699,0.0642,0.0809,0.0349,0.054,0.0371,0.0028,0.008,0.0143,0.003,0.0028,0.0051,0.0026,0.0038,0.0033,0.0029,0.0052,0.0047,0.0028,0.0011,0.0013,0.0021,0.0023,0.0037,0.0014,0.0019,0.0019,0.003,0
"TTL_25",0.0118,0.0106,0.007,0.0149,0.0092,0.0228,0.0113,0.0145,0.0279,0.0206,0.0398,0.033,0.0087,0.0239,0.0057,0.0378,0.0258,0.0567,0.0646,1.1078,0.0206,0.0762,0.0808,0.1665,0.0458,0.0477,0.0406,0.005,0.0269,0.0588,0.0063,0.0077,0.0246,0.0058,0.0106,0.0128,0.008,0.0052,0.0098,0.0062,0.0029,0.0042,0.0047,0.0066,0.0097,0.0032,0.0043,0.0055,0.0076,0
"TTL_26",0.0038,0.0023,0.0013,0.0028,0.0022,0.0034,0.0028,0.0036,0.0063,0.0095,0.009,0.0086,0.0024,0.0096,0.003,0.0107,0.0068,0.0102,0.0127,0.011,1.0481,0.0245,0.018,0.0271,0.0337,0.0313,0.0127,0.002,0.0068,0.0066,0.0042,0.0025,0.0032,0.0025,0.0032,0.0025,0.0026,0.0042,0.0132,0.0081,0.0023,0.0011,0.0053,0.0036,0.0058,0.0017,0.0032,0.0018,0.006,0
"TTL_27",0.0032,0.0011,6e-04,0.0017,0.0014,0.0024,0.0018,0.0026,0.003,0.0023,0.0057,0.0032,0.0014,0.0029,0.001,0.0051,0.0022,0.0123,0.0136,0.0079,0.0053,1.0402,0.0237,0.0116,0.0067,0.0087,0.0056,0.001,0.0049,0.0158,0.0012,0.0012,0.0015,0.0011,0.0022,0.0011,0.0015,7e-04,0.0039,0.002,7e-04,0.001,0.0016,0.002,0.0022,9e-04,0.001,0.0012,0.0023,0
"TTL_28",0.0092,0.0079,0.0018,0.0198,0.0136,0.0292,0.0161,0.0197,0.0087,0.0051,0.0093,0.0096,0.0104,0.0093,0.0022,0.0107,0.0062,0.0122,0.0112,0.0123,0.0026,0.0124,1.0675,0.0457,0.0147,0.0147,0.0124,0.0047,0.0201,0.0213,0.003,0.0039,0.0046,0.0045,0.0101,0.0035,0.0027,0.0023,0.0037,0.003,0.0012,0.0015,0.0018,0.0036,0.0035,0.0025,0.0017,0.0017,0.0039,0
"TTL_29",0.005,0.0035,0.0038,0.0068,0.0032,0.0093,0.0078,0.0049,0.008,0.0051,0.0108,0.0085,0.003,0.0062,0.0026,0.0066,0.0071,0.0096,0.0062,0.0069,0.0028,0.0068,0.0419,1.2377,0.0085,0.0154,0.0069,0.002,0.0124,0.0055,0.0092,0.0071,0.0041,0.0033,0.012,0.0101,0.0026,0.0027,0.0023,0.0017,0.0012,9e-04,0.0023,0.0061,0.0035,0.0019,0.0022,0.0016,0.0029,0
"TTL_301",1e-04,1e-04,6e-04,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04,0,1e-04,1e-04,1e-04,1e-04,1e-04,0,1e-04,2e-04,2e-04,1.0967,0.0126,2e-04,1e-04,1e-04,1e-04,1e-04,2e-04,0.0046,4e-04,3e-04,3e-04,1e-04,0,0,0,1e-04,1e-04,0,1e-04,8e-04,0,0,1e-04,1e-04,0
"TTL_302T309",0.001,9e-04,0.0026,0.002,7e-04,0.0012,0.001,0.001,0.0014,0.0012,0.0019,0.0014,9e-04,0.0014,7e-04,0.0015,0.0011,0.0017,0.0015,0.0017,6e-04,0.0014,0.0028,0.0041,0.0257,1.2498,0.0025,8e-04,0.0018,0.0013,8e-04,0.0033,0.0181,0.0066,0.0031,0.0047,7e-04,5e-04,6e-04,6e-04,0.0013,5e-04,8e-04,8e-04,0.0101,4e-04,6e-04,7e-04,0.001,0
"TTL_31T33",0.0036,0.0143,0.0065,0.0023,0.0016,0.003,0.0027,0.0025,0.0054,0.0078,0.0174,0.007,0.0022,0.0069,0.0032,0.0078,0.0057,0.0078,0.0079,0.0059,0.003,0.0087,0.0106,0.0097,0.0042,0.0051,1.0312,0.0018,0.0113,0.0131,0.0055,0.0033,0.003,0.0027,0.0048,0.0028,0.0057,0.002,0.0035,0.003,0.0026,0.0027,0.003,0.0055,0.0041,0.002,0.0132,0.0055,0.0056,0
"TTL_35",0.0221,0.0136,0.009,0.0273,0.0159,0.0562,0.0402,0.0084,0.0314,0.0417,0.041,0.0467,0.0231,0.0466,0.0135,0.0434,0.0434,0.069,0.0633,0.035,0.01,0.0253,0.0243,0.0297,0.0133,0.0167,0.0216,1.0458,0.0148,0.0162,0.0228,0.0136,0.0157,0.0163,0.0655,0.0143,0.0373,0.0072,0.0106,0.0076,0.0073,0.0235,0.0107,0.0092,0.01,0.0125,0.0129,0.0176,0.0144,0
"TTL_36T39",0.0022,0.0015,8e-04,0.0023,0.003,0.0022,0.003,0.0022,0.0037,0.004,0.003,0.0034,0.0031,0.0059,0.002,0.0037,0.0032,0.0045,0.0032,0.0028,0.001,0.0022,0.0022,0.0026,0.0013,0.0016,0.0024,0.0061,1.0546,0.0019,0.0024,0.0016,0.002,0.0019,0.0052,0.0029,0.0049,8e-04,0.001,9e-04,0.0017,0.0016,0.0014,0.0016,0.0041,0.0018,0.0023,0.0025,0.0026,0
"TTL_41T43",0.0108,0.0058,0.0036,0.0162,0.0062,0.0188,0.0303,0.018,0.0088,0.0073,0.0084,0.01,0.0142,0.0089,0.0042,0.0086,0.0098,0.0128,0.0092,0.008,0.0029,0.0058,0.0064,0.0073,0.0045,0.0051,0.0059,0.0209,0.007,1.0049,0.0075,0.0115,0.0078,0.0084,0.0185,0.0097,0.0092,0.0028,0.0076,0.0031,0.0088,0.0423,0.0045,0.0044,0.0312,0.0088,0.0055,0.008,0.0147,0
"TTL_45T47",0.2046,0.1514,0.061,0.09,0.0529,0.1106,0.0856,0.0683,0.303,0.2079,0.2097,0.2072,0.08,0.2476,0.1596,0.2472,0.1542,0.2132,0.1664,0.1741,0.0529,0.1614,0.1861,0.281,0.0997,0.1527,0.1593,0.0618,0.094,0.1412,1.064,0.1298,0.1092,0.1241,0.0807,0.0847,0.0786,0.0505,0.0513,0.0354,0.0278,0.0221,0.0353,0.0536,0.0646,0.0445,0.0593,0.0405,0.0446,0
"TTL_49",0.0251,0.022,0.0099,0.0182,0.0132,0.0208,0.0173,0.0178,0.0386,0.025,0.0491,0.0329,0.0235,0.029,0.0128,0.032,0.0348,0.0494,0.0337,0.0371,0.0105,0.0272,0.0333,0.0409,0.0163,0.0287,0.0288,0.0182,0.0202,0.0287,0.021,1.0561,0.0283,0.0291,0.0544,0.034,0.0145,0.0131,0.0156,0.0155,0.0109,0.0067,0.0133,0.0144,0.0144,0.0299,0.0131,0.024,0.0105,0
"TTL_50",0.002,0.0019,0.0015,0.0018,0.0039,0.0022,0.0055,0.0035,0.0027,0.0022,0.0034,0.0024,0.0078,0.0027,0.0013,0.0026,0.003,0.0035,0.0027,0.0026,9e-04,0.0022,0.0025,0.0033,0.0012,0.0021,0.0021,0.0021,0.0016,0.0023,0.0016,0.0027,1.124,0.0045,0.0149,0.0168,0.0011,8e-04,8e-04,7e-04,8e-04,4e-04,0.0013,0.0012,0.003,0.001,8e-04,8e-04,8e-04,0
"TTL_51",0.0035,0.0051,0.0018,0.0024,0.0023,0.0031,0.0031,0.0055,0.0061,0.0053,0.0091,0.0067,0.0054,0.0052,0.0027,0.0068,0.0058,0.0065,0.0057,0.0061,0.0021,0.0043,0.0057,0.0069,0.0028,0.004,0.0061,0.0039,0.0074,0.0042,0.0036,0.0042,0.0049,1.0042,0.0065,0.0038,0.0037,0.003,0.0036,0.0064,0.0046,0.0026,0.0039,0.0055,0.0051,0.002,0.0031,0.0025,0.0031,0
"TTL_52",0.0129,0.01,0.0243,0.0081,0.005,0.0097,0.029,0.006,0.0193,0.0161,0.0287,0.0189,0.0094,0.0154,0.0085,0.0178,0.0211,0.0193,0.0149,0.0167,0.0107,0.0124,0.0149,0.0192,0.0074,0.0117,0.0163,0.0181,0.017,0.0119,0.0349,0.0368,0.0868,0.1006,1.1211,0.0483,0.0093,0.0074,0.0062,0.0069,0.0036,0.0024,0.0061,0.0072,0.0077,0.005,0.0059,0.0083,0.0057,0
"TTL_53",0.0055,0.0042,0.0022,0.0031,0.0025,0.0039,0.0037,0.0032,0.008,0.006,0.0064,0.0067,0.0035,0.0068,0.0043,0.0068,0.005,0.0067,0.0055,0.0057,0.0023,0.008,0.0076,0.0078,0.0031,0.0048,0.0056,0.0033,0.0073,0.0044,0.0229,0.0208,0.0665,0.0053,0.013,1.0161,0.01,0.0074,0.0038,0.0083,0.0053,0.0015,0.0054,0.0071,0.0038,0.003,0.0057,0.0044,0.0078,0
"TTL_55T56",0.0066,0.0089,0.0031,0.0043,0.0046,0.0062,0.0062,0.013,0.0095,0.009,0.0119,0.0109,0.0053,0.0073,0.005,0.0107,0.0094,0.0114,0.0089,0.0106,0.0047,0.0066,0.0094,0.0092,0.0052,0.0073,0.0116,0.0101,0.0166,0.0061,0.0105,0.0062,0.0079,0.0506,0.0101,0.0189,1.0213,0.0092,0.0126,0.0194,0.0151,0.0113,0.0174,0.0196,0.0093,0.0073,0.0231,0.0153,0.0127,0
"TTL_58T60",0.0084,0.0071,0.0032,0.006,0.0088,0.0077,0.0074,0.008,0.012,0.0108,0.0109,0.0115,0.0081,0.0104,0.0091,0.0112,0.0089,0.0112,0.0091,0.011,0.0068,0.0082,0.0105,0.0123,0.0067,0.0107,0.0117,0.0079,0.0095,0.0093,0.0158,0.0081,0.0107,0.0089,0.012,0.0083,0.0185,1.1942,0.1331,0.0277,0.0118,0.0049,0.0206,0.0168,0.018,0.0213,0.0136,0.011,0.0174,0
"TTL_61",0.0089,0.0113,0.0034,0.0079,0.0084,0.008,0.0111,0.0159,0.012,0.011,0.0137,0.0129,0.0082,0.01,0.0085,0.0127,0.0112,0.013,0.0105,0.0126,0.0062,0.0092,0.0118,0.0123,0.0065,0.0094,0.0132,0.0096,0.0154,0.0131,0.0177,0.0115,0.0123,0.0113,0.018,0.0135,0.016,0.0116,1.1288,0.0218,0.0164,0.0078,0.0163,0.016,0.0196,0.0138,0.0107,0.0107,0.0145,0
"TTL_62T63",0.0133,0.0137,0.0065,0.0108,0.0221,0.0188,0.0143,0.0148,0.0209,0.0228,0.0261,0.023,0.0193,0.0178,0.0154,0.0224,0.0213,0.0254,0.021,0.0259,0.0146,0.0163,0.0256,0.0225,0.0153,0.0298,0.0251,0.0212,0.0278,0.0188,0.0282,0.0174,0.0176,0.016,0.0187,0.0175,0.0247,0.0283,0.0331,1.0594,0.0325,0.0084,0.0443,0.044,0.0517,0.0129,0.023,0.0192,0.0324,0
"TTL_64T66",0.058,0.0364,0.1027,0.0535,0.0713,0.0605,0.0862,0.1183,0.0667,0.0614,0.0537,0.0498,0.0694,0.051,0.0347,0.0581,0.061,0.0857,0.0806,0.0687,0.0294,0.0604,0.0657,0.0697,0.039,0.0519,0.071,0.0637,0.0552,0.0481,0.0766,0.0953,0.2008,0.0774,0.0759,0.0938,0.0655,0.0339,0.0422,0.0444,1.3549,0.1091,0.0715,0.0913,0.0718,0.0275,0.0744,0.0523,0.1305,0
"TTL_68",0.0529,0.0288,0.0121,0.0152,0.0167,0.0189,0.0213,0.0207,0.0443,0.0373,0.0356,0.0378,0.0175,0.0298,0.029,0.0377,0.027,0.0313,0.0293,0.0366,0.0237,0.0253,0.0302,0.0378,0.0373,0.0393,0.0344,0.0223,0.0392,0.0314,0.0786,0.0288,0.0354,0.0307,0.1024,0.0357,0.0921,0.0316,0.0458,0.0339,0.0517,1.0476,0.0544,0.0389,0.0337,0.0401,0.0721,0.0887,0.111,0
"TTL_69T75",0.0631,0.0547,0.0273,0.0936,0.1148,0.0943,0.138,0.1487,0.1134,0.1231,0.1013,0.0972,0.1002,0.1012,0.1227,0.1066,0.1002,0.1108,0.0913,0.1143,0.1557,0.0822,0.1274,0.132,0.0876,0.1303,0.1133,0.0809,0.1206,0.0971,0.1338,0.0719,0.0929,0.069,0.0742,0.0813,0.1726,0.093,0.1118,0.1161,0.1084,0.0494,1.1185,0.1049,0.0823,0.0377,0.0973,0.0893,0.0897,0
"TTL_77T82",0.0353,0.0335,0.0127,0.0397,0.0341,0.0359,0.0473,0.0632,0.0489,0.0533,0.0463,0.0614,0.035,0.0477,0.0326,0.0502,0.0461,0.0663,0.059,0.0632,0.0302,0.0401,0.0493,0.0558,0.0331,0.0509,0.0501,0.0515,0.0623,0.0433,0.0639,0.0603,0.0873,0.0788,0.0705,0.0592,0.0554,0.0537,0.0958,0.0955,0.0431,0.0363,0.0644,1.079,0.0411,0.0204,0.0583,0.0458,0.048,0
"TTL_84",0.0147,0.0262,0.0149,0.0134,0.0131,0.0197,0.0202,0.0164,0.019,0.0192,0.0245,0.0201,0.0149,0.0196,0.0097,0.0197,0.0192,0.0275,0.0245,0.0187,0.008,0.0145,0.0158,0.0183,0.0096,0.0131,0.0179,0.0222,0.0619,0.0122,0.0187,0.0431,0.0271,0.0173,0.0305,0.017,0.0211,0.0102,0.0129,0.0125,0.1091,0.0199,0.0211,0.0342,1.0178,0.0123,0.0217,0.035,0.0269,0
"TTL_85",0.0017,0.0016,0.001,0.0013,0.0013,0.0017,0.0019,0.003,0.0027,0.0026,0.003,0.0035,0.0015,0.0022,0.0014,0.003,0.0024,0.0029,0.0023,0.0027,0.0012,0.0018,0.0025,0.0025,0.0014,0.002,0.0029,0.0027,0.0042,0.0017,0.0032,0.0016,0.0019,0.0069,0.0028,0.0026,0.0035,0.0023,0.0025,0.0048,0.0038,0.0024,0.0042,0.0043,0.0038,1.0047,0.0035,0.006,0.0053,0
"TTL_86T88",3e-04,4e-04,2e-04,3e-04,2e-04,3e-04,3e-04,3e-04,5e-04,4e-04,4e-04,4e-04,3e-04,4e-04,3e-04,4e-04,3e-04,5e-04,4e-04,4e-04,2e-04,3e-04,3e-04,4e-04,2e-04,3e-04,3e-04,3e-04,7e-04,3e-04,3e-04,5e-04,4e-04,4e-04,4e-04,3e-04,3e-04,2e-04,2e-04,2e-04,0.0013,2e-04,4e-04,6e-04,0.0083,9e-04,1.0286,0.0011,0.0013,0
"TTL_90T93",0.0013,0.0011,5e-04,8e-04,9e-04,9e-04,0.0011,0.0015,0.0018,0.0015,0.0018,0.0017,9e-04,0.0014,0.0011,0.0018,0.0014,0.0018,0.0014,0.0016,9e-04,0.0011,0.0015,0.0017,9e-04,0.0013,0.0017,0.0011,0.0021,0.0012,0.0022,0.0013,0.0013,0.0021,0.0022,0.0015,0.0035,0.0183,0.0115,0.0025,0.0019,0.0015,0.0034,0.0025,0.0018,0.0017,0.0019,1.0424,0.0044,0
"TTL_94T96",0.0014,0.0037,6e-04,9e-04,9e-04,0.001,0.0013,0.0021,0.0019,0.0016,0.0018,0.0017,0.001,0.0016,0.001,0.0017,0.0016,0.002,0.0016,0.0016,7e-04,0.0011,0.0014,0.0016,9e-04,0.0012,0.0016,0.0011,0.0032,0.0015,0.0023,0.0015,0.0017,0.0019,0.0045,0.0035,0.0027,9e-04,0.0018,0.0012,0.0025,9e-04,0.0019,0.0024,0.0022,0.0013,0.0027,0.0023,1.0069,0
"TTL_97T98",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"TOTAL",2.1484,1.9098,1.515,1.8223,1.7605,2.0301,1.9356,1.8093,2.6023,2.2906,2.3652,2.3236,2.4872,2.4527,1.8172,2.466,2.1437,2.6378,2.6571,2.3085,1.5477,2.1237,2.2643,2.7385,1.7896,2.1592,2.0571,1.8438,1.8935,1.9749,1.7535,1.9878,2.4019,2.2015,2.027,1.8845,1.8584,1.6683,1.8356,1.6117,1.8975,1.4659,1.6054,1.6729,1.7332,1.4471,1.6659,1.6339,1.7342,1
