"","D01","D02","D03","D05","D06","D07","D08","D09","D10T12","D13T15","D16","D17T18","D19","D20","D21","D22","D23","D24A","D24B","D25","D26","D27","D28","D29","D301","D302T309","D31T33","D35","D36T39","D41T43","D45T47","D49","D50","D51","D52","D53","D55T56","D58T60","D61","D62T63","D64T66","D68","D69T75","D77T82","D84","D85","D86T88","D90T93","D94T96","D97T98"
"TTL_16",0.0044,9e-04,0.0071,0.0011,0.0017,0.0085,0.0066,0.0051,0.0044,0.0034,1.2541,0.0321,0.0028,0.0031,8e-04,0.0102,0.0048,0.0049,0.016,0.0061,0.001,0.0091,0.0049,0.0111,0.005,0.0029,0.0315,0.0014,0.0016,0.0328,0.0034,0.0052,0.0013,0.0013,0.0027,0.0016,0.0034,0.0014,0.0029,0.0022,9e-04,0.0036,0.0013,0.0017,0.0026,0.0023,0.0016,0.0017,0.0028,0
"TTL_17T18",0.0104,0.0016,0.0024,0.0029,0.0053,0.0072,0.0049,0.0048,0.0465,0.0182,0.0125,1.1705,0.0062,0.0193,0.0039,0.0295,0.0164,0.0172,0.0152,0.0143,0.0034,0.016,0.0133,0.0178,0.0052,0.0076,0.0158,0.0029,0.0068,0.0087,0.0108,0.0068,0.006,0.0048,0.013,0.0085,0.0121,0.0165,0.007,0.0096,0.005,0.0026,0.0089,0.0088,0.0074,0.0087,0.0065,0.0069,0.0099,0
"TTL_19",0.0297,0.0101,0.0174,0.0161,0.0209,0.0291,0.0212,0.0221,0.0148,0.0126,0.0128,0.0142,1.0351,0.0269,0.0023,0.0184,0.0392,0.0191,0.0095,0.0092,0.0022,0.0176,0.008,0.0094,0.0037,0.0043,0.0074,0.0399,0.0123,0.0197,0.0058,0.0435,0.0548,0.0867,0.0172,0.0398,0.0068,0.0029,0.0038,0.0035,0.005,0.0048,0.0039,0.0071,0.0164,0.0124,0.0043,0.0062,0.0065,0
"TTL_20",0.1123,0.0043,0.0042,0.0201,0.0316,0.0357,0.0228,0.0201,0.0446,0.1379,0.0256,0.0775,0.0516,1.2254,0.0184,0.2268,0.0431,0.0209,0.0116,0.0307,0.0078,0.0274,0.0217,0.0419,0.0135,0.0127,0.0335,0.0107,0.0151,0.0228,0.007,0.0076,0.0088,0.0103,0.011,0.0085,0.009,0.0045,0.006,0.0044,0.0032,0.0058,0.0071,0.0107,0.0145,0.0064,0.0082,0.006,0.0157,0
"TTL_21",0.0108,6e-04,6e-04,0.0014,0.0026,0.0025,0.0019,0.0019,0.0066,0.0078,0.0042,0.005,0.0036,0.013,1.1494,0.0118,0.0033,0.0027,0.0018,0.0029,0.0012,0.0026,0.0025,0.0037,0.0017,0.0019,0.0027,0.0012,0.0017,0.0025,0.0014,0.001,0.0012,0.001,0.0011,9e-04,0.0015,9e-04,0.0012,9e-04,7e-04,7e-04,0.0048,0.0013,0.0023,6e-04,0.0096,0.0021,0.0014,0
"TTL_22",0.0134,0.0019,0.0018,0.007,0.0045,0.0128,0.0075,0.0098,0.0322,0.0156,0.0107,0.0212,0.0066,0.0254,0.0037,1.0769,0.0129,0.016,0.0096,0.0157,0.0039,0.018,0.0228,0.0626,0.0093,0.0158,0.0288,0.0023,0.0058,0.0268,0.0094,0.004,0.0035,0.0029,0.0046,0.013,0.0099,0.0035,0.0074,0.0026,0.0017,0.0024,0.0036,0.004,0.0066,0.0028,0.006,0.0027,0.0053,0
"TTL_23",0.0031,0.0012,8e-04,0.0058,0.0081,0.0135,0.0092,0.0115,0.0082,0.004,0.0099,0.0043,0.0073,0.0056,0.001,0.0097,1.1022,0.0201,0.0041,0.0073,0.0018,0.0151,0.008,0.0228,0.0038,0.0032,0.0058,0.0026,0.0043,0.0571,0.0019,0.0019,0.0016,0.0017,0.0024,0.0015,0.0042,9e-04,0.0052,0.0016,0.0011,0.0031,0.0022,0.002,0.0051,0.0012,0.0024,0.0015,0.0052,0
"TTL_24A",0.0047,9e-04,0.0015,0.0038,0.0383,0.0147,0.0081,0.0092,0.0051,0.0063,0.0081,0.006,0.0223,0.0068,6e-04,0.0111,0.0124,1.1987,0.014,0.1322,0.0035,0.0423,0.0787,0.0639,0.0244,0.0215,0.0219,0.0039,0.0081,0.0145,0.002,0.0038,0.0046,0.0037,0.0037,0.0026,0.002,0.0022,0.0026,0.0012,8e-04,0.0017,0.0014,0.002,0.0027,0.0011,0.0012,0.0017,0.0026,0
"TTL_24B",0.0034,5e-04,9e-04,0.0017,0.0062,0.0048,0.0026,0.0034,0.0093,0.0033,0.0072,0.0077,0.0044,0.0041,5e-04,0.0068,0.0044,0.113,1.5149,0.0754,0.0105,0.102,0.0386,0.0506,0.0224,0.0317,0.0218,0.0018,0.0045,0.0089,0.0016,0.0014,0.0024,0.0012,0.0018,0.0013,0.0017,0.0026,0.0032,0.0014,6e-04,9e-04,0.0013,0.0012,0.0024,7e-04,0.001,0.0011,0.0021,0
"TTL_25",0.0138,0.002,0.0047,0.0089,0.0162,0.0211,0.0094,0.0139,0.0248,0.0192,0.0301,0.0288,0.014,0.0202,0.002,0.0311,0.0236,0.0522,0.0539,1.1054,0.0111,0.074,0.065,0.1398,0.0452,0.0413,0.032,0.0044,0.0184,0.0528,0.0054,0.0061,0.0182,0.0045,0.0075,0.0065,0.0075,0.0033,0.0102,0.0042,0.0021,0.0042,0.0042,0.0048,0.0085,0.0024,0.0034,0.0039,0.0074,0
"TTL_26",0.0063,0.0013,0.0017,0.0024,0.0056,0.0052,0.0039,0.005,0.0088,0.0165,0.0186,0.0177,0.0061,0.0151,0.0023,0.0173,0.0132,0.0182,0.0215,0.0196,1.054,0.0452,0.0282,0.0487,0.039,0.0362,0.0166,0.0029,0.0079,0.0097,0.0067,0.0035,0.0038,0.0028,0.004,0.0024,0.0037,0.0066,0.0239,0.0103,0.003,0.0021,0.0081,0.0055,0.0113,0.0022,0.005,0.0027,0.0079,0
"TTL_27",0.0053,4e-04,4e-04,0.0012,0.0023,0.0028,0.0019,0.0036,0.0029,0.0019,0.0107,0.003,0.0021,0.0023,5e-04,0.0046,0.0022,0.0096,0.009,0.0061,0.0027,1.0475,0.0233,0.012,0.0041,0.0049,0.0044,9e-04,0.0042,0.0129,0.0012,0.001,0.001,7e-04,0.0013,6e-04,0.0013,5e-04,0.005,0.0011,5e-04,0.001,0.0013,0.0013,0.0021,7e-04,8e-04,0.0011,0.005,0
"TTL_28",0.0121,0.0017,0.0014,0.0178,0.0318,0.0476,0.0216,0.0335,0.0089,0.0044,0.0072,0.0099,0.0196,0.0093,0.001,0.0112,0.0066,0.0122,0.0111,0.0117,0.002,0.0121,1.0681,0.0456,0.0151,0.014,0.0194,0.0059,0.0194,0.0231,0.0028,0.0029,0.0033,0.0036,0.0102,0.0026,0.0028,0.0017,0.0043,0.0024,0.0011,0.0019,0.0019,0.0031,0.0038,0.0023,0.0016,0.0017,0.0042,0
"TTL_29",0.0056,0.0012,0.0027,0.0034,0.005,0.0079,0.0054,0.0051,0.0066,0.0037,0.0077,0.0072,0.004,0.0047,0.0013,0.0055,0.0065,0.0078,0.0048,0.006,0.0016,0.0056,0.0305,1.2183,0.0092,0.0162,0.0051,0.0015,0.0077,0.0045,0.0078,0.0057,0.0024,0.0022,0.0067,0.004,0.0021,0.0017,0.0019,0.0012,8e-04,8e-04,0.0019,0.0044,0.0031,0.0014,0.0016,0.0017,0.0028,0
"TTL_301",1e-04,0,4e-04,0,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04,0,1e-04,1e-04,1e-04,1e-04,1e-04,0,1e-04,1e-04,2e-04,1.1095,0.012,2e-04,1e-04,1e-04,1e-04,1e-04,2e-04,0.0047,4e-04,3e-04,4e-04,1e-04,0,0,0,1e-04,1e-04,1e-04,1e-04,0.0013,0,0,1e-04,1e-04,0
"TTL_302T309",7e-04,3e-04,0.0012,4e-04,7e-04,7e-04,6e-04,6e-04,7e-04,6e-04,0.001,7e-04,8e-04,7e-04,2e-04,8e-04,7e-04,9e-04,8e-04,0.001,3e-04,9e-04,0.0018,0.0033,0.0188,1.1673,0.0015,5e-04,0.0016,7e-04,6e-04,0.0023,0.0114,0.0036,0.002,0.005,5e-04,3e-04,4e-04,3e-04,0.001,4e-04,7e-04,6e-04,0.0105,2e-04,4e-04,5e-04,6e-04,0
"TTL_31T33",0.004,0.0063,0.0067,0.0014,0.0027,0.003,0.0026,0.0028,0.0053,0.0086,0.0076,0.007,0.0046,0.0063,0.0018,0.0079,0.0061,0.0087,0.0089,0.0065,0.0033,0.0091,0.01,0.0099,0.0055,0.005,1.0246,0.0017,0.0071,0.0132,0.0054,0.0031,0.0025,0.0024,0.0041,0.002,0.0058,0.0016,0.0029,0.0024,0.0023,0.0024,0.003,0.004,0.0052,0.0015,0.0091,0.0033,0.0046,0
"TTL_35",0.0236,0.0048,0.0059,0.0132,0.0218,0.0449,0.028,0.0071,0.0245,0.0254,0.0219,0.0333,0.0342,0.0344,0.0049,0.0336,0.0336,0.0502,0.0371,0.0239,0.0057,0.0161,0.016,0.0209,0.0086,0.0097,0.013,1.0486,0.0106,0.0131,0.02,0.0104,0.0107,0.011,0.0411,0.0088,0.0329,0.0053,0.0085,0.0057,0.0051,0.0297,0.0096,0.007,0.0087,0.009,0.0091,0.0124,0.0141,0
"TTL_36T39",0.0024,5e-04,7e-04,0.0012,0.0041,0.0018,0.0026,0.0023,0.0031,0.0028,0.002,0.0027,0.0046,0.0043,6e-04,0.003,0.0029,0.0037,0.0023,0.0022,7e-04,0.0016,0.0017,0.002,0.0011,0.0013,0.0015,0.0066,1.0471,0.0021,0.0022,0.0025,0.0021,0.0016,0.0039,0.0026,0.0038,9e-04,0.0012,9e-04,0.0017,0.0028,0.0017,0.0023,0.0052,0.0018,0.0027,0.0032,0.0024,0
"TTL_41T43",0.0173,0.0033,0.0046,0.0154,0.0126,0.028,0.047,0.029,0.0124,0.0099,0.0095,0.0146,0.045,0.0125,0.003,0.0126,0.0157,0.0174,0.0112,0.0106,0.0031,0.0076,0.0081,0.0099,0.0052,0.0054,0.0068,0.0259,0.0076,1.007,0.0107,0.0136,0.0087,0.0099,0.0175,0.0105,0.014,0.0031,0.0091,0.0035,0.0086,0.0466,0.0058,0.005,0.0424,0.0095,0.006,0.0099,0.0225,0
"TTL_45T47",0.2638,0.0803,0.0501,0.0451,0.0826,0.0976,0.0685,0.0723,0.3004,0.1787,0.195,0.1892,0.103,0.1853,0.1237,0.2174,0.1528,0.2045,0.1557,0.1632,0.0428,0.1615,0.1711,0.2814,0.1045,0.1321,0.1327,0.044,0.0708,0.1393,1.0654,0.0728,0.0655,0.0767,0.057,0.0521,0.075,0.0606,0.0571,0.0303,0.0209,0.022,0.0368,0.0461,0.0576,0.034,0.0452,0.035,0.0446,0
"TTL_49",0.0326,0.0134,0.0085,0.009,0.0243,0.0253,0.0159,0.0195,0.0382,0.0277,0.0567,0.0353,0.0393,0.0233,0.0083,0.0341,0.039,0.0527,0.0343,0.0401,0.0097,0.0286,0.0311,0.0422,0.0171,0.0253,0.0268,0.0175,0.0183,0.0298,0.02,1.055,0.0218,0.0358,0.0415,0.0302,0.0137,0.0155,0.0185,0.0135,0.0083,0.008,0.0156,0.0159,0.0157,0.0245,0.0123,0.0242,0.0108,0
"TTL_50",0.002,7e-04,8e-04,6e-04,0.003,0.0014,0.0034,0.0023,0.0022,0.0019,0.0028,0.0019,0.0059,0.0016,9e-04,0.0021,0.0022,0.0024,0.0018,0.0018,6e-04,0.0017,0.0017,0.0026,0.001,0.0014,0.0014,9e-04,9e-04,0.0016,0.0027,0.0015,1.0837,0.0021,0.0084,0.0048,7e-04,6e-04,7e-04,4e-04,3e-04,3e-04,6e-04,6e-04,0.0017,4e-04,5e-04,4e-04,5e-04,0
"TTL_51",0.0026,0.0085,0.0011,9e-04,0.0021,0.0018,0.0017,0.0033,0.0036,0.0031,0.0073,0.0043,0.0038,0.0026,0.0014,0.004,0.0035,0.0038,0.0031,0.0034,0.0012,0.0027,0.0032,0.0044,0.0019,0.0024,0.0029,0.0023,0.0046,0.0026,0.0022,0.0026,0.0047,1.0028,0.0031,0.0029,0.0023,0.0023,0.0032,0.0038,0.0022,0.0023,0.003,0.0047,0.0029,0.001,0.002,0.0018,0.002,0
"TTL_52",0.018,0.0064,0.0175,0.005,0.0093,0.0122,0.0363,0.0077,0.0264,0.0453,0.0644,0.0423,0.0269,0.0198,0.0063,0.0445,0.0398,0.0221,0.017,0.0198,0.01,0.0144,0.016,0.0224,0.0087,0.0116,0.0165,0.0219,0.021,0.0154,0.0307,0.0471,0.0685,0.105,1.0828,0.0615,0.0095,0.01,0.0088,0.0086,0.0035,0.0035,0.0104,0.009,0.0085,0.0046,0.0063,0.0082,0.0067,0
"TTL_53",0.0074,0.0025,0.0022,0.0019,0.0049,0.0045,0.0037,0.004,0.0086,0.0063,0.0088,0.0073,0.0068,0.0057,0.003,0.0073,0.0067,0.0086,0.0062,0.007,0.0023,0.0069,0.0071,0.0088,0.0037,0.005,0.0054,0.0037,0.0077,0.0055,0.0181,0.0823,0.0692,0.0064,0.0156,1.0288,0.0077,0.0081,0.0049,0.0089,0.0043,0.002,0.0063,0.0073,0.0042,0.0033,0.0054,0.0052,0.0063,0
"TTL_55T56",0.0034,0.0016,0.0014,0.0011,0.003,0.0022,0.0024,0.0049,0.0041,0.0035,0.0039,0.0041,0.0038,0.0028,0.0015,0.0042,0.004,0.0045,0.0031,0.004,0.0018,0.0025,0.0035,0.0037,0.0023,0.0027,0.0033,0.0041,0.0068,0.0027,0.0042,0.0042,0.0042,0.0429,0.0051,0.0085,1.0071,0.0049,0.0058,0.0066,0.0052,0.0067,0.0078,0.0093,0.004,0.0024,0.0089,0.0077,0.0049,0
"TTL_58T60",0.0104,0.0031,0.003,0.0033,0.0119,0.0069,0.0068,0.0076,0.0129,0.0111,0.011,0.0115,0.0117,0.0093,0.0052,0.0119,0.0099,0.0128,0.01,0.0114,0.0051,0.0086,0.0107,0.0117,0.0066,0.0088,0.0096,0.0075,0.0089,0.0097,0.0142,0.0088,0.0114,0.0085,0.0125,0.0056,0.0216,1.2126,0.1221,0.0213,0.0083,0.0057,0.0211,0.0157,0.0163,0.0193,0.0121,0.0114,0.0137,0
"TTL_61",0.0089,0.0036,0.0032,0.0035,0.0104,0.0059,0.0081,0.0117,0.0097,0.0087,0.0089,0.0096,0.0105,0.0073,0.0036,0.0097,0.0093,0.0103,0.0076,0.0094,0.004,0.0067,0.0085,0.0092,0.0051,0.0064,0.0075,0.0077,0.0141,0.0108,0.0136,0.0168,0.0136,0.0119,0.0194,0.0083,0.0126,0.0118,1.1013,0.0185,0.0122,0.0092,0.0158,0.0178,0.0161,0.0103,0.0088,0.0103,0.0105,0
"TTL_62T63",0.023,0.0079,0.0095,0.0093,0.065,0.0285,0.0191,0.0224,0.0313,0.0346,0.0376,0.036,0.0546,0.0243,0.0123,0.0364,0.0354,0.0462,0.0345,0.0429,0.0185,0.025,0.0401,0.0342,0.0194,0.029,0.0299,0.0321,0.0414,0.0277,0.0357,0.0281,0.0296,0.0254,0.0285,0.0186,0.0332,0.0441,0.0621,1.0842,0.0352,0.0152,0.0645,0.0704,0.064,0.0147,0.0308,0.0287,0.0398,0
"TTL_64T66",0.0664,0.0165,0.1906,0.0409,0.1428,0.0589,0.0946,0.1914,0.0639,0.0593,0.0475,0.0479,0.1072,0.0443,0.0245,0.0562,0.0644,0.082,0.0674,0.0613,0.0282,0.0512,0.0579,0.065,0.0462,0.0582,0.0519,0.0697,0.0616,0.0524,0.0725,0.1141,0.36,0.1247,0.0903,0.0567,0.067,0.0421,0.0539,0.0429,1.3273,0.1279,0.0796,0.0942,0.0971,0.0199,0.0947,0.0626,0.1238,0
"TTL_68",0.0684,0.0177,0.0152,0.0107,0.0336,0.0215,0.0243,0.0262,0.0559,0.0484,0.0428,0.0507,0.0337,0.0322,0.0298,0.0504,0.0375,0.0418,0.0345,0.0483,0.0293,0.0322,0.037,0.0481,0.0421,0.0401,0.0377,0.0317,0.0377,0.0486,0.1074,0.0347,0.0431,0.0328,0.1038,0.0302,0.1429,0.0305,0.0443,0.0348,0.051,1.0512,0.0618,0.0366,0.0353,0.0336,0.0676,0.1034,0.1133,0
"TTL_69T75",0.0793,0.0233,0.0295,0.0584,0.1766,0.0903,0.1378,0.1389,0.1399,0.1501,0.1105,0.1169,0.1789,0.1153,0.094,0.1291,0.1278,0.1474,0.1094,0.1497,0.1555,0.0972,0.1604,0.1627,0.1059,0.1321,0.107,0.0828,0.1407,0.1271,0.1264,0.0997,0.1258,0.0737,0.0867,0.071,0.1801,0.1095,0.151,0.1171,0.1021,0.0686,1.138,0.1357,0.0873,0.0315,0.0954,0.0877,0.0829,0
"TTL_77T82",0.0525,0.0169,0.0144,0.0236,0.0583,0.0366,0.0459,0.0655,0.0547,0.0574,0.0461,0.0632,0.065,0.0477,0.024,0.0543,0.0544,0.0742,0.0561,0.0665,0.0295,0.0393,0.0476,0.0581,0.0387,0.0501,0.0447,0.0753,0.0727,0.0524,0.0724,0.0797,0.1263,0.1259,0.0826,0.0469,0.0627,0.0497,0.0903,0.0928,0.0411,0.0597,0.0695,1.0996,0.0508,0.0192,0.0613,0.0489,0.0556,0
"TTL_84",0.0149,0.015,0.0195,0.007,0.0201,0.0159,0.0159,0.0188,0.0155,0.0146,0.0181,0.0163,0.0205,0.0143,0.005,0.0162,0.0164,0.0216,0.0163,0.0144,0.0059,0.0105,0.0117,0.0143,0.0085,0.0103,0.0114,0.0209,0.0594,0.0111,0.0158,0.0455,0.0316,0.0166,0.0222,0.0102,0.0189,0.0091,0.0113,0.0092,0.0881,0.0212,0.0178,0.0269,1.0188,0.0086,0.0239,0.0351,0.0201,0
"TTL_85",0.0024,7e-04,0.0015,8e-04,0.0021,0.0016,0.002,0.0024,0.0028,0.0022,0.0022,0.0032,0.0027,0.002,0.0011,0.0025,0.0022,0.0026,0.0019,0.0022,0.001,0.0016,0.002,0.0025,0.0014,0.0017,0.0018,0.0024,0.0028,0.0017,0.0043,0.0019,0.0021,0.006,0.0028,0.0015,0.0025,0.0023,0.0025,0.0027,0.0029,0.0023,0.0043,0.0039,0.0062,1.0088,0.0024,0.0163,0.011,0
"TTL_86T88",7e-04,4e-04,6e-04,3e-04,8e-04,5e-04,6e-04,8e-04,7e-04,6e-04,6e-04,6e-04,8e-04,6e-04,3e-04,6e-04,6e-04,8e-04,6e-04,6e-04,3e-04,4e-04,5e-04,6e-04,4e-04,4e-04,5e-04,6e-04,0.0015,5e-04,6e-04,0.0013,0.0011,8e-04,7e-04,4e-04,7e-04,4e-04,5e-04,4e-04,0.0029,6e-04,0.0011,0.0011,0.0226,0.0018,1.0579,0.0024,0.0027,0
"TTL_90T93",0.0014,4e-04,4e-04,4e-04,0.0011,7e-04,8e-04,0.0013,0.0015,0.0012,0.0013,0.0014,0.0013,0.001,6e-04,0.0015,0.0012,0.0015,0.001,0.0013,7e-04,9e-04,0.0012,0.0014,8e-04,0.001,0.0011,9e-04,0.0018,0.0011,0.0019,0.0011,0.0012,0.0017,0.002,8e-04,0.0025,0.0134,0.0056,0.0019,0.0014,0.0017,0.0031,0.0024,0.0015,0.0013,0.0014,1.0558,0.0037,0
"TTL_94T96",0.002,0.0015,0.001,6e-04,0.0017,0.0011,0.0014,0.0024,0.0022,0.0018,0.0019,0.0019,0.0019,0.0015,8e-04,0.0019,0.002,0.0022,0.0017,0.0018,8e-04,0.0012,0.0015,0.0019,0.0011,0.0013,0.0015,0.0013,0.0028,0.0018,0.0025,0.0021,0.0023,0.0024,0.0066,0.0025,0.0029,0.0011,0.0025,0.0012,0.0042,0.0014,0.0027,0.0028,0.0041,0.0014,0.0033,0.0029,1.0101,0
"TTL_97T98",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"TOTAL",2.2629,1.4184,1.4979,1.4039,2.0498,1.8883,1.7703,1.8411,2.4303,2.1104,2.2027,2.154,2.6086,2.0361,1.5509,2.2499,2.0586,2.4437,2.3925,2.1627,1.4712,1.9893,2.0844,2.5994,1.7768,1.9469,1.8106,1.6895,1.7854,1.9155,1.7295,1.8597,2.2677,1.9253,1.8457,1.595,1.8449,1.6944,1.8596,1.5635,1.7735,1.5356,1.6401,1.6867,1.7093,1.3259,1.6322,1.6417,1.7029,1
