"","D01","D02","D03","D05","D06","D07","D08","D09","D10T12","D13T15","D16","D17T18","D19","D20","D21","D22","D23","D24A","D24B","D25","D26","D27","D28","D29","D301","D302T309","D31T33","D35","D36T39","D41T43","D45T47","D49","D50","D51","D52","D53","D55T56","D58T60","D61","D62T63","D64T66","D68","D69T75","D77T82","D84","D85","D86T88","D90T93","D94T96","D97T98"
"TTL_35",0.0182,0.0122,0.0084,0.0203,0.0195,0.0503,0.0252,0.0061,0.0229,0.0269,0.0207,0.0342,0.0237,0.0299,0.0056,0.0334,0.033,0.0454,0.0389,0.0259,0.0061,0.0175,0.0175,0.0226,0.0083,0.0099,0.0132,1.0478,0.0107,0.0138,0.0236,0.011,0.0081,0.0109,0.0431,0.0086,0.0361,0.0059,0.0092,0.0067,0.0056,0.0347,0.0099,0.0079,0.0095,0.0108,0.0097,0.0125,0.0106,0
"TTL_36T39",0.0018,0.0011,8e-04,0.0017,0.0035,0.002,0.0022,0.0018,0.0027,0.0027,0.0018,0.0026,0.0032,0.0034,7e-04,0.0028,0.0027,0.0033,0.0023,0.0023,6e-04,0.0016,0.0017,0.0021,0.001,0.0012,0.0016,0.0062,1.0408,0.0022,0.0025,0.0026,0.0014,0.0015,0.0039,0.0021,0.0041,9e-04,0.0012,8e-04,0.0014,0.0028,0.0016,0.0022,0.0048,0.0019,0.0028,0.0033,0.0031,0
"TTL_41T43",0.0117,0.0058,0.0047,0.0137,0.0089,0.0193,0.024,0.0141,0.009,0.0075,0.0069,0.0103,0.0216,0.0077,0.0032,0.0092,0.0102,0.011,0.0082,0.0082,0.0032,0.0059,0.0064,0.0081,0.0049,0.0051,0.0054,0.0224,0.007,1.0058,0.0104,0.012,0.0063,0.0082,0.0172,0.009,0.0118,0.0035,0.0099,0.0041,0.0099,0.0587,0.0058,0.0057,0.042,0.0102,0.0066,0.0106,0.0152,0
"TTL_45T47",0.2312,0.1792,0.0716,0.0825,0.0855,0.1307,0.0732,0.0676,0.3095,0.1838,0.2032,0.2081,0.0945,0.1865,0.1171,0.2408,0.1698,0.2293,0.1632,0.2021,0.0488,0.1793,0.1969,0.3189,0.0919,0.1229,0.1416,0.0599,0.0792,0.1553,1.0752,0.0836,0.0568,0.0927,0.0686,0.0608,0.0833,0.0663,0.0624,0.036,0.0217,0.0289,0.0398,0.0537,0.069,0.0449,0.0536,0.0424,0.0438,0
"TTL_49",0.0278,0.0277,0.0117,0.0144,0.0222,0.0314,0.0152,0.0162,0.0382,0.0274,0.0561,0.0373,0.0323,0.0229,0.0082,0.0355,0.0394,0.0554,0.0351,0.047,0.0104,0.0316,0.0356,0.0462,0.0149,0.0229,0.0284,0.0196,0.0183,0.0317,0.0229,1.05,0.0157,0.0315,0.0446,0.0259,0.0148,0.0162,0.0187,0.0136,0.0078,0.0089,0.0151,0.0163,0.0164,0.0293,0.0136,0.0305,0.013,0
"TTL_50",0.0014,0.0013,0.0011,9e-04,0.0036,0.0017,0.0042,0.0027,0.0018,0.0017,0.0026,0.0019,0.0062,0.0015,8e-04,0.0021,0.0022,0.0023,0.0017,0.002,6e-04,0.0017,0.0018,0.0025,8e-04,0.0012,0.0013,0.0013,9e-04,0.0016,0.0012,0.0017,1.1095,0.0023,0.0111,0.0062,7e-04,6e-04,7e-04,4e-04,3e-04,3e-04,7e-04,7e-04,0.0022,5e-04,5e-04,5e-04,5e-04,0
"TTL_51",0.0029,0.0236,0.0016,0.0017,0.0023,0.0026,0.0019,0.0033,0.0045,0.0039,0.0092,0.0057,0.0037,0.0031,0.0016,0.0052,0.0044,0.0046,0.0037,0.0046,0.0015,0.0035,0.0041,0.0056,0.002,0.0027,0.0039,0.0029,0.0053,0.0034,0.0034,0.0037,0.0054,1.0037,0.0054,0.0036,0.0031,0.003,0.0039,0.0045,0.0024,0.0028,0.0034,0.0055,0.0035,0.0015,0.0026,0.0028,0.0029,0
"TTL_52",0.0157,0.0147,0.0252,0.0085,0.0091,0.015,0.0351,0.0067,0.0261,0.0434,0.0603,0.0431,0.0184,0.0184,0.0066,0.0427,0.0393,0.0234,0.0178,0.0227,0.0106,0.0161,0.0181,0.0253,0.0078,0.011,0.0179,0.0228,0.0208,0.0168,0.0355,0.0453,0.0514,0.0965,1.0879,0.0607,0.0105,0.0103,0.0089,0.0086,0.0033,0.0041,0.0102,0.0091,0.0093,0.0055,0.007,0.009,0.0081,0
"TTL_53",0.0062,0.0054,0.0027,0.0029,0.004,0.0053,0.0033,0.0031,0.0085,0.0061,0.0085,0.0074,0.0051,0.0054,0.0029,0.0075,0.0066,0.0087,0.0061,0.0078,0.0022,0.0069,0.0073,0.0094,0.0031,0.0044,0.0057,0.0037,0.0065,0.0056,0.0191,0.0787,0.0392,0.0057,0.0147,1.0202,0.0073,0.0069,0.0044,0.0075,0.0035,0.0019,0.0051,0.0064,0.004,0.0037,0.0051,0.0053,0.0075,0
"TTL_55T56",0.0032,0.0045,0.0017,0.0019,0.0027,0.0029,0.0024,0.0043,0.0044,0.0039,0.0042,0.0048,0.0029,0.0029,0.0017,0.0048,0.0043,0.0048,0.0035,0.0046,0.0019,0.0029,0.004,0.0044,0.0023,0.003,0.0043,0.0049,0.007,0.0032,0.0055,0.0049,0.0034,0.0388,0.006,0.0076,1.0087,0.0058,0.0065,0.0072,0.005,0.0075,0.0083,0.0101,0.0045,0.0031,0.0104,0.0106,0.0077,0
"TTL_58T60",0.0085,0.0071,0.0036,0.005,0.0093,0.0076,0.0057,0.0058,0.0119,0.0102,0.0102,0.0114,0.0083,0.0084,0.0049,0.0117,0.0095,0.0119,0.0094,0.0115,0.0047,0.0085,0.0105,0.0119,0.0057,0.008,0.01,0.0073,0.0081,0.0097,0.0144,0.0087,0.0087,0.0082,0.0126,0.0051,0.0204,1.2143,0.1209,0.0213,0.0073,0.0057,0.019,0.015,0.0161,0.0208,0.013,0.0172,0.0156,0
"TTL_61",0.0066,0.0081,0.0032,0.005,0.0078,0.006,0.0065,0.0083,0.0086,0.0078,0.008,0.0092,0.007,0.0062,0.0034,0.0091,0.0083,0.0089,0.007,0.009,0.0035,0.0064,0.008,0.0091,0.0041,0.0055,0.0076,0.0068,0.0119,0.0102,0.0148,0.0161,0.0094,0.0106,0.0182,0.0066,0.0125,0.0115,1.0947,0.016,0.0091,0.008,0.0129,0.0153,0.0144,0.0102,0.0083,0.0103,0.013,0
"TTL_62T63",0.0201,0.0198,0.0112,0.0147,0.0489,0.0311,0.0172,0.0181,0.0312,0.0356,0.0375,0.0387,0.0388,0.0231,0.0131,0.0381,0.0353,0.0432,0.0357,0.0446,0.0185,0.0264,0.0406,0.0368,0.0176,0.0282,0.0335,0.032,0.0406,0.0293,0.0438,0.0291,0.0219,0.0256,0.0307,0.0173,0.0371,0.0473,0.0617,1.0893,0.0312,0.0158,0.063,0.0722,0.0668,0.0182,0.0336,0.0346,0.0595,0
"TTL_64T66",0.049,0.036,0.1776,0.0602,0.0941,0.0575,0.0773,0.1369,0.0556,0.0534,0.0425,0.0462,0.0721,0.0378,0.0232,0.0529,0.0573,0.0689,0.0604,0.0588,0.0251,0.0476,0.0541,0.0621,0.0344,0.0453,0.0519,0.0648,0.0533,0.049,0.0755,0.1065,0.2281,0.1053,0.0832,0.0448,0.0621,0.0395,0.0499,0.0396,1.3191,0.1178,0.0673,0.0899,0.096,0.0211,0.0851,0.0603,0.124,0
"TTL_68",0.0501,0.0345,0.019,0.0169,0.0273,0.0244,0.0212,0.022,0.0482,0.0421,0.0369,0.0459,0.025,0.0287,0.0355,0.0457,0.0342,0.038,0.0314,0.0446,0.0344,0.0315,0.0362,0.0487,0.0545,0.0508,0.034,0.0281,0.0374,0.0415,0.0987,0.0362,0.0352,0.0325,0.088,0.0308,0.1158,0.0355,0.0535,0.0442,0.0655,1.0546,0.0639,0.0428,0.0368,0.0366,0.075,0.1009,0.0921,0
"TTL_69T75",0.0638,0.0547,0.0332,0.0828,0.137,0.094,0.1138,0.1068,0.1206,0.1369,0.1012,0.1149,0.1214,0.0956,0.0907,0.1235,0.114,0.128,0.1022,0.1408,0.1372,0.0923,0.1459,0.1531,0.0976,0.1337,0.1071,0.0842,0.1246,0.1213,0.1399,0.0983,0.0875,0.0673,0.087,0.0592,0.1804,0.1136,0.1461,0.1163,0.0856,0.068,1.1284,0.1246,0.0859,0.0363,0.0974,0.0948,0.0958,0
"TTL_77T82",0.0436,0.0471,0.018,0.0403,0.0542,0.0425,0.0441,0.0573,0.0547,0.0579,0.0465,0.0668,0.0506,0.045,0.0268,0.0572,0.055,0.0686,0.0566,0.0698,0.0304,0.0427,0.0508,0.0636,0.0355,0.0485,0.0444,0.0591,0.0726,0.0568,0.0873,0.0859,0.097,0.132,0.0814,0.0451,0.0695,0.0542,0.0951,0.1027,0.0384,0.0605,0.0706,1.0943,0.0516,0.0232,0.0637,0.0561,0.0555,0
"TTL_84",0.0119,0.0253,0.0194,0.0108,0.0156,0.0171,0.0139,0.0144,0.0146,0.0146,0.0161,0.0165,0.0147,0.0127,0.0056,0.0161,0.0159,0.0197,0.0162,0.0154,0.0062,0.011,0.0124,0.0153,0.008,0.01,0.0144,0.0206,0.0572,0.0115,0.0182,0.0462,0.0221,0.0165,0.0223,0.0095,0.0194,0.0104,0.0127,0.011,0.0882,0.0226,0.0188,0.0371,1.0201,0.0108,0.0252,0.0373,0.0235,0
"TTL_85",0.0017,0.0015,0.0013,0.0011,0.0014,0.0015,0.0014,0.0016,0.0024,0.0019,0.0019,0.0029,0.0016,0.0016,0.001,0.0023,0.0019,0.0022,0.0017,0.0021,9e-04,0.0015,0.0019,0.0023,0.0011,0.0014,0.0017,0.002,0.0025,0.0016,0.004,0.0017,0.0014,0.0053,0.0025,0.0012,0.0022,0.0023,0.0023,0.0024,0.0025,0.0023,0.0039,0.0039,0.006,1.0091,0.0023,0.023,0.0135,0
"TTL_86T88",5e-04,8e-04,6e-04,4e-04,6e-04,6e-04,5e-04,6e-04,7e-04,6e-04,6e-04,6e-04,6e-04,5e-04,3e-04,6e-04,6e-04,7e-04,6e-04,6e-04,3e-04,5e-04,5e-04,7e-04,3e-04,4e-04,5e-04,6e-04,0.0015,5e-04,6e-04,0.0013,8e-04,8e-04,7e-04,4e-04,7e-04,4e-04,5e-04,4e-04,0.003,7e-04,0.0011,0.0012,0.0234,0.0019,1.0598,0.0026,0.0026,0
"TTL_90T93",0.0016,0.0013,6e-04,9e-04,0.0012,0.0011,0.001,0.0014,0.002,0.0016,0.0016,0.0019,0.0012,0.0013,9e-04,0.002,0.0017,0.0019,0.0014,0.0019,8e-04,0.0012,0.0017,0.0021,0.001,0.0013,0.0016,0.0012,0.0022,0.0016,0.0028,0.0016,0.0012,0.0024,0.0027,0.001,0.0033,0.0171,0.0066,0.0025,0.0017,0.0022,0.0037,0.0031,0.002,0.0018,0.0021,1.0682,0.0061,0
"TTL_94T96",0.0018,0.0035,0.001,0.001,0.0014,0.0013,0.0013,0.0019,0.0023,0.0019,0.002,0.0021,0.0014,0.0015,9e-04,0.0021,0.002,0.0022,0.0017,0.002,8e-04,0.0014,0.0017,0.0021,0.001,0.0012,0.0017,0.0013,0.003,0.002,0.0031,0.0023,0.0016,0.0025,0.0066,0.0021,0.0032,0.0012,0.0028,0.0014,0.0036,0.0015,0.0027,0.003,0.006,0.0016,0.0032,0.0034,1.0113,0
"TTL_97T98",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"TOTAL",2.0946,1.914,1.6068,1.6488,1.956,2.0629,1.6996,1.6818,2.4351,2.1133,2.2162,2.2297,2.45,2.0274,1.5401,2.3514,2.1002,2.4608,2.4143,2.3054,1.4786,2.066,2.166,2.7149,1.6929,1.8829,1.8509,1.7678,1.7729,1.9738,1.8053,1.8838,1.9655,1.951,1.8791,1.5905,1.86,1.7309,1.8775,1.5992,1.7578,1.576,1.6256,1.7032,1.762,1.3975,1.669,1.72,1.7212,1
