"","D01","D02","D03","D05","D06","D07","D08","D09","D10T12","D13T15","D16","D17T18","D19","D20","D21","D22","D23","D24A","D24B","D25","D26","D27","D28","D29","D301","D302T309","D31T33","D35","D36T39","D41T43","D45T47","D49","D50","D51","D52","D53","D55T56","D58T60","D61","D62T63","D64T66","D68","D69T75","D77T82","D84","D85","D86T88","D90T93","D94T96","D97T98"
"TTL_16",0.0028,0.0019,0.0075,0.0029,0.001,0.0027,0.0025,0.0028,0.0037,0.0029,1.2626,0.0262,0.0012,0.0026,0.0014,0.0091,0.0047,0.0033,0.0072,0.0045,0.0013,0.0046,0.0059,0.0118,0.0053,0.0027,0.0314,0.0014,0.0019,0.0358,0.0029,0.0041,0.0015,0.0013,0.003,0.0021,0.0033,0.0015,0.0026,0.003,0.001,0.0035,0.0013,0.0023,0.0025,0.0026,0.002,0.0017,0.0025,0
"TTL_17T18",0.0103,0.0047,0.0033,0.0067,0.0036,0.009,0.0067,0.0058,0.0461,0.0216,0.0177,1.222,0.0036,0.0216,0.0174,0.035,0.017,0.019,0.0185,0.0167,0.0052,0.0193,0.0163,0.0201,0.0074,0.0098,0.0218,0.0036,0.0089,0.0096,0.0128,0.0071,0.0079,0.0055,0.0171,0.015,0.0145,0.0225,0.0085,0.0112,0.0062,0.0026,0.0094,0.0112,0.0096,0.0114,0.0102,0.0082,0.0109,0
"TTL_19",0.0584,0.0689,0.0619,0.0783,0.0288,0.0884,0.0674,0.0474,0.0378,0.036,0.0454,0.0485,1.053,0.076,0.017,0.051,0.0794,0.0557,0.0307,0.0279,0.0069,0.0384,0.0278,0.0273,0.0134,0.0154,0.0238,0.0802,0.0397,0.0483,0.0161,0.1403,0.1589,0.2439,0.0501,0.0845,0.0186,0.0083,0.0102,0.0101,0.0142,0.0101,0.0101,0.0172,0.0464,0.0343,0.0122,0.0143,0.0169,0
"TTL_20",0.1385,0.017,0.0074,0.0509,0.0244,0.0592,0.0351,0.029,0.0677,0.233,0.0616,0.1223,0.0275,1.3682,0.0983,0.3533,0.053,0.0375,0.0252,0.0482,0.016,0.0503,0.0389,0.0648,0.0241,0.0211,0.0672,0.015,0.0244,0.0354,0.0108,0.0112,0.0135,0.0127,0.0181,0.0176,0.014,0.009,0.0098,0.0078,0.0053,0.0083,0.012,0.0152,0.0206,0.0103,0.015,0.0086,0.0191,0
"TTL_21",0.0074,0.0014,6e-04,0.0018,0.001,0.0021,0.0015,0.0014,0.0049,0.0063,0.0031,0.0039,0.0012,0.012,1.1249,0.0089,0.0022,0.0023,0.0017,0.0023,9e-04,0.0023,0.0021,0.0028,0.0015,0.0018,0.0026,0.001,0.0013,0.0019,0.001,9e-04,0.0011,0.001,9e-04,9e-04,0.0011,7e-04,8e-04,6e-04,6e-04,4e-04,0.0023,9e-04,0.0022,6e-04,0.0187,0.0017,9e-04,0
"TTL_22",0.012,0.0062,0.0025,0.0162,0.0036,0.0223,0.0108,0.0118,0.033,0.0177,0.0175,0.0242,0.0038,0.0274,0.0171,1.0865,0.0144,0.0182,0.012,0.0178,0.0068,0.0225,0.0309,0.0673,0.0121,0.018,0.0473,0.0032,0.0087,0.0296,0.0097,0.0052,0.0057,0.0037,0.0075,0.0262,0.0108,0.0057,0.0086,0.004,0.0023,0.0025,0.0046,0.0062,0.0071,0.0032,0.0075,0.0032,0.006,0
"TTL_23",0.003,0.0072,0.0012,0.0067,0.0043,0.0118,0.0091,0.0088,0.0094,0.0053,0.0143,0.0052,0.0038,0.0065,0.0043,0.0115,1.0913,0.0251,0.0057,0.0097,0.0023,0.0194,0.0124,0.0222,0.0049,0.0039,0.0078,0.0028,0.0042,0.0608,0.0021,0.0021,0.0021,0.002,0.0032,0.0022,0.0043,0.0016,0.0055,0.0022,0.0013,0.0031,0.0024,0.0027,0.0049,0.0015,0.0032,0.0018,0.0036,0
"TTL_24A",0.0067,0.0052,0.0037,0.0102,0.0268,0.0237,0.0139,0.0131,0.0087,0.0111,0.0154,0.0103,0.0194,0.0112,0.0029,0.0179,0.014,1.2423,0.0237,0.1906,0.0069,0.0641,0.1217,0.0947,0.0426,0.0338,0.0345,0.0065,0.017,0.0221,0.0033,0.0079,0.01,0.0075,0.0077,0.0059,0.0032,0.0059,0.0046,0.0026,0.0014,0.0025,0.0024,0.0036,0.0046,0.0023,0.0023,0.0032,0.0036,0
"TTL_24B",0.0057,0.0034,0.0024,0.0057,0.0056,0.009,0.0053,0.0057,0.0201,0.0063,0.0142,0.0137,0.0045,0.0078,0.0026,0.0131,0.0068,0.1455,1.6455,0.1299,0.0236,0.1943,0.0691,0.0877,0.0448,0.0565,0.0397,0.0032,0.0093,0.0163,0.0033,0.0032,0.0062,0.0029,0.0044,0.0038,0.0033,0.0072,0.0062,0.0032,0.0012,0.0015,0.0024,0.0028,0.0041,0.0016,0.002,0.0022,0.0033,0
"TTL_25",0.0137,0.0102,0.0083,0.0178,0.0094,0.0266,0.0129,0.0162,0.0285,0.0199,0.0408,0.0335,0.0083,0.0234,0.0073,0.0392,0.0252,0.0551,0.0633,1.1078,0.0192,0.0822,0.079,0.1632,0.0561,0.0474,0.0402,0.0054,0.0265,0.0604,0.0066,0.0085,0.0272,0.0061,0.0112,0.0132,0.0083,0.006,0.0115,0.0066,0.0027,0.0046,0.005,0.0071,0.0098,0.0034,0.0044,0.0056,0.0076,0
"TTL_26",0.004,0.0023,0.0013,0.0031,0.0021,0.0036,0.0029,0.0037,0.0059,0.008,0.0085,0.0077,0.0021,0.0083,0.0032,0.0099,0.0058,0.0089,0.0107,0.0099,1.0383,0.0221,0.0155,0.0247,0.0328,0.0265,0.0102,0.002,0.0062,0.0062,0.0039,0.0024,0.0032,0.0023,0.003,0.0024,0.0025,0.004,0.0128,0.0069,0.0019,0.0011,0.0048,0.0035,0.0054,0.0016,0.003,0.0016,0.0053,0
"TTL_27",0.0038,0.0012,7e-04,0.0021,0.0015,0.0029,0.002,0.0032,0.0031,0.0022,0.0065,0.0031,0.0014,0.0027,0.0011,0.0051,0.002,0.0113,0.0121,0.0075,0.0047,1.0415,0.0229,0.0122,0.0073,0.0077,0.0052,0.0011,0.0052,0.0159,0.0012,0.0012,0.0015,0.001,0.0023,0.0011,0.0016,7e-04,0.0047,0.0019,7e-04,0.0011,0.0016,0.0019,0.0021,9e-04,0.001,0.0013,0.0022,0
"TTL_28",0.0132,0.0098,0.0023,0.029,0.0161,0.0411,0.0206,0.027,0.011,0.0059,0.0112,0.0112,0.0123,0.0114,0.0029,0.0132,0.0069,0.0144,0.0134,0.0144,0.0028,0.0161,1.0793,0.0547,0.021,0.0172,0.0151,0.006,0.0248,0.0253,0.0036,0.0047,0.0054,0.0053,0.0125,0.0043,0.0033,0.0031,0.0051,0.0034,0.0013,0.0019,0.0022,0.0045,0.0043,0.0031,0.002,0.002,0.0049,0
"TTL_29",0.0067,0.0041,0.0051,0.01,0.0039,0.0121,0.0109,0.0066,0.0093,0.0056,0.0125,0.0098,0.0034,0.0069,0.0033,0.0078,0.008,0.0108,0.0071,0.0081,0.0029,0.0083,0.0462,1.2664,0.0115,0.0169,0.0078,0.0025,0.0141,0.0065,0.0104,0.0086,0.005,0.0037,0.0138,0.0114,0.0031,0.0036,0.003,0.0021,0.0013,0.0011,0.0028,0.0074,0.0041,0.0024,0.0025,0.0019,0.0034,0
"TTL_301",1e-04,1e-04,5e-04,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04,0,1e-04,1e-04,1e-04,1e-04,1e-04,0,1e-04,2e-04,2e-04,1.1064,0.0121,2e-04,1e-04,1e-04,1e-04,1e-04,2e-04,0.0053,5e-04,3e-04,4e-04,1e-04,0,0,0,1e-04,1e-04,1e-04,1e-04,8e-04,0,0,1e-04,1e-04,0
"TTL_302T309",0.0012,0.001,0.0026,0.0025,8e-04,0.0015,0.0012,0.0011,0.0015,0.0013,0.0021,0.0014,9e-04,0.0015,7e-04,0.0017,0.0012,0.0018,0.0016,0.0018,6e-04,0.0017,0.0031,0.0048,0.0354,1.2776,0.0028,9e-04,0.002,0.0014,9e-04,0.0041,0.0248,0.008,0.0041,0.007,8e-04,5e-04,7e-04,6e-04,0.0014,5e-04,9e-04,0.001,0.0121,5e-04,6e-04,8e-04,0.0011,0
"TTL_31T33",0.0039,0.0158,0.0067,0.0027,0.0016,0.0032,0.0028,0.0028,0.0054,0.0077,0.0182,0.0068,0.0019,0.0065,0.0033,0.0079,0.0054,0.0075,0.0072,0.0059,0.0027,0.0092,0.0104,0.0096,0.0049,0.005,1.0297,0.0019,0.0113,0.0133,0.0057,0.0034,0.0031,0.0025,0.0049,0.0029,0.0057,0.0021,0.0039,0.003,0.0024,0.0025,0.0031,0.0057,0.0041,0.002,0.0122,0.0055,0.0054,0
"TTL_35",0.0269,0.0159,0.0105,0.0329,0.0157,0.0673,0.0456,0.0098,0.0332,0.042,0.0425,0.0499,0.0212,0.0471,0.0154,0.0456,0.0441,0.0719,0.0646,0.0371,0.01,0.0285,0.0254,0.0309,0.0159,0.0169,0.0216,1.0512,0.0152,0.0171,0.0245,0.0141,0.0161,0.0159,0.0672,0.0151,0.0391,0.008,0.0123,0.0078,0.0071,0.0276,0.0117,0.01,0.0106,0.0139,0.0138,0.0179,0.0156,0
"TTL_36T39",0.0026,0.0016,0.001,0.0028,0.0031,0.0026,0.0034,0.0026,0.0039,0.0041,0.003,0.0036,0.003,0.0063,0.0021,0.004,0.0032,0.0048,0.0033,0.003,0.001,0.0024,0.0023,0.0026,0.0015,0.0016,0.0023,0.0073,1.0547,0.002,0.0026,0.0016,0.0022,0.0019,0.0054,0.003,0.0052,9e-04,0.0012,9e-04,0.0016,0.0018,0.0015,0.0017,0.0043,0.002,0.0023,0.0025,0.0027,0
"TTL_41T43",0.0115,0.006,0.0042,0.0176,0.0091,0.0208,0.0314,0.0217,0.0088,0.0073,0.0085,0.0096,0.0152,0.0086,0.0044,0.0087,0.0098,0.0124,0.0089,0.0078,0.0027,0.0062,0.0063,0.0071,0.0047,0.0047,0.0057,0.0218,0.0068,1.005,0.0077,0.0123,0.008,0.0084,0.0187,0.0096,0.0091,0.003,0.008,0.0031,0.0082,0.0432,0.0046,0.0045,0.0313,0.009,0.0056,0.0079,0.0144,0
"TTL_45T47",0.2255,0.1618,0.0643,0.1003,0.0525,0.117,0.0868,0.0746,0.3093,0.21,0.2187,0.206,0.0677,0.2341,0.1559,0.2518,0.1448,0.2135,0.166,0.1792,0.0475,0.1753,0.1905,0.2913,0.1173,0.1595,0.1548,0.0596,0.0915,0.1415,1.0629,0.1188,0.1071,0.1211,0.0805,0.0814,0.0799,0.0548,0.056,0.0336,0.0242,0.0224,0.035,0.0531,0.0626,0.0433,0.0584,0.0398,0.0447,0
"TTL_49",0.029,0.0263,0.0112,0.0216,0.0141,0.0224,0.0193,0.0209,0.041,0.0263,0.0539,0.0345,0.0237,0.0293,0.0143,0.0344,0.0366,0.0523,0.0349,0.0399,0.0098,0.0309,0.0353,0.0438,0.0204,0.0314,0.0293,0.0199,0.0211,0.0304,0.0218,1.0604,0.0294,0.0285,0.0581,0.0328,0.0156,0.0146,0.0187,0.0159,0.0104,0.0075,0.0141,0.0163,0.0147,0.0309,0.0137,0.0248,0.0111,0
"TTL_50",0.0022,0.0021,0.0016,0.002,0.0039,0.0023,0.0056,0.0036,0.0029,0.0022,0.0037,0.0025,0.0078,0.0027,0.0013,0.0027,0.003,0.0037,0.0028,0.0027,8e-04,0.0025,0.0026,0.0034,0.0015,0.0022,0.0021,0.0022,0.0017,0.0023,0.0017,0.0028,1.1279,0.0045,0.0152,0.0192,0.0012,9e-04,0.001,7e-04,7e-04,4e-04,0.0014,0.0012,0.0031,0.001,9e-04,8e-04,9e-04,0
"TTL_51",0.004,0.0065,0.0021,0.0029,0.0026,0.0036,0.0034,0.0065,0.0064,0.0056,0.0102,0.0071,0.0053,0.0054,0.0029,0.0073,0.0059,0.007,0.0061,0.0065,0.002,0.005,0.0062,0.0076,0.0036,0.0043,0.0061,0.0045,0.0074,0.0044,0.0039,0.0046,0.0055,1.0042,0.0073,0.0037,0.0039,0.0033,0.0044,0.0066,0.0045,0.0029,0.0041,0.0063,0.0051,0.0021,0.0033,0.0026,0.0033,0
"TTL_52",0.0145,0.0114,0.0261,0.0094,0.0052,0.0104,0.0311,0.0068,0.02,0.0161,0.0298,0.0188,0.0089,0.0151,0.0089,0.0187,0.0216,0.0202,0.0153,0.0173,0.0091,0.0137,0.0154,0.02,0.0088,0.0123,0.0161,0.0187,0.0177,0.0123,0.035,0.0411,0.0898,0.0972,1.1258,0.054,0.0095,0.0079,0.0071,0.0066,0.0033,0.0026,0.0063,0.0076,0.0077,0.0051,0.006,0.0086,0.0058,0
"TTL_53",0.0061,0.0045,0.0025,0.0035,0.0025,0.0042,0.0039,0.0036,0.0082,0.006,0.0067,0.0066,0.0032,0.0066,0.0043,0.007,0.0048,0.0068,0.0054,0.0058,0.002,0.0083,0.0076,0.0081,0.0037,0.005,0.0054,0.0035,0.0069,0.0045,0.0225,0.0232,0.0726,0.0051,0.0127,1.0171,0.0096,0.0074,0.0042,0.0076,0.0052,0.0016,0.0053,0.0072,0.0037,0.003,0.0055,0.0042,0.0075,0
"TTL_55T56",0.0079,0.0098,0.004,0.0051,0.0048,0.0074,0.0071,0.0146,0.01,0.0092,0.0127,0.011,0.0051,0.0076,0.0056,0.0112,0.0096,0.0121,0.0092,0.0108,0.0044,0.0073,0.0098,0.0096,0.0063,0.0074,0.0111,0.012,0.0163,0.0065,0.0111,0.0066,0.0089,0.043,0.0108,0.0198,1.0221,0.0098,0.015,0.0196,0.0142,0.0122,0.0181,0.0218,0.0095,0.0078,0.024,0.0151,0.0133,0
"TTL_58T60",0.0094,0.0077,0.0038,0.0067,0.0083,0.0085,0.0079,0.0088,0.013,0.0107,0.0112,0.0113,0.0073,0.0103,0.0096,0.0115,0.0085,0.0112,0.0091,0.0108,0.0061,0.0088,0.0105,0.0111,0.0075,0.0103,0.0111,0.0082,0.009,0.0094,0.0157,0.0081,0.0112,0.0084,0.0121,0.0081,0.0181,1.2063,0.1374,0.0245,0.0111,0.0051,0.0205,0.0169,0.0166,0.0215,0.0132,0.0106,0.017,0
"TTL_61",0.0099,0.0116,0.004,0.0085,0.0077,0.0086,0.0116,0.0168,0.0119,0.0106,0.0131,0.0122,0.0073,0.0099,0.0087,0.0124,0.0104,0.0125,0.0101,0.0119,0.0054,0.0094,0.0114,0.0114,0.0073,0.0089,0.0117,0.0096,0.0142,0.0129,0.0174,0.0113,0.0124,0.0103,0.0175,0.0125,0.0156,0.0118,1.1312,0.0201,0.0148,0.008,0.0161,0.0168,0.0183,0.0133,0.0105,0.01,0.0138,0
"TTL_62T63",0.0155,0.0153,0.0083,0.0128,0.0242,0.0244,0.0165,0.0173,0.0221,0.023,0.0282,0.0235,0.0201,0.0187,0.0175,0.0239,0.0218,0.0269,0.0221,0.0266,0.0138,0.0183,0.0274,0.023,0.0181,0.0292,0.0245,0.0241,0.0275,0.0199,0.0296,0.0187,0.0194,0.016,0.0199,0.0181,0.0256,0.0306,0.0393,1.0588,0.0309,0.0091,0.0462,0.0483,0.0501,0.0132,0.0237,0.0193,0.0333,0
"TTL_64T66",0.0624,0.0409,0.1633,0.0585,0.07,0.0683,0.1141,0.131,0.0686,0.0626,0.0566,0.0503,0.0668,0.0529,0.0378,0.061,0.0632,0.0876,0.0813,0.0687,0.027,0.0636,0.0667,0.072,0.0465,0.053,0.0668,0.0702,0.0559,0.05,0.0788,0.1013,0.2201,0.0702,0.0792,0.0897,0.0671,0.0367,0.0496,0.0449,1.3454,0.1125,0.0735,0.0954,0.0762,0.0277,0.0792,0.0529,0.1347,0
"TTL_68",0.0567,0.033,0.0153,0.018,0.0169,0.0217,0.0242,0.024,0.0466,0.0393,0.038,0.0384,0.0167,0.0301,0.0302,0.0398,0.0271,0.0328,0.0295,0.0376,0.0242,0.028,0.0315,0.0396,0.0417,0.0383,0.0342,0.0246,0.0387,0.0338,0.0834,0.031,0.0382,0.0302,0.1051,0.0385,0.0949,0.0347,0.0536,0.0349,0.0517,1.049,0.0571,0.0408,0.0347,0.0412,0.0751,0.0902,0.1167,0
"TTL_69T75",0.0719,0.0597,0.0331,0.1088,0.1122,0.1066,0.1497,0.1687,0.1162,0.1184,0.1055,0.0974,0.0934,0.1018,0.1372,0.1105,0.0965,0.1137,0.092,0.1142,0.1413,0.0887,0.1286,0.1249,0.0967,0.1206,0.1076,0.0899,0.1196,0.101,0.1372,0.075,0.1013,0.0657,0.0784,0.0818,0.1744,0.099,0.1311,0.1189,0.1057,0.0537,1.1224,0.1173,0.0814,0.0386,0.0997,0.089,0.0918,0
"TTL_77T82",0.0409,0.037,0.0158,0.046,0.0341,0.0412,0.0529,0.072,0.0516,0.0536,0.0493,0.0615,0.0329,0.049,0.0356,0.0529,0.0463,0.0697,0.0611,0.0648,0.0292,0.0437,0.0505,0.0575,0.0403,0.0524,0.048,0.0542,0.063,0.0454,0.0675,0.0652,0.1028,0.0749,0.076,0.0637,0.0579,0.0578,0.1104,0.0994,0.0424,0.0397,0.0665,1.0845,0.0417,0.0215,0.0624,0.0468,0.05,0
"TTL_84",0.0153,0.0266,0.02,0.0146,0.0121,0.0218,0.023,0.0171,0.0184,0.0183,0.0244,0.0198,0.0132,0.0188,0.0098,0.0194,0.0184,0.0269,0.0236,0.0181,0.007,0.0148,0.0151,0.0176,0.0106,0.0124,0.0162,0.0231,0.0578,0.0119,0.0179,0.0415,0.0265,0.0149,0.0294,0.0156,0.0204,0.01,0.0138,0.0117,0.0971,0.0198,0.0198,0.033,1.0171,0.0119,0.0206,0.0324,0.0251,0
"TTL_85",0.0022,0.0019,0.0014,0.0016,0.0014,0.0021,0.0023,0.0035,0.003,0.0028,0.0033,0.0038,0.0015,0.0024,0.0017,0.0033,0.0026,0.0032,0.0025,0.0029,0.0012,0.0021,0.0027,0.0028,0.0017,0.0021,0.0029,0.0032,0.0042,0.0019,0.004,0.0019,0.0022,0.0064,0.0031,0.0027,0.0037,0.0024,0.0031,0.0049,0.0038,0.0026,0.0046,0.005,0.0046,1.0067,0.0037,0.0073,0.0072,0
"TTL_86T88",3e-04,4e-04,3e-04,3e-04,2e-04,3e-04,3e-04,3e-04,4e-04,3e-04,4e-04,3e-04,2e-04,4e-04,3e-04,4e-04,3e-04,4e-04,4e-04,3e-04,1e-04,3e-04,3e-04,4e-04,2e-04,2e-04,3e-04,3e-04,6e-04,3e-04,3e-04,5e-04,4e-04,3e-04,4e-04,3e-04,3e-04,2e-04,2e-04,2e-04,0.0012,2e-04,4e-04,5e-04,0.0081,8e-04,1.0263,0.0011,0.0013,0
"TTL_90T93",0.0014,0.0011,5e-04,8e-04,7e-04,9e-04,0.001,0.0015,0.0017,0.0013,0.0016,0.0015,7e-04,0.0012,0.001,0.0016,0.0012,0.0016,0.0012,0.0014,7e-04,0.001,0.0014,0.0015,9e-04,0.0011,0.0014,0.0011,0.0017,0.0011,0.0019,0.0012,0.0012,0.0017,0.002,0.0013,0.003,0.0168,0.0123,0.0021,0.0016,0.0013,0.003,0.0023,0.0015,0.0015,0.0017,1.0341,0.0039,0
"TTL_94T96",0.0021,0.0046,0.001,0.0014,0.0012,0.0015,0.0019,0.003,0.0025,0.0021,0.0025,0.0022,0.0012,0.0019,0.0014,0.0022,0.0021,0.0026,0.0021,0.0022,8e-04,0.0016,0.0018,0.0022,0.0014,0.0016,0.002,0.0015,0.0037,0.002,0.0032,0.002,0.0024,0.0023,0.0071,0.0052,0.0036,0.0013,0.0029,0.0015,0.0033,0.0013,0.0028,0.0033,0.0031,0.0017,0.0039,0.0032,1.0108,0
"TTL_97T98",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"TOTAL",2.2477,2.0066,1.6155,1.9168,1.7921,2.1037,2.0142,1.8965,2.6263,2.2861,2.4241,2.3238,2.4584,2.4053,1.8484,2.4976,2.0968,2.6394,2.6533,2.3365,1.5002,2.2199,2.285,2.7862,1.9171,2.1792,2.0232,1.8936,1.893,1.9839,1.7724,1.9902,2.4445,2.1672,2.0584,1.8778,1.8775,1.7143,1.9294,1.6085,1.8526,1.4907,1.6205,1.7111,1.7254,1.4478,1.6795,1.6248,1.7532,1
