"","D01","D02","D03","D05","D06","D07","D08","D09","D10T12","D13T15","D16","D17T18","D19","D20","D21","D22","D23","D24A","D24B","D25","D26","D27","D28","D29","D301","D302T309","D31T33","D35","D36T39","D41T43","D45T47","D49","D50","D51","D52","D53","D55T56","D58T60","D61","D62T63","D64T66","D68","D69T75","D77T82","D84","D85","D86T88","D90T93","D94T96","D97T98"
"TTL_16",0.003,0.0016,0.0044,0.0031,0.0012,0.0037,0.0035,0.0034,0.0036,0.0029,1.2402,0.0243,0.0015,0.0026,0.0013,0.0092,0.0047,0.0034,0.0078,0.0049,0.0014,0.0046,0.0057,0.0105,0.005,0.0025,0.0299,0.0015,0.0017,0.0343,0.0028,0.0043,0.0014,0.0012,0.0029,0.0019,0.0029,0.0013,0.0023,0.0026,9e-04,0.0037,0.0012,0.002,0.0025,0.0027,0.0018,0.0016,0.0024,0
"TTL_17T18",0.0107,0.0039,0.0029,0.0065,0.0037,0.0098,0.0073,0.0065,0.0459,0.0222,0.0184,1.2195,0.0036,0.0233,0.0151,0.0355,0.0178,0.0198,0.0185,0.017,0.0051,0.0178,0.0163,0.0189,0.0069,0.0089,0.0224,0.0037,0.0078,0.0097,0.0118,0.0068,0.0074,0.0047,0.0162,0.0122,0.0129,0.0197,0.0073,0.0095,0.006,0.0028,0.0086,0.0103,0.0095,0.0122,0.0091,0.0081,0.0105,0
"TTL_19",0.0352,0.0345,0.028,0.0503,0.0177,0.0609,0.0446,0.0347,0.0223,0.0212,0.031,0.0281,1.0408,0.0486,0.0085,0.0287,0.0528,0.0385,0.0193,0.0177,0.0044,0.0244,0.0173,0.016,0.0077,0.0087,0.0153,0.0523,0.0236,0.031,0.009,0.0852,0.1072,0.1743,0.0263,0.0543,0.01,0.0048,0.006,0.0057,0.0087,0.0071,0.0059,0.0104,0.0264,0.0206,0.0075,0.0085,0.0102,0
"TTL_20",0.1257,0.0132,0.005,0.0485,0.0248,0.0599,0.0347,0.0298,0.0569,0.2218,0.0559,0.1118,0.0268,1.3197,0.0695,0.2998,0.0514,0.0349,0.0211,0.0453,0.0151,0.0413,0.0347,0.0539,0.0202,0.017,0.0596,0.0148,0.0227,0.03,0.0088,0.0087,0.0108,0.0096,0.015,0.0132,0.0115,0.0071,0.0078,0.0058,0.0043,0.0079,0.0101,0.0123,0.0179,0.0094,0.0119,0.0074,0.0157,0
"TTL_21",0.0094,0.0014,5e-04,0.002,0.0012,0.0025,0.0017,0.0017,0.0054,0.0072,0.0036,0.0043,0.0013,0.0124,1.177,0.0092,0.0024,0.0025,0.0017,0.0025,0.001,0.0022,0.0022,0.0028,0.0016,0.0018,0.0028,0.001,0.0013,0.002,0.001,8e-04,0.001,9e-04,9e-04,8e-04,0.0011,6e-04,8e-04,6e-04,6e-04,5e-04,0.0023,9e-04,0.0027,6e-04,0.0226,0.0018,0.001,0
"TTL_22",0.0121,0.0049,0.0021,0.015,0.004,0.0204,0.0118,0.0133,0.0321,0.0184,0.0173,0.0243,0.0042,0.0301,0.0153,1.085,0.0147,0.0188,0.0118,0.0191,0.007,0.0214,0.0301,0.0632,0.0117,0.0169,0.0488,0.0033,0.0079,0.0285,0.0088,0.005,0.0053,0.0031,0.0069,0.023,0.0098,0.005,0.0075,0.0034,0.0021,0.0026,0.0044,0.0054,0.0071,0.0033,0.0069,0.003,0.0053,0
"TTL_23",0.0031,0.005,9e-04,0.0066,0.0049,0.014,0.0101,0.0104,0.0094,0.0058,0.014,0.0051,0.0042,0.0066,0.0038,0.0113,1.0975,0.0263,0.0054,0.0094,0.0023,0.0182,0.0118,0.0208,0.0045,0.0034,0.0075,0.0031,0.004,0.0605,0.0019,0.002,0.0019,0.0017,0.003,0.0019,0.0038,0.0014,0.0048,0.002,0.0012,0.0033,0.0024,0.0023,0.0049,0.0015,0.0027,0.0016,0.0035,0
"TTL_24A",0.0051,0.0031,0.0021,0.008,0.0248,0.0219,0.0119,0.0122,0.0067,0.0101,0.0132,0.0082,0.0158,0.0095,0.002,0.0151,0.0117,1.2195,0.0191,0.1615,0.006,0.0488,0.0979,0.0734,0.0326,0.0255,0.028,0.0045,0.0112,0.018,0.0025,0.0056,0.0076,0.005,0.0056,0.004,0.0023,0.0043,0.0033,0.0017,0.001,0.0022,0.0018,0.0026,0.0034,0.0017,0.0017,0.0021,0.0025,0
"TTL_24B",0.0045,0.0022,0.0015,0.0045,0.0046,0.0078,0.0045,0.0051,0.0157,0.0052,0.0123,0.0113,0.0034,0.0065,0.0018,0.0106,0.0055,0.119,1.5433,0.1053,0.0197,0.1408,0.0538,0.0656,0.0333,0.0416,0.0317,0.0029,0.0063,0.0128,0.0025,0.0024,0.0049,0.0018,0.0033,0.0026,0.0024,0.0053,0.0045,0.0021,8e-04,0.0013,0.0018,0.002,0.0033,0.0013,0.0016,0.0015,0.0023,0
"TTL_25",0.0135,0.0077,0.006,0.0179,0.0104,0.0286,0.0138,0.0187,0.0271,0.0211,0.0416,0.033,0.0087,0.0248,0.0061,0.0393,0.0249,0.0567,0.0624,1.1091,0.0193,0.0755,0.0779,0.1528,0.053,0.0433,0.0398,0.0057,0.0217,0.0602,0.006,0.0078,0.0265,0.0046,0.0104,0.0108,0.0075,0.0051,0.0101,0.0055,0.0024,0.005,0.0047,0.0061,0.0094,0.0034,0.004,0.0045,0.0066,0
"TTL_26",0.0042,0.002,0.0011,0.0031,0.0023,0.0042,0.0033,0.0046,0.006,0.0092,0.0094,0.008,0.0021,0.0092,0.003,0.0102,0.0061,0.0098,0.0114,0.0109,1.0459,0.0226,0.0171,0.0258,0.0329,0.0266,0.0119,0.0021,0.0054,0.0063,0.0037,0.0023,0.0033,0.0019,0.003,0.0021,0.0024,0.0039,0.0134,0.0065,0.002,0.0012,0.0048,0.0033,0.0056,0.0017,0.0031,0.0017,0.005,0
"TTL_27",0.0035,0.001,5e-04,0.0021,0.0016,0.0032,0.0022,0.0036,0.0028,0.0022,0.0087,0.0031,0.0014,0.0028,0.001,0.0051,0.0021,0.0118,0.0112,0.0071,0.0045,1.0372,0.0232,0.0111,0.0063,0.0066,0.0053,0.0011,0.0043,0.0154,0.0011,0.0011,0.0014,8e-04,0.0021,9e-04,0.0014,6e-04,0.0041,0.0016,6e-04,0.0012,0.0015,0.0016,0.002,9e-04,9e-04,0.0011,0.0022,0
"TTL_28",0.0118,0.007,0.0015,0.0269,0.0166,0.0435,0.0206,0.0292,0.0092,0.0052,0.0109,0.01,0.0112,0.0104,0.0023,0.0114,0.0063,0.0138,0.0126,0.0132,0.0026,0.013,1.0734,0.0449,0.0183,0.0146,0.0133,0.0052,0.0179,0.0215,0.0029,0.0036,0.0043,0.0039,0.0109,0.0033,0.0026,0.0025,0.004,0.0026,0.0011,0.0018,0.0019,0.0039,0.0036,0.0026,0.0017,0.0016,0.0041,0
"TTL_29",0.0087,0.0045,0.0052,0.0137,0.0054,0.0192,0.0158,0.01,0.0121,0.0077,0.0187,0.0134,0.0043,0.0094,0.004,0.0102,0.0112,0.0157,0.0094,0.0111,0.004,0.0099,0.0611,1.3383,0.0163,0.0232,0.0111,0.0033,0.0174,0.0084,0.0123,0.0123,0.0061,0.0041,0.0169,0.0128,0.0037,0.0044,0.0035,0.0023,0.0015,0.0015,0.0034,0.0091,0.0054,0.0033,0.0031,0.0025,0.0041,0
"TTL_301",1e-04,1e-04,5e-04,1e-04,1e-04,1e-04,2e-04,1e-04,1e-04,1e-04,2e-04,1e-04,1e-04,1e-04,0,1e-04,1e-04,1e-04,1e-04,1e-04,0,1e-04,2e-04,3e-04,1.1365,0.0156,3e-04,1e-04,1e-04,1e-04,1e-04,2e-04,0.0087,4e-04,5e-04,5e-04,1e-04,0,0,0,1e-04,1e-04,1e-04,1e-04,0.0011,0,1e-04,1e-04,1e-04,0
"TTL_302T309",0.0011,8e-04,0.0019,0.0025,8e-04,0.0015,0.0013,0.0012,0.0013,0.0011,0.0022,0.0013,9e-04,0.0013,6e-04,0.0014,0.0011,0.0017,0.0013,0.0016,5e-04,0.0014,0.0029,0.0051,0.0349,1.2673,0.0028,8e-04,0.0017,0.0012,8e-04,0.0041,0.0296,0.0057,0.004,0.0064,6e-04,5e-04,6e-04,5e-04,0.0011,5e-04,8e-04,8e-04,0.0124,4e-04,6e-04,7e-04,0.0012,0
"TTL_31T33",0.0041,0.0149,0.0064,0.0027,0.0018,0.0037,0.0033,0.0034,0.0052,0.0084,0.0136,0.0069,0.002,0.0068,0.0031,0.0078,0.0055,0.0078,0.0062,0.0058,0.0029,0.0086,0.0105,0.0092,0.0056,0.005,1.032,0.002,0.011,0.0147,0.0055,0.0034,0.0032,0.0023,0.0049,0.0027,0.0056,0.0019,0.0034,0.0029,0.0024,0.0028,0.0031,0.0057,0.0046,0.0021,0.0128,0.0051,0.0052,0
"TTL_35",0.0237,0.0116,0.0074,0.0329,0.0147,0.0738,0.048,0.0099,0.0275,0.036,0.0382,0.0426,0.0193,0.0424,0.0117,0.0394,0.0379,0.0688,0.0576,0.0333,0.0101,0.0229,0.0226,0.0262,0.0137,0.0142,0.0197,1.0566,0.0139,0.016,0.0226,0.0123,0.0137,0.013,0.0594,0.0125,0.0355,0.0068,0.0113,0.0068,0.0064,0.0289,0.0108,0.0087,0.0091,0.0119,0.0121,0.0164,0.0143,0
"TTL_36T39",0.0025,0.0014,7e-04,0.0027,0.0032,0.0029,0.0039,0.0028,0.0034,0.0039,0.0029,0.0034,0.003,0.0061,0.0015,0.0036,0.0031,0.0048,0.0031,0.0028,0.001,0.002,0.0021,0.0023,0.0013,0.0015,0.0022,0.0083,1.057,0.002,0.0024,0.0015,0.002,0.0016,0.005,0.0027,0.0048,8e-04,0.0011,8e-04,0.0015,0.002,0.0015,0.0017,0.0046,0.0022,0.0022,0.0026,0.0028,0
"TTL_41T43",0.0119,0.0056,0.0036,0.0203,0.0129,0.0269,0.0406,0.03,0.0086,0.0075,0.0087,0.0099,0.0224,0.0093,0.004,0.0085,0.0103,0.0136,0.0092,0.008,0.003,0.0058,0.0064,0.0071,0.0046,0.0045,0.0059,0.0259,0.0067,1.0056,0.0081,0.0125,0.0085,0.0089,0.0201,0.0095,0.0097,0.0028,0.0076,0.003,0.0079,0.0449,0.0047,0.0044,0.0327,0.0095,0.0055,0.0082,0.0151,0
"TTL_45T47",0.2412,0.1513,0.0508,0.0939,0.0527,0.1232,0.0896,0.0819,0.3136,0.2072,0.2204,0.2078,0.0639,0.2246,0.1763,0.2394,0.1444,0.2153,0.1569,0.1763,0.0514,0.1604,0.1908,0.3025,0.1228,0.1586,0.1598,0.0523,0.0851,0.1419,1.0622,0.1082,0.0945,0.0973,0.0747,0.0696,0.0762,0.0493,0.0519,0.0306,0.0223,0.0237,0.0339,0.0513,0.0597,0.0434,0.0605,0.0393,0.0422,0
"TTL_49",0.0293,0.0233,0.0084,0.0194,0.0149,0.0258,0.0197,0.0231,0.0389,0.0244,0.0513,0.0324,0.0218,0.0266,0.0135,0.031,0.0341,0.0498,0.0314,0.0368,0.0092,0.0263,0.0323,0.0405,0.0187,0.0292,0.0284,0.0178,0.0194,0.0296,0.0197,1.0555,0.0275,0.0245,0.0508,0.0293,0.014,0.0137,0.0172,0.0135,0.0095,0.0078,0.0132,0.0153,0.0141,0.0306,0.0127,0.0245,0.0105,0
"TTL_50",0.0021,0.0016,0.0012,0.0017,0.0038,0.0023,0.006,0.0038,0.0026,0.0021,0.0035,0.0023,0.0077,0.0023,0.0013,0.0024,0.0027,0.0034,0.0024,0.0025,8e-04,0.0021,0.0024,0.0032,0.0014,0.0021,0.002,0.0018,0.0014,0.0022,0.0015,0.0024,1.136,0.0039,0.0154,0.015,0.001,8e-04,9e-04,6e-04,6e-04,4e-04,0.0016,0.0011,0.0026,0.001,8e-04,7e-04,7e-04,0
"TTL_51",0.0041,0.0064,0.0018,0.0028,0.0026,0.004,0.0039,0.0077,0.0062,0.0054,0.0103,0.0068,0.0051,0.0052,0.0032,0.0069,0.0058,0.007,0.0056,0.0064,0.0021,0.0044,0.006,0.0076,0.0036,0.0042,0.0062,0.0045,0.0077,0.0045,0.0038,0.0045,0.006,1.0038,0.0071,0.0036,0.0039,0.0033,0.0044,0.0061,0.0046,0.0034,0.0042,0.0067,0.005,0.0022,0.0034,0.0029,0.0035,0
"TTL_52",0.0153,0.0105,0.0222,0.0093,0.0054,0.0125,0.043,0.0077,0.0201,0.0164,0.0321,0.0191,0.0085,0.0148,0.0094,0.0182,0.0223,0.021,0.0152,0.0176,0.0078,0.0125,0.0153,0.0201,0.0088,0.0121,0.0163,0.022,0.02,0.0127,0.0343,0.0438,0.0875,0.0998,1.1207,0.063,0.0092,0.0078,0.0069,0.0064,0.0031,0.003,0.0062,0.0077,0.0077,0.0053,0.0061,0.0086,0.006,0
"TTL_53",0.0062,0.0041,0.002,0.0033,0.0026,0.0046,0.0042,0.004,0.0079,0.0056,0.0067,0.0063,0.0031,0.0061,0.0044,0.0063,0.0047,0.0068,0.0051,0.0056,0.002,0.0068,0.0072,0.0079,0.0036,0.0047,0.0054,0.0034,0.0069,0.0045,0.0206,0.0319,0.0741,0.0045,0.0128,1.0193,0.0089,0.007,0.004,0.007,0.0052,0.0017,0.0051,0.0067,0.0037,0.0032,0.0052,0.0045,0.0076,0
"TTL_55T56",0.008,0.0087,0.0035,0.0052,0.0054,0.0085,0.0083,0.0171,0.0094,0.0086,0.0125,0.0103,0.0051,0.0075,0.0051,0.0103,0.0091,0.0119,0.0085,0.0103,0.0043,0.0063,0.0092,0.009,0.0059,0.0068,0.011,0.0131,0.0168,0.0066,0.0109,0.0073,0.0093,0.0444,0.0112,0.0201,1.0212,0.0103,0.0152,0.0172,0.0143,0.0142,0.018,0.0221,0.01,0.0083,0.0228,0.0182,0.0141,0
"TTL_58T60",0.0093,0.0065,0.0031,0.0063,0.0084,0.0093,0.0085,0.0097,0.0121,0.0102,0.0107,0.0105,0.0067,0.0096,0.0086,0.0104,0.0079,0.0108,0.0083,0.0102,0.0054,0.0075,0.0099,0.0102,0.0069,0.009,0.0103,0.008,0.0084,0.0095,0.0148,0.0075,0.0109,0.0074,0.0119,0.0071,0.0198,1.1892,0.1321,0.0234,0.0106,0.0055,0.019,0.0155,0.0163,0.0255,0.0121,0.0111,0.0169,0
"TTL_61",0.0103,0.0105,0.0036,0.0089,0.0086,0.0102,0.014,0.02,0.0115,0.0107,0.0132,0.0119,0.0073,0.01,0.0075,0.0118,0.0103,0.0129,0.0099,0.0119,0.0055,0.0086,0.0114,0.0111,0.007,0.0083,0.012,0.0108,0.0146,0.0142,0.0173,0.0128,0.0137,0.0103,0.019,0.0121,0.0153,0.0114,1.125,0.0187,0.015,0.0095,0.0164,0.0177,0.0198,0.0154,0.0104,0.0112,0.0151,0
"TTL_62T63",0.0157,0.0132,0.0071,0.0128,0.0288,0.0315,0.0187,0.0201,0.0209,0.022,0.0277,0.0223,0.0208,0.0186,0.0156,0.022,0.0206,0.027,0.0211,0.0263,0.0136,0.016,0.0277,0.022,0.0167,0.0258,0.0244,0.0253,0.0276,0.021,0.0287,0.0185,0.0196,0.0145,0.02,0.0162,0.0248,0.0301,0.0381,1.0537,0.0304,0.0101,0.0462,0.0483,0.0501,0.0145,0.0229,0.0212,0.0355,0
"TTL_64T66",0.0621,0.0359,0.1689,0.0623,0.0808,0.0828,0.1294,0.1701,0.0628,0.0583,0.0549,0.0466,0.0664,0.05,0.0331,0.0548,0.0591,0.0848,0.074,0.0635,0.0262,0.053,0.0624,0.0672,0.0445,0.0499,0.0645,0.0704,0.056,0.0511,0.0747,0.1041,0.2417,0.0669,0.0798,0.0753,0.0631,0.0343,0.0464,0.0392,1.3498,0.1168,0.071,0.086,0.0834,0.0267,0.0783,0.0573,0.1259,0
"TTL_68",0.0597,0.0337,0.0151,0.0199,0.0204,0.0272,0.031,0.0312,0.0491,0.0423,0.0417,0.0412,0.0183,0.0331,0.0329,0.0418,0.0293,0.0372,0.0315,0.0413,0.0272,0.0282,0.035,0.0434,0.043,0.0398,0.0379,0.0293,0.0411,0.0415,0.0929,0.0358,0.0423,0.0312,0.1132,0.0368,0.1082,0.0338,0.049,0.0367,0.0583,1.0536,0.0617,0.0426,0.0342,0.0437,0.0736,0.0972,0.1214,0
"TTL_69T75",0.0743,0.052,0.0282,0.116,0.1235,0.1263,0.1824,0.1991,0.1172,0.1264,0.1075,0.0983,0.0942,0.1131,0.1246,0.1075,0.0983,0.1193,0.0934,0.1195,0.1283,0.0792,0.1345,0.1238,0.0919,0.1124,0.1147,0.0937,0.1211,0.1098,0.1329,0.0788,0.1067,0.0588,0.0801,0.0768,0.1712,0.0912,0.1256,0.1055,0.1075,0.0613,1.1236,0.1217,0.0829,0.0399,0.0982,0.0984,0.0972,0
"TTL_77T82",0.0419,0.0311,0.0136,0.0449,0.0363,0.0474,0.0592,0.0796,0.0476,0.0537,0.0501,0.058,0.0324,0.0479,0.0305,0.0485,0.0442,0.0706,0.0581,0.0635,0.0288,0.038,0.0474,0.0537,0.0382,0.0483,0.0472,0.063,0.064,0.0469,0.0656,0.0703,0.108,0.0767,0.0805,0.0569,0.0558,0.0542,0.0982,0.0967,0.0417,0.0453,0.0638,1.087,0.0431,0.0222,0.0608,0.051,0.0514,0
"TTL_84",0.0125,0.0214,0.0154,0.0126,0.0105,0.022,0.0215,0.016,0.0141,0.0145,0.0205,0.0158,0.0105,0.0156,0.007,0.0151,0.0146,0.023,0.0189,0.0143,0.0056,0.0105,0.0117,0.0135,0.0081,0.0093,0.013,0.0212,0.0438,0.0099,0.0142,0.0295,0.0211,0.0113,0.0245,0.0113,0.0164,0.0076,0.0104,0.0078,0.0693,0.0168,0.014,0.0215,1.0146,0.0095,0.0179,0.0239,0.0188,0
"TTL_85",0.002,0.0015,0.0011,0.0015,0.0015,0.0022,0.0025,0.0039,0.0026,0.0024,0.003,0.0033,0.0015,0.0021,0.0014,0.0027,0.0023,0.0029,0.0021,0.0026,0.001,0.0016,0.0023,0.0024,0.0015,0.0017,0.0026,0.0032,0.0041,0.0017,0.0032,0.0017,0.0021,0.0059,0.003,0.0024,0.0033,0.0024,0.0028,0.004,0.0034,0.0028,0.0041,0.0046,0.0039,1.0055,0.0033,0.0068,0.0057,0
"TTL_86T88",4e-04,5e-04,3e-04,3e-04,3e-04,5e-04,5e-04,5e-04,5e-04,4e-04,5e-04,4e-04,3e-04,4e-04,4e-04,4e-04,4e-04,6e-04,5e-04,4e-04,2e-04,3e-04,4e-04,4e-04,2e-04,3e-04,4e-04,4e-04,8e-04,3e-04,3e-04,6e-04,5e-04,4e-04,5e-04,3e-04,4e-04,2e-04,3e-04,2e-04,0.0016,4e-04,5e-04,7e-04,0.0146,0.0012,1.0389,0.0018,0.0019,0
"TTL_90T93",0.0017,0.0012,6e-04,0.0011,0.0011,0.0014,0.0016,0.0023,0.002,0.0017,0.0021,0.0018,0.001,0.0016,0.0012,0.0019,0.0015,0.0021,0.0015,0.0018,9e-04,0.0012,0.0017,0.0018,0.0012,0.0013,0.0018,0.0015,0.0023,0.0015,0.0025,0.0016,0.0016,0.002,0.0028,0.0016,0.0041,0.0237,0.0156,0.0025,0.0021,0.0021,0.0041,0.0031,0.0021,0.0022,0.0022,1.0529,0.0052,0
"TTL_94T96",0.0022,0.0043,9e-04,0.0015,0.0013,0.0018,0.0024,0.0037,0.0026,0.0021,0.0026,0.0022,0.0013,0.002,0.0014,0.0022,0.0021,0.0028,0.0021,0.0022,9e-04,0.0015,0.0018,0.0022,0.0014,0.0016,0.0022,0.0016,0.0038,0.0023,0.0033,0.0022,0.0028,0.0023,0.0077,0.0049,0.0036,0.0012,0.0029,0.0015,0.0036,0.0015,0.0029,0.0033,0.0036,0.0019,0.0039,0.0037,1.0119,0
"TTL_97T98",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"TOTAL",2.2243,1.8493,1.4982,1.8435,1.7815,2.1898,2.0738,2.0081,2.5273,2.2093,2.359,2.2376,2.2993,2.2796,1.8305,2.3367,2.0143,2.55,2.4701,2.2429,1.4858,2.0218,2.2121,2.7323,1.8912,2.0931,1.9907,1.805,1.8215,1.948,1.7356,1.8679,2.3558,1.9534,1.9849,1.7466,1.8299,1.6592,1.8618,1.5459,1.817,1.5143,1.5977,1.6712,1.691,1.4268,1.6657,1.6475,1.7272,1
