"","D01","D02","D03","D05","D06","D07","D08","D09","D10T12","D13T15","D16","D17T18","D19","D20","D21","D22","D23","D24A","D24B","D25","D26","D27","D28","D29","D301","D302T309","D31T33","D35","D36T39","D41T43","D45T47","D49","D50","D51","D52","D53","D55T56","D58T60","D61","D62T63","D64T66","D68","D69T75","D77T82","D84","D85","D86T88","D90T93","D94T96","D97T98"
"TTL_16",0.0036,0.0015,0.0193,0.0022,0.0011,0.0099,0.006,0.0054,0.0037,0.0027,1.2672,0.025,0.0018,0.0025,0.001,0.0072,0.0036,0.0037,0.0089,0.0031,0.0019,0.0063,0.0049,0.0118,0.0089,0.0018,0.0285,0.0017,0.0016,0.0367,0.0033,0.0046,0.002,0.0011,0.0024,0.0018,0.003,0.0011,0.0022,0.0017,8e-04,0.0041,0.0013,0.0021,0.0018,0.0024,0.0018,0.0016,0.0024,0
"TTL_17T18",0.0089,0.004,0.0031,0.0039,0.0032,0.0062,0.0056,0.005,0.0415,0.0145,0.0191,1.2069,0.0038,0.017,0.0062,0.0241,0.0153,0.0151,0.0156,0.0124,0.0046,0.015,0.0127,0.0189,0.0121,0.007,0.0165,0.003,0.0062,0.0082,0.0121,0.0058,0.007,0.0041,0.0118,0.0089,0.0148,0.0107,0.0058,0.0049,0.0062,0.0026,0.0082,0.0101,0.0063,0.0088,0.0087,0.006,0.0091,0
"TTL_19",0.0529,0.0201,0.0596,0.0322,0.0204,0.0622,0.0433,0.0319,0.0261,0.0283,0.0285,0.0269,1.036,0.0557,0.0068,0.0359,0.0563,0.0338,0.0187,0.0173,0.0051,0.0166,0.014,0.0173,0.0114,0.0088,0.0152,0.038,0.0214,0.0318,0.0103,0.0791,0.1242,0.1191,0.0402,0.0672,0.0121,0.0043,0.0058,0.0074,0.007,0.0069,0.0063,0.0105,0.0224,0.0232,0.0075,0.0082,0.0095,0
"TTL_20",0.1176,0.0251,0.0123,0.0269,0.0258,0.0374,0.0339,0.0291,0.0549,0.2324,0.0569,0.0898,0.063,1.2934,0.0255,0.295,0.0448,0.0391,0.0207,0.0375,0.0158,0.0396,0.0288,0.06,0.0376,0.0172,0.0515,0.0123,0.0232,0.0308,0.0084,0.0135,0.0183,0.0133,0.0126,0.014,0.0112,0.0048,0.0075,0.0052,0.0032,0.0077,0.0084,0.0122,0.0119,0.0088,0.0176,0.0062,0.0139,0
"TTL_21",0.0112,0.0028,8e-04,0.0012,0.0012,0.0018,0.0016,0.0015,0.0057,0.0064,0.0052,0.0034,0.0021,0.0098,1.1639,0.0078,0.0021,0.0023,0.0015,0.002,9e-04,0.002,0.0019,0.0027,0.0019,0.0018,0.0023,0.0011,0.0013,0.002,0.001,9e-04,0.0013,9e-04,9e-04,8e-04,0.0012,6e-04,8e-04,7e-04,5e-04,4e-04,0.0024,9e-04,0.0023,6e-04,0.0113,0.0023,0.001,0
"TTL_22",0.0119,0.0057,0.007,0.0132,0.0033,0.0215,0.0128,0.0097,0.0332,0.0149,0.0179,0.0263,0.0046,0.0227,0.0072,1.0676,0.0111,0.0107,0.0079,0.0108,0.0099,0.0208,0.032,0.0535,0.023,0.0163,0.0312,0.0028,0.0058,0.0266,0.009,0.0053,0.0055,0.0039,0.0053,0.017,0.0101,0.0033,0.0072,0.0042,0.0016,0.0024,0.0038,0.0049,0.0044,0.0032,0.0077,0.0026,0.0051,0
"TTL_23",0.0029,0.0052,0.0023,0.0082,0.0043,0.0112,0.0101,0.0123,0.0073,0.003,0.0106,0.0054,0.0043,0.0055,0.0021,0.0099,1.0972,0.0304,0.0063,0.0102,0.0027,0.0163,0.0106,0.0198,0.0117,0.003,0.0069,0.003,0.0039,0.0612,0.0021,0.0024,0.0026,0.0014,0.0025,0.0018,0.0042,0.0012,0.0055,0.0019,0.001,0.0037,0.0024,0.0022,0.0039,0.0017,0.0031,0.0017,0.0034,0
"TTL_24A",0.0044,0.0022,0.0056,0.0055,0.0158,0.0137,0.0139,0.0108,0.0068,0.0049,0.0099,0.0078,0.0104,0.0058,0.0011,0.0134,0.0134,1.227,0.0182,0.161,0.0078,0.0492,0.0973,0.0808,0.0255,0.0345,0.022,0.0033,0.008,0.0166,0.0022,0.0046,0.0095,0.0031,0.0049,0.004,0.0024,0.0013,0.003,0.0018,8e-04,0.0022,0.0016,0.0024,0.0029,0.0016,0.0017,0.002,0.0028,0
"TTL_24B",0.0034,0.0017,0.0044,0.0034,0.0041,0.0055,0.0047,0.0049,0.0091,0.0033,0.0086,0.0112,0.0033,0.0045,0.001,0.0092,0.0051,0.1212,1.6442,0.1079,0.024,0.1364,0.0551,0.0784,0.0549,0.0251,0.025,0.0016,0.0055,0.0122,0.002,0.0026,0.0075,0.0016,0.0029,0.0028,0.0021,0.0012,0.0032,0.0017,7e-04,0.0012,0.0016,0.0019,0.0027,0.0011,0.0015,0.0014,0.0031,0
"TTL_25",0.0139,0.009,0.0217,0.0154,0.0125,0.0221,0.0145,0.0182,0.0305,0.0148,0.04,0.0352,0.0118,0.0227,0.0033,0.0392,0.0184,0.045,0.0539,1.1121,0.0267,0.0837,0.0772,0.0755,0.0549,0.0464,0.04,0.0062,0.0243,0.0702,0.0058,0.0099,0.0425,0.0052,0.0102,0.0093,0.0093,0.0037,0.0123,0.0069,0.0024,0.0058,0.0049,0.006,0.0088,0.0039,0.0052,0.0045,0.0097,0
"TTL_26",0.0044,0.0025,0.0025,0.0027,0.0028,0.0042,0.0034,0.0045,0.0071,0.0073,0.0109,0.0091,0.003,0.0088,0.0042,0.0102,0.006,0.0092,0.0116,0.0129,1.0623,0.0224,0.0161,0.0254,0.0471,0.0399,0.0132,0.0028,0.0065,0.0078,0.0074,0.0031,0.0055,0.0025,0.0035,0.0027,0.0032,0.0037,0.0157,0.0092,0.0026,0.0015,0.0057,0.0051,0.0077,0.0023,0.0041,0.0021,0.0035,0
"TTL_27",0.0036,0.0011,0.0065,0.0015,0.0014,0.0023,0.0021,0.0034,0.0028,0.0015,0.0033,0.0027,0.0014,0.0021,6e-04,0.0031,0.0019,0.0071,0.0087,0.0052,0.0045,1.0335,0.0174,0.01,0.0075,0.0045,0.0036,0.0011,0.004,0.0134,0.0011,0.0017,0.0016,7e-04,0.0016,9e-04,0.0015,5e-04,0.0034,0.0022,5e-04,0.0012,0.0013,0.0013,0.0018,8e-04,0.001,9e-04,0.003,0
"TTL_28",0.0075,0.0024,0.0076,0.0194,0.024,0.0278,0.0222,0.031,0.008,0.0042,0.0074,0.0103,0.0156,0.0097,0.0014,0.01,0.0059,0.0122,0.0132,0.0156,0.0032,0.0136,1.0651,0.0485,0.0313,0.0163,0.0121,0.0064,0.0178,0.0212,0.0028,0.0043,0.0069,0.0039,0.0124,0.004,0.0025,0.0032,0.0042,0.0029,0.0011,0.0019,0.0018,0.0032,0.0032,0.0028,0.0019,0.0016,0.0031,0
"TTL_29",0.0064,0.003,0.0121,0.0071,0.0047,0.0098,0.0122,0.0077,0.0115,0.0058,0.0205,0.0101,0.004,0.0064,0.0022,0.0077,0.0073,0.0102,0.0072,0.0089,0.0042,0.0094,0.0309,1.2573,0.0367,0.0126,0.0076,0.0026,0.0104,0.0064,0.0098,0.0129,0.0069,0.003,0.0096,0.0192,0.0035,0.0026,0.0029,0.0021,0.0012,0.0013,0.0029,0.0091,0.0049,0.0029,0.003,0.0021,0.0045,0
"TTL_301",1e-04,1e-04,0.0012,1e-04,2e-04,1e-04,3e-04,2e-04,2e-04,1e-04,2e-04,2e-04,3e-04,1e-04,1e-04,2e-04,2e-04,2e-04,2e-04,2e-04,1e-04,1e-04,2e-04,2e-04,1.001,0.0073,3e-04,1e-04,3e-04,1e-04,1e-04,5e-04,0.0389,0.0026,9e-04,8e-04,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04,2e-04,1e-04,0.0027,1e-04,1e-04,2e-04,2e-04,0
"TTL_302T309",9e-04,9e-04,6e-04,7e-04,7e-04,0.001,9e-04,9e-04,0.0012,9e-04,0.0016,0.0012,7e-04,0.001,5e-04,0.0012,0.001,0.0012,0.0011,0.0014,6e-04,0.0012,0.0019,0.0044,0.0195,1.2164,0.0024,9e-04,0.0024,0.0011,0.0011,0.0037,0.0061,0.0082,0.0059,0.0104,8e-04,9e-04,7e-04,7e-04,9e-04,4e-04,0.0021,9e-04,0.0185,4e-04,6e-04,0.0016,0.0018,0
"TTL_31T33",0.0032,0.0027,0.0065,0.0019,0.0016,0.003,0.003,0.0036,0.0043,0.0051,0.0109,0.0051,0.0021,0.0044,0.0021,0.0055,0.0046,0.0067,0.0078,0.0051,0.0022,0.0062,0.008,0.0083,0.0096,0.0037,1.0237,0.002,0.0096,0.0116,0.004,0.0026,0.0035,0.0024,0.0041,0.0019,0.0047,0.0018,0.0033,0.0024,0.0019,0.0022,0.0028,0.0048,0.005,0.0027,0.0116,0.0043,0.0048,0
"TTL_35",0.0265,0.0099,0.0071,0.0224,0.0176,0.0681,0.0412,0.0132,0.0286,0.0281,0.0337,0.0457,0.0206,0.0363,0.0099,0.0358,0.0387,0.0647,0.0502,0.032,0.0106,0.0201,0.0222,0.0262,0.0189,0.0162,0.0161,1.027,0.0148,0.0168,0.0202,0.0137,0.0148,0.0086,0.0219,0.0113,0.0317,0.0055,0.0109,0.0061,0.0052,0.0149,0.0082,0.0075,0.007,0.0099,0.0112,0.0147,0.0123,0
"TTL_36T39",0.0032,0.0012,0.001,0.0014,0.0019,0.002,0.0021,0.0019,0.0036,0.0029,0.0028,0.0032,0.0023,0.0043,0.0013,0.0032,0.003,0.0039,0.0028,0.0026,0.001,0.0017,0.0021,0.0026,0.0022,0.0017,0.0019,0.0033,1.0385,0.002,0.0026,0.0025,0.0025,0.002,0.0033,0.0029,0.0038,8e-04,0.0011,0.001,0.0018,0.0053,0.0017,0.002,0.0054,0.0021,0.0023,0.0022,0.0029,0
"TTL_41T43",0.0179,0.0064,0.0082,0.0364,0.0075,0.0517,0.0558,0.0382,0.0151,0.0107,0.0146,0.018,0.0273,0.0141,0.0061,0.0142,0.0212,0.0274,0.0199,0.0166,0.0063,0.0097,0.0127,0.0136,0.0119,0.0082,0.0094,0.0296,0.0085,1.008,0.0127,0.0157,0.012,0.0087,0.0199,0.0105,0.0155,0.0044,0.0115,0.0043,0.0079,0.0527,0.0073,0.0064,0.0226,0.0167,0.0101,0.0105,0.0183,0
"TTL_45T47",0.2336,0.1764,0.0831,0.0675,0.0549,0.105,0.088,0.0791,0.2862,0.1946,0.2205,0.1976,0.0817,0.217,0.1375,0.251,0.1462,0.1926,0.1382,0.1562,0.0607,0.1473,0.1645,0.2954,0.1383,0.1453,0.132,0.0459,0.0802,0.1431,1.0577,0.0921,0.1175,0.0796,0.0728,0.073,0.073,0.0524,0.0525,0.0318,0.0196,0.0238,0.0329,0.0527,0.05,0.0397,0.0535,0.0325,0.0427,0
"TTL_49",0.028,0.0266,0.014,0.014,0.0137,0.0267,0.0175,0.0172,0.0364,0.0235,0.0522,0.0343,0.0226,0.0257,0.01,0.0314,0.0368,0.046,0.0294,0.0337,0.0098,0.0253,0.0292,0.0355,0.0231,0.0268,0.0248,0.015,0.0152,0.0291,0.0204,1.0648,0.0317,0.0258,0.0585,0.0468,0.0146,0.0118,0.0147,0.0154,0.0087,0.0083,0.0113,0.0135,0.0144,0.0254,0.0121,0.017,0.0105,0
"TTL_50",0.0019,0.0015,0.0014,0.001,0.0037,0.0018,0.0049,0.0034,0.0023,0.0019,0.0031,0.0022,0.0064,0.002,0.0011,0.0022,0.0026,0.0027,0.0022,0.002,8e-04,0.0017,0.0019,0.0026,0.0016,0.0017,0.0016,0.0015,0.0013,0.0019,0.0014,0.0025,1.125,0.003,0.0133,0.0197,0.001,7e-04,8e-04,6e-04,4e-04,4e-04,0.0018,0.0011,0.0023,0.001,8e-04,6e-04,7e-04,0
"TTL_51",0.004,0.0034,0.0024,0.0018,0.0023,0.003,0.0027,0.0044,0.0056,0.0043,0.0071,0.0056,0.0048,0.0042,0.0025,0.0056,0.0047,0.0056,0.0053,0.0049,0.0019,0.0038,0.0047,0.0063,0.0045,0.0033,0.0042,0.0036,0.0048,0.004,0.0039,0.0057,0.0067,1.004,0.0081,0.0043,0.0038,0.0022,0.003,0.0068,0.0032,0.0038,0.0034,0.005,0.0046,0.0019,0.0029,0.0021,0.003,0
"TTL_52",0.0169,0.0118,0.0125,0.0073,0.0055,0.0117,0.0215,0.0074,0.0241,0.0277,0.0382,0.0335,0.0106,0.0184,0.0083,0.0293,0.0312,0.0193,0.0144,0.0156,0.0064,0.0122,0.0144,0.0189,0.012,0.0116,0.0147,0.0224,0.0174,0.0135,0.0303,0.0562,0.0864,0.1013,1.106,0.0804,0.0092,0.0065,0.0066,0.0073,0.003,0.0032,0.0064,0.0145,0.0069,0.0052,0.0068,0.0063,0.0059,0
"TTL_53",0.006,0.0045,0.0026,0.0024,0.0024,0.0038,0.0034,0.0033,0.0074,0.0054,0.0065,0.0061,0.0032,0.0057,0.0035,0.0066,0.0048,0.0061,0.0049,0.0053,0.0022,0.0055,0.0058,0.0076,0.0046,0.0044,0.0044,0.003,0.0055,0.0043,0.0214,0.0272,0.0529,0.004,0.014,1.0163,0.0098,0.0045,0.0032,0.0063,0.004,0.0016,0.0046,0.0066,0.0029,0.0026,0.0051,0.0031,0.0049,0
"TTL_55T56",0.0046,0.0027,0.0021,0.0025,0.0029,0.004,0.0038,0.0069,0.0056,0.0046,0.0051,0.0057,0.0029,0.004,0.0029,0.0057,0.0049,0.006,0.0046,0.0054,0.0022,0.0035,0.0049,0.0053,0.005,0.0038,0.0049,0.0067,0.0073,0.0037,0.0073,0.0041,0.006,0.022,0.0067,0.0065,1.0142,0.005,0.0082,0.0149,0.0082,0.0111,0.0106,0.0112,0.0045,0.0044,0.0125,0.0101,0.0076,0
"TTL_58T60",0.0093,0.0058,0.0044,0.0053,0.0087,0.0119,0.0081,0.0094,0.0135,0.0103,0.0113,0.0117,0.0075,0.0089,0.0076,0.0107,0.0101,0.0119,0.0102,0.0119,0.0054,0.0085,0.0119,0.0116,0.0118,0.0132,0.0109,0.0103,0.0126,0.0094,0.0184,0.0085,0.015,0.0091,0.0139,0.0075,0.0304,1.1833,0.1267,0.0341,0.0155,0.0063,0.0218,0.0232,0.0161,0.0202,0.014,0.0144,0.0235,0
"TTL_61",0.0101,0.0055,0.0035,0.0046,0.0054,0.0068,0.0092,0.0133,0.0108,0.0096,0.0113,0.011,0.005,0.0069,0.0048,0.0086,0.0123,0.01,0.0083,0.011,0.0042,0.0068,0.0101,0.0097,0.0091,0.0088,0.009,0.0085,0.0155,0.0108,0.0123,0.0107,0.0139,0.0099,0.0133,0.0168,0.013,0.0109,1.1066,0.0137,0.0114,0.0056,0.0111,0.0153,0.0213,0.018,0.015,0.0095,0.0132,0
"TTL_62T63",0.021,0.013,0.0121,0.0121,0.0325,0.0568,0.0181,0.0221,0.0301,0.0255,0.0337,0.0343,0.0253,0.0208,0.0145,0.0277,0.0314,0.0383,0.033,0.0399,0.0145,0.0242,0.0418,0.0315,0.0384,0.0572,0.0316,0.0384,0.0377,0.0253,0.0397,0.0231,0.0296,0.0236,0.0277,0.0169,0.0393,0.0348,0.0437,1.0565,0.0525,0.0141,0.0333,0.0636,0.049,0.0178,0.0293,0.0229,0.0368,0
"TTL_64T66",0.0808,0.0534,0.1155,0.0725,0.0685,0.0667,0.0878,0.1837,0.0764,0.0731,0.061,0.0636,0.0626,0.0584,0.0401,0.0655,0.0611,0.0877,0.0873,0.0713,0.0306,0.0648,0.0691,0.0837,0.0813,0.0496,0.0639,0.0755,0.0629,0.0507,0.0909,0.1007,0.139,0.0648,0.0901,0.0447,0.0881,0.0453,0.0753,0.046,1.4121,0.1299,0.0713,0.0791,0.0478,0.0292,0.0572,0.0523,0.1136,0
"TTL_68",0.0499,0.0255,0.0151,0.0158,0.0211,0.0237,0.0269,0.0307,0.0498,0.0422,0.0397,0.0473,0.0202,0.0326,0.0345,0.0447,0.0331,0.0346,0.0301,0.0437,0.0264,0.0303,0.0353,0.0446,0.0361,0.0298,0.0387,0.0331,0.0416,0.0343,0.0921,0.034,0.0498,0.0242,0.0824,0.0371,0.0844,0.0287,0.0564,0.0366,0.0414,1.0691,0.0624,0.0485,0.0238,0.043,0.0775,0.0907,0.1124,0
"TTL_69T75",0.0773,0.0417,0.0485,0.0992,0.1301,0.1229,0.1551,0.1323,0.1426,0.104,0.0897,0.1047,0.1021,0.1108,0.1269,0.1063,0.1061,0.112,0.0908,0.1054,0.0891,0.0937,0.1376,0.1281,0.1241,0.1003,0.109,0.0983,0.1061,0.1008,0.1398,0.0703,0.125,0.0727,0.0949,0.0701,0.1647,0.0754,0.109,0.11,0.1046,0.0518,1.1257,0.1091,0.0782,0.0439,0.1083,0.0853,0.1004,0
"TTL_77T82",0.0419,0.0243,0.0175,0.0392,0.0352,0.0464,0.0602,0.0829,0.0543,0.0818,0.0478,0.0665,0.0347,0.0447,0.0311,0.051,0.0472,0.0784,0.0702,0.0778,0.0293,0.0397,0.0548,0.0681,0.1244,0.0607,0.0534,0.0621,0.0785,0.0497,0.0687,0.0728,0.2255,0.0894,0.1227,0.0502,0.058,0.0521,0.1082,0.0898,0.0422,0.0496,0.0675,1.1053,0.0423,0.024,0.0571,0.0503,0.0503,0
"TTL_84",0.0124,0.029,0.0062,0.008,0.0094,0.0104,0.0121,0.0121,0.016,0.01,0.0183,0.0114,0.0088,0.0105,0.0081,0.0107,0.0116,0.0126,0.0099,0.0104,0.006,0.0084,0.011,0.0117,0.0112,0.0089,0.0095,0.0091,0.0798,0.0096,0.0124,0.0629,0.0124,0.0073,0.0118,0.0081,0.0133,0.0354,0.0128,0.009,0.0296,0.0097,0.0517,0.0111,1.1235,0.006,0.0091,0.0715,0.0468,0
"TTL_85",0.0034,0.0023,0.0018,0.0022,0.0023,0.0035,0.0032,0.0037,0.0046,0.0034,0.0037,0.0048,0.0024,0.0035,0.0025,0.0041,0.0033,0.0041,0.0032,0.0035,0.0016,0.0027,0.0036,0.0044,0.0035,0.0031,0.0031,0.0048,0.0037,0.0028,0.0093,0.0027,0.0036,0.0071,0.0038,0.0022,0.0044,0.0031,0.0036,0.0059,0.0063,0.0033,0.0093,0.0048,0.0069,1.0172,0.006,0.022,0.0187,0
"TTL_86T88",7e-04,7e-04,3e-04,3e-04,4e-04,5e-04,5e-04,5e-04,9e-04,6e-04,7e-04,6e-04,4e-04,6e-04,5e-04,6e-04,5e-04,6e-04,5e-04,5e-04,2e-04,4e-04,5e-04,6e-04,5e-04,5e-04,5e-04,4e-04,0.0011,5e-04,5e-04,9e-04,6e-04,4e-04,5e-04,3e-04,6e-04,6e-04,5e-04,4e-04,0.0014,4e-04,0.0011,6e-04,0.0117,0.0018,1.0649,0.0019,0.0025,0
"TTL_90T93",0.002,0.0011,7e-04,0.001,0.0011,0.0014,0.0015,0.002,0.0022,0.0018,0.0018,0.0019,0.0011,0.0015,0.0012,0.002,0.0017,0.002,0.0015,0.0018,8e-04,0.0013,0.0017,0.002,0.0017,0.0014,0.0017,0.0017,0.0022,0.0016,0.0029,0.0015,0.0025,0.0017,0.0025,0.0012,0.0052,0.0227,0.0143,0.0037,0.0022,0.0021,0.0042,0.0031,0.0019,0.0025,0.0023,1.0349,0.0039,0
"TTL_94T96",0.0026,0.0021,0.0012,0.0018,0.0014,0.0018,0.0019,0.0026,0.0031,0.0025,0.0027,0.0027,0.0015,0.0022,0.0016,0.0027,0.0029,0.0034,0.0029,0.0029,0.0011,0.0018,0.0023,0.0028,0.0028,0.0019,0.0026,0.0034,0.0067,0.0028,0.0049,0.0034,0.0072,0.0021,0.0081,0.0023,0.0052,0.0015,0.0035,0.0025,0.0035,0.0055,0.0042,0.0055,0.0042,0.0019,0.005,0.0036,1.0089,0
"TTL_97T98",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"TOTAL",2.2232,1.9637,1.6167,1.6493,1.7892,2.0872,1.9185,1.9275,2.4815,2.1598,2.3388,2.2538,2.3597,2.2125,1.6968,2.3294,2.0596,2.4853,2.5579,2.2195,1.497,2.0179,2.1462,2.6267,2.0867,2.0401,1.8829,1.7419,1.8227,1.937,1.7684,1.8997,2.4756,1.8455,1.9656,1.7532,1.836,1.64,1.8663,1.5679,1.8252,1.5291,1.6203,1.6806,1.6891,1.431,1.6694,1.6309,1.7387,1
