"","D01","D02","D03","D05","D06","D07","D08","D09","D10T12","D13T15","D16","D17T18","D19","D20","D21","D22","D23","D24A","D24B","D25","D26","D27","D28","D29","D301","D302T309","D31T33","D35","D36T39","D41T43","D45T47","D49","D50","D51","D52","D53","D55T56","D58T60","D61","D62T63","D64T66","D68","D69T75","D77T82","D84","D85","D86T88","D90T93","D94T96","D97T98"
"TTL_16",0.0032,0.0024,0.0117,0.0015,0.0015,0.0086,0.006,0.0029,0.0049,0.0036,1.268,0.0368,0.0019,0.0029,9e-04,0.0109,0.0049,0.0045,0.0151,0.0062,0.0012,0.0101,0.0054,0.0121,0.0051,0.0034,0.0365,0.0016,0.0019,0.0379,0.0042,0.0058,0.0015,0.0014,0.003,0.0017,0.0045,0.0019,0.0036,0.0029,0.0011,0.005,0.0015,0.002,0.003,0.0037,0.0021,0.0021,0.0029,0
"TTL_17T18",0.0072,0.0032,0.0026,0.0039,0.0039,0.007,0.0038,0.0023,0.0421,0.0161,0.0104,1.1552,0.0039,0.0146,0.0035,0.0255,0.0141,0.0141,0.014,0.0125,0.0032,0.0143,0.0122,0.0163,0.0045,0.0072,0.0139,0.0027,0.0058,0.0082,0.0111,0.0064,0.0052,0.004,0.0117,0.0072,0.0122,0.018,0.0066,0.0082,0.004,0.0025,0.0072,0.0073,0.0065,0.0103,0.0062,0.0066,0.0092,0
"TTL_19",0.0479,0.0546,0.0536,0.0522,0.0358,0.0798,0.0469,0.0261,0.0305,0.0282,0.0275,0.0357,1.0532,0.0555,0.0054,0.0425,0.0899,0.0387,0.0222,0.0216,0.0054,0.0324,0.0189,0.0221,0.0084,0.0108,0.0163,0.0889,0.0272,0.0447,0.0156,0.0793,0.0869,0.1431,0.0391,0.0785,0.0179,0.0076,0.0094,0.0084,0.0109,0.0125,0.0085,0.0161,0.0394,0.0427,0.0098,0.0155,0.0142,0
"TTL_20",0.1009,0.0108,0.007,0.0392,0.0316,0.0478,0.0246,0.0133,0.0534,0.1591,0.0281,0.0949,0.0364,1.2246,0.0205,0.2708,0.0497,0.0303,0.0173,0.0369,0.0099,0.0346,0.0269,0.051,0.0153,0.0166,0.0392,0.0147,0.0187,0.0284,0.0097,0.0098,0.0104,0.0123,0.0134,0.0107,0.0116,0.0064,0.0081,0.0059,0.004,0.0083,0.0088,0.0124,0.0182,0.0115,0.0112,0.0083,0.0154,0
"TTL_21",0.0086,0.0014,9e-04,0.0025,0.0024,0.0032,0.0019,0.0012,0.0065,0.0088,0.0041,0.0059,0.0026,0.0128,1.125,0.014,0.0036,0.0031,0.002,0.0032,0.0013,0.0029,0.0028,0.0042,0.0018,0.0023,0.003,0.0015,0.0018,0.0028,0.0018,0.0012,0.0013,0.0012,0.0012,0.001,0.0016,0.0011,0.0014,0.001,8e-04,8e-04,0.0048,0.0014,0.003,0.001,0.012,0.0026,0.0014,0
"TTL_22",0.0106,0.0037,0.0026,0.0114,0.004,0.0152,0.0067,0.0055,0.032,0.0165,0.0112,0.024,0.0044,0.023,0.0039,1.073,0.013,0.0157,0.0106,0.0161,0.0047,0.0193,0.024,0.0667,0.009,0.0172,0.0308,0.0026,0.0059,0.0277,0.0108,0.0043,0.0034,0.003,0.005,0.0122,0.0107,0.0044,0.0082,0.0032,0.0019,0.0031,0.0041,0.0046,0.0071,0.004,0.0071,0.0031,0.0049,0
"TTL_23",0.0025,0.0021,0.0011,0.008,0.0065,0.0113,0.0074,0.0057,0.009,0.0048,0.0089,0.004,0.0048,0.0048,0.001,0.0098,1.0974,0.0197,0.0043,0.0083,0.0019,0.0154,0.0085,0.0237,0.0042,0.0039,0.0056,0.0027,0.0041,0.0549,0.0022,0.0019,0.0017,0.0018,0.0025,0.0015,0.0047,0.0012,0.0055,0.0019,0.0012,0.004,0.0023,0.0021,0.0049,0.0017,0.0027,0.0016,0.0048,0
"TTL_24A",0.0063,0.0037,0.0041,0.0091,0.0481,0.0271,0.0117,0.0081,0.0088,0.0103,0.013,0.0111,0.0283,0.0099,0.0012,0.0179,0.0203,1.2848,0.0232,0.2162,0.0062,0.0684,0.131,0.0994,0.0367,0.0369,0.0344,0.0081,0.0131,0.0241,0.0038,0.0065,0.0072,0.0064,0.0064,0.0048,0.0039,0.0041,0.0048,0.0025,0.0014,0.0036,0.0026,0.0034,0.0051,0.0032,0.0023,0.0029,0.0034,0
"TTL_24B",0.003,0.0012,0.0015,0.0026,0.0055,0.0056,0.0024,0.002,0.0095,0.0034,0.0071,0.0085,0.0037,0.0037,6e-04,0.0069,0.0046,0.0939,1.5089,0.0763,0.0101,0.0982,0.0402,0.0479,0.0204,0.0325,0.0214,0.0018,0.0045,0.0092,0.0019,0.0015,0.0024,0.0013,0.0018,0.0013,0.0019,0.0027,0.0034,0.0016,6e-04,0.0011,0.0014,0.0013,0.0026,0.001,0.0011,0.0011,0.0018,0
"TTL_25",0.0106,0.004,0.007,0.0132,0.0132,0.0235,0.0077,0.0072,0.0253,0.0188,0.0284,0.0319,0.0098,0.0176,0.0021,0.0308,0.0236,0.047,0.0547,1.0938,0.0132,0.0724,0.0688,0.1357,0.0427,0.0441,0.0305,0.0047,0.0185,0.0536,0.0061,0.0063,0.0151,0.0044,0.007,0.0062,0.0088,0.0042,0.0117,0.005,0.0021,0.0053,0.0045,0.0052,0.0087,0.0036,0.0037,0.0041,0.0061,0
"TTL_26",0.0049,0.0026,0.0024,0.0033,0.0042,0.0053,0.0032,0.0027,0.0081,0.0141,0.0167,0.0164,0.004,0.0114,0.0022,0.0149,0.011,0.0143,0.0187,0.0172,1.0543,0.0391,0.0262,0.0451,0.039,0.0391,0.0157,0.0029,0.0069,0.0092,0.0069,0.0035,0.0038,0.0027,0.0039,0.0022,0.0039,0.0086,0.0267,0.0105,0.0027,0.0022,0.008,0.0051,0.01,0.003,0.0051,0.003,0.0082,0
"TTL_27",0.0071,0.001,7e-04,0.0017,0.0019,0.0036,0.0016,0.0032,0.0037,0.002,0.0122,0.0034,0.0016,0.0022,5e-04,0.0049,0.0021,0.0091,0.009,0.0065,0.0032,1.0457,0.024,0.0126,0.0042,0.0056,0.0063,0.001,0.0044,0.0149,0.0015,0.0012,0.0011,8e-04,0.0013,7e-04,0.0017,7e-04,0.0062,0.0015,6e-04,0.0014,0.0015,0.0014,0.0024,0.0011,0.001,0.0012,0.0052,0
"TTL_28",0.0094,0.0035,0.0022,0.0242,0.023,0.048,0.0187,0.0164,0.0096,0.0045,0.0073,0.0116,0.0141,0.0085,0.0012,0.0111,0.0065,0.0112,0.0112,0.0113,0.0023,0.0122,1.069,0.0466,0.0149,0.0156,0.0148,0.0057,0.0197,0.0231,0.0031,0.0032,0.0035,0.0038,0.0095,0.0029,0.0032,0.0021,0.0048,0.0028,0.0012,0.0023,0.002,0.0033,0.0041,0.0038,0.0018,0.0019,0.0034,0
"TTL_29",0.004,0.0024,0.0038,0.0048,0.004,0.0082,0.0046,0.0026,0.0061,0.0036,0.0073,0.0072,0.0031,0.004,0.0013,0.0052,0.0059,0.007,0.0047,0.0058,0.0019,0.0054,0.0277,1.2113,0.0077,0.0154,0.0052,0.0017,0.0075,0.0045,0.0078,0.005,0.0025,0.0021,0.0068,0.0033,0.0024,0.002,0.0021,0.0014,8e-04,9e-04,0.002,0.0044,0.003,0.002,0.0018,0.0017,0.0024,0
"TTL_301",1e-04,1e-04,0.0027,1e-04,1e-04,1e-04,1e-04,0,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04,0,1e-04,1e-04,1e-04,1e-04,1e-04,0,1e-04,1e-04,2e-04,1.0937,0.0116,2e-04,1e-04,1e-04,1e-04,1e-04,2e-04,0.0058,2e-04,4e-04,3e-04,1e-04,0,0,0,1e-04,1e-04,1e-04,1e-04,0.0013,0,1e-04,1e-04,1e-04,0
"TTL_302T309",5e-04,5e-04,0.0073,7e-04,6e-04,7e-04,6e-04,4e-04,8e-04,7e-04,0.001,8e-04,8e-04,6e-04,2e-04,8e-04,7e-04,9e-04,7e-04,0.001,3e-04,9e-04,0.0015,0.0035,0.0179,1.1825,0.0017,6e-04,0.0016,7e-04,7e-04,0.0024,0.0156,0.0025,0.0029,0.004,5e-04,4e-04,5e-04,4e-04,0.0011,4e-04,7e-04,8e-04,0.012,4e-04,5e-04,6e-04,0.0012,0
"TTL_31T33",0.003,0.012,0.0064,0.0019,0.0022,0.003,0.002,0.0014,0.0047,0.0071,0.0066,0.0064,0.0027,0.0047,0.0017,0.0069,0.0051,0.0071,0.0075,0.0058,0.0035,0.0076,0.0091,0.0088,0.0034,0.0044,1.0228,0.0017,0.0074,0.0107,0.0059,0.0031,0.0024,0.0023,0.0037,0.0018,0.0057,0.0019,0.0032,0.003,0.0019,0.0024,0.003,0.0045,0.0056,0.0021,0.0101,0.0031,0.0041,0
"TTL_35",0.0184,0.0122,0.0088,0.0203,0.02,0.0508,0.0256,0.0044,0.0244,0.0275,0.0215,0.0355,0.0229,0.0296,0.0058,0.0338,0.0337,0.0487,0.0417,0.0266,0.0066,0.0178,0.0188,0.0237,0.0102,0.0125,0.014,1.0481,0.0116,0.0144,0.0256,0.0124,0.0113,0.0113,0.0431,0.0092,0.0397,0.007,0.0106,0.0076,0.0062,0.0377,0.0104,0.0085,0.0099,0.0142,0.0106,0.0134,0.0119,0
"TTL_36T39",0.0018,0.0011,8e-04,0.0017,0.0034,0.0019,0.0021,0.0012,0.0028,0.0026,0.0018,0.0026,0.0031,0.0032,6e-04,0.0027,0.0027,0.0034,0.0023,0.0022,7e-04,0.0015,0.0018,0.0021,0.0011,0.0014,0.0016,0.0059,1.0414,0.0022,0.0027,0.0027,0.0018,0.0015,0.0037,0.0021,0.0043,0.0011,0.0013,9e-04,0.0014,0.0029,0.0016,0.0022,0.0047,0.0023,0.0028,0.0033,0.0032,0
"TTL_41T43",0.011,0.0054,0.0046,0.0127,0.0084,0.0183,0.0226,0.0091,0.009,0.0073,0.0067,0.0101,0.0187,0.0072,0.003,0.0088,0.0099,0.0109,0.008,0.0077,0.0032,0.0056,0.0064,0.0079,0.0056,0.006,0.0054,0.0211,0.0068,1.0057,0.0105,0.0122,0.0079,0.0078,0.0161,0.0088,0.012,0.0039,0.0106,0.0043,0.0098,0.0584,0.0056,0.0055,0.0397,0.0125,0.0066,0.0104,0.0158,0
"TTL_45T47",0.218,0.1617,0.0793,0.083,0.0873,0.1303,0.0743,0.0468,0.3005,0.1932,0.1946,0.1986,0.1057,0.1832,0.1321,0.2386,0.1669,0.2115,0.1441,0.1779,0.0551,0.1694,0.1929,0.3145,0.1018,0.1419,0.1358,0.0682,0.0827,0.1499,1.0793,0.0942,0.0784,0.0968,0.068,0.0671,0.0837,0.063,0.0671,0.0384,0.023,0.0294,0.0402,0.0551,0.0691,0.0561,0.0554,0.0441,0.0468,0
"TTL_49",0.0293,0.0274,0.0147,0.0161,0.0269,0.0318,0.0165,0.0118,0.0413,0.0292,0.0574,0.0382,0.0467,0.0249,0.0094,0.0374,0.0415,0.0549,0.0337,0.0445,0.0116,0.0319,0.0367,0.0474,0.0181,0.0282,0.029,0.0243,0.0199,0.0331,0.0245,1.0543,0.0225,0.0329,0.0441,0.0277,0.0163,0.0173,0.0206,0.015,0.0086,0.0096,0.0155,0.0174,0.0176,0.0376,0.0143,0.0327,0.0143,0
"TTL_50",0.002,0.0019,0.0017,0.0014,0.0053,0.0024,0.0062,0.0037,0.0027,0.0024,0.0037,0.0027,0.0086,0.0021,0.001,0.0029,0.0033,0.0032,0.0021,0.0025,9e-04,0.0023,0.0024,0.0033,0.0012,0.0019,0.0018,0.0021,0.0014,0.0023,0.0019,0.0026,1.1596,0.0033,0.0167,0.0092,0.0011,9e-04,0.001,6e-04,5e-04,5e-04,0.0011,0.0012,0.0033,0.001,7e-04,7e-04,8e-04,0
"TTL_51",0.004,0.0312,0.0024,0.0024,0.0033,0.0036,0.0028,0.0033,0.0066,0.0054,0.0131,0.0083,0.0048,0.0043,0.0022,0.0074,0.0064,0.0067,0.005,0.0064,0.0022,0.0046,0.006,0.0076,0.0033,0.0047,0.0058,0.0044,0.0084,0.0048,0.0056,0.006,0.0109,1.0055,0.0081,0.0056,0.0049,0.0052,0.0065,0.0077,0.004,0.0045,0.0053,0.0089,0.0053,0.0028,0.0041,0.0046,0.0047,0
"TTL_52",0.0157,0.0144,0.0249,0.0088,0.0103,0.0149,0.0344,0.005,0.0268,0.0431,0.0602,0.0431,0.0208,0.0183,0.0072,0.0421,0.0388,0.023,0.0171,0.0214,0.0112,0.0158,0.0184,0.0255,0.0092,0.0133,0.018,0.0233,0.0216,0.0168,0.037,0.0473,0.0653,0.0873,1.0844,0.0594,0.0111,0.0114,0.0098,0.0094,0.0036,0.0044,0.0106,0.0097,0.0097,0.0073,0.0073,0.0095,0.0087,0
"TTL_53",0.0055,0.0045,0.0027,0.0027,0.004,0.0047,0.0031,0.002,0.0077,0.0056,0.0075,0.0066,0.0056,0.0049,0.0028,0.0068,0.006,0.0075,0.0051,0.0064,0.0021,0.006,0.0066,0.0084,0.0032,0.0047,0.005,0.0037,0.0059,0.005,0.0173,0.0706,0.0425,0.0051,0.0126,1.0172,0.0067,0.0069,0.0043,0.007,0.0032,0.0018,0.0045,0.0058,0.0036,0.0041,0.0046,0.0049,0.0068,0
"TTL_55T56",0.0034,0.0047,0.0019,0.002,0.003,0.0031,0.0026,0.0032,0.005,0.0044,0.0048,0.0055,0.0032,0.0031,0.0019,0.0053,0.0048,0.0054,0.0039,0.005,0.0022,0.0032,0.0045,0.0049,0.0031,0.0041,0.005,0.0053,0.0083,0.0035,0.0065,0.0056,0.0051,0.0369,0.0068,0.0079,1.0106,0.0081,0.0085,0.009,0.006,0.0085,0.0093,0.0119,0.005,0.0042,0.0116,0.0124,0.009,0
"TTL_58T60",0.0076,0.006,0.0035,0.0045,0.0082,0.0069,0.0051,0.0035,0.011,0.0095,0.0092,0.0103,0.0073,0.0075,0.0047,0.0106,0.0085,0.0106,0.0082,0.0098,0.0044,0.0075,0.0096,0.0108,0.0059,0.0085,0.0091,0.0067,0.0075,0.0087,0.0137,0.0083,0.0103,0.0074,0.0107,0.0048,0.0201,1.2248,0.1198,0.0203,0.0069,0.0052,0.0169,0.0138,0.0139,0.0224,0.0118,0.0164,0.0147,0
"TTL_61",0.0055,0.0065,0.0028,0.0041,0.0065,0.005,0.0054,0.0047,0.0075,0.0067,0.0067,0.0078,0.0059,0.0051,0.0029,0.0076,0.007,0.0076,0.0058,0.0072,0.0031,0.0052,0.0069,0.0077,0.0041,0.0056,0.0066,0.0057,0.0102,0.0086,0.0131,0.0142,0.0103,0.0086,0.0146,0.0056,0.011,0.0114,1.0875,0.0145,0.0081,0.0069,0.011,0.0132,0.0118,0.0107,0.0072,0.0088,0.0114,0
"TTL_62T63",0.0194,0.0184,0.0114,0.0141,0.0466,0.0301,0.0166,0.0119,0.0313,0.0347,0.0367,0.0381,0.036,0.0221,0.0126,0.0368,0.0344,0.0431,0.0352,0.0423,0.0185,0.0252,0.0406,0.036,0.0201,0.0333,0.0336,0.0313,0.0406,0.0287,0.0451,0.0302,0.0293,0.0248,0.0292,0.0175,0.0381,0.0549,0.0671,1.0943,0.032,0.0158,0.0618,0.0735,0.0639,0.0223,0.0341,0.0347,0.0603,0
"TTL_64T66",0.0434,0.0315,0.153,0.051,0.082,0.0505,0.0671,0.08,0.0521,0.0478,0.0384,0.0418,0.0628,0.0337,0.02,0.0472,0.0515,0.0627,0.054,0.0509,0.0229,0.0417,0.0495,0.056,0.0361,0.0492,0.0475,0.0573,0.049,0.044,0.0705,0.0996,0.254,0.0873,0.0727,0.0411,0.0585,0.0411,0.0493,0.0381,1.3104,0.1054,0.0596,0.0825,0.0846,0.0241,0.0792,0.0552,0.117,0
"TTL_68",0.0471,0.0315,0.0189,0.0161,0.0263,0.0236,0.0203,0.0143,0.0478,0.0414,0.0355,0.0446,0.0246,0.0275,0.0323,0.0439,0.033,0.0363,0.0295,0.041,0.0342,0.0295,0.0356,0.0474,0.0622,0.0597,0.0335,0.0276,0.0374,0.0401,0.0995,0.0371,0.0442,0.0305,0.0821,0.03,0.1162,0.0401,0.0577,0.0464,0.0687,1.0546,0.0622,0.0429,0.0354,0.0444,0.0752,0.0995,0.096,0
"TTL_69T75",0.06,0.0504,0.0333,0.0759,0.127,0.0885,0.1063,0.0689,0.117,0.1297,0.0966,0.1099,0.1085,0.0879,0.0779,0.1159,0.1081,0.1249,0.0985,0.1302,0.1328,0.0855,0.1417,0.1455,0.1094,0.1544,0.1048,0.0817,0.1221,0.1173,0.1398,0.1001,0.1096,0.0642,0.0812,0.0578,0.1807,0.1292,0.1571,0.1205,0.0873,0.0679,1.1244,0.122,0.0825,0.0446,0.0965,0.093,0.0974,0
"TTL_77T82",0.0421,0.0444,0.0188,0.0382,0.0525,0.0415,0.0431,0.0378,0.0559,0.0579,0.0464,0.0669,0.0486,0.0432,0.0255,0.056,0.0542,0.0689,0.0561,0.0667,0.0308,0.0412,0.0513,0.0631,0.0413,0.0581,0.0449,0.0578,0.0741,0.056,0.0902,0.0896,0.1502,0.1254,0.0787,0.0453,0.073,0.0631,0.1038,0.1089,0.041,0.062,0.0709,1.096,0.0512,0.0291,0.0656,0.0584,0.0597,0
"TTL_84",0.0105,0.0191,0.0162,0.0095,0.0138,0.0157,0.0123,0.0083,0.0136,0.0132,0.0141,0.0151,0.0133,0.0115,0.0049,0.0146,0.0145,0.0186,0.0151,0.0135,0.0057,0.0097,0.0114,0.0138,0.0084,0.0108,0.0133,0.0189,0.0523,0.0104,0.017,0.0415,0.0248,0.0138,0.0197,0.0085,0.0188,0.0107,0.0125,0.0105,0.0828,0.021,0.0166,0.0335,1.0175,0.0121,0.0235,0.0331,0.0218,0
"TTL_85",0.0017,0.0014,0.0013,0.001,0.0015,0.0015,0.0013,0.0011,0.0025,0.002,0.0019,0.0029,0.0016,0.0016,0.001,0.0024,0.002,0.0023,0.0017,0.0021,9e-04,0.0015,0.002,0.0023,0.0013,0.0017,0.0018,0.0021,0.0028,0.0016,0.0041,0.0018,0.0019,0.0052,0.0026,0.0012,0.0025,0.0028,0.0027,0.0029,0.0027,0.0024,0.004,0.0042,0.0058,1.011,0.0024,0.0235,0.0144,0
"TTL_86T88",4e-04,6e-04,5e-04,4e-04,5e-04,5e-04,4e-04,3e-04,6e-04,5e-04,5e-04,5e-04,5e-04,4e-04,3e-04,6e-04,5e-04,7e-04,5e-04,5e-04,3e-04,4e-04,5e-04,6e-04,3e-04,4e-04,5e-04,6e-04,0.0013,4e-04,6e-04,0.0011,9e-04,6e-04,6e-04,3e-04,7e-04,4e-04,5e-04,4e-04,0.0029,6e-04,0.001,0.0011,0.0223,0.0018,1.0603,0.0024,0.0026,0
"TTL_90T93",0.0017,0.0013,7e-04,9e-04,0.0013,0.0012,0.0011,0.001,0.0022,0.0018,0.0018,0.0021,0.0013,0.0014,0.001,0.0022,0.0018,0.0021,0.0015,0.002,9e-04,0.0013,0.0019,0.0023,0.0013,0.0017,0.0017,0.0013,0.0025,0.0017,0.0033,0.0019,0.0018,0.0024,0.0027,0.0011,0.004,0.0221,0.0085,0.003,0.002,0.0026,0.0042,0.0036,0.0022,0.0024,0.0024,1.0713,0.0071,0
"TTL_94T96",0.0018,0.0033,0.0011,0.0011,0.0015,0.0014,0.0014,0.0013,0.0024,0.002,0.002,0.0022,0.0016,0.0016,0.001,0.0022,0.0021,0.0023,0.0018,0.002,9e-04,0.0014,0.0018,0.0022,0.0012,0.0016,0.0018,0.0014,0.0032,0.002,0.0035,0.0025,0.0022,0.0024,0.007,0.0023,0.0035,0.0014,0.0034,0.0015,0.0039,0.0016,0.0029,0.0032,0.0065,0.0022,0.0036,0.0038,1.0125,0
"TTL_97T98",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"TOTAL",2.0988,1.9206,1.616,1.6458,1.9612,2.063,1.6996,1.4575,2.4951,2.1081,2.2014,2.213,2.4307,2.0107,1.5312,2.3313,2.1214,2.4815,2.3904,2.2511,1.4809,2.0286,2.1766,2.6832,1.7921,2.0708,1.8491,1.819,1.7902,1.9746,1.8256,1.9419,2.2908,1.9685,1.8624,1.6331,1.8849,1.8041,1.9289,1.632,1.7634,1.5776,1.6152,1.7087,1.7572,1.51,1.6761,1.7293,1.7462,1
