"","D01","D02","D03","D05","D06","D07","D08","D09","D10T12","D13T15","D16","D17T18","D19","D20","D21","D22","D23","D24A","D24B","D25","D26","D27","D28","D29","D301","D302T309","D31T33","D35","D36T39","D41T43","D45T47","D49","D50","D51","D52","D53","D55T56","D58T60","D61","D62T63","D64T66","D68","D69T75","D77T82","D84","D85","D86T88","D90T93","D94T96","D97T98"
"TTL_16",0.0023,0.0028,0.0023,0.0409,0.0039,0.0112,0.0072,0.0068,0.0036,0.0045,1.3852,0.0262,0.0047,0.0078,0.004,0.0083,0.0114,0.0071,0.0068,0.0181,0.0075,0.0083,0.0085,0.0087,0.0088,0.0084,0.1966,0.011,0.0077,0.0364,0.0028,0.0035,0.003,0.0062,0.0038,0.0055,0.0028,0.0062,0.0026,0.0045,0.0032,0.0019,0.0074,0.0026,0.0037,0.003,0.0023,0.0084,0.0024,0
"TTL_17T18",0.0124,0.0106,0.013,0.0161,0.0125,0.017,0.0234,0.02,0.0329,0.0215,0.0293,1.4234,0.0112,0.0249,0.0438,0.0278,0.0375,0.014,0.0159,0.0216,0.0358,0.0346,0.025,0.0241,0.0232,0.0253,0.0693,0.0144,0.0175,0.0272,0.0358,0.0133,0.0116,0.0211,0.0165,0.0974,0.0232,0.1814,0.0222,0.0988,0.0403,0.0166,0.1209,0.0393,0.0354,0.0325,0.0193,0.0211,0.0096,0
"TTL_19",0.0395,0.0355,0.0415,0.042,0.0475,0.1242,0.1211,0.1105,0.0344,0.0414,0.0534,0.0517,1.0888,0.181,0.0395,0.0966,0.0846,0.1325,0.0829,0.0739,0.0496,0.0631,0.0579,0.0552,0.0649,0.0589,0.0578,0.0607,0.0514,0.0724,0.0289,0.1019,0.3189,0.2689,0.1932,0.0701,0.0302,0.0333,0.0174,0.0235,0.0157,0.0093,0.0579,0.0317,0.0207,0.0185,0.021,0.0195,0.0177,0
"TTL_20",0.1854,0.1434,0.0598,0.0765,0.1529,0.144,0.1952,0.2018,0.1154,0.1908,0.2164,0.2359,0.1233,1.559,0.1531,0.6055,0.143,0.081,0.1145,0.1038,0.1233,0.1679,0.0947,0.1181,0.1169,0.1296,0.2109,0.0613,0.1628,0.1261,0.0393,0.044,0.0523,0.0706,0.0553,0.068,0.0761,0.1,0.0299,0.0496,0.0246,0.014,0.1179,0.0352,0.0346,0.0434,0.0628,0.0396,0.0586,0
"TTL_21",0.0153,0.0053,0.0162,0.0022,0.002,0.0022,0.0023,0.0023,0.0098,0.0042,0.0038,0.0084,0.0018,0.0058,1.3324,0.0041,0.0033,0.0021,0.0018,0.0026,0.0038,0.0027,0.0028,0.0021,0.0022,0.0026,0.0038,0.0016,0.0047,0.0039,0.0014,0.0012,0.0015,0.0026,0.0018,0.0036,0.0055,0.0031,0.0026,0.0026,0.0015,7e-04,0.0093,0.0014,0.0021,0.0036,0.402,0.0021,0.0016,0
"TTL_22",0.0294,0.0185,0.0165,0.0207,0.0221,0.0349,0.0312,0.0851,0.0353,0.0408,0.0319,0.053,0.0192,0.0543,0.0276,1.2666,0.0331,0.0197,0.0224,0.0361,0.075,0.089,0.0613,0.0995,0.0461,0.1029,0.0828,0.0191,0.0513,0.0395,0.0194,0.031,0.0139,0.0212,0.0336,0.0485,0.0222,0.0216,0.0152,0.02,0.0074,0.0045,0.03,0.0123,0.0096,0.0071,0.015,0.0131,0.0173,0
"TTL_23",0.0062,0.0064,0.0085,0.0153,0.0133,0.0198,0.0411,0.0592,0.0119,0.0068,0.0131,0.0109,0.0158,0.0185,0.0193,0.0181,1.2571,0.033,0.0361,0.0372,0.0589,0.0646,0.0316,0.0473,0.0314,0.031,0.0235,0.0177,0.0158,0.2452,0.0064,0.0091,0.0087,0.0125,0.0103,0.0088,0.0082,0.0084,0.0087,0.0094,0.004,0.0058,0.0147,0.0045,0.0063,0.0075,0.0093,0.0057,0.0054,0
"TTL_24A",0.0099,0.0124,0.0143,0.0901,0.0562,0.0505,0.0455,0.1385,0.0109,0.0115,0.0192,0.0194,0.0401,0.0264,0.012,0.0289,0.0626,1.2984,0.0388,0.3272,0.0508,0.085,0.183,0.1183,0.2091,0.1289,0.051,0.0361,0.0236,0.1795,0.0101,0.0204,0.0295,0.0262,0.0282,0.0186,0.0094,0.0112,0.0103,0.0117,0.0058,0.0059,0.0267,0.0093,0.0079,0.0061,0.0073,0.0073,0.0099,0
"TTL_24B",0.0122,0.0132,0.0137,0.0316,0.027,0.0462,0.0392,0.061,0.0135,0.0146,0.0218,0.0753,0.0211,0.0418,0.0165,0.0388,0.0451,0.0509,1.6187,0.1968,0.1434,0.3847,0.1658,0.172,0.125,0.206,0.1059,0.0442,0.0331,0.0519,0.0196,0.0251,0.0203,0.0342,0.0291,0.0283,0.0119,0.0226,0.024,0.029,0.0084,0.0049,0.0419,0.0131,0.0102,0.0081,0.0113,0.0094,0.0162,0
"TTL_25",0.0097,0.0124,0.0118,0.0681,0.0213,0.0586,0.0576,0.0663,0.0134,0.0137,0.0287,0.0191,0.0184,0.0232,0.0162,0.0331,0.0503,0.0307,0.0293,1.1976,0.0603,0.0796,0.117,0.0793,0.1595,0.1005,0.0555,0.0295,0.0279,0.0774,0.0135,0.0152,0.0215,0.02,0.0326,0.0178,0.0106,0.0115,0.0121,0.0148,0.0069,0.0062,0.0538,0.0164,0.0081,0.0072,0.0089,0.0086,0.0155,0
"TTL_26",0.0145,0.0149,0.0167,0.0296,0.0455,0.0364,0.0349,0.0628,0.0176,0.0181,0.0208,0.0236,0.034,0.0303,0.0234,0.0305,0.0282,0.03,0.0275,0.046,1.8223,0.1462,0.1233,0.0812,0.1803,0.1257,0.0458,0.0705,0.0451,0.0397,0.0444,0.0267,0.0348,0.053,0.0514,0.0323,0.0199,0.0491,0.1039,0.163,0.0178,0.009,0.127,0.022,0.0224,0.0235,0.0452,0.025,0.0547,0
"TTL_27",0.0107,0.0109,0.0124,0.0283,0.0238,0.0377,0.0413,0.0363,0.0126,0.0137,0.0166,0.0172,0.0193,0.0232,0.0151,0.0231,0.0255,0.0265,0.0269,0.0399,0.1339,1.2203,0.1002,0.0678,0.1648,0.1865,0.0368,0.0991,0.0249,0.0597,0.0336,0.0212,0.0209,0.0444,0.0301,0.0262,0.0134,0.0224,0.0474,0.0394,0.008,0.0051,0.0492,0.0138,0.0115,0.0068,0.0126,0.0098,0.0188,0
"TTL_28",0.024,0.031,0.0472,0.0799,0.0978,0.1029,0.1061,0.1592,0.0207,0.0205,0.0341,0.0314,0.0686,0.0461,0.0197,0.0375,0.06,0.0682,0.0561,0.095,0.0872,0.088,1.2733,0.0957,0.1427,0.1205,0.0448,0.0414,0.0288,0.0503,0.0122,0.0243,0.0593,0.0586,0.0758,0.0275,0.0171,0.0148,0.0145,0.0165,0.009,0.0044,0.0256,0.0099,0.0082,0.0075,0.0111,0.0091,0.0106,0
"TTL_29",0.0093,0.0142,0.0127,0.0137,0.0097,0.0219,0.0246,0.0237,0.0112,0.0107,0.0145,0.0123,0.0104,0.0135,0.012,0.0135,0.018,0.0149,0.0145,0.0191,0.0169,0.0183,0.0376,1.4245,0.0169,0.0274,0.0148,0.0105,0.0203,0.0163,0.0171,0.1153,0.0113,0.0131,0.0446,0.0487,0.0116,0.0102,0.0065,0.0096,0.0059,0.0032,0.0353,0.0225,0.0088,0.0045,0.0079,0.0069,0.0205,0
"TTL_301",6e-04,5e-04,0.0069,9e-04,6e-04,9e-04,9e-04,0.001,9e-04,7e-04,8e-04,8e-04,7e-04,9e-04,7e-04,9e-04,9e-04,9e-04,8e-04,0.001,0.001,0.001,0.0026,0.001,1.0961,0.0011,0.0026,7e-04,0.0013,9e-04,8e-04,5e-04,0.0466,0.0022,0.0029,5e-04,0.001,5e-04,2e-04,4e-04,2e-04,1e-04,7e-04,3e-04,5e-04,2e-04,4e-04,3e-04,3e-04,0
"TTL_302T309",0.0023,0.002,0.0024,0.0025,0.0013,0.0021,0.0027,0.0024,0.0022,0.002,0.0027,0.002,0.0017,0.0023,0.0023,0.0022,0.0021,0.002,0.002,0.0023,0.003,0.0029,0.0047,0.0034,0.0054,1.165,0.0092,0.0017,0.0017,0.0024,0.0048,0.011,0.0017,0.0364,0.0055,0.0371,0.0019,0.0017,9e-04,0.0015,9e-04,4e-04,0.0024,0.0012,0.0019,0.001,0.0018,0.0014,0.0091,0
"TTL_31T33",0.0033,0.0059,0.0043,0.0068,0.0079,0.0091,0.006,0.0115,0.004,0.0046,0.0077,0.0063,0.0064,0.0062,0.0057,0.0056,0.0076,0.0068,0.0067,0.0077,0.0082,0.0071,0.0081,0.0154,0.0093,0.0122,1.0319,0.0118,0.0078,0.0087,0.0047,0.0076,0.0052,0.0201,0.0056,0.0106,0.0042,0.0085,0.0056,0.0087,0.01,0.0041,0.017,0.0063,0.0103,0.0068,0.0034,0.0114,0.0064,0
"TTL_35",0.047,0.0302,0.0371,0.116,0.1244,0.2079,0.181,0.1109,0.0458,0.0534,0.0729,0.0867,0.0997,0.1414,0.0582,0.0982,0.1362,0.1697,0.1919,0.1502,0.0852,0.1093,0.0997,0.0845,0.1051,0.0953,0.0817,1.4289,0.1237,0.095,0.0336,0.0913,0.0444,0.0513,0.054,0.0504,0.0523,0.0528,0.0561,0.0422,0.0206,0.017,0.0522,0.0211,0.0267,0.0223,0.033,0.031,0.0277,0
"TTL_36T39",0.0038,0.0027,0.0042,0.0057,0.0053,0.0061,0.0081,0.0085,0.0044,0.0032,0.0039,0.0296,0.0042,0.0053,0.0039,0.0077,0.0074,0.0446,0.0208,0.021,0.0067,0.0104,0.0111,0.0086,0.0122,0.0103,0.007,0.0081,1.1488,0.01,0.0027,0.003,0.0037,0.0044,0.0032,0.0045,0.0055,0.0061,0.0027,0.0039,0.0022,0.0015,0.0057,0.0023,0.0025,0.0023,0.0025,0.0039,0.0022,0
"TTL_41T43",0.0027,0.0024,0.002,0.0034,0.0025,0.0032,0.003,0.0027,0.0024,0.0022,0.0027,0.0027,0.0022,0.003,0.0024,0.0027,0.0026,0.0031,0.0031,0.003,0.0037,0.0029,0.0031,0.0026,0.0035,0.0028,0.0029,0.0083,0.0109,1.0492,0.0035,0.0044,0.0018,0.0042,0.0034,0.0064,0.0052,0.0115,0.006,0.0035,0.0066,0.0191,0.0037,0.0019,0.0145,0.0081,0.0034,0.0095,0.0026,0
"TTL_45T47",0.1005,0.0664,0.0931,0.0892,0.0713,0.0989,0.1058,0.1307,0.1423,0.1691,0.1372,0.139,0.0757,0.1441,0.1655,0.157,0.1201,0.1033,0.1051,0.1307,0.2087,0.155,0.1449,0.1738,0.1608,0.1652,0.1534,0.0812,0.0942,0.1307,1.044,0.0746,0.074,0.1014,0.088,0.079,0.1292,0.0933,0.0499,0.0681,0.0332,0.0175,0.1084,0.044,0.0528,0.036,0.1407,0.067,0.0438,0
"TTL_49",0.0461,0.0524,0.0503,0.061,0.0364,0.0627,0.0658,0.0682,0.0607,0.0573,0.0787,0.0643,0.0534,0.0717,0.0619,0.0684,0.076,0.0699,0.0668,0.0733,0.0722,0.0762,0.0738,0.0731,0.0722,0.0781,0.0733,0.0538,0.0504,0.0758,0.0481,1.0793,0.0437,0.0508,0.1308,0.1021,0.0597,0.0505,0.0227,0.0373,0.02,0.0107,0.0605,0.0424,0.0288,0.0248,0.042,0.0332,0.0231,0
"TTL_50",0.0114,0.0094,0.0158,0.0161,0.009,0.0153,0.0165,0.0155,0.0134,0.0135,0.0168,0.0161,0.0126,0.0189,0.013,0.0195,0.0188,0.018,0.0153,0.018,0.0188,0.0184,0.019,0.0179,0.0204,0.018,0.0171,0.0133,0.0118,0.0163,0.0169,0.0077,1.0996,0.0097,0.0637,0.0087,0.0112,0.0087,0.0044,0.0064,0.003,0.0017,0.0119,0.0042,0.0041,0.0037,0.0078,0.0055,0.0045,0
"TTL_51",0.006,0.0072,0.0055,0.0062,0.0057,0.009,0.0082,0.0094,0.0069,0.0083,0.0098,0.0083,0.0118,0.0099,0.0101,0.0098,0.0078,0.0087,0.0105,0.0092,0.0153,0.0115,0.0108,0.0116,0.0103,0.0117,0.0099,0.0075,0.0068,0.009,0.0089,0.0051,0.0065,1.0907,0.0098,0.0386,0.0062,0.0127,0.0061,0.012,0.0055,0.0029,0.02,0.0126,0.0148,0.0109,0.0064,0.0076,0.0043,0
"TTL_52",0.0108,0.0077,0.01,0.0158,0.01,0.0176,0.0169,0.0187,0.0138,0.0219,0.0194,0.0185,0.0127,0.0227,0.0148,0.03,0.0188,0.0199,0.0213,0.022,0.0225,0.024,0.0218,0.0307,0.0239,0.0264,0.0235,0.0133,0.0155,0.0193,0.0138,0.0223,0.079,0.0156,1.0357,0.0363,0.0131,0.0125,0.0058,0.0086,0.0043,0.0023,0.0147,0.0064,0.006,0.0043,0.0106,0.0085,0.0071,0
"TTL_53",0.0042,0.0056,0.0057,0.0049,0.0028,0.0038,0.0041,0.0044,0.0056,0.0047,0.0065,0.0048,0.0029,0.005,0.008,0.0054,0.0049,0.0039,0.0063,0.0056,0.0066,0.0079,0.0058,0.0075,0.0061,0.0063,0.0061,0.0045,0.0039,0.0051,0.0139,0.0032,0.0024,0.0036,0.0031,1.0432,0.0049,0.0038,0.004,0.0079,0.006,0.0013,0.0048,0.0018,0.0029,0.0023,0.0056,0.0037,0.0018,0
"TTL_55T56",0.0092,0.0124,0.0098,0.0157,0.0127,0.0189,0.0178,0.0186,0.0129,0.0112,0.0141,0.0151,0.0113,0.0154,0.0224,0.0154,0.0163,0.0169,0.0147,0.0183,0.0199,0.0183,0.0188,0.0177,0.0186,0.02,0.0162,0.0139,0.0196,0.02,0.0157,0.0245,0.011,0.0367,0.0219,0.0242,1.0109,0.0573,0.0118,0.0222,0.041,0.0105,0.0522,0.0342,0.0455,0.0227,0.0124,0.0258,0.0103,0
"TTL_58T60",6e-04,5e-04,5e-04,0.0014,0.0013,0.0016,0.0014,0.0013,9e-04,0.0012,0.0013,0.0013,0.0011,0.0013,0.0019,0.0018,0.0016,0.0015,0.0015,0.0017,0.0021,0.0018,0.0019,0.0015,0.0015,0.0017,0.0015,0.0015,0.0028,0.0015,0.0011,0.001,0.0011,0.0034,0.0011,0.0018,0.0016,1.0299,0.0052,0.0031,0.0019,9e-04,0.0037,7e-04,0.0077,0.0048,0.0012,0.0049,0.001,0
"TTL_61",0.0044,0.0043,0.005,0.0052,0.0044,0.0071,0.0058,0.0054,0.0046,0.0043,0.0053,0.0054,0.0039,0.0054,0.006,0.0054,0.0056,0.0054,0.0057,0.0063,0.0098,0.0068,0.0066,0.0058,0.0063,0.0062,0.0056,0.0078,0.0091,0.0129,0.0064,0.0092,0.0256,0.012,0.0117,0.0324,0.0076,0.0193,1.1244,0.1359,0.0207,0.0064,0.0114,0.0037,0.0363,0.0128,0.0118,0.0118,0.0033,0
"TTL_62T63",0.003,0.0042,0.0027,0.0046,0.0039,0.006,0.0057,0.0052,0.0038,0.0042,0.0046,0.0045,0.0035,0.0052,0.0055,0.0052,0.0046,0.0047,0.005,0.0055,0.0199,0.0073,0.0069,0.0062,0.0074,0.0074,0.0056,0.0061,0.0061,0.0084,0.006,0.0085,0.0124,0.0176,0.0189,0.0203,0.0051,0.0137,0.0371,1.0941,0.0168,0.0045,0.0114,0.0038,0.0126,0.0052,0.0059,0.0054,0.0028,0
"TTL_64T66",0.0346,0.042,0.0519,0.0939,0.0722,0.0718,0.0712,0.0594,0.0371,0.0369,0.048,0.0528,0.0607,0.06,0.0507,0.0532,0.0603,0.0779,0.076,0.0671,0.0701,0.064,0.0616,0.0542,0.0804,0.0566,0.0503,0.0866,0.0682,0.0754,0.0615,0.1391,0.0837,0.0741,0.0632,0.047,0.0389,0.0441,0.0395,0.0553,1.0894,0.1006,0.0802,0.0345,0.0317,0.031,0.0306,0.0399,0.0199,0
"TTL_68",0.0055,0.0048,0.0058,0.0086,0.0064,0.0078,0.008,0.0087,0.0074,0.0081,0.0078,0.0081,0.0063,0.0086,0.0094,0.0091,0.0078,0.0078,0.0077,0.0086,0.0122,0.0095,0.0091,0.0101,0.0101,0.0101,0.0092,0.0075,0.0096,0.01,0.0362,0.0103,0.0077,0.0118,0.0144,0.0269,0.023,0.0142,0.0189,0.0461,0.0405,1.0191,0.0281,0.0108,0.0117,0.016,0.0103,0.0236,0.0248,0
"TTL_69T75",0.0294,0.0315,0.0263,0.0566,0.036,0.0547,0.053,0.0521,0.0407,0.0337,0.0375,0.0397,0.0308,0.0464,0.0667,0.0467,0.0398,0.0384,0.0375,0.0441,0.064,0.0494,0.0516,0.067,0.0493,0.0592,0.0426,0.0379,0.0332,0.0994,0.0744,0.0279,0.0289,0.0578,0.0389,0.0532,0.0343,0.0469,0.0543,0.0747,0.0631,0.0402,1.1297,0.0217,0.0198,0.0153,0.0322,0.0302,0.017,0
"TTL_77T82",0.0136,0.013,0.0152,0.0384,0.0255,0.0297,0.0312,0.0302,0.0224,0.0225,0.0219,0.0246,0.0223,0.0259,0.0359,0.0278,0.0264,0.0236,0.0228,0.028,0.0387,0.0313,0.0318,0.0372,0.0297,0.0324,0.0286,0.0241,0.0257,0.0314,0.0609,0.0244,0.0254,0.0564,0.0335,0.0411,0.028,0.0423,0.038,0.0987,0.0543,0.0334,0.0465,1.0754,0.0419,0.0146,0.0203,0.0255,0.0139,0
"TTL_84",4e-04,5e-04,4e-04,4e-04,3e-04,4e-04,4e-04,4e-04,4e-04,4e-04,6e-04,4e-04,3e-04,4e-04,5e-04,5e-04,5e-04,4e-04,4e-04,5e-04,5e-04,4e-04,4e-04,4e-04,5e-04,4e-04,5e-04,3e-04,9e-04,4e-04,3e-04,2e-04,8e-04,4e-04,4e-04,4e-04,4e-04,6e-04,5e-04,5e-04,5e-04,5e-04,7e-04,3e-04,1.0067,6e-04,3e-04,5e-04,2e-04,0
"TTL_85",4e-04,3e-04,4e-04,7e-04,4e-04,5e-04,6e-04,5e-04,4e-04,4e-04,5e-04,5e-04,4e-04,5e-04,6e-04,5e-04,5e-04,5e-04,5e-04,6e-04,6e-04,5e-04,6e-04,6e-04,6e-04,6e-04,6e-04,5e-04,8e-04,6e-04,9e-04,0.0011,5e-04,0.001,5e-04,7e-04,7e-04,0.0014,0.0013,7e-04,0.0026,4e-04,9e-04,3e-04,0.0042,1.0068,9e-04,9e-04,4e-04,0
"TTL_86T88",2e-04,1e-04,1e-04,7e-04,3e-04,7e-04,7e-04,3e-04,2e-04,3e-04,3e-04,4e-04,6e-04,4e-04,3e-04,3e-04,5e-04,6e-04,5e-04,8e-04,6e-04,6e-04,6e-04,5e-04,5e-04,8e-04,3e-04,6e-04,3e-04,5e-04,3e-04,3e-04,3e-04,3e-04,6e-04,2e-04,2e-04,3e-04,1e-04,2e-04,3e-04,1e-04,3e-04,1e-04,0.0014,2e-04,1.0024,3e-04,2e-04,0
"TTL_90T93",4e-04,4e-04,5e-04,0.0011,0.0012,0.0011,9e-04,7e-04,6e-04,6e-04,6e-04,6e-04,9e-04,8e-04,7e-04,7e-04,8e-04,9e-04,8e-04,8e-04,9e-04,8e-04,8e-04,0.0012,9e-04,7e-04,7e-04,0.001,0.001,9e-04,9e-04,0.001,0.0011,0.001,0.0015,7e-04,7e-04,0.0044,6e-04,0.0015,0.0042,7e-04,0.0013,6e-04,0.0015,5e-04,4e-04,1.0524,7e-04,0
"TTL_94T96",0.0036,0.0036,0.004,0.0103,0.0048,0.0056,0.0074,0.0061,0.0047,0.0048,0.0058,0.0071,0.0048,0.0064,0.0074,0.0071,0.0068,0.0065,0.0053,0.0078,0.0087,0.008,0.0078,0.0104,0.0084,0.0078,0.007,0.0078,0.0227,0.009,0.0102,0.0131,0.0056,0.0072,0.0129,0.0056,0.0079,0.0165,0.0063,0.0056,0.0057,0.0026,0.012,0.0053,0.0144,0.0104,0.0085,0.0109,1.0106,0
"TTL_97T98",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"TOTAL",2.3168,2.079,2.2179,2.5912,2.2676,2.8209,2.7243,2.9429,2.8233,3.1433,3.0349,3.0136,2.7586,3.1576,2.8281,3.1875,2.8415,2.9952,3.2671,3.2011,3.6148,3.3977,3.162,3.3086,3.3333,3.3621,3.129,2.8623,2.4895,3.0211,1.8748,2.209,2.5176,2.7489,2.4899,2.434,2.5539,2.3768,1.9386,2.3727,1.7289,1.4507,2.6808,1.7342,1.7897,1.574,2.2932,1.9331,1.6145,1
