"","D01","D02","D03","D05","D06","D07","D08","D09","D10T12","D13T15","D16","D17T18","D19","D20","D21","D22","D23","D24A","D24B","D25","D26","D27","D28","D29","D301","D302T309","D31T33","D35","D36T39","D41T43","D45T47","D49","D50","D51","D52","D53","D55T56","D58T60","D61","D62T63","D64T66","D68","D69T75","D77T82","D84","D85","D86T88","D90T93","D94T96","D97T98"
"TTL_17T18",0.0122,0.0104,0.0128,0.0179,0.0147,0.0174,0.0247,0.0205,0.0327,0.0218,0.0292,1.4226,0.0131,0.026,0.044,0.028,0.0407,0.016,0.0169,0.0224,0.0349,0.0342,0.0268,0.0237,0.0227,0.0252,0.0744,0.0173,0.0182,0.0284,0.0351,0.0137,0.0125,0.0223,0.0163,0.1031,0.0235,0.1955,0.0237,0.1138,0.0436,0.0171,0.1238,0.041,0.0404,0.0253,0.0196,0.0229,0.0118,0
"TTL_19",0.0376,0.0348,0.038,0.0444,0.0496,0.119,0.1257,0.1104,0.0338,0.0426,0.0556,0.054,1.1205,0.1883,0.0385,0.0998,0.0914,0.1388,0.084,0.0762,0.0487,0.0648,0.0569,0.0531,0.0625,0.0585,0.0596,0.0704,0.0504,0.0758,0.0267,0.0984,0.3113,0.2684,0.1831,0.0691,0.0283,0.0347,0.0172,0.0225,0.0151,0.009,0.0552,0.0319,0.0192,0.0138,0.0211,0.0202,0.0216,0
"TTL_20",0.1814,0.1472,0.0578,0.0868,0.128,0.1487,0.201,0.2246,0.1148,0.1994,0.2368,0.2525,0.1201,1.5962,0.1563,0.627,0.1599,0.0896,0.1214,0.113,0.1265,0.1776,0.1093,0.118,0.1181,0.1342,0.2239,0.0666,0.163,0.1359,0.0395,0.0421,0.0509,0.0714,0.0535,0.0708,0.0752,0.1116,0.0311,0.0521,0.0266,0.0145,0.1246,0.0365,0.037,0.0352,0.0657,0.0423,0.0773,0
"TTL_21",0.0146,0.0053,0.0155,0.0023,0.0024,0.0022,0.0023,0.0024,0.0096,0.0042,0.0037,0.0085,0.0021,0.0063,1.3538,0.0043,0.0035,0.0023,0.0019,0.0027,0.0037,0.0027,0.0034,0.0021,0.0022,0.0026,0.0038,0.0018,0.0048,0.0044,0.0013,0.0011,0.0016,0.0027,0.0018,0.0036,0.0051,0.0032,0.0026,0.0025,0.0015,7e-04,0.0089,0.0014,0.002,0.0029,0.4181,0.0021,0.0021,0
"TTL_22",0.0273,0.0178,0.0157,0.0221,0.0237,0.0331,0.0327,0.0814,0.0352,0.0445,0.0321,0.0549,0.0211,0.056,0.026,1.2647,0.0372,0.0212,0.0225,0.037,0.0705,0.089,0.0676,0.093,0.0442,0.1039,0.0846,0.0217,0.0474,0.0411,0.0183,0.0297,0.0148,0.0221,0.0328,0.0485,0.0224,0.0225,0.0149,0.0187,0.0077,0.0045,0.0297,0.0123,0.01,0.0058,0.0148,0.0137,0.0191,0
"TTL_23",0.0059,0.0061,0.0078,0.0155,0.0141,0.0185,0.0388,0.0528,0.0119,0.0069,0.0128,0.0112,0.018,0.0179,0.0183,0.0174,1.2456,0.0377,0.0372,0.0385,0.0549,0.0633,0.0334,0.044,0.0298,0.0304,0.0232,0.0199,0.0158,0.2409,0.0061,0.0088,0.0091,0.0126,0.0101,0.0091,0.0083,0.009,0.0086,0.0091,0.0044,0.0052,0.0147,0.0053,0.0073,0.0059,0.009,0.0063,0.0059,0
"TTL_24A",0.0094,0.0119,0.0127,0.0926,0.0681,0.0479,0.0477,0.143,0.0111,0.0122,0.02,0.0204,0.0469,0.0279,0.012,0.0304,0.0643,1.3113,0.0395,0.3333,0.0474,0.0879,0.1662,0.1192,0.1949,0.1278,0.0517,0.0416,0.024,0.1857,0.01,0.0205,0.0301,0.0277,0.0273,0.02,0.0094,0.0122,0.0106,0.0115,0.0063,0.0058,0.0269,0.01,0.0089,0.0051,0.0105,0.0081,0.0109,0
"TTL_24B",0.0123,0.0134,0.013,0.0347,0.0308,0.0471,0.0433,0.0622,0.0144,0.0162,0.024,0.0917,0.0242,0.0464,0.0177,0.042,0.0523,0.058,1.6512,0.209,0.1499,0.4007,0.1641,0.1694,0.1246,0.2081,0.1114,0.0533,0.033,0.0583,0.0199,0.0255,0.0217,0.036,0.0291,0.0316,0.0123,0.0265,0.0258,0.0312,0.0098,0.0054,0.0456,0.0146,0.0117,0.0071,0.0135,0.0108,0.018,0
"TTL_25",0.0092,0.0119,0.0109,0.0672,0.0237,0.0565,0.0611,0.0652,0.0136,0.0144,0.0298,0.0199,0.0206,0.0244,0.0155,0.0349,0.056,0.0334,0.0295,1.2028,0.0586,0.0813,0.1168,0.0784,0.1547,0.0997,0.0576,0.0333,0.028,0.0805,0.0131,0.0147,0.022,0.0208,0.0312,0.0186,0.0104,0.0121,0.0121,0.0145,0.0072,0.006,0.0519,0.0168,0.0082,0.0059,0.0105,0.0093,0.0162,0
"TTL_26",0.0149,0.0156,0.0169,0.0354,0.0613,0.0402,0.0414,0.0683,0.0192,0.0201,0.0232,0.0266,0.0443,0.0351,0.0254,0.0342,0.0344,0.0368,0.0316,0.0526,1.8701,0.1605,0.1452,0.0847,0.1864,0.1344,0.0503,0.0902,0.0483,0.0444,0.0446,0.0278,0.0393,0.0569,0.0546,0.0357,0.0209,0.0529,0.1035,0.1756,0.0194,0.0098,0.1357,0.0236,0.0231,0.0196,0.0213,0.0279,0.0572,0
"TTL_27",0.0104,0.0108,0.0117,0.0316,0.0272,0.039,0.0448,0.0374,0.0129,0.0143,0.0176,0.0186,0.022,0.0255,0.0154,0.0245,0.029,0.0301,0.029,0.043,0.137,1.2283,0.107,0.067,0.1596,0.1896,0.0381,0.1161,0.0257,0.0618,0.0317,0.0202,0.0215,0.0437,0.0298,0.0274,0.0132,0.0226,0.0495,0.0362,0.0084,0.0052,0.0506,0.0141,0.0119,0.0056,0.0131,0.0104,0.0195,0
"TTL_28",0.0222,0.0292,0.0418,0.0871,0.1092,0.0988,0.1164,0.1563,0.0207,0.0227,0.0363,0.0353,0.0759,0.049,0.0206,0.0397,0.0719,0.0784,0.0562,0.1001,0.0867,0.0929,1.2692,0.0954,0.1422,0.1232,0.0482,0.0479,0.03,0.0538,0.0124,0.0242,0.0655,0.0619,0.0734,0.031,0.0163,0.0163,0.015,0.017,0.0102,0.0046,0.0266,0.0108,0.0088,0.0064,0.0393,0.0098,0.0123,0
"TTL_29",0.0099,0.0157,0.0135,0.0166,0.0126,0.0248,0.0303,0.0274,0.0128,0.0125,0.0165,0.0142,0.0127,0.0156,0.0135,0.0156,0.0216,0.0186,0.0167,0.0229,0.0192,0.0216,0.0481,1.4665,0.0191,0.0319,0.0173,0.0134,0.0236,0.0191,0.0188,0.1283,0.0134,0.0149,0.0458,0.0549,0.0127,0.0119,0.0074,0.0108,0.007,0.0037,0.0427,0.0281,0.0106,0.004,0.0098,0.0081,0.0228,0
"TTL_301",5e-04,5e-04,0.0058,9e-04,6e-04,8e-04,9e-04,9e-04,9e-04,6e-04,8e-04,8e-04,7e-04,9e-04,6e-04,9e-04,0.001,0.001,8e-04,0.001,9e-04,0.001,0.0027,9e-04,1.0872,0.001,0.0024,7e-04,0.0013,9e-04,6e-04,5e-04,0.0427,0.002,0.0025,5e-04,8e-04,5e-04,2e-04,3e-04,2e-04,1e-04,6e-04,2e-04,5e-04,2e-04,4e-04,3e-04,3e-04,0
"TTL_302T309",0.0023,0.0021,0.0024,0.0029,0.0016,0.0022,0.0031,0.0026,0.0023,0.0022,0.0029,0.0022,0.0019,0.0025,0.0025,0.0024,0.0024,0.0023,0.0022,0.0025,0.0032,0.0032,0.0054,0.0037,0.0058,1.1869,0.0101,0.0021,0.0017,0.0026,0.0053,0.0105,0.0019,0.0448,0.0058,0.0411,0.0019,0.0019,0.001,0.0016,0.001,4e-04,0.0026,0.0013,0.0021,9e-04,0.0021,0.0016,0.0098,0
"TTL_31T33",0.0037,0.0068,0.0048,0.0085,0.0115,0.0106,0.0076,0.0133,0.0048,0.0056,0.0093,0.0077,0.009,0.0078,0.007,0.0068,0.0098,0.0088,0.0081,0.0095,0.0094,0.0086,0.0098,0.0178,0.0107,0.0141,1.0405,0.0157,0.0092,0.0108,0.0053,0.0072,0.0064,0.0227,0.0064,0.0126,0.0048,0.0104,0.0065,0.0106,0.0129,0.0049,0.0197,0.0075,0.013,0.0067,0.0042,0.0151,0.0095,0
"TTL_35",0.0454,0.0297,0.0349,0.1254,0.1105,0.2039,0.1741,0.1119,0.0463,0.0563,0.077,0.092,0.0965,0.1492,0.058,0.1029,0.1445,0.1759,0.1968,0.1521,0.0845,0.1131,0.0997,0.0829,0.1017,0.0954,0.0852,1.4851,0.1207,0.0977,0.0326,0.0744,0.0421,0.0497,0.0489,0.0497,0.0505,0.0555,0.0561,0.0385,0.0212,0.0168,0.0525,0.0216,0.0282,0.0177,0.0344,0.0324,0.0347,0
"TTL_36T39",0.0035,0.0025,0.0038,0.0052,0.0056,0.0053,0.0074,0.0075,0.004,0.003,0.0035,0.025,0.0044,0.0049,0.0035,0.0067,0.0068,0.0396,0.0181,0.0183,0.0056,0.0092,0.009,0.0074,0.01,0.0088,0.0062,0.0088,1.1136,0.0091,0.0022,0.0025,0.0033,0.0039,0.0027,0.004,0.0048,0.0055,0.0024,0.0035,0.002,0.0013,0.005,0.0021,0.0023,0.0016,0.0023,0.0035,0.0023,0
"TTL_41T43",0.0032,0.0029,0.0023,0.0045,0.0035,0.0038,0.0039,0.0034,0.0029,0.0027,0.0033,0.0034,0.003,0.0039,0.0029,0.0034,0.0035,0.0041,0.004,0.0038,0.0045,0.0036,0.0035,0.0031,0.0041,0.0034,0.0037,0.0118,0.0146,1.0581,0.0041,0.005,0.0023,0.0049,0.0039,0.0077,0.0063,0.0143,0.0073,0.0038,0.008,0.0172,0.0045,0.0025,0.0195,0.0078,0.0043,0.012,0.0039,0
"TTL_45T47",0.0907,0.0586,0.084,0.085,0.0687,0.087,0.0993,0.119,0.1377,0.1587,0.1277,0.1298,0.071,0.1353,0.1546,0.1447,0.1128,0.099,0.0967,0.1208,0.195,0.1442,0.1374,0.16,0.1415,0.1516,0.1442,0.083,0.0854,0.12,1.0391,0.0667,0.0656,0.0936,0.0765,0.0735,0.122,0.0876,0.0462,0.0635,0.0316,0.016,0.1005,0.0414,0.0497,0.0268,0.1326,0.0632,0.0467,0
"TTL_49",0.0423,0.0488,0.0458,0.0602,0.037,0.0564,0.0635,0.0647,0.0602,0.0592,0.0781,0.0636,0.0525,0.0706,0.0598,0.0678,0.0765,0.0732,0.066,0.0738,0.0691,0.0763,0.0719,0.0696,0.0689,0.0772,0.0741,0.0573,0.0474,0.0755,0.041,1.0654,0.0394,0.0465,0.1088,0.0907,0.0585,0.0509,0.0218,0.0341,0.0196,0.0101,0.0567,0.0395,0.029,0.0187,0.042,0.0331,0.0261,0
"TTL_50",0.0111,0.0094,0.0155,0.0169,0.0094,0.0148,0.017,0.0156,0.0136,0.0141,0.0171,0.0165,0.0132,0.0203,0.0128,0.021,0.02,0.0199,0.0156,0.0187,0.0183,0.0188,0.0174,0.0171,0.0206,0.0179,0.0178,0.0152,0.0114,0.0172,0.0145,0.0074,1.0939,0.0098,0.0587,0.0091,0.011,0.0089,0.0044,0.0064,0.0031,0.0017,0.0118,0.0043,0.0042,0.003,0.0078,0.0057,0.0052,0
"TTL_51",0.0057,0.007,0.0052,0.0064,0.006,0.0084,0.0084,0.009,0.0069,0.0084,0.0098,0.0083,0.0109,0.0095,0.0104,0.0096,0.0081,0.0092,0.0104,0.0094,0.0155,0.0116,0.011,0.0112,0.0099,0.0116,0.0101,0.0081,0.0067,0.0091,0.0085,0.0048,0.0062,1.0966,0.0094,0.0401,0.0061,0.0135,0.0061,0.0116,0.0057,0.0029,0.0201,0.0124,0.0156,0.0086,0.0064,0.0084,0.0049,0
"TTL_52",0.0089,0.0068,0.0085,0.0152,0.0094,0.0151,0.0167,0.0166,0.0126,0.0206,0.0182,0.0172,0.0117,0.0205,0.0133,0.0278,0.0184,0.0192,0.0199,0.0205,0.0209,0.0225,0.02,0.0236,0.021,0.0238,0.0222,0.0134,0.0137,0.0178,0.0157,0.0248,0.1056,0.0154,1.0432,0.0451,0.0112,0.0119,0.0054,0.0079,0.004,0.002,0.0134,0.0064,0.0055,0.0031,0.0096,0.0078,0.008,0
"TTL_53",0.0035,0.0049,0.0048,0.0045,0.0027,0.0033,0.0038,0.0039,0.0049,0.0042,0.0057,0.0044,0.0028,0.0046,0.007,0.005,0.0046,0.0037,0.0062,0.0053,0.0058,0.0073,0.0054,0.0065,0.0053,0.0056,0.0056,0.0046,0.0034,0.0046,0.0117,0.0028,0.0022,0.0032,0.0027,1.0384,0.0042,0.0034,0.0035,0.0063,0.0055,0.0012,0.0043,0.0017,0.0027,0.0016,0.0049,0.0034,0.0019,0
"TTL_55T56",0.009,0.0122,0.0095,0.0175,0.0158,0.0193,0.0197,0.0194,0.0135,0.012,0.0148,0.0161,0.0136,0.0166,0.0231,0.0164,0.0184,0.0195,0.016,0.0199,0.02,0.0195,0.0212,0.018,0.0189,0.0207,0.0174,0.0168,0.0207,0.0221,0.0155,0.025,0.0122,0.0378,0.0221,0.0246,1.0113,0.0548,0.0118,0.0217,0.0415,0.0108,0.054,0.036,0.0448,0.0164,0.0132,0.0275,0.0123,0
"TTL_58T60",5e-04,5e-04,5e-04,0.0015,0.0016,0.0015,0.0015,0.0013,9e-04,0.0012,0.0013,0.0013,0.0013,0.0014,0.0019,0.0019,0.0017,0.0017,0.0016,0.0018,0.0021,0.0019,0.0019,0.0014,0.0014,0.0017,0.0016,0.0018,0.0026,0.0015,0.001,9e-04,0.0011,0.0033,0.0011,0.0018,0.0016,1.0293,0.0047,0.0024,0.0018,8e-04,0.0034,7e-04,0.0099,0.0044,0.0012,0.0047,0.0011,0
"TTL_61",0.0043,0.0043,0.0049,0.006,0.0055,0.0074,0.0066,0.0059,0.0048,0.0047,0.0057,0.0059,0.0047,0.0062,0.0064,0.006,0.0065,0.0063,0.0063,0.0071,0.0106,0.0075,0.0077,0.0061,0.0067,0.0067,0.0062,0.0097,0.0105,0.0166,0.0066,0.0091,0.0271,0.013,0.0119,0.0338,0.008,0.0198,1.1364,0.131,0.021,0.0067,0.0115,0.004,0.0348,0.0108,0.0128,0.0118,0.0044,0
"TTL_62T63",0.0028,0.0037,0.0026,0.0049,0.0046,0.0059,0.0063,0.0055,0.0039,0.0044,0.0046,0.0047,0.004,0.0057,0.0055,0.0056,0.005,0.0053,0.0053,0.0058,0.024,0.008,0.0077,0.0063,0.0079,0.0079,0.006,0.0073,0.0063,0.0083,0.006,0.0079,0.0119,0.019,0.0197,0.0187,0.0046,0.0135,0.0337,1.1071,0.0159,0.0044,0.011,0.004,0.0112,0.0038,0.0053,0.0053,0.0034,0
"TTL_64T66",0.0369,0.0444,0.0528,0.107,0.0836,0.0801,0.0846,0.0679,0.0416,0.0426,0.0546,0.0614,0.0708,0.0698,0.0518,0.0615,0.0739,0.0971,0.0901,0.0798,0.0793,0.0749,0.072,0.0601,0.0891,0.0645,0.0584,0.1123,0.077,0.0907,0.0643,0.1556,0.0939,0.0829,0.0666,0.0526,0.0429,0.0516,0.0444,0.0613,1.0932,0.1102,0.0894,0.041,0.0368,0.0276,0.0336,0.0462,0.0268,0
"TTL_68",0.0056,0.005,0.006,0.01,0.0077,0.0083,0.0092,0.0095,0.008,0.0087,0.0084,0.0088,0.0073,0.0095,0.0099,0.0099,0.009,0.0092,0.0087,0.0096,0.0133,0.0105,0.0102,0.0106,0.0106,0.0109,0.0101,0.0096,0.0107,0.0111,0.039,0.0114,0.0088,0.0129,0.0154,0.0297,0.0239,0.016,0.0207,0.0533,0.0441,1.0217,0.0307,0.0122,0.0122,0.012,0.0111,0.0258,0.0339,0
"TTL_69T75",0.0278,0.0305,0.0252,0.0626,0.0449,0.0557,0.0578,0.0535,0.0418,0.035,0.0384,0.0416,0.0376,0.0489,0.0688,0.0491,0.0443,0.0434,0.0397,0.0463,0.064,0.0514,0.055,0.0668,0.0486,0.0596,0.0448,0.0452,0.0343,0.0995,0.0718,0.0283,0.0309,0.0598,0.0382,0.055,0.035,0.0483,0.0531,0.0759,0.0639,0.0406,1.1278,0.0227,0.0205,0.0123,0.0334,0.031,0.0207,0
"TTL_77T82",0.0122,0.0117,0.0135,0.0387,0.0299,0.0275,0.0313,0.0285,0.0212,0.0214,0.0208,0.0236,0.0252,0.0253,0.0342,0.0266,0.0268,0.0244,0.0222,0.0267,0.0358,0.0297,0.0298,0.0339,0.0268,0.0302,0.0275,0.0265,0.0241,0.0301,0.0545,0.0221,0.025,0.0546,0.0299,0.0386,0.0265,0.04,0.0338,0.092,0.0502,0.0309,0.0431,1.075,0.0389,0.0109,0.0192,0.024,0.0158,0
"TTL_84",4e-04,5e-04,4e-04,4e-04,4e-04,5e-04,5e-04,4e-04,5e-04,4e-04,7e-04,5e-04,3e-04,5e-04,5e-04,6e-04,6e-04,4e-04,5e-04,5e-04,5e-04,5e-04,5e-04,4e-04,5e-04,4e-04,6e-04,4e-04,0.001,5e-04,3e-04,3e-04,9e-04,5e-04,4e-04,5e-04,4e-04,7e-04,5e-04,5e-04,5e-04,5e-04,8e-04,3e-04,1.0074,5e-04,3e-04,6e-04,3e-04,0
"TTL_85",3e-04,3e-04,3e-04,7e-04,5e-04,5e-04,5e-04,5e-04,4e-04,4e-04,4e-04,4e-04,4e-04,5e-04,6e-04,5e-04,5e-04,5e-04,5e-04,5e-04,6e-04,5e-04,5e-04,5e-04,5e-04,5e-04,5e-04,5e-04,7e-04,6e-04,8e-04,9e-04,5e-04,9e-04,4e-04,6e-04,6e-04,0.0013,0.0012,6e-04,0.0023,4e-04,8e-04,3e-04,0.0041,1.004,9e-04,9e-04,4e-04,0
"TTL_86T88",1e-04,1e-04,1e-04,5e-04,3e-04,5e-04,6e-04,3e-04,2e-04,2e-04,3e-04,3e-04,5e-04,3e-04,2e-04,2e-04,4e-04,5e-04,4e-04,6e-04,6e-04,5e-04,5e-04,4e-04,4e-04,6e-04,3e-04,5e-04,3e-04,4e-04,2e-04,2e-04,3e-04,3e-04,4e-04,2e-04,1e-04,2e-04,1e-04,2e-04,2e-04,0,2e-04,1e-04,0.0011,1e-04,1.0015,2e-04,2e-04,0
"TTL_90T93",3e-04,3e-04,4e-04,0.001,0.0013,9e-04,8e-04,6e-04,5e-04,5e-04,6e-04,6e-04,9e-04,7e-04,6e-04,6e-04,7e-04,8e-04,7e-04,8e-04,7e-04,7e-04,7e-04,0.001,7e-04,6e-04,7e-04,0.001,8e-04,8e-04,7e-04,9e-04,0.001,9e-04,0.0012,6e-04,6e-04,0.0037,5e-04,0.001,0.0035,6e-04,0.0011,5e-04,0.0013,4e-04,4e-04,1.0449,8e-04,0
"TTL_94T96",0.0032,0.0032,0.0035,0.0103,0.0054,0.0052,0.0073,0.0058,0.0045,0.0046,0.0056,0.0068,0.0052,0.0064,0.0066,0.0069,0.0069,0.0066,0.0051,0.0076,0.0081,0.0076,0.0075,0.0094,0.0076,0.0073,0.0068,0.0085,0.0213,0.0087,0.0098,0.0116,0.0055,0.0069,0.0116,0.0052,0.0076,0.0166,0.0058,0.0048,0.0053,0.0024,0.0115,0.0055,0.0135,0.0083,0.0086,0.0119,1.0135,0
"TTL_97T98",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"TOTAL",2.2688,2.0237,2.1709,2.6578,2.331,2.7517,2.7786,2.9523,2.8617,3.1607,3.076,3.0608,2.8395,3.2322,2.8157,3.2273,2.9424,3.1273,3.3154,3.2673,3.6428,3.4635,3.2072,3.2999,3.2582,3.3849,3.1955,3.0927,2.4408,3.0913,1.8446,2.1738,2.5304,2.7849,2.4211,2.4568,2.5666,2.4188,1.9531,2.3978,1.7455,1.4576,2.6986,1.7529,1.8056,1.4594,2.3209,1.9546,1.7284,1
