"","D01","D02","D03","D05","D06","D07","D08","D09","D10T12","D13T15","D16","D17T18","D19","D20","D21","D22","D23","D24A","D24B","D25","D26","D27","D28","D29","D301","D302T309","D31T33","D35","D36T39","D41T43","D45T47","D49","D50","D51","D52","D53","D55T56","D58T60","D61","D62T63","D64T66","D68","D69T75","D77T82","D84","D85","D86T88","D90T93","D94T96","D97T98"
"TTL_25",0.0086,0.011,0.0111,0.0634,0.0194,0.0553,0.0564,0.0627,0.0116,0.0123,0.0275,0.0183,0.0183,0.0227,0.0151,0.0333,0.0498,0.0324,0.0278,1.1936,0.058,0.0764,0.1132,0.0738,0.1665,0.0989,0.0523,0.0315,0.0297,0.0793,0.0128,0.0157,0.0263,0.0187,0.0255,0.0166,0.0097,0.0105,0.0113,0.0143,0.0062,0.0055,0.0509,0.0154,0.0073,0.007,0.0086,0.0076,0.0149,0
"TTL_26",0.0143,0.0146,0.0171,0.0297,0.0452,0.0359,0.036,0.0663,0.0175,0.0188,0.021,0.0249,0.0367,0.0322,0.0243,0.0327,0.0299,0.0336,0.0282,0.0483,1.8471,0.1613,0.1287,0.0903,0.1988,0.1388,0.0507,0.0833,0.0495,0.0453,0.0462,0.0319,0.042,0.057,0.0472,0.0328,0.0206,0.0462,0.1077,0.1715,0.0172,0.0089,0.133,0.0225,0.0218,0.0256,0.0512,0.026,0.0603,0
"TTL_27",0.0099,0.01,0.0121,0.0257,0.022,0.034,0.0377,0.0345,0.0119,0.0133,0.0159,0.017,0.0195,0.0232,0.0145,0.023,0.025,0.0272,0.0257,0.0386,0.1234,1.214,0.0968,0.0665,0.1705,0.1793,0.0332,0.1079,0.0245,0.0604,0.0334,0.0235,0.0259,0.0447,0.0272,0.0244,0.013,0.0193,0.0432,0.0346,0.0072,0.0046,0.0459,0.0125,0.0108,0.0068,0.0126,0.0093,0.0182,0
"TTL_28",0.0211,0.0281,0.0425,0.074,0.0907,0.0946,0.1007,0.1545,0.0181,0.018,0.0307,0.0298,0.066,0.0445,0.0182,0.0356,0.0586,0.0695,0.0523,0.0916,0.0859,0.0859,1.2639,0.0922,0.1458,0.1175,0.0413,0.0443,0.0275,0.0529,0.0114,0.0254,0.0599,0.0585,0.0559,0.0256,0.0156,0.0134,0.0137,0.016,0.0082,0.0039,0.0244,0.0092,0.0076,0.0074,0.0108,0.0082,0.0103,0
"TTL_29",0.0094,0.0141,0.0126,0.014,0.0097,0.0204,0.0227,0.0243,0.0114,0.0111,0.0146,0.013,0.011,0.0144,0.0125,0.0145,0.0187,0.0174,0.0151,0.0203,0.0181,0.0192,0.0403,1.419,0.0189,0.029,0.0153,0.0126,0.0223,0.0176,0.018,0.1309,0.0117,0.0129,0.0585,0.0569,0.0123,0.011,0.0067,0.0102,0.0062,0.0032,0.0369,0.0238,0.009,0.0048,0.0088,0.0073,0.0217,0
"TTL_301",0.0011,9e-04,0.0116,0.0015,0.001,0.0016,0.0017,0.0018,0.0018,0.0013,0.0016,0.0016,0.0014,0.0019,0.0013,0.0018,0.0019,0.002,0.0016,0.0019,0.0021,0.002,0.0051,0.002,1.187,0.0021,0.0045,0.0015,0.0025,0.0019,0.0017,0.0011,0.0952,0.0041,0.0069,0.001,0.0019,9e-04,5e-04,7e-04,4e-04,2e-04,0.0014,5e-04,0.001,5e-04,8e-04,6e-04,6e-04,0
"TTL_302T309",0.0021,0.0019,0.0022,0.0023,0.0012,0.0019,0.0024,0.0023,0.0021,0.0019,0.0025,0.0019,0.0015,0.0022,0.0022,0.0021,0.002,0.0021,0.0019,0.0022,0.0029,0.0029,0.0048,0.0034,0.0055,1.1665,0.0079,0.0018,0.0017,0.0024,0.0046,0.0129,0.0017,0.0329,0.0055,0.0365,0.0018,0.0016,8e-04,0.0014,8e-04,3e-04,0.0022,0.0012,0.0016,9e-04,0.0018,0.0012,0.0087,0
"TTL_31T33",0.0024,0.0043,0.0032,0.0051,0.0061,0.0066,0.0047,0.009,0.0029,0.0034,0.0058,0.005,0.0055,0.0052,0.0044,0.0046,0.0063,0.0057,0.0053,0.0063,0.0072,0.0059,0.0067,0.0118,0.0079,0.0104,1.0239,0.0112,0.0065,0.0074,0.0035,0.0052,0.0043,0.0133,0.0044,0.008,0.0031,0.0066,0.0044,0.0075,0.0079,0.003,0.0133,0.0049,0.0079,0.0057,0.0027,0.008,0.005,0
"TTL_35",0.0436,0.029,0.0355,0.1114,0.1165,0.2064,0.1903,0.1071,0.042,0.0497,0.0752,0.0859,0.1055,0.1431,0.0562,0.0994,0.1403,0.1765,0.191,0.1532,0.0841,0.1097,0.1004,0.0848,0.1114,0.0958,0.0804,1.4784,0.1279,0.1009,0.0332,0.1039,0.0462,0.0497,0.0515,0.0506,0.0504,0.0496,0.0551,0.0406,0.0208,0.0159,0.0519,0.0213,0.0272,0.0238,0.0335,0.0304,0.0274,0
"TTL_36T39",0.0042,0.0031,0.0047,0.0067,0.0062,0.0069,0.0088,0.0101,0.0046,0.0037,0.0045,0.0358,0.0053,0.0068,0.0047,0.0102,0.0092,0.0553,0.0258,0.0267,0.0083,0.0131,0.0138,0.0107,0.016,0.013,0.0084,0.0109,1.1704,0.013,0.0032,0.0041,0.0048,0.005,0.0038,0.0053,0.0062,0.0073,0.0032,0.0051,0.0026,0.0017,0.007,0.0029,0.0029,0.0029,0.0031,0.0047,0.0027,0
"TTL_41T43",0.0022,0.002,0.0016,0.0029,0.0022,0.0028,0.0027,0.0025,0.002,0.0019,0.0023,0.0025,0.0021,0.0028,0.0021,0.0025,0.0025,0.0031,0.0029,0.0029,0.0035,0.0027,0.0029,0.0025,0.0034,0.0027,0.0026,0.0084,0.0101,1.0475,0.0031,0.0046,0.0017,0.0031,0.0028,0.0055,0.0046,0.0104,0.0054,0.0032,0.0055,0.0161,0.0034,0.0017,0.0134,0.0082,0.0033,0.0084,0.0024,0
"TTL_45T47",0.1044,0.07,0.0965,0.0852,0.0672,0.0925,0.1028,0.1291,0.1508,0.1862,0.136,0.1421,0.0811,0.1464,0.167,0.158,0.1179,0.1099,0.1006,0.1305,0.2164,0.1552,0.1482,0.1804,0.1744,0.167,0.1531,0.0911,0.1015,0.1312,1.0445,0.0851,0.0771,0.1002,0.0897,0.0811,0.1342,0.0964,0.0506,0.0713,0.0335,0.0169,0.111,0.046,0.0553,0.0383,0.1429,0.0687,0.0457,0
"TTL_49",0.0419,0.049,0.0462,0.057,0.0313,0.0551,0.0572,0.0599,0.0551,0.0511,0.07,0.0587,0.0487,0.066,0.0565,0.0634,0.0704,0.0741,0.0645,0.0697,0.0677,0.0709,0.0694,0.0667,0.0704,0.0728,0.0637,0.0582,0.0488,0.0713,0.0454,1.0832,0.0366,0.0439,0.1342,0.1058,0.0584,0.0502,0.0213,0.0353,0.0206,0.0101,0.0579,0.0466,0.0293,0.0226,0.0416,0.0319,0.022,0
"TTL_50",0.0108,0.0091,0.0147,0.0148,0.0085,0.0145,0.016,0.0151,0.0133,0.0136,0.0165,0.016,0.0129,0.019,0.0135,0.0192,0.0187,0.0193,0.0152,0.0184,0.0201,0.0189,0.0202,0.0186,0.0215,0.0185,0.0165,0.0142,0.0123,0.0165,0.019,0.0086,1.107,0.0099,0.0768,0.0089,0.0112,0.0087,0.0044,0.0068,0.003,0.0016,0.0125,0.0044,0.0042,0.004,0.0084,0.0056,0.0047,0
"TTL_51",0.0038,0.0047,0.0036,0.0037,0.0032,0.0051,0.0048,0.0056,0.0045,0.005,0.0061,0.0052,0.0059,0.0058,0.0066,0.006,0.0049,0.0057,0.0059,0.0058,0.0094,0.007,0.0067,0.0071,0.0067,0.007,0.0059,0.0049,0.0044,0.006,0.0064,0.0033,0.0037,1.1138,0.0072,0.0362,0.0041,0.0081,0.0039,0.0079,0.0035,0.0018,0.0134,0.0084,0.0102,0.0085,0.0042,0.0049,0.0027,0
"TTL_52",0.01,0.0073,0.0093,0.0145,0.0091,0.0164,0.0155,0.0181,0.0129,0.0213,0.0187,0.0179,0.0139,0.0224,0.0142,0.029,0.0182,0.0217,0.0207,0.0225,0.0225,0.0238,0.0221,0.0295,0.0259,0.027,0.0225,0.0147,0.0156,0.0196,0.0116,0.0215,0.0632,0.0172,1.0312,0.0344,0.0128,0.012,0.0057,0.0085,0.0042,0.0022,0.0144,0.0063,0.0059,0.0044,0.0109,0.0084,0.0068,0
"TTL_53",0.0042,0.0061,0.0059,0.0045,0.0025,0.0034,0.0038,0.0042,0.0058,0.0046,0.0066,0.0047,0.0029,0.0049,0.008,0.0052,0.0048,0.0038,0.0058,0.0055,0.0062,0.0075,0.0056,0.0073,0.0063,0.0061,0.0058,0.0048,0.0038,0.0051,0.0123,0.0033,0.0024,0.0035,0.003,1.0395,0.0048,0.0035,0.0035,0.007,0.0052,0.0011,0.0046,0.0018,0.0025,0.0022,0.0058,0.0034,0.0018,0
"TTL_55T56",0.0088,0.0121,0.0096,0.0156,0.0128,0.0179,0.0173,0.0193,0.0123,0.0113,0.0139,0.0158,0.0127,0.0165,0.0231,0.0165,0.0169,0.0186,0.0148,0.0194,0.0209,0.0194,0.0203,0.0192,0.0207,0.022,0.016,0.0168,0.0206,0.0209,0.0161,0.0272,0.0119,0.0358,0.0259,0.0251,1.0109,0.0568,0.012,0.0233,0.0423,0.0104,0.0542,0.0339,0.0485,0.0262,0.013,0.0261,0.0109,0
"TTL_58T60",7e-04,7e-04,7e-04,0.0019,0.0018,0.002,0.0019,0.0018,0.0011,0.0016,0.0018,0.0018,0.0017,0.0019,0.0026,0.0027,0.0023,0.0023,0.0021,0.0025,0.003,0.0027,0.0028,0.0022,0.0022,0.0026,0.0021,0.0026,0.0038,0.0022,0.0015,0.0017,0.0015,0.0052,0.0015,0.0024,0.0022,1.0411,0.0065,0.0041,0.0024,0.0011,0.0049,0.001,0.0091,0.0065,0.0016,0.0067,0.0013,0
"TTL_61",0.004,0.0039,0.0046,0.0048,0.0041,0.0063,0.0053,0.0051,0.0041,0.004,0.0049,0.0052,0.0039,0.0053,0.0058,0.0053,0.0055,0.0055,0.0053,0.0062,0.0092,0.0067,0.0065,0.0058,0.0064,0.0061,0.0052,0.0087,0.009,0.0125,0.006,0.0094,0.0249,0.0097,0.0092,0.0313,0.0072,0.0175,1.1239,0.1304,0.0202,0.006,0.0113,0.0036,0.0366,0.0145,0.0132,0.0123,0.0032,0
"TTL_62T63",0.0018,0.0025,0.0016,0.0027,0.0024,0.0035,0.0034,0.0033,0.0022,0.0026,0.0028,0.0029,0.0023,0.0034,0.0035,0.0034,0.0029,0.0032,0.0031,0.0035,0.0127,0.0048,0.0045,0.0041,0.0051,0.0049,0.0038,0.0045,0.0039,0.0054,0.0037,0.0055,0.0071,0.01,0.0105,0.0119,0.0032,0.0079,0.0232,1.0597,0.0105,0.0027,0.0073,0.0024,0.008,0.0037,0.0039,0.0034,0.0018,0
"TTL_64T66",0.0316,0.0382,0.0467,0.0888,0.0691,0.0693,0.0706,0.0576,0.034,0.0347,0.0448,0.0516,0.0618,0.0599,0.0494,0.0528,0.0601,0.0806,0.0733,0.0672,0.0676,0.0628,0.0608,0.0531,0.0839,0.0564,0.0478,0.0966,0.0696,0.0782,0.0598,0.1434,0.0859,0.0741,0.0607,0.0463,0.0374,0.0417,0.038,0.0531,1.0827,0.0913,0.0788,0.0338,0.0306,0.0328,0.0309,0.0366,0.0197,0
"TTL_68",0.0054,0.0047,0.0057,0.008,0.006,0.0072,0.0077,0.0085,0.0074,0.0085,0.0075,0.0081,0.0064,0.0087,0.0094,0.0092,0.0077,0.0081,0.0073,0.0086,0.0123,0.0095,0.0092,0.0102,0.0107,0.0103,0.0091,0.0083,0.0101,0.0101,0.0368,0.0107,0.0075,0.0121,0.0124,0.0266,0.0234,0.0136,0.0188,0.05,0.0381,1.0189,0.0284,0.0107,0.0114,0.0181,0.0108,0.0226,0.0256,0
"TTL_69T75",0.026,0.0279,0.0239,0.0513,0.033,0.0508,0.0514,0.0482,0.0369,0.0324,0.0344,0.0387,0.0321,0.0466,0.0653,0.047,0.0391,0.0394,0.035,0.043,0.061,0.0478,0.0497,0.0622,0.0499,0.0577,0.0415,0.0402,0.0323,0.1037,0.0715,0.0291,0.0284,0.0562,0.0383,0.0506,0.0323,0.0439,0.0538,0.0733,0.0582,0.0386,1.1205,0.0203,0.0184,0.0154,0.0319,0.0278,0.0168,0
"TTL_77T82",0.0134,0.0127,0.0148,0.0378,0.025,0.0293,0.0321,0.0295,0.0218,0.0232,0.0214,0.0254,0.0247,0.0271,0.037,0.0294,0.0272,0.0257,0.0226,0.0288,0.0386,0.0318,0.0324,0.0373,0.0321,0.033,0.0295,0.0275,0.0262,0.0325,0.0616,0.0258,0.0253,0.056,0.0336,0.0406,0.0281,0.0407,0.0384,0.1016,0.052,0.0334,0.0463,1.0747,0.0398,0.0158,0.0211,0.0246,0.0143,0
"TTL_84",4e-04,4e-04,4e-04,4e-04,4e-04,5e-04,5e-04,5e-04,4e-04,4e-04,5e-04,5e-04,4e-04,5e-04,6e-04,6e-04,6e-04,5e-04,5e-04,6e-04,6e-04,5e-04,6e-04,5e-04,6e-04,5e-04,6e-04,5e-04,0.0012,5e-04,3e-04,4e-04,0.0011,5e-04,5e-04,5e-04,4e-04,8e-04,6e-04,7e-04,6e-04,6e-04,9e-04,4e-04,1.0091,8e-04,4e-04,7e-04,3e-04,0
"TTL_85",4e-04,4e-04,5e-04,8e-04,5e-04,6e-04,6e-04,6e-04,5e-04,5e-04,6e-04,6e-04,5e-04,6e-04,7e-04,6e-04,6e-04,6e-04,6e-04,7e-04,8e-04,7e-04,8e-04,7e-04,8e-04,8e-04,7e-04,7e-04,0.001,8e-04,0.0011,0.0018,6e-04,0.0011,6e-04,8e-04,8e-04,0.0017,0.0016,8e-04,0.0029,5e-04,0.0012,4e-04,0.0051,1.0087,0.0011,0.0012,4e-04,0
"TTL_86T88",2e-04,1e-04,1e-04,7e-04,3e-04,7e-04,7e-04,4e-04,2e-04,3e-04,3e-04,4e-04,0.001,5e-04,3e-04,3e-04,5e-04,7e-04,5e-04,9e-04,7e-04,7e-04,7e-04,6e-04,6e-04,0.001,4e-04,7e-04,4e-04,6e-04,3e-04,5e-04,5e-04,4e-04,7e-04,2e-04,2e-04,3e-04,2e-04,2e-04,3e-04,1e-04,3e-04,1e-04,0.0014,3e-04,1.0027,3e-04,2e-04,0
"TTL_90T93",6e-04,6e-04,7e-04,0.0016,0.0017,0.0016,0.0013,0.0012,9e-04,9e-04,0.001,0.001,0.0015,0.0012,0.0012,0.0011,0.0012,0.0014,0.0012,0.0013,0.0014,0.0012,0.0014,0.0022,0.0014,0.0012,0.0011,0.0019,0.0017,0.0016,0.0014,0.0018,0.0018,0.0016,0.0024,0.0012,0.001,0.0053,9e-04,0.0025,0.0069,0.0011,0.0022,0.0011,0.002,8e-04,7e-04,1.0676,0.0012,0
"TTL_94T96",0.0035,0.0034,0.0038,0.0097,0.0046,0.0053,0.0069,0.0061,0.0045,0.0049,0.0057,0.0073,0.0052,0.0068,0.0074,0.0075,0.0069,0.0069,0.0053,0.0081,0.0093,0.0085,0.0082,0.0105,0.0091,0.0083,0.0067,0.009,0.0237,0.0101,0.0104,0.0145,0.0056,0.0064,0.0133,0.0056,0.0077,0.0161,0.0063,0.0055,0.0053,0.0025,0.0123,0.0051,0.014,0.0115,0.0091,0.0108,1.0111,0
"TTL_97T98",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"TOTAL",2.2809,2.0461,2.198,2.5046,2.1735,2.7032,2.6798,2.8671,2.7816,3.1091,2.9668,3.0005,2.7782,3.1721,2.8129,3.1821,2.8286,3.1268,3.1999,3.2232,3.5956,3.3813,3.1591,3.2843,3.5412,3.3853,3.0708,3.0654,2.5548,3.058,1.856,2.3091,2.5427,2.7424,2.4758,2.4175,2.5518,2.3526,1.912,2.3498,1.7039,1.4229,2.6615,1.7305,1.7851,1.6013,2.3193,1.9307,1.6205,1
