"","D01","D02","D03","D05","D06","D07","D08","D09","D10T12","D13T15","D16","D17T18","D19","D20","D21","D22","D23","D24A","D24B","D25","D26","D27","D28","D29","D301","D302T309","D31T33","D35","D36T39","D41T43","D45T47","D49","D50","D51","D52","D53","D55T56","D58T60","D61","D62T63","D64T66","D68","D69T75","D77T82","D84","D85","D86T88","D90T93","D94T96","D97T98"
"TTL_16",0.0018,0.0022,0.0018,0.0381,0.0034,0.009,0.0064,0.006,0.0028,0.004,1.3657,0.0252,0.0042,0.0075,0.0034,0.0081,0.0108,0.0066,0.0059,0.0173,0.0071,0.0079,0.0082,0.008,0.0086,0.008,0.1801,0.0104,0.0072,0.035,0.0024,0.0032,0.0028,0.0047,0.0034,0.0046,0.0023,0.0055,0.0022,0.0042,0.0026,0.0015,0.0063,0.0022,0.003,0.0025,0.002,0.0075,0.0021,0
"TTL_17T18",0.011,0.0096,0.0117,0.0153,0.0122,0.0158,0.0214,0.0193,0.0275,0.0204,0.0265,1.415,0.0114,0.025,0.0421,0.028,0.0381,0.0146,0.0149,0.0214,0.0358,0.035,0.0252,0.0241,0.0243,0.0254,0.0721,0.0148,0.0178,0.0283,0.0342,0.0141,0.0116,0.0204,0.0152,0.0931,0.0208,0.1792,0.0216,0.1096,0.0407,0.0163,0.1203,0.0384,0.0363,0.0331,0.019,0.0218,0.0102,0
"TTL_19",0.0335,0.0316,0.0343,0.0388,0.0442,0.1013,0.1211,0.1027,0.0294,0.0369,0.0489,0.048,1.0871,0.1859,0.0348,0.0946,0.0837,0.1386,0.0748,0.0729,0.0467,0.06,0.0567,0.0527,0.0661,0.0574,0.0534,0.0632,0.0513,0.0756,0.0267,0.1085,0.2932,0.2709,0.1938,0.0716,0.0274,0.0303,0.0164,0.0221,0.0164,0.0085,0.0566,0.0298,0.0199,0.0174,0.0196,0.0173,0.0176,0
"TTL_20",0.1482,0.1225,0.0492,0.0632,0.1279,0.128,0.1839,0.1745,0.0911,0.1566,0.1908,0.2021,0.1144,1.5108,0.1215,0.556,0.1287,0.0784,0.0965,0.0923,0.1069,0.1494,0.0843,0.1044,0.1096,0.1198,0.1866,0.0596,0.153,0.1166,0.0339,0.0426,0.0479,0.0633,0.0503,0.0587,0.0631,0.0844,0.0254,0.0441,0.0209,0.0117,0.1048,0.0306,0.0291,0.0357,0.0528,0.033,0.0564,0
"TTL_21",0.0149,0.0056,0.0159,0.0023,0.0022,0.0023,0.0025,0.0025,0.0093,0.0043,0.0039,0.0092,0.0021,0.0066,1.3358,0.0046,0.0038,0.0024,0.0019,0.0029,0.0045,0.0031,0.0032,0.0024,0.0026,0.003,0.0041,0.0019,0.0055,0.0048,0.0015,0.0014,0.0017,0.0029,0.002,0.0037,0.0054,0.0034,0.0028,0.003,0.0016,8e-04,0.0105,0.0015,0.0022,0.0036,0.4191,0.0021,0.0019,0
"TTL_22",0.0247,0.0164,0.0142,0.0185,0.0201,0.0307,0.0265,0.0799,0.0285,0.0357,0.0277,0.051,0.0188,0.0507,0.024,1.2743,0.0307,0.02,0.0199,0.0337,0.0705,0.0846,0.0587,0.0943,0.0458,0.1051,0.0807,0.0185,0.0484,0.0398,0.0173,0.0332,0.0139,0.0194,0.0344,0.046,0.019,0.0194,0.0135,0.0187,0.0066,0.0039,0.0275,0.0116,0.0086,0.0062,0.0136,0.0114,0.0167,0
"TTL_23",0.0047,0.0051,0.0065,0.0132,0.0118,0.0154,0.0368,0.0556,0.0088,0.0055,0.0106,0.0095,0.0133,0.0162,0.0159,0.0161,1.2349,0.0316,0.0303,0.0336,0.0515,0.0576,0.0281,0.0415,0.0295,0.028,0.0191,0.0162,0.0138,0.2253,0.0054,0.0086,0.008,0.0098,0.0088,0.0074,0.0065,0.0068,0.0072,0.008,0.0032,0.0044,0.0125,0.0039,0.0052,0.006,0.0079,0.0045,0.0048,0
"TTL_24A",0.008,0.0103,0.0121,0.0828,0.0526,0.0438,0.0415,0.1275,0.0088,0.01,0.0171,0.0181,0.0385,0.0254,0.0104,0.0277,0.0592,1.289,0.035,0.3227,0.0488,0.0822,0.1769,0.112,0.214,0.1251,0.0481,0.0368,0.0223,0.1824,0.0094,0.0211,0.0341,0.0239,0.0239,0.0173,0.0082,0.0099,0.0093,0.0108,0.0051,0.0051,0.0244,0.0085,0.007,0.0054,0.0066,0.0063,0.0094,0
"TTL_24B",0.0103,0.0115,0.012,0.0293,0.0256,0.0435,0.0368,0.0599,0.0115,0.0133,0.02,0.073,0.0208,0.0403,0.0148,0.039,0.0454,0.0526,1.615,0.2047,0.1438,0.3882,0.1703,0.1731,0.1333,0.2122,0.1051,0.0429,0.0321,0.0542,0.019,0.0268,0.0235,0.0323,0.0261,0.0272,0.0107,0.0206,0.0221,0.0276,0.0077,0.0045,0.0397,0.0122,0.0094,0.0074,0.0108,0.0085,0.0161,0
"TTL_25",0.0076,0.0101,0.0098,0.0611,0.019,0.0532,0.0544,0.0604,0.0105,0.0114,0.0259,0.0172,0.0169,0.0212,0.0137,0.0317,0.0472,0.0304,0.0259,1.1885,0.056,0.0736,0.11,0.0713,0.1625,0.0956,0.0501,0.0278,0.0279,0.0767,0.0121,0.0146,0.0244,0.0174,0.0239,0.0155,0.0089,0.0098,0.0106,0.0134,0.0058,0.0052,0.0483,0.0147,0.0068,0.0061,0.0078,0.0071,0.0143,0
"TTL_26",0.0128,0.0134,0.0153,0.0281,0.0444,0.0337,0.034,0.0634,0.0159,0.0174,0.0194,0.0231,0.035,0.03,0.0222,0.0307,0.0279,0.0315,0.0262,0.0458,1.8315,0.1556,0.1245,0.0868,0.1932,0.1339,0.0481,0.0712,0.0464,0.0432,0.0439,0.0298,0.0395,0.0536,0.0446,0.0309,0.0189,0.0436,0.1017,0.1621,0.0163,0.0085,0.1264,0.0213,0.0205,0.0222,0.0453,0.0243,0.0576,0
"TTL_27",0.0088,0.009,0.0107,0.0242,0.021,0.0315,0.0354,0.0325,0.0107,0.0123,0.0145,0.0155,0.0178,0.021,0.0132,0.0213,0.023,0.0249,0.0234,0.0363,0.1205,1.2092,0.0941,0.0641,0.1671,0.1751,0.0314,0.0905,0.0225,0.0583,0.0317,0.0216,0.0241,0.042,0.0255,0.0229,0.0118,0.0181,0.0408,0.0327,0.0068,0.0043,0.0435,0.0118,0.01,0.0058,0.0114,0.0086,0.0174,0
"TTL_28",0.0188,0.0256,0.0372,0.0701,0.0889,0.0903,0.0964,0.1473,0.0162,0.0167,0.0286,0.0278,0.0647,0.043,0.0165,0.0341,0.0554,0.0658,0.049,0.0868,0.0817,0.0813,1.2529,0.0874,0.139,0.1115,0.0388,0.0424,0.0257,0.0502,0.0107,0.0238,0.0565,0.0546,0.0525,0.0239,0.0141,0.0125,0.0127,0.0148,0.0076,0.0037,0.0227,0.0087,0.007,0.0064,0.0097,0.0076,0.0098,0
"TTL_29",0.0085,0.013,0.0113,0.0134,0.0094,0.0192,0.0217,0.0231,0.0104,0.0104,0.0136,0.0121,0.0098,0.0133,0.0114,0.0135,0.0176,0.0161,0.014,0.0191,0.017,0.0181,0.0386,1.4067,0.0177,0.0275,0.0143,0.0111,0.0209,0.0167,0.0171,0.123,0.0108,0.0119,0.055,0.0533,0.0113,0.0103,0.0063,0.0096,0.0058,0.0031,0.0346,0.0224,0.0084,0.0041,0.008,0.0068,0.0206,0
"TTL_301",0.001,8e-04,0.0102,0.0015,0.001,0.0015,0.0017,0.0017,0.0016,0.0012,0.0015,0.0015,0.0013,0.0017,0.0012,0.0017,0.0017,0.0019,0.0014,0.0018,0.0019,0.0018,0.0049,0.0018,1.182,0.002,0.0043,0.0013,0.0023,0.0018,0.0016,0.001,0.0897,0.0038,0.0065,0.001,0.0017,9e-04,4e-04,7e-04,3e-04,2e-04,0.0013,5e-04,9e-04,4e-04,8e-04,6e-04,6e-04,0
"TTL_302T309",0.002,0.0018,0.002,0.0023,0.0012,0.0018,0.0024,0.0022,0.002,0.0019,0.0024,0.0018,0.0014,0.0021,0.0021,0.002,0.002,0.002,0.0018,0.0021,0.0028,0.0028,0.0048,0.0034,0.0054,1.1661,0.0078,0.0017,0.0016,0.0023,0.0045,0.0125,0.0016,0.0316,0.0053,0.0353,0.0017,0.0016,8e-04,0.0013,8e-04,3e-04,0.0021,0.0012,0.0016,8e-04,0.0017,0.0012,0.0085,0
"TTL_31T33",0.0023,0.0043,0.003,0.0053,0.0066,0.0069,0.0049,0.0095,0.0028,0.0034,0.0058,0.0051,0.0056,0.0053,0.0043,0.0047,0.0066,0.0059,0.0055,0.0065,0.0073,0.0061,0.007,0.0122,0.0081,0.0107,1.0241,0.0108,0.0067,0.0077,0.0036,0.0053,0.0045,0.0141,0.0045,0.008,0.0031,0.0067,0.0045,0.0075,0.0078,0.003,0.0133,0.005,0.0079,0.0052,0.0027,0.0079,0.0053,0
"TTL_35",0.0415,0.0282,0.0338,0.1144,0.1235,0.2129,0.1965,0.1096,0.0404,0.0491,0.0753,0.0858,0.1053,0.1427,0.0541,0.1,0.1421,0.1807,0.1963,0.1569,0.0861,0.1121,0.1028,0.0864,0.1139,0.0977,0.081,1.4375,0.1285,0.1029,0.0334,0.1048,0.0462,0.0494,0.0518,0.0508,0.0491,0.0497,0.0554,0.0407,0.0209,0.016,0.0519,0.0214,0.0271,0.0219,0.0325,0.0301,0.0289,0
"TTL_36T39",0.004,0.003,0.0045,0.0068,0.0064,0.0069,0.009,0.0102,0.0045,0.0037,0.0045,0.0352,0.0053,0.0067,0.0045,0.0101,0.0091,0.0571,0.0265,0.0271,0.0084,0.0133,0.014,0.0108,0.0162,0.0132,0.0084,0.0101,1.1701,0.0132,0.0032,0.0041,0.0047,0.0049,0.0038,0.0053,0.0061,0.0072,0.0032,0.005,0.0026,0.0017,0.0069,0.0029,0.0029,0.0027,0.0029,0.0047,0.0028,0
"TTL_41T43",0.002,0.0019,0.0015,0.0029,0.0022,0.0027,0.0026,0.0024,0.0018,0.0018,0.0022,0.0024,0.002,0.0027,0.002,0.0024,0.0024,0.003,0.0027,0.0027,0.0034,0.0026,0.0029,0.0024,0.0033,0.0026,0.0025,0.0073,0.0098,1.0477,0.003,0.0044,0.0016,0.003,0.0027,0.0054,0.0043,0.0101,0.0052,0.0031,0.0054,0.0157,0.0034,0.0017,0.013,0.0073,0.003,0.0081,0.0024,0
"TTL_45T47",0.1024,0.0678,0.0952,0.0858,0.0679,0.09,0.1021,0.1272,0.1499,0.184,0.1341,0.1404,0.074,0.1416,0.1674,0.155,0.1162,0.1075,0.0985,0.1285,0.2122,0.1529,0.1456,0.1772,0.1722,0.1646,0.1511,0.0838,0.1,0.1306,1.0437,0.0829,0.075,0.0979,0.0878,0.0794,0.1337,0.0951,0.0492,0.0691,0.0331,0.0168,0.109,0.0454,0.0542,0.035,0.143,0.068,0.0463,0
"TTL_49",0.0405,0.0481,0.0445,0.0587,0.0323,0.0544,0.0579,0.0601,0.0537,0.0508,0.0697,0.0584,0.0445,0.0646,0.0551,0.063,0.0706,0.0735,0.0638,0.0697,0.0679,0.0711,0.0699,0.067,0.0706,0.0732,0.0637,0.0544,0.0486,0.072,0.0457,1.0834,0.0356,0.0427,0.1349,0.1062,0.057,0.0502,0.021,0.0351,0.0205,0.0102,0.0579,0.0465,0.0291,0.0208,0.0405,0.0316,0.0228,0
"TTL_50",0.0104,0.0089,0.0141,0.0152,0.0088,0.0143,0.0162,0.0151,0.013,0.0135,0.0164,0.0159,0.0127,0.0187,0.0132,0.0191,0.0188,0.0192,0.015,0.0183,0.0199,0.0188,0.0203,0.0186,0.0216,0.0185,0.0164,0.0136,0.0122,0.0165,0.019,0.0085,1.1079,0.0098,0.0771,0.0088,0.011,0.0086,0.0043,0.0067,0.003,0.0016,0.0124,0.0043,0.0041,0.0037,0.0082,0.0055,0.0048,0
"TTL_51",0.0039,0.0048,0.0037,0.004,0.0036,0.0053,0.0053,0.006,0.0048,0.0053,0.0063,0.0054,0.0069,0.0063,0.0069,0.0063,0.0052,0.0059,0.0061,0.0061,0.0097,0.0074,0.0071,0.0076,0.007,0.0074,0.0062,0.0053,0.0047,0.0064,0.0068,0.0035,0.0041,1.1209,0.0078,0.0387,0.0043,0.0087,0.0041,0.0084,0.0037,0.002,0.0144,0.0089,0.0109,0.0083,0.0043,0.0052,0.003,0
"TTL_52",0.0095,0.007,0.0089,0.0148,0.0094,0.016,0.0155,0.018,0.0125,0.0211,0.0185,0.0177,0.0123,0.0217,0.0137,0.0289,0.0181,0.0213,0.0204,0.0225,0.0226,0.0239,0.0222,0.0298,0.0261,0.0272,0.0225,0.0136,0.0154,0.0196,0.0115,0.0213,0.0633,0.0166,1.031,0.0342,0.0124,0.0119,0.0055,0.0084,0.0041,0.0021,0.0142,0.0062,0.0058,0.004,0.0104,0.0082,0.0069,0
"TTL_53",0.0041,0.006,0.0057,0.0045,0.0026,0.0034,0.0038,0.0042,0.0056,0.0046,0.0066,0.0047,0.0027,0.0048,0.0078,0.0052,0.0048,0.0039,0.0059,0.0055,0.0063,0.0077,0.0057,0.0074,0.0064,0.0062,0.0058,0.0044,0.0038,0.0052,0.0124,0.0033,0.0024,0.0035,0.003,1.0397,0.0047,0.0035,0.0035,0.007,0.0052,0.0011,0.0046,0.0018,0.0025,0.002,0.0056,0.0034,0.0018,0
"TTL_55T56",0.0087,0.0121,0.0094,0.0163,0.0137,0.0186,0.018,0.02,0.0121,0.0115,0.0142,0.0161,0.0126,0.0166,0.0228,0.0169,0.0173,0.0192,0.0152,0.0201,0.0217,0.0201,0.0212,0.0199,0.0215,0.0229,0.0164,0.016,0.021,0.0218,0.0165,0.0279,0.0121,0.0365,0.0266,0.0256,1.0108,0.0581,0.0123,0.0238,0.0428,0.0106,0.0558,0.0344,0.0491,0.0246,0.0129,0.0264,0.0116,0
"TTL_58T60",7e-04,7e-04,7e-04,0.002,0.0019,0.0021,0.002,0.0019,0.0011,0.0016,0.0018,0.0018,0.0017,0.002,0.0026,0.0028,0.0023,0.0024,0.0022,0.0026,0.0031,0.0028,0.003,0.0023,0.0023,0.0027,0.0021,0.0025,0.0039,0.0023,0.0015,0.0017,0.0016,0.0054,0.0016,0.0025,0.0022,1.0425,0.0068,0.0043,0.0025,0.0012,0.0051,0.001,0.0094,0.0062,0.0016,0.0068,0.0014,0
"TTL_61",0.0039,0.004,0.0045,0.0051,0.0044,0.0065,0.0056,0.0053,0.0041,0.0041,0.005,0.0053,0.004,0.0054,0.0057,0.0054,0.0056,0.0057,0.0054,0.0065,0.0097,0.0069,0.0068,0.006,0.0067,0.0064,0.0054,0.0081,0.0093,0.0132,0.0062,0.0097,0.0258,0.01,0.0095,0.0322,0.0072,0.0181,1.1275,0.1344,0.0207,0.0063,0.0117,0.0037,0.0376,0.0138,0.0127,0.0126,0.0035,0
"TTL_62T63",0.0018,0.0025,0.0016,0.0029,0.0026,0.0036,0.0036,0.0034,0.0022,0.0026,0.0028,0.0029,0.0023,0.0034,0.0035,0.0035,0.003,0.0033,0.0032,0.0036,0.0136,0.005,0.0048,0.0043,0.0053,0.0052,0.0039,0.0043,0.0041,0.0057,0.0038,0.0057,0.0074,0.0104,0.0109,0.0123,0.0032,0.0082,0.0242,1.062,0.0108,0.0028,0.0077,0.0026,0.0083,0.0036,0.0038,0.0035,0.0019,0
"TTL_64T66",0.0308,0.0381,0.0452,0.0918,0.0735,0.0711,0.0731,0.0593,0.0335,0.0348,0.0452,0.0521,0.0629,0.0607,0.0485,0.0537,0.0613,0.083,0.0752,0.0689,0.0695,0.0644,0.0626,0.0543,0.0867,0.0577,0.0485,0.0912,0.0704,0.0808,0.0608,0.1456,0.0877,0.075,0.0623,0.0471,0.037,0.0422,0.0384,0.0538,1.084,0.0929,0.0803,0.0348,0.0309,0.0305,0.0304,0.0368,0.0209,0
"TTL_68",0.0054,0.0047,0.0056,0.0084,0.0064,0.0074,0.008,0.0088,0.0075,0.0086,0.0076,0.0082,0.0064,0.0087,0.0095,0.0094,0.0079,0.0083,0.0075,0.0088,0.0126,0.0098,0.0094,0.0104,0.011,0.0105,0.0093,0.0079,0.0103,0.0105,0.0376,0.0109,0.0076,0.0123,0.0127,0.0271,0.0233,0.0139,0.0192,0.051,0.0388,1.0193,0.029,0.011,0.0116,0.0169,0.0107,0.0227,0.0279,0
"TTL_69T75",0.0251,0.0274,0.0231,0.0527,0.0347,0.0519,0.0526,0.0491,0.036,0.0324,0.0343,0.0388,0.0314,0.0462,0.0636,0.0473,0.0396,0.0398,0.0352,0.0437,0.0624,0.0486,0.0509,0.0635,0.0508,0.0588,0.0419,0.0381,0.0324,0.1061,0.0724,0.0292,0.0285,0.0562,0.0386,0.051,0.0318,0.0443,0.0544,0.074,0.0587,0.0391,1.1219,0.0205,0.0185,0.0143,0.0316,0.0278,0.0176,0
"TTL_77T82",0.0128,0.0123,0.0142,0.0381,0.0259,0.0293,0.0324,0.0296,0.021,0.0228,0.0211,0.025,0.0237,0.0266,0.0355,0.0291,0.0271,0.0256,0.0223,0.0288,0.0387,0.0318,0.0325,0.0373,0.0321,0.0331,0.0292,0.0259,0.026,0.0329,0.0613,0.0256,0.0252,0.0554,0.0334,0.0402,0.0273,0.0405,0.038,0.1014,0.0515,0.0333,0.0459,1.0743,0.0398,0.0145,0.0205,0.0242,0.0149,0
"TTL_84",4e-04,4e-04,4e-04,5e-04,4e-04,5e-04,5e-04,5e-04,4e-04,4e-04,5e-04,5e-04,4e-04,5e-04,6e-04,6e-04,6e-04,5e-04,5e-04,6e-04,6e-04,5e-04,6e-04,5e-04,6e-04,5e-04,6e-04,5e-04,0.0013,5e-04,3e-04,4e-04,0.0011,5e-04,5e-04,6e-04,4e-04,9e-04,6e-04,7e-04,6e-04,7e-04,0.001,4e-04,1.0096,8e-04,4e-04,7e-04,3e-04,0
"TTL_85",4e-04,4e-04,5e-04,9e-04,5e-04,6e-04,7e-04,7e-04,5e-04,5e-04,6e-04,6e-04,5e-04,7e-04,8e-04,7e-04,7e-04,7e-04,6e-04,8e-04,8e-04,7e-04,8e-04,7e-04,8e-04,8e-04,7e-04,7e-04,0.001,9e-04,0.0012,0.0019,6e-04,0.0012,7e-04,9e-04,8e-04,0.0018,0.0016,9e-04,0.003,5e-04,0.0012,5e-04,0.0054,1.0085,0.0011,0.0012,5e-04,0
"TTL_86T88",2e-04,1e-04,1e-04,7e-04,3e-04,7e-04,7e-04,4e-04,2e-04,3e-04,3e-04,4e-04,8e-04,4e-04,3e-04,3e-04,5e-04,7e-04,5e-04,9e-04,7e-04,7e-04,7e-04,6e-04,6e-04,0.001,3e-04,7e-04,4e-04,6e-04,3e-04,4e-04,4e-04,4e-04,7e-04,2e-04,2e-04,3e-04,2e-04,2e-04,3e-04,1e-04,3e-04,1e-04,0.0015,3e-04,1.0026,3e-04,3e-04,0
"TTL_90T93",6e-04,6e-04,7e-04,0.0017,0.0018,0.0016,0.0014,0.0012,8e-04,9e-04,0.001,0.001,0.0015,0.0013,0.0011,0.0012,0.0012,0.0015,0.0012,0.0014,0.0014,0.0013,0.0014,0.0023,0.0015,0.0012,0.0011,0.0018,0.0017,0.0016,0.0014,0.0018,0.0018,0.0016,0.0024,0.0012,0.001,0.0053,9e-04,0.0025,0.0068,0.0012,0.0022,0.0011,0.002,8e-04,7e-04,1.0674,0.0013,0
"TTL_94T96",0.0033,0.0033,0.0036,0.0097,0.0048,0.0052,0.0068,0.0061,0.0043,0.0048,0.0056,0.0071,0.0048,0.0065,0.007,0.0074,0.0068,0.0069,0.0052,0.008,0.0093,0.0085,0.0083,0.0105,0.0091,0.0083,0.0066,0.0081,0.0232,0.0102,0.0107,0.0142,0.0055,0.0062,0.013,0.0055,0.0075,0.0161,0.0062,0.0054,0.0052,0.0024,0.0123,0.0051,0.0137,0.0108,0.0088,0.0108,1.0121,0
"TTL_97T98",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"TOTAL",2.254,2.0221,2.1749,2.5332,2.2166,2.6904,2.698,2.8608,2.7674,3.0926,2.9508,2.9858,2.7737,3.1454,2.8065,3.1629,2.8199,3.1123,3.1921,3.2077,3.5786,3.368,3.1439,3.2605,3.521,3.3699,3.0572,2.9656,2.5434,3.0608,1.854,2.2981,2.5351,2.7372,2.4703,2.4112,2.5448,2.3471,1.9066,2.3416,1.7047,1.4251,2.6509,1.7293,1.7799,1.5552,2.3208,1.9258,1.6386,1
