"","D01","D02","D03","D05","D06","D07","D08","D09","D10T12","D13T15","D16","D17T18","D19","D20","D21","D22","D23","D24A","D24B","D25","D26","D27","D28","D29","D301","D302T309","D31T33","D35","D36T39","D41T43","D45T47","D49","D50","D51","D52","D53","D55T56","D58T60","D61","D62T63","D64T66","D68","D69T75","D77T82","D84","D85","D86T88","D90T93","D94T96","D97T98"
"TTL_16",0.003,0.0027,0.0015,0.0537,0.0042,0.0134,0.0116,0.01,0.0041,0.0067,1.4734,0.0353,0.0071,0.011,0.0048,0.0114,0.0206,0.0122,0.0131,0.0254,0.0093,0.0128,0.0164,0.0094,0.0103,0.0091,0.2208,0.0166,0.0096,0.0476,0.0041,0.0057,0.0042,0.007,0.006,0.0085,0.0031,0.0098,0.0044,0.0069,0.0054,0.0056,0.0098,0.0051,0.0044,0.0027,0.0042,0.0062,0.007,0
"TTL_17T18",0.0142,0.0104,0.0083,0.0208,0.0104,0.0278,0.0278,0.0246,0.0323,0.0279,0.0296,1.4001,0.0134,0.0332,0.0364,0.0348,0.0493,0.0231,0.0244,0.0314,0.0443,0.0417,0.0352,0.0276,0.0292,0.0277,0.059,0.023,0.0256,0.0337,0.0476,0.0202,0.0162,0.0259,0.0218,0.076,0.0205,0.1446,0.0283,0.116,0.0585,0.0254,0.1216,0.0549,0.0359,0.0266,0.0216,0.0194,0.0395,0
"TTL_19",0.0467,0.0402,0.0289,0.0468,0.0877,0.0961,0.0952,0.1102,0.039,0.046,0.0547,0.0627,1.1545,0.2042,0.041,0.1039,0.0969,0.1314,0.0882,0.083,0.0538,0.0704,0.0644,0.0507,0.0594,0.0523,0.0583,0.1012,0.057,0.0784,0.026,0.1326,0.2574,0.2638,0.1603,0.0723,0.0277,0.041,0.0236,0.0308,0.0218,0.0156,0.0691,0.067,0.0318,0.0176,0.0422,0.0308,0.0333,0
"TTL_20",0.2043,0.1507,0.0321,0.098,0.0698,0.1711,0.1818,0.2207,0.1356,0.2201,0.2153,0.2883,0.1024,1.6177,0.1451,0.5997,0.2286,0.1043,0.1509,0.1688,0.1679,0.2052,0.1335,0.1172,0.1271,0.1212,0.2087,0.0713,0.1578,0.1649,0.0396,0.0597,0.0511,0.0875,0.0803,0.079,0.0769,0.1254,0.0533,0.0826,0.0383,0.0279,0.1375,0.0615,0.0497,0.0453,0.222,0.091,0.1255,0
"TTL_21",0.0311,0.0099,0.0153,0.0029,0.0015,0.0039,0.0038,0.0041,0.0168,0.0097,0.0067,0.0086,0.0024,0.0151,1.504,0.0089,0.005,0.0032,0.0034,0.0041,0.0043,0.0042,0.004,0.003,0.0032,0.0033,0.0055,0.0025,0.0042,0.0047,0.002,0.0027,0.0028,0.0051,0.0045,0.0064,0.009,0.0045,0.005,0.0035,0.0023,0.0014,0.0076,0.0045,0.0032,0.0023,0.3953,0.0044,0.0098,0
"TTL_22",0.026,0.0164,0.0079,0.0279,0.0176,0.0462,0.0408,0.0833,0.0328,0.0438,0.0405,0.0761,0.021,0.0791,0.0266,1.3125,0.0577,0.0304,0.0323,0.0552,0.0962,0.1,0.0777,0.084,0.0539,0.0838,0.0919,0.0251,0.0813,0.0526,0.0166,0.0351,0.0152,0.0229,0.0269,0.0377,0.0202,0.0283,0.0291,0.0332,0.0122,0.0088,0.0416,0.0235,0.0133,0.0079,0.0275,0.0246,0.0351,0
"TTL_23",0.0077,0.0064,0.0044,0.0216,0.0156,0.0274,0.0502,0.0683,0.0139,0.0101,0.0148,0.0172,0.0209,0.0266,0.0203,0.0256,1.2747,0.052,0.0517,0.0464,0.0516,0.0723,0.0391,0.056,0.0381,0.0348,0.0291,0.0205,0.0293,0.2659,0.0089,0.0187,0.0113,0.0191,0.0167,0.0214,0.0086,0.0219,0.0173,0.0165,0.0088,0.0157,0.0227,0.0111,0.0132,0.0076,0.0127,0.0191,0.0113,0
"TTL_24A",0.0104,0.0104,0.0065,0.095,0.0454,0.068,0.0713,0.1439,0.0124,0.0145,0.0264,0.0302,0.0376,0.0337,0.0145,0.0391,0.0742,1.3901,0.0563,0.3631,0.0518,0.107,0.2103,0.1139,0.1678,0.1094,0.0648,0.0436,0.0445,0.2035,0.0127,0.0305,0.0269,0.0305,0.0331,0.0256,0.0092,0.0175,0.0203,0.0206,0.0112,0.015,0.0413,0.0199,0.0122,0.0067,0.0163,0.0144,0.0181,0
"TTL_24B",0.0125,0.0119,0.0072,0.0388,0.0225,0.0607,0.0554,0.066,0.0148,0.0176,0.027,0.0828,0.0234,0.043,0.0182,0.0384,0.06,0.0795,1.6689,0.2159,0.1428,0.4357,0.188,0.1474,0.138,0.1729,0.1298,0.0524,0.0907,0.075,0.0237,0.0308,0.0222,0.0344,0.0286,0.0312,0.0109,0.0263,0.0551,0.051,0.0153,0.0115,0.0642,0.0287,0.0147,0.0085,0.0194,0.0175,0.0272,0
"TTL_25",0.0095,0.0097,0.0051,0.0565,0.0222,0.0696,0.0721,0.069,0.0135,0.0137,0.0438,0.0254,0.0213,0.0297,0.0162,0.0418,0.0728,0.0466,0.0387,1.1918,0.0592,0.0843,0.0976,0.0734,0.1271,0.0798,0.0648,0.0291,0.0358,0.0915,0.0139,0.0203,0.0202,0.021,0.0369,0.0216,0.0092,0.0152,0.0185,0.0214,0.0113,0.0124,0.0744,0.0281,0.0108,0.0069,0.0132,0.0124,0.0217,0
"TTL_26",0.0162,0.0155,0.0097,0.0463,0.0345,0.057,0.0582,0.0714,0.0199,0.0232,0.0271,0.0336,0.0381,0.0423,0.0287,0.0408,0.0455,0.0471,0.0414,0.0518,1.8516,0.1505,0.1552,0.1207,0.2511,0.1628,0.0533,0.0915,0.0455,0.0541,0.0449,0.0369,0.0355,0.0471,0.0396,0.0456,0.0162,0.0371,0.1584,0.3084,0.0333,0.0193,0.1942,0.0551,0.027,0.025,0.0264,0.0243,0.0882,0
"TTL_27",0.0126,0.0119,0.0078,0.0373,0.022,0.0534,0.0558,0.0442,0.0157,0.0189,0.0213,0.0258,0.0249,0.0331,0.0208,0.033,0.0389,0.0419,0.039,0.0454,0.1332,1.2284,0.1245,0.0926,0.198,0.2139,0.0436,0.102,0.0815,0.0798,0.0421,0.0284,0.025,0.0343,0.0259,0.0299,0.0128,0.0282,0.1218,0.0736,0.0172,0.0139,0.0898,0.0388,0.0172,0.0083,0.0209,0.024,0.0306,0
"TTL_28",0.0244,0.0283,0.0208,0.1039,0.0659,0.1456,0.162,0.1638,0.0234,0.0306,0.0468,0.0471,0.0615,0.0589,0.0254,0.0494,0.1006,0.1127,0.0755,0.1241,0.0651,0.1108,1.3344,0.1664,0.227,0.18,0.0598,0.0562,0.0469,0.0705,0.0144,0.0413,0.0666,0.0826,0.0797,0.0401,0.0152,0.022,0.022,0.0253,0.0139,0.0104,0.0382,0.0223,0.0142,0.0085,0.0496,0.0166,0.0214,0
"TTL_29",0.0114,0.0148,0.009,0.0212,0.0133,0.0346,0.0443,0.0311,0.0155,0.015,0.0206,0.0206,0.0157,0.0223,0.0167,0.0211,0.0385,0.0269,0.0238,0.0286,0.0241,0.0258,0.0581,1.5896,0.0258,0.0382,0.0259,0.0169,0.0281,0.0302,0.0223,0.1812,0.0158,0.0193,0.0381,0.0603,0.0135,0.0224,0.02,0.0279,0.0142,0.0087,0.0605,0.0613,0.0299,0.0064,0.0144,0.0275,0.0487,0
"TTL_301",2e-04,1e-04,3e-04,3e-04,1e-04,4e-04,4e-04,3e-04,2e-04,2e-04,3e-04,3e-04,2e-04,3e-04,2e-04,3e-04,4e-04,4e-04,3e-04,4e-04,3e-04,4e-04,5e-04,3e-04,1.2513,5e-04,8e-04,4e-04,4e-04,4e-04,2e-04,3e-04,0.0164,0.0023,0.0016,4e-04,2e-04,2e-04,1e-04,2e-04,1e-04,1e-04,3e-04,2e-04,4e-04,1e-04,2e-04,2e-04,2e-04,0
"TTL_302T309",0.0011,9e-04,7e-04,0.0015,8e-04,0.0018,0.002,0.0017,0.0013,0.0012,0.0017,0.0016,0.0014,0.0018,0.0014,0.0017,0.002,0.0018,0.0018,0.0019,0.002,0.0019,0.0026,0.0063,0.0152,1.55,0.0105,0.0013,0.0015,0.0021,0.0015,0.0126,0.0016,0.0421,0.0051,0.0361,0.001,0.002,0.001,0.0016,0.0013,6e-04,0.0023,0.0019,0.0022,8e-04,0.0012,0.0012,0.002,0
"TTL_31T33",0.0029,0.0029,0.0016,0.008,0.0046,0.011,0.0104,0.0113,0.0036,0.0056,0.0084,0.0083,0.0056,0.0076,0.0051,0.007,0.01,0.0091,0.0088,0.0102,0.0085,0.0087,0.0096,0.011,0.0077,0.0086,1.0386,0.0119,0.0084,0.0102,0.0044,0.0076,0.0048,0.0129,0.0083,0.0128,0.0031,0.017,0.0059,0.0086,0.0114,0.004,0.0125,0.0069,0.0073,0.0048,0.0044,0.0112,0.0074,0
"TTL_35",0.0525,0.0383,0.0221,0.1345,0.0999,0.2381,0.1662,0.1414,0.0515,0.0704,0.0811,0.1064,0.1215,0.1787,0.0853,0.1695,0.1743,0.2296,0.2598,0.2085,0.0963,0.1465,0.133,0.1044,0.109,0.1016,0.107,1.6714,0.1367,0.1255,0.0415,0.1047,0.0711,0.0772,0.0699,0.0528,0.0435,0.0563,0.0439,0.0585,0.0297,0.0303,0.0672,0.0387,0.0341,0.0232,0.0606,0.0708,0.0581,0
"TTL_36T39",0.0046,0.003,0.0023,0.0075,0.0044,0.0115,0.0124,0.0101,0.0049,0.0052,0.0054,0.0293,0.0048,0.0101,0.0057,0.0098,0.0127,0.0398,0.0331,0.0241,0.0086,0.0153,0.0143,0.0097,0.0118,0.0103,0.0093,0.0118,1.0787,0.0124,0.0039,0.0045,0.004,0.0053,0.0045,0.0051,0.0047,0.0061,0.0039,0.0055,0.004,0.0031,0.0087,0.0072,0.0032,0.0029,0.0047,0.0054,0.0063,0
"TTL_41T43",0.0047,0.0038,0.0027,0.0142,0.0067,0.0157,0.0176,0.0113,0.0074,0.0083,0.0093,0.0127,0.0099,0.0132,0.0077,0.0118,0.0157,0.0141,0.0144,0.0162,0.015,0.0136,0.0141,0.013,0.0191,0.013,0.0124,0.02,0.0238,1.0612,0.0124,0.0253,0.0077,0.0172,0.018,0.0331,0.0099,0.0255,0.0178,0.0105,0.0186,0.0529,0.0156,0.0092,0.021,0.0097,0.0094,0.0217,0.0126,0
"TTL_45T47",0.0969,0.0602,0.078,0.0789,0.0515,0.1013,0.1031,0.1328,0.1493,0.1784,0.1305,0.1395,0.0673,0.1508,0.1771,0.1582,0.1302,0.1062,0.1023,0.1279,0.1827,0.142,0.1446,0.1835,0.1579,0.1733,0.1442,0.0772,0.0877,0.1256,1.0459,0.0825,0.0653,0.1036,0.0819,0.081,0.123,0.1071,0.0653,0.0928,0.0413,0.0265,0.1168,0.0655,0.053,0.0304,0.1443,0.0682,0.0745,0
"TTL_49",0.0356,0.0339,0.0278,0.0597,0.0296,0.0743,0.075,0.0566,0.0554,0.0513,0.0755,0.0715,0.046,0.0738,0.051,0.0698,0.0932,0.0799,0.0716,0.0829,0.0691,0.077,0.0787,0.0624,0.0653,0.0702,0.0701,0.051,0.062,0.0905,0.0382,1.0771,0.0371,0.0463,0.0927,0.0742,0.0444,0.0649,0.0299,0.0416,0.0291,0.0193,0.0564,0.0681,0.0424,0.0225,0.041,0.0365,0.0382,0
"TTL_50",0.0092,0.0073,0.0079,0.0158,0.0077,0.0228,0.0186,0.0133,0.0122,0.0128,0.0167,0.0167,0.0128,0.0192,0.0118,0.0186,0.0229,0.0224,0.0188,0.0215,0.0191,0.0196,0.0199,0.0166,0.0192,0.018,0.0171,0.0228,0.0141,0.0194,0.0102,0.0167,1.2265,0.0137,0.11,0.0145,0.0093,0.0111,0.0067,0.0094,0.0046,0.0041,0.0145,0.0093,0.0054,0.0035,0.0092,0.0089,0.0091,0
"TTL_51",0.0047,0.0046,0.0033,0.0058,0.0035,0.009,0.0077,0.0075,0.0062,0.0067,0.0086,0.0084,0.0094,0.0095,0.0089,0.0095,0.0088,0.0091,0.0106,0.0095,0.0151,0.011,0.0108,0.0095,0.0098,0.011,0.009,0.0072,0.0077,0.0091,0.0063,0.0073,0.0075,1.1789,0.0236,0.0675,0.0049,0.0208,0.0062,0.0112,0.0093,0.0032,0.0131,0.0074,0.0204,0.01,0.0065,0.0064,0.006,0
"TTL_52",0.0092,0.0067,0.0066,0.0146,0.0071,0.0195,0.0184,0.0137,0.0136,0.0147,0.0186,0.0187,0.0109,0.0197,0.0126,0.0213,0.0228,0.0205,0.0196,0.022,0.0194,0.021,0.0205,0.0191,0.0185,0.0196,0.0194,0.0148,0.0161,0.0205,0.0119,0.0575,0.1301,0.0241,1.0556,0.0551,0.0101,0.0163,0.0082,0.0112,0.0064,0.005,0.0167,0.0134,0.0075,0.0041,0.0098,0.0091,0.011,0
"TTL_53",0.003,0.0033,0.0021,0.0051,0.0019,0.0047,0.0047,0.0043,0.0042,0.0039,0.0049,0.0053,0.0026,0.0056,0.0062,0.0055,0.0059,0.0047,0.0063,0.0061,0.006,0.0069,0.0061,0.0057,0.0053,0.005,0.0054,0.0037,0.005,0.0057,0.01,0.0047,0.003,0.0047,0.0053,1.1112,0.0039,0.0065,0.0055,0.0076,0.011,0.0026,0.0063,0.0041,0.0104,0.0035,0.0043,0.0034,0.004,0
"TTL_55T56",0.0076,0.0077,0.0044,0.0173,0.0075,0.0238,0.0208,0.0174,0.0116,0.0117,0.0141,0.0175,0.0097,0.0187,0.0198,0.0182,0.0222,0.0184,0.0181,0.0221,0.0206,0.021,0.0233,0.0162,0.0179,0.0168,0.0166,0.0163,0.0225,0.0216,0.0164,0.0279,0.0119,0.0332,0.0206,0.0291,1.0086,0.0487,0.0137,0.0201,0.0471,0.0144,0.0401,0.0414,0.0356,0.0178,0.0139,0.0137,0.0193,0
"TTL_58T60",8e-04,7e-04,4e-04,0.0024,0.001,0.0037,0.0026,0.002,0.0012,0.0017,0.0019,0.0024,0.0013,0.0023,0.0024,0.0029,0.0032,0.0028,0.0028,0.0032,0.0029,0.003,0.0033,0.002,0.0023,0.0023,0.0024,0.0032,0.0036,0.0028,0.0017,0.0023,0.0018,0.006,0.002,0.004,0.0019,1.0281,0.0047,0.0026,0.0048,0.0023,0.0034,0.0014,0.009,0.0038,0.0021,0.0032,0.0022,0
"TTL_61",0.0042,0.0037,0.0025,0.0074,0.0037,0.0117,0.0092,0.0071,0.005,0.0057,0.0068,0.008,0.0047,0.0079,0.0063,0.0077,0.0101,0.0091,0.0094,0.0104,0.0107,0.0092,0.0103,0.0069,0.0081,0.0071,0.0076,0.0123,0.0144,0.0215,0.0069,0.012,0.0302,0.0147,0.0135,0.0341,0.0067,0.0206,1.1245,0.1104,0.0283,0.0093,0.012,0.007,0.0297,0.0145,0.0136,0.0079,0.0073,0
"TTL_62T63",0.0038,0.0043,0.0022,0.0087,0.0044,0.0127,0.0127,0.0099,0.0052,0.0073,0.0077,0.0087,0.0056,0.0088,0.0065,0.0093,0.0112,0.0105,0.0101,0.0116,0.0247,0.0112,0.0129,0.0086,0.0111,0.0095,0.0094,0.0127,0.0119,0.0149,0.0094,0.0111,0.0173,0.0347,0.0171,0.0355,0.0054,0.0215,0.0356,1.1449,0.0314,0.0092,0.0122,0.0075,0.0155,0.0078,0.0085,0.0102,0.0071,0
"TTL_64T66",0.038,0.0393,0.0274,0.106,0.0384,0.1024,0.0946,0.0741,0.0462,0.0507,0.0645,0.0798,0.0554,0.0857,0.0555,0.0778,0.0937,0.1115,0.1139,0.0997,0.095,0.0921,0.0911,0.069,0.1002,0.0689,0.0688,0.1276,0.094,0.0971,0.073,0.1429,0.0917,0.088,0.0845,0.0539,0.0395,0.0588,0.0619,0.0858,1.1114,0.1274,0.101,0.0657,0.0438,0.0384,0.0456,0.0565,0.0449,0
"TTL_68",0.0076,0.0057,0.0057,0.0112,0.0055,0.0123,0.0123,0.0126,0.0111,0.0132,0.0115,0.0134,0.0077,0.0139,0.0133,0.0146,0.014,0.0128,0.0129,0.0143,0.0174,0.0145,0.0148,0.0149,0.015,0.0147,0.0137,0.0122,0.0133,0.0137,0.0581,0.0142,0.0104,0.0157,0.0172,0.0263,0.0152,0.018,0.019,0.035,0.0552,1.0384,0.0201,0.0114,0.0133,0.0103,0.0142,0.0129,0.0557,0
"TTL_69T75",0.0314,0.0313,0.0161,0.0612,0.0293,0.0855,0.0817,0.0665,0.0432,0.0422,0.0458,0.058,0.035,0.0689,0.0718,0.0663,0.0634,0.0611,0.0578,0.065,0.0788,0.0683,0.0751,0.0666,0.0593,0.0594,0.0557,0.0505,0.0432,0.1006,0.0968,0.037,0.0364,0.0508,0.042,0.0543,0.031,0.0489,0.0557,0.0757,0.0816,0.0508,1.164,0.0332,0.021,0.0162,0.04,0.028,0.0341,0
"TTL_77T82",0.0123,0.0091,0.0082,0.0329,0.0129,0.0344,0.0353,0.0275,0.0199,0.0222,0.0216,0.0282,0.0176,0.0291,0.0333,0.0303,0.0321,0.0282,0.0271,0.0323,0.0363,0.0335,0.0344,0.0307,0.029,0.0279,0.0291,0.0254,0.0275,0.0303,0.0664,0.0275,0.0309,0.0442,0.0329,0.0379,0.0193,0.0333,0.0397,0.0533,0.0513,0.0368,0.0359,1.0669,0.0342,0.0113,0.0203,0.0215,0.022,0
"TTL_84",7e-04,7e-04,4e-04,9e-04,5e-04,0.0015,0.0011,9e-04,8e-04,7e-04,0.0011,0.001,6e-04,0.001,0.001,0.0011,0.0012,0.0012,0.0012,0.0013,0.0018,0.0013,0.0014,0.0024,0.0028,0.0019,0.0012,9e-04,0.0011,0.0012,0.001,9e-04,0.0015,0.0011,0.0011,0.0013,6e-04,0.0013,0.0018,0.0019,0.0012,0.0014,0.0037,0.0028,1.0029,8e-04,8e-04,8e-04,0.0013,0
"TTL_85",3e-04,3e-04,2e-04,0.001,3e-04,9e-04,7e-04,6e-04,4e-04,5e-04,5e-04,7e-04,4e-04,7e-04,6e-04,6e-04,8e-04,7e-04,7e-04,8e-04,7e-04,7e-04,8e-04,7e-04,7e-04,7e-04,7e-04,7e-04,0.0012,9e-04,7e-04,9e-04,5e-04,8e-04,6e-04,7e-04,4e-04,0.0013,9e-04,7e-04,0.0024,6e-04,0.0011,5e-04,0.0033,1.0055,0.0011,7e-04,7e-04,0
"TTL_86T88",3e-04,2e-04,1e-04,9e-04,4e-04,0.001,0.0011,5e-04,3e-04,4e-04,5e-04,7e-04,0.0012,7e-04,4e-04,5e-04,9e-04,0.001,8e-04,0.0011,9e-04,9e-04,0.0012,8e-04,7e-04,0.001,5e-04,0.001,6e-04,8e-04,5e-04,7e-04,6e-04,6e-04,8e-04,4e-04,2e-04,6e-04,3e-04,4e-04,5e-04,2e-04,5e-04,3e-04,0.0025,4e-04,1.0037,4e-04,5e-04,0
"TTL_90T93",3e-04,2e-04,2e-04,7e-04,4e-04,0.001,8e-04,6e-04,4e-04,4e-04,5e-04,7e-04,4e-04,8e-04,6e-04,8e-04,8e-04,8e-04,8e-04,8e-04,7e-04,7e-04,8e-04,6e-04,6e-04,6e-04,6e-04,0.0015,8e-04,8e-04,6e-04,7e-04,7e-04,6e-04,0.001,6e-04,4e-04,0.0027,9e-04,8e-04,0.0019,7e-04,0.0011,8e-04,0.0021,3e-04,5e-04,1.0071,0.001,0
"TTL_94T96",0.0031,0.0027,0.002,0.0111,0.0037,0.0061,0.0088,0.006,0.0044,0.0043,0.0048,0.007,0.0051,0.0067,0.005,0.0065,0.008,0.0073,0.0061,0.0086,0.0076,0.008,0.0081,0.0098,0.0079,0.0072,0.0059,0.007,0.0101,0.009,0.0085,0.0102,0.0074,0.0066,0.0157,0.0482,0.0044,0.0143,0.0039,0.0043,0.0033,0.003,0.0098,0.0052,0.0102,0.0077,0.0074,0.0158,1.012,0
"TTL_97T98",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"TOTAL",2.3621,2.0532,2.0638,2.7372,2.1032,3.1867,2.9811,3.0881,3,3.3264,3.2215,3.3006,2.8683,3.5921,3.1648,3.5962,3.4091,3.5325,3.6985,3.6588,3.7505,3.7473,3.6016,3.6085,3.6967,3.7662,3.3339,3.3995,2.742,3.4199,1.9666,2.5861,2.7104,3.0645,2.6828,2.6903,2.5522,2.6174,2.2794,2.7838,2.0002,1.7329,3.0053,2.185,1.9366,1.5641,2.7146,2.1089,2.1995,1
