"","D01","D02","D03","D05","D06","D07","D08","D09","D10T12","D13T15","D16","D17T18","D19","D20","D21","D22","D23","D24A","D24B","D25","D26","D27","D28","D29","D301","D302T309","D31T33","D35","D36T39","D41T43","D45T47","D49","D50","D51","D52","D53","D55T56","D58T60","D61","D62T63","D64T66","D68","D69T75","D77T82","D84","D85","D86T88","D90T93","D94T96","D97T98"
"TTL_16",0.002,0.0023,0.0019,0.0406,0.0039,0.0096,0.007,0.0066,0.0031,0.0046,1.3739,0.0271,0.0056,0.0083,0.0038,0.0087,0.0114,0.0071,0.0064,0.0178,0.0077,0.0084,0.0086,0.0086,0.0092,0.0085,0.1878,0.0113,0.0078,0.0344,0.0027,0.0037,0.0033,0.0054,0.004,0.0052,0.0025,0.0062,0.0025,0.0048,0.0031,0.0018,0.0071,0.0026,0.0036,0.0029,0.0022,0.0085,0.0029,0
"TTL_17T18",0.0108,0.009,0.0114,0.016,0.0129,0.0163,0.0222,0.0198,0.0283,0.0214,0.0265,1.4232,0.0131,0.0263,0.0429,0.0285,0.0385,0.0151,0.0155,0.0216,0.0358,0.035,0.0252,0.0243,0.0246,0.0257,0.0724,0.0155,0.0186,0.0282,0.0351,0.0148,0.0124,0.0213,0.0159,0.093,0.0215,0.1827,0.0221,0.1111,0.0429,0.0171,0.1211,0.0397,0.038,0.0348,0.0191,0.0229,0.0126,0
"TTL_19",0.0336,0.0303,0.0334,0.0413,0.0467,0.1021,0.123,0.1036,0.0302,0.0407,0.0501,0.051,1.1157,0.1955,0.0364,0.0994,0.0853,0.139,0.0767,0.0744,0.0484,0.0618,0.0578,0.0538,0.0677,0.0587,0.0562,0.0654,0.0544,0.075,0.0283,0.1089,0.3009,0.2759,0.1955,0.0735,0.0283,0.0325,0.0174,0.0235,0.0177,0.0092,0.0585,0.0331,0.0214,0.0188,0.02,0.0187,0.0225,0
"TTL_20",0.1544,0.1227,0.0502,0.0715,0.1421,0.1392,0.2005,0.1881,0.097,0.1831,0.2026,0.2239,0.1398,1.5654,0.1316,0.5941,0.1403,0.0873,0.1065,0.0999,0.1163,0.1611,0.0917,0.1126,0.1185,0.1291,0.2042,0.0604,0.1701,0.1228,0.0384,0.0488,0.0567,0.0733,0.0584,0.0665,0.0678,0.0958,0.0288,0.0499,0.0242,0.0136,0.1157,0.0352,0.0337,0.0411,0.0559,0.0381,0.0796,0
"TTL_21",0.0146,0.0052,0.0157,0.0024,0.0023,0.0023,0.0025,0.0026,0.0093,0.0045,0.0038,0.0095,0.0024,0.0069,1.3496,0.0047,0.0039,0.0025,0.002,0.0029,0.0046,0.0031,0.0032,0.0024,0.0026,0.003,0.0041,0.0019,0.0057,0.0046,0.0016,0.0014,0.0018,0.003,0.0021,0.0038,0.0055,0.0035,0.0029,0.0031,0.0016,8e-04,0.0107,0.0016,0.0022,0.0039,0.4133,0.0022,0.0026,0
"TTL_22",0.0259,0.0166,0.0148,0.021,0.0225,0.0338,0.0298,0.0848,0.0312,0.0402,0.0298,0.0565,0.0233,0.0572,0.0263,1.2881,0.0338,0.0224,0.0223,0.0363,0.0746,0.0895,0.0619,0.0978,0.0492,0.109,0.0871,0.0207,0.0535,0.0416,0.0195,0.0368,0.0161,0.0225,0.0382,0.0508,0.021,0.022,0.0152,0.0211,0.0077,0.0046,0.0307,0.0135,0.0099,0.0073,0.0146,0.0131,0.0205,0
"TTL_23",0.0051,0.0053,0.007,0.0151,0.0132,0.0172,0.0402,0.0591,0.0099,0.0066,0.0117,0.0109,0.0178,0.0186,0.0177,0.018,1.2496,0.0345,0.0331,0.0359,0.0543,0.0608,0.0301,0.0435,0.0319,0.0301,0.0211,0.0185,0.0156,0.2262,0.0063,0.0102,0.0097,0.0118,0.0105,0.0087,0.0073,0.0079,0.0082,0.0091,0.0038,0.0052,0.0141,0.0047,0.0061,0.007,0.0086,0.0053,0.0059,0
"TTL_24A",0.0088,0.0109,0.0133,0.0945,0.0595,0.0493,0.0472,0.1389,0.0101,0.0119,0.0192,0.0208,0.043,0.0279,0.012,0.0308,0.0657,1.3106,0.0394,0.3425,0.0546,0.0902,0.1888,0.1199,0.2281,0.1342,0.0539,0.0395,0.0258,0.1894,0.0111,0.0245,0.0382,0.0276,0.0277,0.0206,0.0094,0.0117,0.011,0.0129,0.0062,0.0062,0.0286,0.0106,0.0084,0.0065,0.0075,0.0076,0.0116,0
"TTL_24B",0.0105,0.0113,0.0122,0.0318,0.0276,0.0451,0.0392,0.061,0.0122,0.0146,0.0208,0.0747,0.0232,0.0424,0.0159,0.0402,0.0465,0.0535,1.6041,0.196,0.1408,0.3716,0.1642,0.1653,0.1318,0.2036,0.1046,0.047,0.0338,0.0538,0.0204,0.029,0.0249,0.0346,0.0281,0.0294,0.0115,0.022,0.0236,0.0293,0.0085,0.0049,0.0418,0.0136,0.0103,0.0081,0.0112,0.0094,0.0174,0
"TTL_25",0.0085,0.0108,0.0109,0.0701,0.0223,0.0597,0.0615,0.0672,0.0121,0.0137,0.0289,0.02,0.0212,0.0248,0.0159,0.0357,0.0529,0.035,0.0301,1.202,0.062,0.0811,0.1187,0.0772,0.1739,0.1032,0.0561,0.0321,0.0322,0.0815,0.0141,0.0174,0.0281,0.0208,0.0279,0.0185,0.0102,0.0117,0.0124,0.0157,0.0071,0.0063,0.0548,0.018,0.0082,0.0073,0.0089,0.0085,0.0167,0
"TTL_26",0.0132,0.0133,0.0157,0.0311,0.0483,0.0365,0.0371,0.0666,0.017,0.0187,0.0206,0.025,0.0388,0.0324,0.024,0.0327,0.0302,0.0341,0.0287,0.0483,1.8359,0.1595,0.1266,0.0887,0.1948,0.136,0.0507,0.0786,0.0499,0.0448,0.047,0.0325,0.0423,0.0578,0.048,0.0338,0.0201,0.0476,0.1087,0.1741,0.0182,0.0094,0.1324,0.0235,0.0226,0.0246,0.0463,0.027,0.0582,0
"TTL_27",0.01,0.0098,0.012,0.0291,0.0255,0.037,0.0416,0.0378,0.0125,0.0145,0.0169,0.0184,0.0224,0.0253,0.0157,0.0249,0.0272,0.0297,0.028,0.0416,0.133,1.2276,0.1031,0.0708,0.1806,0.1885,0.036,0.11,0.0267,0.0632,0.0372,0.0258,0.0279,0.049,0.03,0.0274,0.0139,0.0216,0.0473,0.0384,0.0083,0.0053,0.05,0.0141,0.0121,0.0072,0.0132,0.0105,0.0204,0
"TTL_28",0.0204,0.0269,0.0408,0.0816,0.1025,0.1014,0.1089,0.1635,0.0182,0.02,0.0318,0.0321,0.0735,0.0477,0.0188,0.0381,0.0623,0.0748,0.0562,0.0966,0.0915,0.0911,1.2737,0.0962,0.1527,0.1224,0.0442,0.0438,0.0298,0.0552,0.0128,0.0277,0.0648,0.0629,0.0603,0.0283,0.016,0.0148,0.015,0.0176,0.0092,0.0045,0.0266,0.011,0.0084,0.0077,0.0109,0.0091,0.0125,0
"TTL_29",0.0096,0.0141,0.0128,0.0163,0.0116,0.0228,0.026,0.0274,0.0123,0.0124,0.0158,0.0144,0.0129,0.0162,0.0136,0.0161,0.0211,0.0191,0.0167,0.0226,0.0206,0.0216,0.0445,1.4469,0.0213,0.0321,0.0171,0.0133,0.0252,0.0196,0.0203,0.1447,0.0134,0.0147,0.0655,0.0637,0.0136,0.0125,0.0077,0.0116,0.0072,0.0038,0.0415,0.0282,0.0103,0.0051,0.0094,0.0084,0.0237,0
"TTL_301",0.001,8e-04,0.0099,0.0016,0.0011,0.0015,0.0017,0.0018,0.0016,0.0012,0.0015,0.0015,0.0013,0.0018,0.0012,0.0018,0.0018,0.0019,0.0014,0.0019,0.002,0.0019,0.0048,0.0019,1.1738,0.0021,0.0042,0.0013,0.0024,0.0018,0.0017,0.0011,0.0911,0.0038,0.0066,0.001,0.0018,9e-04,5e-04,7e-04,4e-04,2e-04,0.0013,5e-04,9e-04,4e-04,8e-04,6e-04,6e-04,0
"TTL_302T309",0.0022,0.0019,0.0023,0.0027,0.0015,0.0022,0.0028,0.0026,0.0023,0.0021,0.0027,0.0021,0.0019,0.0025,0.0025,0.0024,0.0024,0.0023,0.0021,0.0025,0.0033,0.0033,0.0055,0.0039,0.0062,1.1819,0.0089,0.002,0.0019,0.0027,0.0053,0.0146,0.0019,0.0373,0.0063,0.0417,0.0021,0.0018,0.001,0.0016,0.001,4e-04,0.0025,0.0014,0.0019,0.001,0.0019,0.0014,0.0093,0
"TTL_31T33",0.0025,0.0045,0.0033,0.006,0.0074,0.0076,0.0055,0.0102,0.0032,0.0041,0.0064,0.0058,0.0067,0.0059,0.0049,0.0052,0.0071,0.0066,0.006,0.0071,0.0083,0.0067,0.0077,0.0131,0.0089,0.0116,1.0271,0.0119,0.0075,0.0083,0.0042,0.006,0.0051,0.015,0.0051,0.0092,0.0034,0.0077,0.0051,0.0087,0.0094,0.0036,0.0152,0.006,0.0093,0.0062,0.003,0.0094,0.0074,0
"TTL_35",0.0408,0.0268,0.0329,0.1181,0.1271,0.2117,0.1972,0.1106,0.0411,0.0533,0.0753,0.0886,0.1154,0.1473,0.0555,0.1023,0.1425,0.1817,0.1979,0.1554,0.0865,0.1119,0.1024,0.0861,0.1142,0.0974,0.083,1.4609,0.1313,0.1012,0.0352,0.1057,0.0496,0.0528,0.0543,0.0527,0.049,0.0522,0.0569,0.0425,0.0223,0.0171,0.054,0.0232,0.0287,0.0234,0.0324,0.032,0.0369,0
"TTL_36T39",0.0038,0.0028,0.0042,0.0069,0.0065,0.0068,0.0089,0.01,0.0044,0.0038,0.0044,0.034,0.0056,0.0069,0.0044,0.01,0.0089,0.0529,0.0249,0.0254,0.0081,0.0126,0.0134,0.0103,0.0155,0.0125,0.0083,0.0101,1.1628,0.0124,0.0032,0.0041,0.0048,0.005,0.0038,0.0052,0.0057,0.0071,0.0032,0.005,0.0026,0.0018,0.0068,0.003,0.0029,0.0027,0.0028,0.0047,0.0033,0
"TTL_41T43",0.0022,0.0019,0.0016,0.0033,0.0025,0.003,0.003,0.0027,0.002,0.0021,0.0024,0.0027,0.0024,0.0031,0.0022,0.0027,0.0027,0.0034,0.0031,0.0031,0.0038,0.003,0.0032,0.0027,0.0037,0.0029,0.0028,0.0086,0.0111,1.0491,0.0035,0.005,0.0019,0.0034,0.0031,0.006,0.0046,0.0116,0.0059,0.0036,0.0063,0.0184,0.0038,0.0019,0.0151,0.0085,0.0033,0.0094,0.0035,0
"TTL_45T47",0.0963,0.0603,0.0904,0.0898,0.0718,0.0939,0.1065,0.1299,0.1476,0.1683,0.1326,0.1377,0.0853,0.1468,0.1733,0.1559,0.1224,0.1116,0.1016,0.134,0.2176,0.1588,0.1499,0.1843,0.176,0.1704,0.1505,0.0874,0.1026,0.1346,1.0464,0.0885,0.0779,0.1029,0.0921,0.0823,0.139,0.0951,0.0524,0.0735,0.0348,0.0181,0.1131,0.0479,0.0555,0.0376,0.147,0.0707,0.0551,0
"TTL_49",0.0384,0.0435,0.0423,0.0594,0.0335,0.0537,0.0589,0.0607,0.0535,0.0514,0.0686,0.0585,0.0508,0.0665,0.0554,0.0634,0.0716,0.0717,0.0623,0.0694,0.0685,0.0713,0.0693,0.0666,0.071,0.0732,0.0645,0.0549,0.0499,0.0711,0.0472,1.0836,0.0377,0.045,0.1354,0.1069,0.0587,0.0515,0.0219,0.0362,0.0216,0.0108,0.0588,0.0494,0.0302,0.022,0.0398,0.033,0.0271,0
"TTL_50",0.0099,0.008,0.0135,0.0155,0.009,0.0142,0.0164,0.0153,0.0129,0.0136,0.0162,0.016,0.0131,0.019,0.0134,0.0191,0.019,0.0187,0.0145,0.0183,0.0199,0.0189,0.0201,0.0186,0.0215,0.0186,0.0166,0.0133,0.0126,0.0165,0.0198,0.0088,1.1095,0.0101,0.0777,0.0091,0.0113,0.0088,0.0046,0.007,0.0032,0.0018,0.0127,0.0046,0.0043,0.0039,0.0082,0.0058,0.0056,0
"TTL_51",0.0036,0.0043,0.0034,0.0039,0.0035,0.0052,0.0051,0.0059,0.0045,0.0052,0.0061,0.0052,0.0058,0.0059,0.0068,0.0061,0.0051,0.0058,0.0058,0.0059,0.0097,0.0072,0.007,0.0074,0.0069,0.0073,0.0061,0.0047,0.0047,0.0062,0.007,0.0034,0.0038,1.1209,0.0076,0.039,0.0042,0.0089,0.0042,0.0085,0.0039,0.0021,0.0144,0.0093,0.0114,0.0087,0.0042,0.0054,0.0034,0
"TTL_52",0.0093,0.0065,0.0087,0.0153,0.0099,0.0164,0.0162,0.0185,0.0127,0.0225,0.0186,0.0182,0.0148,0.0229,0.0141,0.0294,0.0187,0.0217,0.0207,0.0227,0.0228,0.0242,0.0223,0.0296,0.0263,0.0272,0.0231,0.014,0.0161,0.0197,0.0122,0.022,0.0652,0.0177,1.032,0.0352,0.013,0.0126,0.0059,0.0089,0.0045,0.0023,0.0149,0.0069,0.0062,0.0044,0.0104,0.0089,0.0083,0
"TTL_53",0.0039,0.0055,0.0055,0.0047,0.0028,0.0035,0.004,0.0043,0.0056,0.0046,0.0064,0.0048,0.0032,0.005,0.008,0.0053,0.0049,0.004,0.006,0.0056,0.0064,0.0077,0.0057,0.0073,0.0064,0.0063,0.0059,0.0047,0.004,0.0051,0.0128,0.0035,0.0025,0.0037,0.0032,1.0397,0.0048,0.0036,0.0036,0.0072,0.0056,0.0012,0.0047,0.0019,0.0026,0.0021,0.0056,0.0035,0.0022,0
"TTL_55T56",0.0075,0.0101,0.008,0.0151,0.012,0.0167,0.0163,0.0171,0.011,0.0106,0.0126,0.0146,0.0121,0.0153,0.0211,0.0153,0.0158,0.0166,0.0137,0.0179,0.0195,0.0181,0.0186,0.0176,0.0187,0.0199,0.0149,0.0143,0.0195,0.0191,0.015,0.0261,0.0113,0.0344,0.025,0.0222,1.0099,0.0532,0.011,0.0211,0.0394,0.0099,0.0497,0.032,0.0414,0.0228,0.0116,0.0232,0.0123,0
"TTL_58T60",7e-04,6e-04,6e-04,0.0019,0.0018,0.002,0.0019,0.0018,0.0011,0.0016,0.0017,0.0018,0.0018,0.0019,0.0025,0.0027,0.0022,0.0023,0.0021,0.0024,0.0029,0.0026,0.0027,0.0021,0.0021,0.0025,0.002,0.0024,0.0037,0.0021,0.0015,0.0016,0.0015,0.0051,0.0015,0.0024,0.002,1.0412,0.0065,0.0041,0.0025,0.0012,0.0049,0.001,0.0094,0.0062,0.0015,0.0068,0.0017,0
"TTL_61",0.0037,0.0036,0.0043,0.0052,0.0046,0.0065,0.0057,0.0053,0.0041,0.0042,0.0049,0.0054,0.0043,0.0056,0.0058,0.0055,0.0057,0.0057,0.0055,0.0064,0.0096,0.0069,0.0067,0.0059,0.0067,0.0063,0.0054,0.0084,0.0093,0.0124,0.0064,0.0097,0.0258,0.01,0.0096,0.032,0.0069,0.0185,1.1271,0.1351,0.0216,0.0066,0.0117,0.0039,0.0389,0.0142,0.0121,0.0131,0.0044,0
"TTL_62T63",0.0018,0.0025,0.0017,0.0032,0.0028,0.0039,0.0039,0.0037,0.0024,0.0029,0.003,0.0035,0.0027,0.0038,0.0037,0.0038,0.0032,0.0035,0.0034,0.0039,0.0139,0.0054,0.005,0.0045,0.0056,0.0054,0.0042,0.0047,0.0044,0.0058,0.0042,0.006,0.008,0.0109,0.0115,0.013,0.0033,0.0089,0.0255,1.0659,0.012,0.0031,0.0081,0.0029,0.0091,0.0039,0.0039,0.0038,0.0024,0
"TTL_64T66",0.0289,0.0342,0.0423,0.0915,0.0735,0.0693,0.0717,0.058,0.0327,0.0351,0.0435,0.0516,0.0652,0.0602,0.0482,0.0527,0.06,0.0809,0.0736,0.0669,0.0676,0.0627,0.0606,0.0529,0.0833,0.0562,0.048,0.0901,0.07,0.0762,0.0616,0.1415,0.0873,0.0747,0.0615,0.0468,0.0363,0.0427,0.0385,0.0542,1.0862,0.0957,0.0794,0.037,0.0316,0.0314,0.0297,0.0377,0.0247,0
"TTL_68",0.0051,0.0042,0.0054,0.0086,0.0066,0.0075,0.0082,0.0088,0.0074,0.0082,0.0075,0.0082,0.0069,0.009,0.0097,0.0093,0.008,0.0084,0.0076,0.0089,0.0127,0.0099,0.0095,0.0105,0.011,0.0106,0.0092,0.008,0.0105,0.0104,0.0379,0.011,0.0078,0.0124,0.0127,0.0268,0.0221,0.0139,0.0191,0.051,0.0401,1.0199,0.0287,0.0113,0.0117,0.0174,0.0106,0.0232,0.0353,0
"TTL_69T75",0.0249,0.0262,0.0228,0.0551,0.0366,0.0533,0.0546,0.0503,0.037,0.0337,0.0347,0.0402,0.0356,0.0489,0.0653,0.0486,0.0409,0.0414,0.0368,0.0447,0.0633,0.0497,0.0513,0.0636,0.0519,0.0593,0.043,0.0395,0.0341,0.1052,0.0753,0.0308,0.0303,0.0586,0.0403,0.0524,0.0327,0.0463,0.0555,0.0765,0.0624,0.0412,1.1251,0.022,0.0196,0.0155,0.0321,0.0295,0.0214,0
"TTL_77T82",0.0108,0.0099,0.012,0.034,0.0235,0.0258,0.0288,0.0261,0.0186,0.0202,0.0184,0.0223,0.0231,0.024,0.0316,0.0257,0.0241,0.0228,0.02,0.0253,0.0338,0.028,0.0283,0.0323,0.0281,0.0289,0.0258,0.0228,0.0237,0.029,0.0548,0.0232,0.0235,0.0505,0.03,0.0357,0.0234,0.0368,0.0338,0.0888,0.047,0.0301,0.0404,1.0671,0.0355,0.0132,0.0181,0.0225,0.0159,0
"TTL_84",3e-04,4e-04,3e-04,4e-04,4e-04,5e-04,5e-04,4e-04,4e-04,4e-04,5e-04,5e-04,4e-04,5e-04,5e-04,6e-04,5e-04,5e-04,5e-04,5e-04,5e-04,5e-04,5e-04,5e-04,6e-04,5e-04,6e-04,4e-04,0.0011,5e-04,3e-04,3e-04,0.001,5e-04,4e-04,5e-04,4e-04,8e-04,6e-04,7e-04,5e-04,6e-04,9e-04,4e-04,1.0087,7e-04,3e-04,7e-04,3e-04,0
"TTL_85",4e-04,3e-04,4e-04,8e-04,5e-04,5e-04,6e-04,6e-04,4e-04,5e-04,5e-04,5e-04,5e-04,6e-04,7e-04,6e-04,6e-04,6e-04,5e-04,6e-04,7e-04,6e-04,7e-04,6e-04,7e-04,7e-04,6e-04,6e-04,9e-04,7e-04,0.001,0.0016,6e-04,0.001,6e-04,8e-04,7e-04,0.0015,0.0014,8e-04,0.0027,5e-04,0.001,4e-04,0.0047,1.0073,9e-04,0.0011,5e-04,0
"TTL_86T88",2e-04,1e-04,1e-04,6e-04,3e-04,6e-04,7e-04,4e-04,2e-04,3e-04,3e-04,4e-04,0.001,4e-04,3e-04,3e-04,5e-04,6e-04,5e-04,8e-04,7e-04,6e-04,6e-04,5e-04,5e-04,9e-04,3e-04,6e-04,4e-04,6e-04,3e-04,4e-04,5e-04,4e-04,7e-04,2e-04,2e-04,3e-04,2e-04,2e-04,2e-04,1e-04,3e-04,1e-04,0.0013,2e-04,1.0021,3e-04,3e-04,0
"TTL_90T93",4e-04,4e-04,4e-04,0.0011,0.0012,0.0011,9e-04,8e-04,6e-04,6e-04,6e-04,7e-04,0.001,8e-04,8e-04,8e-04,8e-04,0.001,8e-04,9e-04,9e-04,8e-04,9e-04,0.0015,0.001,8e-04,8e-04,0.0012,0.0011,0.001,9e-04,0.0012,0.0012,0.0011,0.0016,8e-04,7e-04,0.0036,6e-04,0.0017,0.0047,8e-04,0.0015,8e-04,0.0014,5e-04,5e-04,1.0473,0.0011,0
"TTL_94T96",0.0028,0.0027,0.0031,0.0088,0.0044,0.0047,0.0062,0.0055,0.0039,0.0044,0.0049,0.0064,0.0049,0.006,0.0064,0.0066,0.0061,0.0061,0.0047,0.0071,0.0082,0.0075,0.0072,0.0091,0.0079,0.0073,0.0059,0.0074,0.0207,0.0087,0.0099,0.0125,0.0051,0.0057,0.0116,0.005,0.0067,0.015,0.0056,0.0049,0.0048,0.0023,0.0111,0.0049,0.0127,0.0103,0.008,0.0103,1.0141,0
"TTL_97T98",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"TOTAL",2.1901,1.9533,2.1097,2.5779,2.2624,2.7267,2.7404,2.9083,2.7521,3.116,2.9526,3.0125,2.8515,3.2075,2.8157,3.2118,2.8553,3.156,3.2205,3.2463,3.6209,3.4073,3.1883,3.3191,3.5635,3.4172,3.0869,2.949,2.5777,3.0559,1.8848,2.3396,2.5787,2.7816,2.511,2.447,2.5648,2.3776,1.9344,2.3782,1.7274,1.4447,2.6897,1.7617,1.7957,1.581,2.2977,1.9398,1.7624,1
