user_sector_i,A01,RUP,RMID,ELEC_CIT,TEQ
A01,0.12926759643128344,0.0,1.4624831816082976e-06,0.0001999825118464153,0.0010029962161384144
RUP,0.0,0.08998917862139551,0.017420025398467195,0.00017887527492433595,0.019957781429702576
RMID,0.0,0.19462123669987205,0.5198140589664607,0.0001077650073360391,0.0002152533022209033
ELEC_CIT,0.0,7.12140636003035e-10,0.03939371990135175,0.7415460140204773,0.0012930065472516483
TEQ,0.0,0.0,0.09223182352844801,0.026871119943979522,0.5365091639153433
