user_sector_i,A01,RUP,RMID,ELEC_CIT,TEQ
A01,0.9913420451533349,1.0,0.9918694391222532,0.9999910677601196,0.9953352575735668
RUP,1.0,0.20857448957739375,0.9701529557401514,0.9998998775292459,0.9982256489079575
RMID,1.0,0.5568598984476284,0.8586376381439709,0.9999603470008093,0.9903006656794058
ELEC_CIT,1.0,0.9989054595662209,0.9282414472462812,0.5319102151632876,0.8679450614694604
TEQ,1.0,1.0,0.9505978786221814,0.7286977875681792,0.8852649736394116
