"","D01","D02","D03","D05","D06","D07","D08","D09","D10T12","D13T15","D16","D17T18","D19","D20","D21","D22","D23","D24A","D24B","D25","D26","D27","D28","D29","D301","D302T309","D31T33","D35","D36T39","D41T43","D45T47","D49","D50","D51","D52","D53","D55T56","D58T60","D61","D62T63","D64T66","D68","D69T75","D77T82","D84","D85","D86T88","D90T93","D94T96","D97T98","HFCE","NPISH","GGFC","GFCF","INVNT","DPABR","CONS_NONRES","EXPO","IMPO","TOTAL"
"DOM_01",67085.7,812,18.5,8.7,0,16.7,14.2,19.7,170862.7,807.4,544,242.4,1.1,4455.3,47.5,61.2,0.1,0.1,0.1,0.3,0,0,0.2,0.2,0,0.1,179.4,0.8,0.3,1979.4,2873.7,16.2,46.9,0.1,1.7,0,344.8,50.2,1.8,3.2,6.2,14.8,659.5,1136.8,2770.7,226,4.4,461,35.5,0,135613.7,348.1,0.3,42.4,228.3,0,595.2,42525.9,0,435165.5
"DOM_02",3,3867,0,26.2,0.1,0,0.1,0.1,108,16.8,4325.7,1926.8,5.9,118.6,0,485.4,0.4,0,0,0,0,0,0,0,0,0,62.2,0.4,0,152,1,0.2,0,0,0.1,0,0.2,0,0.1,0,0.2,6,3,0.6,212.8,9.2,0.1,0,0.2,0,10255.9,116.9,0.1,47.8,3.4,0,0,1529.8,0,23286.5
"DOM_03",3.1,0,13.4,0,0,0,0,0,862.3,0,0,0,0,1.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59.3,0,0.4,0,0,0,534.4,0,0,0,0,0,9.7,0,41.3,8.6,6.3,18.4,14,0,541.2,4.5,0,0.2,15.8,0,12.4,3587.4,0,5733.9
"DOM_05",638.6,1.5,0,1142,504.3,39.8,58.2,36.9,761,47,6.7,677.9,745.3,196.3,6.6,78.9,627.5,1718.1,275.8,9.1,4,5.1,10.2,19,0.2,3.4,4.5,7704.6,2,54.4,36.8,12.3,0.3,1.2,9.9,2.3,292.4,0.4,7.9,0.7,17,458.7,76.2,3.5,4981.5,202.5,37.8,9,18.1,0,12.7,0.5,0,4916.5,-9.2,0,0,9252.3,0,35720.2
"DOM_06",523.3,24.4,5.8,225.8,32580.3,324.8,442.4,640.6,229.5,11.9,52.9,138.7,211645.4,1698.1,16.6,66.4,541.9,92.1,30.7,50.8,11.6,100.8,73.2,46.9,1.9,16.9,47,25477.5,78.2,2935.6,578.6,1924.5,190.1,1312.5,277.4,582.5,260.7,25.6,32.6,78.1,513.9,429.6,210.1,367.6,9281.3,1516.6,275.2,70.1,112.4,0,8227.1,1.5,0.2,27143.4,-82.1,0,115.1,67433.6,0,399009.8
"DOM_07",2.9,0,0,1.3,46.6,1819.1,33.4,106.8,2.3,0.2,0.4,1.3,31.2,1350.8,0.4,0.8,73.2,4982.1,3626.4,325.6,1.3,65.7,87.2,34,1.7,9,91.6,15.2,43.9,431.3,22.1,4.8,0.1,0.5,3.4,0.9,70,39.1,60.4,223,6.7,181.2,344.5,288,114.1,143.8,24.3,552.1,480.2,0,1.3,0.2,0,1670.9,-15.1,0,0,10385.2,0,27787.5
"DOM_08",1182.8,0.2,0,255.7,379.2,17.9,1036.6,72,276.8,21.7,8.5,308.6,188,2001.7,17.5,134.7,8551.3,1294,27.6,33.5,10,24.5,35.7,55.5,16.5,104.6,32.4,1030.7,502.3,16127.8,53.6,113,0.5,2,17.4,3.4,24.1,3.7,76.7,6.9,22.9,629.6,420.8,28.3,1607.5,52.9,83.1,4.5,32.1,0,418.8,0.8,0,5649.5,-0.4,0,2.6,2034.6,0,45037.4
"DOM_09",50.4,0.7,0.2,341.8,18654.7,537.2,762.7,1055.1,141,8,23.5,54.6,6424.1,84.1,6.8,47.9,391.7,40.3,37.6,268,39.7,58.1,156.2,591.8,10.1,65.7,57.1,871.2,23.5,2907.3,156.8,61.5,11.4,13.2,34.6,16.3,66.5,10.5,56.5,21.6,57.9,1392.3,104,35.3,960.9,110.2,41.4,11.2,50.8,0,444.6,1.8,0.2,65669.8,15.1,0,1.4,2877.2,0,105934
"DOM_10T12",20309.5,26.5,68.1,2.2,15.7,2.4,2.5,4.2,82165.9,229.1,26.5,944.2,218,1353.3,401.7,156.7,128.9,17,7.3,35.8,11.7,12.8,34.1,71.9,2.3,24.9,27.8,16.6,4.1,116.7,3731.1,34.5,213.9,304.4,7.5,6.3,29418.8,35,11.3,37.1,8.2,41.8,2045.8,31,17006.8,8421.2,8426.6,2611.6,979.1,0,700115.7,753,1.1,517.8,261.8,0,3716.7,49997,0,935173.4
"DOM_13T15",264.6,0.4,2,6.4,42.4,6.1,5.8,8.9,144.2,2849,185,1092.1,73.1,868.7,50.3,950.1,178.4,12.7,4.8,105.7,23.1,21.5,330.1,1672.3,47.6,329.1,1168.8,19.1,43.6,959.2,2600.3,12.1,26.3,3.3,17.7,24.5,685,49.4,95.4,13.8,8,169.6,182,170.6,1032.5,220.7,1078.9,112.6,449.5,0,29516.6,16,0.7,2132.9,157.5,0,648,17096.4,0,67985.3
