"","D01","D02","D03","D05","D06","D07","D08","D09","D10T12","D13T15","D16","D17T18","D19","D20","D21","D22","D23","D24A","D24B","D25","D26","D27","D28","D29","D301","D302T309","D31T33","D35","D36T39","D41T43","D45T47","D49","D50","D51","D52","D53","D55T56","D58T60","D61","D62T63","D64T66","D68","D69T75","D77T82","D84","D85","D86T88","D90T93","D94T96","D97T98","HFCE","NPISH","GGFC","GFCF","INVNT","DPABR","CONS_NONRES","EXPO","IMPO","TOTAL"
"DOM_16",401.3,0.9,51.4,1.8,15.8,130.8,142,110.8,547.7,58.7,30502.5,5909.3,13.3,331.1,13.4,1502.9,290.4,66.7,817.2,915.4,77.7,702.7,611.9,3264,82.8,155.7,6552.5,13.2,23.6,49806,6920.7,1897.8,1.1,4.1,252.2,55.9,1824.4,192.1,779.9,1335.2,61.5,6419.6,674.5,744.4,967.3,1885.2,1165,136.3,350.3,0,10475.8,0.7,11.7,18492.7,316.7,0,72.8,5239.2,0,163390.3
"DOM_17T18",467.8,2,0.4,30.5,157.3,71.4,35.8,25.2,26961.2,596.3,611.6,34532.2,140.2,4537.3,362.2,4065.6,1346.7,891.5,759.7,2074.2,402.1,1080,1848.1,3673.3,35.1,422.4,2121.6,70.9,261,5209.7,28150,1540.8,25.5,39.6,2737,800.4,6746.3,8412.8,921.1,5399.3,4900.5,1645.4,11670.6,5864.8,9585,8611.4,8069.9,1052.3,2738.1,0,52870.5,4.8,7.5,1077.7,17.1,0,284.9,21473.9,0,277440.3
"DOM_19",9894.1,523.8,194.1,791.8,6490.2,1122.9,1031.4,996.3,3464.6,473,849.8,2723.3,11202.8,14367.7,230.2,3340.8,7371.2,1337.5,348.3,1150.2,274.1,1683.9,1055.6,981.1,23.2,141.6,853.8,28520.1,1359.2,35398.2,11375.6,24730.7,1284.4,15159.2,5533.6,8603.5,4535,476.9,457.9,1226.8,6689.8,7424.1,3463,7690.9,62284.5,25726.4,4857.7,1219.6,1711.5,0,164341.8,26.7,1.2,539.1,63.4,0,772,84374.1,0,582764.4
"DOM_20",28107.7,22.1,6.7,626.3,7025.1,679.7,539.5,461.1,7378.4,6495.6,1550.6,12648.4,7249,86734.7,3203,45646.2,4068.3,1328.9,351.1,6188.3,1787.6,1996.3,2767,8199.3,175.1,717.7,4373.3,2400.2,1008.7,15499.9,4590.3,920.6,39.4,437.4,1588.4,314.7,1950.4,549.1,555.1,1130.3,444.9,10100.2,8074.7,7604.1,24151.9,5007.6,8937.3,634.4,3364.2,0,134575.2,74.1,5.7,4054.3,39.7,0,333.4,102768.2,0,581481.2
"DOM_21",1482,6.9,1,20,243.7,24.6,19.5,21.4,1545.7,180.8,199.9,441.9,244.8,2671.9,22709.7,1222.3,178.9,132.7,57.2,356.5,120.7,120.7,269.3,517.1,17.5,118.3,213.6,216.3,49.3,1367.4,1698.2,79.5,4.3,32.6,73.6,28.6,168.4,137,124.4,136.8,80.5,322.6,5851.3,372.3,3084.2,240.2,13312.6,268.7,137.9,0,168937.9,151.6,8.2,29662.6,89,0,162.1,60792.2,0,320728.8
"DOM_22",1523.9,10.5,0.3,188.2,135.2,223.1,127.3,211.8,17928.1,534.9,633.6,3312.3,272.7,7417.5,458.4,13959.4,1044.2,933.9,411.1,2925.4,955.4,1482.9,4662.7,25021.9,135.7,1682.3,5415.7,39.1,238.7,34022.2,23981.5,346.3,1.9,22.6,553.7,1567.8,6124.1,1085.1,2251.4,1013.2,608.5,1272.5,4747.6,2601.5,9171.3,1788.1,9343.5,202.4,827.1,0,55874.1,1.8,11.5,2740.7,44.7,0,9.7,24030,0,276131.1
"DOM_23",93.4,15.9,0.1,149.6,1467.6,191.4,189.5,286,4602,142.7,715.8,297.8,30.8,1224.5,104.5,1491.9,13858.8,1720.7,134.5,1109.5,374.1,1427.4,1254.4,8790.7,60.8,231.5,708.8,76.7,256.7,82704.9,1873.2,48.2,0.7,6.3,197.2,26.4,2573.2,133.3,1707.1,834.2,74,1178.9,3028.4,1104,4777,295.8,3226.6,74.8,1297.1,0,21424.3,0.5,0.7,473.7,1.5,0,1.1,8167.4,0,176238.5
"DOM_24A",144,2.8,1,21.7,9752.2,214.9,148.2,156.8,74.2,142.3,280.2,102.2,58.6,756.2,2.7,1105.4,1029.4,25092.5,472.3,46271.6,637.5,4006.2,23160.2,20765,460.5,2386,3754.3,148.2,386.7,8149.4,938.7,676.8,7.1,77.8,342,47.9,83.3,772.9,121.3,181.7,37.3,2163.2,820.9,648,492.8,211.4,296,127.2,98.3,0,1032.6,0.4,0.2,476.8,-17.2,0,4.1,10104.8,0,169429.6
"DOM_24B",40,0.4,0.1,1.8,47.4,3.5,2,3.1,3036.8,7.4,180.5,582.8,9.8,153.6,6.1,260.1,69.1,6263.6,38223,12654.9,2044.7,6886.1,4705.5,9459.8,248.1,2460.4,2287.3,139.2,77,2049.5,1021.5,10.4,1,2.4,8.9,4.7,143.8,586.1,313.2,319.5,4.8,64,611.1,73.8,969.3,19.5,36.8,24.3,52.3,0,768,0.4,0.4,850.5,-99.8,0,1,46699.8,0,144391.3
"DOM_25",1752.4,17.1,22.8,206.8,2529.1,353.3,97.2,248.6,12954.8,726,2392.7,4884.2,304.8,5406.6,120,4845.3,2459.2,3863.4,3539.8,28069.8,3973.7,7260,16609.9,57430,990.9,5248.4,5140.8,187.3,1435.9,74275.2,7007.3,1163.1,258.6,107.7,719.4,510.3,4060,833,3540.9,2331.4,274.5,3083.4,4813.4,2802.5,9258.7,765.8,2265.1,366.1,913.1,0,53613,3.5,3.1,45903.3,734.2,0,4.2,24952,0,417633.6
"DOM_26",488.9,7.8,2.7,13.9,178.2,21.1,19,38.8,1863.5,380.6,1324.9,1621,207.3,2602.5,137.4,1477.2,702.5,655.9,788.5,2460.3,13597.6,2602.3,3834.3,11408.1,633.5,3349.2,1804,270.1,231.7,5121.8,8605.8,220.8,6.3,40.5,213.5,38.3,380.2,2028.5,6870.2,4470.8,751.2,821.3,9134.5,1647.6,12371.5,820.7,4173.4,118.4,1227.3,0,81171.9,165.7,35.8,180223,2455.7,0,191,103559.1,0,479587.5
"DOM_27",1427.7,1.9,0.2,6.1,82.9,19.1,6.1,91.4,453.2,27.1,711.6,219.4,23.8,299.4,21.8,459.2,86.4,490.4,513.6,784.7,568.5,3389,3933,2608.8,45.3,344.8,610.5,26.6,201,12866.1,1202.8,96.6,3.1,7,46.1,8.1,401.5,37.7,1452,438.6,44.5,442.3,1314.7,561.8,2003.6,265.2,490.5,80.1,1043.1,0,41234.9,2.4,3,32833.8,552.3,0,84.1,28386.2,0,143355.6
"DOM_28",1934,18.3,0.9,411.9,5439.4,795.7,467.1,752.5,3000.9,57.4,373.9,1227.3,81.5,1904.8,66,1205.3,260.8,406.7,362.9,1863.7,349.2,763.9,16003.3,15024.3,265.8,1432.9,2001.3,465.9,1433.4,24745.7,2858.5,170.7,7.4,26,1650,64.4,840.6,382.4,1084.6,1073.6,324.8,522.1,1551.2,1675.8,2666.8,1693.7,794.9,88.3,516.6,0,18821.9,24.1,6.8,184304.8,3132.1,0,10,92602.3,0,400010.8
"DOM_29",359.7,9.7,10.9,51.8,464.3,84.1,76.4,62.1,1278,33.5,342.4,605.3,23.2,502,12,263,332.1,267.3,99.1,524.8,157.1,137.7,5294,88307.3,107.8,1364.3,415.2,22.7,430.7,1313.5,14920,1263.7,4.5,1.8,1144.6,239.3,553,308.4,110.5,156.7,94.9,103.9,1688.4,3121.1,2949.8,743.4,1140.9,129.5,348.3,0,209277.4,4.5,0.1,270168.9,4686.5,0,180.2,80574.7,0,696866.7
"DOM_301",2.5,0,16.4,0.3,1.1,0.3,0.4,0.3,8.4,0.3,1.9,1.9,3.7,3.8,0.5,5,0.8,0.9,0.4,7,0.6,0.8,9.3,21.3,3197.9,1938.3,38.8,4.2,2.7,13.3,15.5,38,150.7,27.9,73.5,41.8,3.7,0.8,2.3,0.8,2.8,86.4,60.4,3,3710.3,5,4.4,0.4,28,0,10008.6,0.1,0,21159.7,361.5,0,0,1618.3,0,42687
"DOM_302T309",52.4,0.8,26.1,6.4,34.9,4.5,3.2,5,113.2,6.9,29.6,37.4,15.8,70.7,9.4,47.2,18.7,22.2,14.6,108.3,32.9,43.1,220.8,1083.4,322.7,21190.3,186.8,36,53.4,337.2,310.5,470.1,231.9,203.6,434,399.5,35.1,25.9,49.2,55.6,30,119.9,570.2,152.4,21761.1,36.5,79.4,6.7,188.5,0,24469.3,18.1,1.1,82736.9,1264.8,0,3.3,88123.6,0,245911.2
"DOM_31T33",298.7,195,32,10.4,128.2,15.5,15,19.8,1388.4,209.3,367.9,747.6,393.1,1152.2,113.4,766.9,413.6,436.9,205.1,843.7,674.5,413.6,1427.2,1698.4,31,199.2,3572.6,133.4,580.3,10914.5,14906.1,745.7,9.9,68.8,594.1,88.8,3835,352.1,633.5,1577.5,1811.1,2835.9,3992.1,3955.3,8550.7,986.4,14864.4,426.7,913.5,0,108739.2,25.1,861.8,45610.5,762,0,224.6,39548.1,0,284316.3
"DOM_35",3267.1,95.9,22.6,398.5,4845.1,1099.4,810.8,42.5,8234.3,918.5,1272,5108.4,5179.1,9724.7,251.8,4325.7,3361.6,4007.5,2619.3,3577.1,859,663.2,1656.2,2771.7,65,444.5,1109.5,23173.1,547.6,6187,65568.4,2450.2,52.9,55.7,11964.9,365,31174.8,916.1,2051.8,2670.8,3524.5,119414.6,13211.7,4206.7,11742.9,10168.8,10402.4,1868.5,2093.9,0,192465.1,39.8,1.3,439.5,5.5,0,11.8,6074.4,0,589581.2
"DOM_36T39",242.7,3.5,0.8,25.5,977.7,18,55.1,51.5,1084.9,77.4,74.5,270,429.8,1040.1,26.7,227.4,207.8,218.3,102.8,248.8,61.1,50,152.1,169.4,10.4,64.2,159.8,2804.6,5345.5,1955.7,6198.3,889.6,13.2,23.1,918.6,245.5,3317.8,212.9,236.3,233.4,1502.1,7734.3,2385.5,2060.1,12503.9,1978.9,5143.3,739.5,1122.3,0,55015.2,232.9,20132.7,499.9,0,0,1,111.2,0,139607.5
"DOM_41T43",2595.2,12.4,6.7,288.6,1856.5,381.5,895.8,560.9,1491.7,108.9,190.6,976.4,8444.1,1329.4,62.7,596,511.9,515.3,250.8,685.5,143,138.7,446,640.5,17.1,101.2,286.3,9887.3,153.4,394.7,11067.8,3702.6,34.5,304.2,3201.3,918.8,3452.7,109.9,3267.1,389.4,6224.5,219640.1,1711.3,1083.8,123869.1,10042.7,1459.4,784.7,4189.1,0,1.1,202.6,0.1,1552987.6,0,0,0,4,0,1982617.9
"DOM_45T47",73980.8,2719.8,263.5,1339.8,17981.2,2024.8,1776,1884.7,197049.9,7127,18199.8,33029.9,15289.7,63628.7,23766.2,37904.6,18378.4,20746.3,10117.8,44317.5,12398.9,14384.7,42881.3,115409.7,2163.4,16372.5,23750.4,16922.1,5929.9,178186,199898.1,34320.1,1033.5,9456.5,12581.8,6983.6,52510,34606.1,19180,19058,17377.3,29482.3,54567.9,47558.6,112884.7,39853.8,78172.5,5848.7,9700,0,1709272.3,2036.1,2644.9,556447.6,18.2,0,3715.1,349561.5,0,4428694.6
"DOM_49",6800.1,342.4,27.7,179.9,4594.4,483.2,275.9,435.2,18521.4,844.9,4950.1,4991.4,7259.7,5418.2,865.8,4503.7,3950.1,4828.3,1940.1,9771.6,2210.6,1966.2,6246.8,11795.5,250.5,2579.6,4193.5,5925.5,1224,31271.4,59902.8,25924,223.1,3110.4,12117.1,3442.5,6416.6,7402.7,6194.7,8826.9,8997.4,12566.1,25914.5,14809.9,25198.5,36089.5,19785.1,7571,3065.5,0,158644.4,214.7,795.4,47411.9,1,0,4794.4,37279.1,0,685346.6
"DOM_50",213.2,10.1,1.6,6.3,788.2,15.9,97.8,73,592.8,33.3,145.6,151.1,1440.7,217.3,68.9,155.6,113.9,135.8,70.4,269.1,81.8,77,224.6,525.2,9.7,94.2,117.3,122,22.9,1012.6,1452.1,137.7,2767.7,66.8,2364.2,658.1,144.3,154.1,106.8,63.8,20.7,93.4,678.8,307.1,3541.2,178.5,278.9,20.7,43.3,0,11882.4,7.6,19.6,2896.6,0,0,940.2,4565.1,0,40277.5
"DOM_51",514.7,426.3,3.2,14.8,315,23.3,24.2,85.7,1856.6,108.5,803.3,725.4,982.4,692,209.3,642.4,353.7,287.1,169.5,749.4,254.7,195.3,675.2,1437.6,29.6,243.4,521.5,760.7,407.9,2468.1,5969.6,1033.1,108.2,248.4,1059.9,398.4,1308.3,1144.9,1121.6,3047.3,3060.6,5551,4914.7,5266.1,5599.9,903,3056.1,415.7,650.8,0,72536.2,23.5,35.6,8557.8,0.1,0,2422.4,23478.7,0,167892.7
"DOM_52",1489.8,68.2,118.4,52.3,638.3,112.2,1187.7,41.4,7902.1,1877.8,5492.8,6268.6,4590.6,3240.4,273.7,6387.8,3867.3,972.1,549.7,2918.2,2773.5,423.2,1592.3,2412.3,53,523.8,1661.8,8917,1718.3,5746.3,113891.1,21228.9,1466.6,13696.8,27378.6,9998,2994,3397.9,1367.6,4253.3,777.9,695.9,15240.3,5328,9241.9,1637.5,5305.9,1182.2,1479.7,0,43792.4,177.6,95.8,9420.6,0.2,0,130.7,7695.2,0,375746.1
"DOM_53",17,0.1,0,0.3,1.8,3.5,0.7,0.2,8.4,1.9,3,74.6,67.7,44.8,0.6,3.9,2.3,5,9.3,36.7,2.2,144.4,263.2,4.7,0.2,1.3,149.8,216.2,372.5,19.6,64636.7,48642.1,1271.5,16.9,3112.9,3186.2,4438.2,2810.7,331.6,5578.1,4825.4,370,6540.4,4982.9,2052.7,593.6,6207.2,495.8,2440,0,20962.7,0.4,0.2,39,41.8,0,85.7,16252.7,0,201371.5
"DOM_55T56",376.4,34.9,1.7,4.6,91.6,15.5,13.6,111.4,965.3,62.6,160.8,404.4,229.6,278.7,58.8,397.5,249.9,197.5,86,470.5,101.4,63.3,342.1,277.3,18.1,125.8,528.8,1612.8,581.9,820.5,10149,1250.7,13.1,5990.3,1073,1161.2,6345.3,2632.4,2037.9,5396.8,8298.7,22455.8,16759.9,11783.2,6564.8,2782.9,21449.9,2648.8,2639.9,0,1008126,7953.3,4673.8,3873.1,0,0,19698.3,1092.5,0,1185534
"DOM_58T60",1104.7,34.7,3.6,26.1,1149.3,49.6,38,44.7,2979.9,174,400.4,838.2,430.3,1178.3,360.5,809.9,402.1,470.7,270,1149,386.4,296.4,984.1,1238.2,55,480,966.9,1205.4,198.4,5176,27369.6,1180.9,97.7,230.6,1765.8,201,12814.3,149682.9,56326.4,14372.2,6043.7,5701.8,31097,10793.7,26099.4,21371.3,17520.4,3195.8,4093.3,0,187286.7,7545.3,25004.6,207203.4,15,0,686.2,58089.8,0,898689.9
"DOM_61",603.4,64.1,0.2,41.2,1118,28.3,99.1,211,1168.1,104.1,201.3,595,306,569.2,92.4,506.3,356,238.2,142.9,780.7,225.8,152.2,654.4,458.3,24.3,183.6,718.2,1352.5,855.8,8672.6,37864.5,6555.2,137.7,667.1,4250.4,525.9,7641.5,5213.8,54692.5,12635.6,13738.3,17289.4,23256.9,15316.5,29452.8,10904.7,10381.5,1776.9,4041.4,0,364560.8,69,2.8,11477.5,0.1,0,1564.8,14025,0,668565.3
"DOM_62T63",1261.1,84.4,3.2,31.7,10894,305.8,67.3,101.9,6182.4,827.5,2037.7,3453.7,2009,2271.9,636.5,3247.6,2092.2,2131,1339.8,6384.8,2650.9,778.6,5654.4,2925.9,150,2069.2,3812.5,7546.7,2477.9,14756.8,94790,5350.1,93.2,611.3,3988.4,925.4,17107.6,21931.8,21764.4,76898,40395.6,10644.4,121874.5,75995.5,145550.5,13360.7,44069.5,5666.3,20132.4,0,36776,1004.3,7360.1,287614.2,15.2,0,167,68374.4,0,1210646.9
"DOM_64T66",6054.4,116.4,760.2,838.2,20003.5,546,1781.1,4542.9,8897,938.1,769.5,1685.5,2434.2,3224.9,1310.7,2640.6,2474,2721.4,2099.6,5069.4,2676.3,1640.1,5136.5,6133.7,359.1,2914.9,5156,15529.6,2416.5,24176.1,135998.4,37468.3,5496.7,8814.9,12603.9,3273,22482.3,10620.4,9678.3,14330.9,748610.7,298892.2,94505.9,77378.1,171687.2,6272.6,118780.9,7653.9,38376.2,0,1206772.5,1478.2,14.8,11739.2,480.9,0,1433.8,219403.4,0,3399293.9
"DOM_68",9475.4,204,1.8,8.4,1978,37.1,51.3,85.6,4110.3,668.6,644.5,3079.6,78.6,1116.9,5259.6,2453.3,839.4,391.9,436.8,4448.6,8887.1,582,1677.4,2334.9,1399.5,5792.6,2586.5,5762.8,2036.3,28737.9,318271.7,7175.2,293.2,375.7,22672.7,2608.9,104358.9,12307.8,18288.8,30974.3,135829.9,154141.6,129362.2,33409.8,46792.5,39030.9,146143.9,26557.3,36272.5,0,2450373,5899.9,0,284185,0.1,0,4504.9,3282.5,0,4108280.4
"DOM_69T75",3612.4,231.1,10.1,1187.8,33483.9,1004,3041,3208.5,44692.7,4557.9,5231.9,11035.6,12665,19621.3,16614.9,11673.2,7827.5,6992.4,4134.7,24513.7,46513.3,3893.5,27156.2,30521.9,2135.8,17200.1,14611.1,21255.2,9857.4,113361.8,374686.6,31098.8,1332.7,1535,13204.1,4807.6,141268.2,54986.1,53775.3,85667.3,144483.6,132932.6,247760.1,121617.1,120942.3,18837.7,149972.5,17630.9,26636.3,0,105565.4,2921.2,3918.7,403809.6,92.4,0,757.2,218391.1,0,2980476.6
"DOM_77T82",5244.6,361.8,9,553.5,10165.8,337.3,901.3,1785.5,9672.6,1358.9,1211.2,6569.7,4322.4,7171.5,2574.9,3584.2,3031.3,3382.2,2256.1,10172.7,5889.2,1234.6,4404.2,6504.4,534.3,4418.5,4134.9,19195.9,5871.6,45610.4,238497.4,36159.7,2458.7,16008.4,17475.5,4672.2,42507.7,23016.7,38307.8,89368,52776.1,166112.8,130415.5,105070.2,78098.5,12965.9,106170.6,10163.4,15023.9,0,186627,1312.3,5228.7,10839.2,0.1,0,1181.7,75340.1,0,1638262.7
"DOM_84",1132.6,336,33.4,78.6,1556.4,199.4,185.2,57,2319.2,234.9,673.5,1259.7,1148.8,2060.1,212.3,1024.8,757.8,797.7,510.8,921.8,454.5,177,468.2,771.5,56.6,316.1,1416,6307,6408.1,2773.8,26794.2,21854.8,58.4,251.2,3348.8,381.8,9602.8,2201.6,1743.1,3239.4,216345,43681.9,26756.7,41153.3,28426.7,9088,38805.4,9021.2,5347.3,0,435144.1,8728.8,2327050.1,10616.7,1.2,0,356.5,2962.6,0,3307610.2
"DOM_85",173.9,4.3,3.4,5.5,88.8,8.3,15.6,30.2,511.2,24.2,51.3,303.8,164.3,156.5,37.5,147.7,75.9,62.5,30.9,156.3,39.7,27.6,117.7,130.9,5.9,42.2,131.8,586.9,149.5,393.2,11270.5,194.5,2.7,652.1,417.4,74.6,829.5,706.1,495.5,1553.8,3632.7,5570.4,7792.8,4008.2,15809.7,12821.4,3014.2,7153.7,6353.4,0,557396.6,82877.3,751475.3,29859.3,2.7,0,14726,2167.6,0,1524535.9
"DOM_86T88",50.2,2,0.1,1.6,26.5,1.2,2,3.6,118.6,3.6,8.2,16,7.6,33.2,14.8,16.8,8.9,9.1,5,22.8,6.7,6.5,19,32.4,0.9,6.2,13,10.6,5.7,140.5,181.9,44,0.9,30,8.9,5.8,62,41.9,32.4,48.9,2287.8,50.3,1512.1,313.8,70971.3,2280,157520.9,496.9,923.1,0,2236540.8,148633.9,199234.4,402.9,0,0,940.1,323.1,0,2823481.4
"DOM_90T93",214.6,7,0.3,3.9,66.2,2.9,5.5,24.5,411.9,16.7,49.4,128,73.1,119.3,41.3,144.7,69.9,65.5,27.3,155.3,43.4,20.5,113,197.4,7.8,48.9,128.2,191.4,146.9,681.6,6231.9,324.8,4.9,186.8,494.7,48.3,2047.7,11275.9,2275.9,1436.1,2185.2,5751.3,7124,2968.5,2700.6,1475.9,2627.3,22086.3,2446.4,0,199328.4,50062.8,15492.4,5311.1,0.1,0,2253.1,1998.6,0,351345.2
"DOM_94T96",276,46.5,0.5,7.7,148.7,6.8,13.7,47.3,628.8,29,59.8,146.3,79.9,200.9,72.9,132.5,114.5,94.9,52,194.6,68.1,31.7,116.7,182.5,10.2,59.1,179.3,227.5,235,1602.6,8219,551.7,5.2,138.3,1904.2,239.8,2324.1,306.4,1111.5,623.9,7105.4,2782.9,5240.5,3014.7,16125.5,1749.7,6058.4,786.5,5345.4,0,328117.2,127942.7,271.7,1441.8,0,0,1306.7,762.2,0,528541.2
"DOM_97T98",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22121.1,0,0,0,0,0,0,0,0,22121.1
"IMP_01",5710,34.2,3,0.6,2.6,1.7,1.3,1.1,15637.7,112.4,8,11.1,2.9,398.9,3.2,10.4,2.1,1.1,0.5,3.2,1.1,0.9,4.2,11.4,0.2,1.6,12.1,1.1,0.7,232.3,243,2,3,0.6,0.8,0.3,90.5,1.4,1.7,2.1,1.8,4.8,82.4,45.3,263.1,26.4,21,37.8,3.8,0,14675.9,16.2,0.1,91.1,1.1,750.3,0,0,38578.3,0
"IMP_02",62.8,324.1,0.1,1.4,0.2,0.1,0.1,0.1,179.3,2.5,329.3,124.1,0.6,13.5,0.2,36.8,0.2,0.1,0.3,0.4,0.1,0.3,0.4,1.4,0,0.2,6.7,0.1,0,27.2,5.3,0.7,0,0,0.1,0,2,0.2,0.4,0.6,0.2,2.1,1.9,1,18,1.5,0.8,0.5,0.2,0,1174.8,9.9,0,8.9,0.2,8.7,0,0,2350.9,0
"IMP_03",13.6,0,117.2,0,0.3,0,0,0,4319.1,0.2,0.1,0.3,0.6,6.9,0.2,0.4,0.1,0.1,0,0.2,0.1,0.1,0.1,0.3,0.1,0.1,0.1,0.1,0,0.7,396.7,0.2,3.3,0.1,0.4,0.1,3631.4,0.1,0.1,0.1,0.1,0.2,93.2,0.3,247.4,43.4,37.3,124.1,67.5,0,5657.2,32.9,0,3.9,0.2,45.1,0,0,14846.2,0
"IMP_05",10.3,0.1,0,10.3,3.4,0.5,2,0.2,8.5,0.5,0.3,5.5,10.2,4.8,0.2,1,22.8,21.5,3.2,0.5,0.1,0.3,0.5,1.3,0,0.3,0.3,119.4,0.5,52.3,1.1,0.4,0,0.1,0.1,0,5.4,0.1,0.3,0.2,0.1,1,2.7,0.3,87.8,2.7,1.4,0.2,0.3,0,11.7,0,0,10,0.1,1.9,0,0,408.7,0
