"","D01","D02","D03","D05","D06","D07","D08","D09","D10T12","D13T15","D16","D17T18","D19","D20","D21","D22","D23","D24A","D24B","D25","D26","D27","D28","D29","D301","D302T309","D31T33","D35","D36T39","D41T43","D45T47","D49","D50","D51","D52","D53","D55T56","D58T60","D61","D62T63","D64T66","D68","D69T75","D77T82","D84","D85","D86T88","D90T93","D94T96","D97T98","HFCE","NPISH","GGFC","GFCF","INVNT","DPABR","CONS_NONRES","EXPO","IMPO","TOTAL"
"DOM_01",66869.5,319.7,19.8,3.1,0,11.2,10.6,12.5,162163.7,1905.5,423.7,172.3,0.9,3468.6,19.3,42.1,0.2,0.1,0,0.3,0,0,0.2,0.2,0,0.1,124.6,0.6,0.4,1995.6,2112.7,5.4,52.5,0,1.8,0,239.4,36.4,2.9,4.7,7,17.2,539.4,859.2,2895.2,170.9,6,492,25.5,0,152100.3,515.4,0.3,17.6,71.7,0,220.1,44395.5,0,442354.1
"DOM_02",2.5,2007.9,0,10.6,0,0,0,0,89.4,15.7,4010.9,1629.4,5.8,98,0,396,0.3,0,0,0,0,0,0,0,0,0,52,0.2,0,149.4,0.8,0.1,0,0,0.1,0,0.1,0,0.1,0,0.1,3.4,3,0.7,193.7,6.5,0.1,0,0.2,0,10310.2,129.2,0.1,30.1,0.1,0,0,987.3,0,20133.8
"DOM_03",2.7,0,20.7,0,0,0,0,0,829.7,0,0,0,0,1.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55.9,0,0.5,0,0,0,440.4,0,0,0,0,0,12,0,45.8,7,6.7,17.3,10.4,0,781.3,6.1,0,0.2,4.8,0,5.3,2786,0,5033.9
"DOM_05",408.1,0.6,0,405.4,254.7,25.2,41.6,26,523.1,24.6,3.4,321.6,688.8,130.5,1.1,44.8,411.2,907.7,137.2,6.2,1.5,2.7,5.6,13.5,0.2,2.3,3.2,6516.8,1.6,44.1,32.6,7.3,0.1,0.4,6.4,2,217.9,0.3,6.1,0.8,10.5,318,76.5,2.6,4969.8,157,37.1,7,24.4,0,5.7,0.4,0,3518.9,-5.1,0,0,4699.6,0,25049.4
"DOM_06",324.6,5.7,3.2,168.8,16878.7,295.6,412.7,541.1,138.2,4.8,21.8,54.8,113483.6,795.3,2.8,35.8,381.9,39.3,14.1,27.2,5.8,62.3,32.5,23.4,0.8,5.6,25.3,13668.8,43.9,2191.6,241.7,883.1,74.6,382.7,134.5,266.3,94.4,14.8,17.8,38.3,233.2,267.7,134.3,213.7,5418.8,596.1,148.3,28,57.9,0,4317.3,1.3,0.1,18714.3,-92.8,0,33.2,65053.5,0,246962.8
"DOM_07",4,0,0,4.4,139,2399,37.4,68.6,3.9,0.2,0.4,2.1,67.9,982.2,0.1,1.3,54.7,4425.4,3029.3,245.6,0.5,48.3,58.2,31.9,0.7,3.1,91.6,20.6,27.5,441.1,26.6,4.4,0,0.2,3.2,1.2,40.2,40.7,34.6,274.8,6.4,192.5,282.8,213.3,138.9,109.2,15.7,306.5,902.8,0,1.1,0.3,0,2240.5,-19.4,0,0,9670.4,0,26675.7
"DOM_08",1602,0.1,0,119.6,369.6,24.2,851.6,67.6,257.1,13,5.8,267.4,185.8,1166.2,6.2,84.6,6989.5,410.2,9.4,30.9,5.9,20,24.2,39.2,9.1,48,23.7,279.7,154.8,18692,56.8,110.4,0.2,0.8,13.8,3.7,21.3,3.3,72.5,6.1,19,638.3,337.3,20.9,1704.9,39,40.2,3.2,36.5,0,349.1,0.9,0,6137.7,-1.9,0,0.8,1540.3,0,42912.5
"DOM_09",48.2,0.2,0.2,262.8,8886.4,463.6,654.9,842,116.3,6,15.9,42.5,3292.7,59.3,2.3,36.8,314.7,25.3,22.8,202,23.9,47.5,104.6,369.9,8.4,44.1,40.4,657.3,15.8,2421.6,133.7,42.2,4,6.2,24.7,13.1,50,7.2,45.8,16.3,41.7,1117.6,106.5,26.8,876.4,72.6,31.8,6.9,60.3,0,408.6,1.7,0.1,40298,-1.6,0,0.5,1752.9,0,64172.1
"DOM_10T12",21985.6,12.6,65.6,1.2,17.8,2.2,2.3,3,88070.7,417.7,27.1,898.1,226.9,1134.6,410.3,203.1,135,11.5,5.1,36.2,11,12.6,28.7,64.2,2.3,16,27.7,11.1,4.3,120.5,3056.1,23.8,131.1,238.5,6.5,3.2,24946.5,35.8,11.1,59.8,5.4,35.2,2094.1,37.9,16973.3,6084.1,7528.3,1750.7,754.1,0,762518.4,894.4,1.2,417.8,24.3,0,1382.9,47224,0,990203.7
"DOM_13T15",267.5,0.2,0.5,2.6,36.9,4.3,4.5,5.6,160.5,2081.1,107.1,788.7,66.6,640.9,24.9,649.9,124.7,8.1,3.2,92.1,16.1,16.6,249.5,1219.7,34,190.2,747.5,13.9,122.5,629,3951.8,6.7,7,0.9,11.7,20.3,326.1,51,11.9,14.5,6.9,123.4,157.1,239.7,1193.9,131.2,841.5,27.4,493.5,0,32478.3,17.1,1.3,1901.4,-98.7,0,231,13648.9,0,64104.6
