"","D01","D02","D03","D05","D06","D07","D08","D09","D10T12","D13T15","D16","D17T18","D19","D20","D21","D22","D23","D24A","D24B","D25","D26","D27","D28","D29","D301","D302T309","D31T33","D35","D36T39","D41T43","D45T47","D49","D50","D51","D52","D53","D55T56","D58T60","D61","D62T63","D64T66","D68","D69T75","D77T82","D84","D85","D86T88","D90T93","D94T96","D97T98","HFCE","NPISH","GGFC","GFCF","INVNT","DPABR","CONS_NONRES","EXPO","IMPO","TOTAL"
"DOM_01",63889.5,1008.6,18,10.8,0.1,15.3,15.7,26.1,180415.1,1077.5,760.1,239.6,0.9,5363.2,95.3,88.2,0.2,0.2,0.1,0.5,0.1,0,0.3,0.3,0,0.1,285.1,1.3,0.4,1852.1,2209.2,19.7,51.7,0.1,2.1,0.1,395.3,59,2.2,3.4,6.5,20.7,492.5,698.1,2382,272.7,4.7,386.8,36,0,136015.5,366.4,0.3,84.1,220.3,0,594.6,39873.4,0,439362.1
"DOM_02",3.5,3259,0,20.8,0.2,0,0.1,0.3,91.5,10,4249.2,1338,2.8,133.2,0,491.5,0.4,0.1,0,0.1,0,0,0.1,0.1,0,0,67.8,1,0,131.7,1.1,0.4,0,0,0.3,0.1,0.3,0,0.2,0,0.6,13.4,1.9,0.4,253.9,7.7,0.2,0.1,0.4,0,9619,99.2,0,120.5,4.7,0,0,1541,0,21466.6
"DOM_03",3.5,0,11.9,0,0,0,0,0,723.4,0,0,0,0,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0,0.2,0,0,0,348.9,0,0,0,0,0,5.8,0,30.1,6.7,5.3,10.9,9.6,0,468.9,3.6,0,0.2,14.4,0,11.2,3519.5,0,5218.9
"DOM_05",969.8,2.2,0,2081.2,557.3,67.6,102,106.6,1080.6,68.6,11.7,967.6,867.1,365.3,10.1,102.2,910.7,2782,471.2,12,2.3,6.9,13.3,23.9,0.4,5.7,6.9,9788.4,4.4,95.1,30.5,10.9,0.2,1,11,2.1,286,0.4,6.9,0.6,16.2,395.1,96.2,3.3,6339,216.4,76.7,8.5,24,0,54.8,0.5,0,5352.8,-3.1,0,0,4545.4,0,38958.6
"DOM_06",203,11.5,3,294.1,16638.3,402.2,588.4,1049.7,100.6,6.3,30.3,75.3,159635.3,2757,9.4,36.5,329.8,55.2,34.9,30.1,6.9,41.7,49.8,19.3,1.1,8.9,28.2,19938.3,40.4,1817.4,167.2,939.2,107.6,780,74,155.1,67.6,9.5,12.2,17.9,186.3,236.2,91,124.2,7952,486.9,131.9,17.7,52.7,0,3864.9,1,0.1,22346,-32,0,58.5,19564.9,0,261655.3
"DOM_07",3.4,0,0,8.1,172.8,1779.3,42.1,141.6,2,0.2,0.4,1.5,86.8,1142.1,0.3,0.8,71,4228,3236.2,253.6,3.1,45.3,66.2,32.3,1.3,6.7,133.2,26.1,31.7,368.5,17.1,5.3,0.1,0.5,4.1,1,36.8,32,50.5,132.1,7.8,190.3,180.9,180.9,114.3,132.9,15.9,351.8,317.5,0,1.1,0.2,0,2648.5,15.9,0,0,8982,0,25303.9
"DOM_08",1101.9,0.2,0,348.3,479.2,39.5,976.6,139.3,260.7,31.4,9.9,345.4,236.7,1980.5,31.5,143.8,6814.5,994.4,25.2,40.8,12.5,22.5,30.4,39.4,16.2,98.3,40.6,962.8,408.2,13944.4,32.5,96.5,0.3,1.5,14,2.6,13.3,3.5,55.4,4.2,17.4,422,304,20.6,1610.8,39.7,47.2,3.1,22.2,0,568.5,0.7,0,5100.5,0.2,0,3,1887,0,39845.9
"DOM_09",21.4,0.3,0.1,818.6,19258.1,1197.6,1765,3116.7,31.4,2.1,4.8,14.1,8661.1,25.2,3.3,11.4,580.6,10,6.9,40,8.1,9.6,25.9,71.6,1.8,11.2,11.3,1404.3,12.3,3612.9,52.8,24.5,1.5,2.9,17.9,5.3,20.3,3.1,18.4,4.4,34.2,787.2,97.7,9.8,492.5,52.8,15,4.5,25.2,0,89.5,1.1,0.1,74278.8,4.8,0,0.4,4183.7,0,120965.9
"DOM_10T12",23833.4,34.8,75.3,6.5,18.7,4.7,4.8,12,104755,901.5,50.1,1092.1,113.9,1682.7,832,283.1,145.8,27.1,12.7,71.8,23.7,25.4,60.9,92,4.5,44,60,26.7,7.2,179.1,3896.2,34.1,168,206.3,10,5.8,33651.8,42.8,17.1,30.7,10.9,81.6,2452.2,48.4,20055.2,10485.5,9421.8,2636.3,1150.6,0,652058.8,604,1.2,869.1,366.7,0,3650.8,48957.4,0,925394.5
"DOM_13T15",355.9,0.5,4.2,9.6,26.5,6.5,5.9,15.3,165.5,3371.9,187.8,899.3,30.5,905.9,84.1,929.2,138.1,15.8,7.8,125,26.2,25.5,279.4,1433.1,35.5,240.6,1298.1,23.7,39.5,795.3,1893.2,13.8,45.3,4.4,16.3,15.7,511.3,36.1,90.1,12.7,8.7,153.8,139.1,156,1057.6,204.3,913.9,89.8,382.3,0,32736.2,15.1,1.1,3459.8,409.9,0,666.9,17879,0,72394.9
"DOM_16",325,1.4,13.7,37.5,4,22.4,29,112.8,347.4,42.5,16950.6,3459.6,9.8,170.2,12.2,1033.6,270.2,34.7,361.2,634.4,162.7,195.7,787.6,2526.9,78.8,136.1,5043.8,13.9,14.1,31340.4,3141.4,1071.3,1,2.7,150.5,51.2,958.2,117.7,444.3,795.4,56.9,3768.3,425.6,670.9,879.7,1568.7,774.9,81.7,288.1,0,7246.1,0.3,1.2,9128.6,779.7,0,195,4462.8,0,101234.7
"DOM_17T18",499.7,2.9,0.5,60.2,55,66.1,54.9,101,22795.4,677,713.7,42011.3,80.8,5110.5,1810.6,4176.1,1228.9,897.1,845.5,2288.6,640.8,1019.1,2187.3,2971.5,51.8,621.1,2956,149.9,234.3,3230,19703.8,1037.7,45.8,38.5,2100.6,857.7,5223.8,7343.2,860.5,3367,5292.9,1385.1,9070.3,5613.2,11131.4,9879.4,8830.6,1074.6,2444.5,0,48147.8,5,7.1,1827.8,211.1,0,748.2,21992.3,0,265777.7
"DOM_19",7472.3,418.2,108.5,1317.2,1932.5,940.4,1100.1,2617,3419.4,334.2,1104,2798.1,10646.3,13315.4,401.5,1814.6,4514.4,1717.2,476.5,1076.8,247.9,1518,1679,589.7,32.7,240,1038,17604.7,1297.5,23732.1,5599.5,34076.4,3935,28555,2612.1,5652.4,2280.6,304.3,319.1,593.5,6577.5,4416,2108.9,4470.6,44656.8,17556.5,4701.6,614.2,1791.7,0,141361,19.1,0.6,674,339.5,0,2147.1,58585,0,479451.9
"DOM_20",27465.1,11.8,1.5,906.8,2769.4,669.2,582.7,1494.3,6092.3,8911.7,2154,13698.6,2953.2,101611.3,8625.5,40484.1,3240.7,1030.2,415,6732.8,2337,2113.3,3513.8,6979.2,210.4,859.8,6111.9,2039.4,891,10100.1,2670.4,463.6,31.9,162.2,988.9,153.2,1245.6,661.9,457.3,587.3,404,8108.1,7263.5,4672.4,17394.7,4207.8,5875.8,370.8,2747.3,0,96313.3,56.7,2.2,3602.8,501.1,0,895.9,91933.7,0,516778.6
"DOM_21",1554.7,6.1,0.7,21.2,63.1,15.8,15.4,48.7,1275.4,148.2,116.9,324.9,91.9,2346.5,26536.1,643.9,107.8,89.2,51.2,264.5,100.7,95.9,243,355.8,19.6,185.3,225.4,146.8,30.5,822.2,979.9,92.4,12.1,54.4,34.9,23.2,162,82.2,87.8,67.8,85.3,195.5,2313.3,201.3,2695.2,194.7,26054.7,196.8,97.9,0,137385.7,108.7,6.9,18250.9,324.4,0,496.7,40930.3,0,267081.9
"DOM_22",1174.8,20.4,0.3,293,55.6,246.1,190.3,783,15557.7,492.5,687.5,3037.2,160.1,7755.3,1993.6,13617.3,977.1,879.1,417.5,3258.7,1347.3,1486.9,5862.4,20252.5,166.9,2177,8709.2,88.3,258.6,24446.6,14032.7,521.8,6.5,18.4,502.7,2205.1,4296.5,1264.9,2011,713.8,430.1,534.2,3721,2292.2,6930.5,1294.8,6578.8,133.6,859,0,44799.8,1.5,2.7,2068.1,202.7,0,20,22079.1,0,233914
"DOM_23",95,54,0.1,109.6,416.3,178,177.8,642.1,4426.2,162.4,725.5,402.7,23.9,1330.7,457.3,1369.5,10671.7,1802.6,171.5,1116.3,365.9,1491.7,1906.6,6079.6,53.6,211.8,938.3,150.2,156,62976,1222,56.1,2,7.9,104.5,25.1,1473.7,232.9,1451.2,569.9,107.2,303,2310.8,934.1,4017,389.7,2576.2,87.3,634.2,0,16193.7,0.7,0.4,1878.3,40.6,0,5.3,8690.3,0,141976.9
"DOM_24A",112.8,2.8,0.7,27.3,3121.3,166.1,141.7,403.1,78.7,198.5,204,81.6,66.1,732.6,5.1,841.4,443.1,16225.2,378.4,33727.3,508.5,2764.3,18508.8,13918.5,434.6,2372.6,3183.5,110.4,298.3,4473.9,434,726.3,25.4,171.3,203.8,38.5,41.8,962.6,138.7,61.4,42.8,1141.6,465.3,325.5,458.8,202.5,198.3,96.5,90.8,0,1001.8,0.3,0.1,489.1,1.2,0,13.6,12349.4,0,123212.5
