period,income,output_sum,export_value,import_value,trade_balance,import_value_val,trade_balance_val,income_growth,output_growth
2.390000000000000000e+02,2.614543427703934757e-03,5.741698877251444171e-03,3.466056801208731216e-03,1.829689692835081852e-03,1.636367108373649364e-03,3.465579176288930384e-03,4.776249198008321317e-07,-7.271837255898949692e+00,-3.437876998205902090e+00
2.400000000000000000e+02,2.614559626599715931e-03,5.741697298596632262e-03,3.466066831768024967e-03,1.829689252607834835e-03,1.636377579160190133e-03,3.465589168421684407e-03,4.776633463405600966e-07,-7.271262741118144746e+00,-3.437903547536225179e+00
2.410000000000000000e+02,2.614575825111043784e-03,5.741695719606632747e-03,3.466076862364848594e-03,1.829688812359613927e-03,1.636388050005234667e-03,3.465599160594642382e-03,4.777017702062118232e-07,-7.270688239972478151e+00,-3.437930102503639063e+00
2.420000000000000000e+02,2.614592023238077479e-03,5.741694140281763080e-03,3.466086892999407660e-03,1.829688372090462496e-03,1.636398520908945164e-03,3.465609152807886707e-03,4.777401915209526784e-07,-7.270113752456297540e+00,-3.437956663102792465e+00
2.430000000000000000e+02,2.614608220980964466e-03,5.741692560622330306e-03,3.466096923671885613e-03,1.829687931800417187e-03,1.636408991871468425e-03,3.465619145061486338e-03,4.777786103992744116e-07,-7.269539278564374207e+00,-3.437983229328522849e+00
2.440000000000000000e+02,2.614624418339847427e-03,5.741690980628621523e-03,3.466106954382468068e-03,1.829687491489517901e-03,1.636419462892950167e-03,3.465629137355518904e-03,4.778170269491635591e-07,-7.268964818291645535e+00,-3.438009801176000746e+00
2.450000000000000000e+02,2.614640615314860802e-03,5.741689400300905612e-03,3.466116985131320691e-03,1.829687051157798464e-03,1.636429933973522228e-03,3.465639129690049891e-03,4.778554412708004018e-07,-7.268390371633359770e+00,-3.438036378640707547e+00
2.460000000000000000e+02,2.614656811906134696e-03,5.741687819639446251e-03,3.466127015918602210e-03,1.829686610805294220e-03,1.636440405113307990e-03,3.465649122065146519e-03,4.778938534556916029e-07,-7.267815938584886837e+00,-3.438062961718213462e+00
2.470000000000000000e+02,2.614673008113791840e-03,5.741686238644487170e-03,3.466137046744467883e-03,1.829686170432036612e-03,1.636450876312431271e-03,3.465659114480870370e-03,4.779322635975122302e-07,-7.267241519141876438e+00,-3.438089550404410666e+00
2.480000000000000000e+02,2.614689203937948896e-03,5.741684657316263422e-03,3.466147077609056486e-03,1.829685730038055781e-03,1.636461347571000705e-03,3.465669106937279993e-03,4.779706717764932444e-07,-7.266667113300185221e+00,-3.438116144695357868e+00
2.490000000000000000e+02,2.614705399378719920e-03,5.741683075654998789e-03,3.466157108512503762e-03,1.829685289623382300e-03,1.636471818889121462e-03,3.465679099434431764e-03,4.780090780719982446e-07,-7.266092721055783521e+00,-3.438142744587280308e+00
2.500000000000000000e+02,2.614721594436212031e-03,5.741681493660902302e-03,3.466167139454937214e-03,1.829684849188043059e-03,1.636482290266894155e-03,3.465689091972379895e-03,4.780474825573192976e-07,-7.265518342404863716e+00,-3.438169350076669684e+00
2.510000000000000000e+02,2.614737789110528014e-03,5.741679911334177794e-03,3.466177170436477838e-03,1.829684408732065379e-03,1.636492761704412460e-03,3.465699084551176427e-03,4.780858853014116616e-07,-7.264943977343785164e+00,-3.438195961160084302e+00
2.520000000000000000e+02,2.614753983401765444e-03,5.741678328675016083e-03,3.466187201457240560e-03,1.829683968255472895e-03,1.636503233201767665e-03,3.465709077170866896e-03,4.781242863736642756e-07,-7.264369625869071534e+00,-3.438222577834337823e+00
2.530000000000000000e+02,2.614770177310019733e-03,5.741676745683601049e-03,3.466197232517331632e-03,1.829683527758292280e-03,1.636513704759039352e-03,3.465719069831503778e-03,4.781626858278535674e-07,-7.263795287977359294e+00,-3.438249200096310521e+00
2.540000000000000000e+02,2.614786370835382387e-03,5.741675162360108768e-03,3.466207263616856438e-03,1.829683087240546518e-03,1.636524176376309920e-03,3.465729062533129574e-03,4.782010837268632630e-07,-7.263220963665384389e+00,-3.438275827943071405e+00
2.550000000000000000e+02,2.614802563977940576e-03,5.741673578704706640e-03,3.466217294755908219e-03,1.829682646702257293e-03,1.636534648053650925e-03,3.465739055275788953e-03,4.782394801192656197e-07,-7.262646652930071056e+00,-3.438302461371778307e+00
2.560000000000000000e+02,2.614818756737777999e-03,5.741671994717554260e-03,3.466227325934580650e-03,1.829682206143445206e-03,1.636545119791135445e-03,3.465749048059521380e-03,4.782778750592707462e-07,-7.262072355768445675e+00,-3.438329100379766690e+00
2.570000000000000000e+02,2.614834949114975323e-03,5.741670410398801681e-03,3.466237357152962637e-03,1.829681765564132156e-03,1.636555591588830481e-03,3.465759040884366753e-03,4.783162685958845806e-07,-7.261498072177641205e+00,-3.438355744964505245e+00
2.580000000000000000e+02,2.614851141109610175e-03,5.741668825748598090e-03,3.466247388411137446e-03,1.829681324964337876e-03,1.636566063446799569e-03,3.465769033750366705e-03,4.783546607707404863e-07,-7.260923802154916729e+00,-3.438382395123473767e+00
2.590000000000000000e+02,2.614867332721757583e-03,5.741667240767083999e-03,3.466257419709179236e-03,1.829680884344081233e-03,1.636576535365098003e-03,3.465779026657555932e-03,4.783930516233034225e-07,-7.260349545697597051e+00,-3.438409050854329685e+00
2.600000000000000000e+02,2.614883523951491272e-03,5.741665655454391247e-03,3.466267451047167804e-03,1.829680443703378488e-03,1.636587007343789316e-03,3.465789019605968260e-03,4.784314411995435612e-07,-7.259775302803084251e+00,-3.438435712154852553e+00
2.610000000000000000e+02,2.614899714798878897e-03,5.741664069810650806e-03,3.466277482425173407e-03,1.829680003042249807e-03,1.636597479382923600e-03,3.465799012595640553e-03,4.784698295328543294e-07,-7.259201073468957155e+00,-3.438462379022821924e+00
2.620000000000000000e+02,2.614915905263990713e-03,5.741662483835986708e-03,3.466287513843262398e-03,1.829679562360710370e-03,1.636607951482552028e-03,3.465809005626604034e-03,4.785082166583638774e-07,-7.258626857692740408e+00,-3.438489051456161683e+00
2.630000000000000000e+02,2.614932095346891340e-03,5.741660897530518649e-03,3.466297545301498962e-03,1.829679121658777958e-03,1.636618423642721004e-03,3.465818998698893399e-03,4.785466026055625044e-07,-7.258052655472136294e+00,-3.438515729452873426e+00
2.640000000000000000e+02,2.614948285047643227e-03,5.741659310894360255e-03,3.466307576799946850e-03,1.829678680936467098e-03,1.636628895863479751e-03,3.465828991812535537e-03,4.785849874113130842e-07,-7.257478466804934136e+00,-3.438542413011025367e+00
2.650000000000000000e+02,2.614964474366309258e-03,5.741657723927623413e-03,3.466317608338662440e-03,1.829678240193793187e-03,1.636639368144869253e-03,3.465838984967562538e-03,4.786233710999017454e-07,-7.256904291688903719e+00,-3.438569102128741228e+00
2.660000000000000000e+02,2.614980663302948413e-03,5.741656136630412209e-03,3.466327639917702978e-03,1.829677799430770319e-03,1.636649840486932659e-03,3.465848978164001726e-03,4.786617537012524681e-07,-7.256330130121946276e+00,-3.438595796804277960e+00
2.670000000000000000e+02,2.614996851857619674e-03,5.741654549002832460e-03,3.466337671537122241e-03,1.829677358647415408e-03,1.636660312889706833e-03,3.465858971401886493e-03,4.787001352357482531e-07,-7.255755982101974588e+00,-3.438622497035848102e+00
2.680000000000000000e+02,2.615013040030379418e-03,5.741652961044983045e-03,3.466347703196970102e-03,1.829676917843739729e-03,1.636670785353230373e-03,3.465868964681237223e-03,4.787385157328793994e-07,-7.255181847626978708e+00,-3.438649202821797424e+00
2.690000000000000000e+02,2.615029227821283157e-03,5.741651372756961108e-03,3.466357734897296001e-03,1.829676477019758461e-03,1.636681257877537540e-03,3.465878958002084707e-03,4.787768952112941845e-07,-7.254607726695017078e+00,-3.438675914160482794e+00
2.700000000000000000e+02,2.615045415230384234e-03,5.741649784138857723e-03,3.466367766638147642e-03,1.829676036175483748e-03,1.636691730462663894e-03,3.465888951364453664e-03,4.788152736939776943e-07,-7.254033619304167679e+00,-3.438702631050372105e+00
2.710000000000000000e+02,2.615061602257734256e-03,5.741648195190764831e-03,3.466377798419565791e-03,1.829675595310927732e-03,1.636702203108638060e-03,3.465898944768367514e-03,4.788536511982771637e-07,-7.253459525452621293e+00,-3.438729353489922147e+00
2.720000000000000000e+02,2.615077788903384833e-03,5.741646605912767432e-03,3.466387830241596420e-03,1.829675154426102773e-03,1.636712675815493647e-03,3.465908938213850543e-03,4.788920277458766361e-07,-7.252885445138534948e+00,-3.438756081477711835e+00
2.730000000000000000e+02,2.615093975167385836e-03,5.741645016304953129e-03,3.466397862104281594e-03,1.829674713521022098e-03,1.636723148583259495e-03,3.465918931700929205e-03,4.789304033523886228e-07,-7.252311378360143834e+00,-3.438782815012264571e+00
2.740000000000000000e+02,2.615110161049787572e-03,5.741643426367405191e-03,3.466407894007659911e-03,1.829674272595696767e-03,1.636733621411963144e-03,3.465928925229625618e-03,4.789687780342929968e-07,-7.251737325115659161e+00,-3.438809554092170373e+00
2.750000000000000000e+02,2.615126346550636881e-03,5.741641836100199944e-03,3.466417925951769969e-03,1.829673831650138706e-03,1.636744094301631263e-03,3.465938918799961466e-03,4.790071518085033120e-07,-7.251163285403439573e+00,-3.438836298716141382e+00
2.760000000000000000e+02,2.615142531669980164e-03,5.741640245503420656e-03,3.466427957936646029e-03,1.829673390684357455e-03,1.636754567252288574e-03,3.465948912411959300e-03,4.790455246867289518e-07,-7.250589259221806415e+00,-3.438863048882800921e+00
2.770000000000000000e+02,2.615158716407864695e-03,5.741638654577141052e-03,3.466437989962324519e-03,1.829672949698366241e-03,1.636765040263958278e-03,3.465958906065642105e-03,4.790838966824140233e-07,-7.250015246569107674e+00,-3.438889804590894439e+00
2.780000000000000000e+02,2.615174900764335574e-03,5.741637063321437459e-03,3.466448022028841437e-03,1.829672508692173957e-03,1.636775513336667480e-03,3.465968899761029398e-03,4.791222678120383993e-07,-7.249441247443744629e+00,-3.438916565839134076e+00
2.790000000000000000e+02,2.615191084739435737e-03,5.741635471736379268e-03,3.466458054136226704e-03,1.829672067665791008e-03,1.636785986470435696e-03,3.465978893498141127e-03,4.791606380855767400e-07,-7.248867261844182508e+00,-3.438943332626354099e+00
2.800000000000000000e+02,2.615207268333208986e-03,5.741633879822037601e-03,3.466468086284513715e-03,1.829671626619228889e-03,1.636796459665284826e-03,3.465988887276998977e-03,4.791990075147384287e-07,-7.248293289768870551e+00,-3.438970104951366569e+00
2.810000000000000000e+02,2.615223451545700423e-03,5.741632287578484449e-03,3.466478118473733262e-03,1.829671185552498008e-03,1.636806932921235254e-03,3.465998881097626366e-03,4.792373761068960403e-07,-7.247719331216206484e+00,-3.438996882812961342e+00
2.820000000000000000e+02,2.615239634376950815e-03,5.741630695005788335e-03,3.466488150703916134e-03,1.829670744465605736e-03,1.636817406238310398e-03,3.466008874960035870e-03,4.792757438802641712e-07,-7.247145386184761229e+00,-3.439023666209972685e+00
2.830000000000000000e+02,2.615255816827001794e-03,5.741629102104012575e-03,3.466498182975087921e-03,1.829670303358564868e-03,1.636827879616523053e-03,3.466018868864253512e-03,4.793141108344091406e-07,-7.246571454673034651e+00,-3.439050455141345886e+00
2.840000000000000000e+02,2.615271998895894994e-03,5.741627508873225691e-03,3.466508215287277678e-03,1.829669862231382994e-03,1.636838353055894684e-03,3.466028862810295336e-03,4.793524769823413745e-07,-7.245997536679571027e+00,-3.439077249605937414e+00
2.850000000000000000e+02,2.615288180583669880e-03,5.741625915313489266e-03,3.466518247640513160e-03,1.829669421084069870e-03,1.636848826556443291e-03,3.466038856798180426e-03,4.793908423327344903e-07,-7.245423632202951936e+00,-3.439104049602692559e+00
2.860000000000000000e+02,2.615304361890367219e-03,5.741624321424866617e-03,3.466528280034817354e-03,1.829668979916635255e-03,1.636859300118182099e-03,3.466048850827927862e-03,4.794292068894916159e-07,-7.244849741241743857e+00,-3.439130855130545505e+00
2.870000000000000000e+02,2.615320542816027341e-03,5.741622727207422797e-03,3.466538312470221050e-03,1.829668538729087822e-03,1.636869773741133228e-03,3.466058844899555860e-03,4.794675706651894964e-07,-7.244275863794513270e+00,-3.439157666188430440e+00
2.880000000000000000e+02,2.615336723360688412e-03,5.741621132661217652e-03,3.466548344946745498e-03,1.829668097521436679e-03,1.636880247425308819e-03,3.466068839013080900e-03,4.795059336645986214e-07,-7.243701999859908369e+00,-3.439184482775303753e+00
2.890000000000000000e+02,2.615352903524389896e-03,5.741619537786310165e-03,3.466558377464416286e-03,1.829667656293690499e-03,1.636890721170725788e-03,3.466078833168522062e-03,4.795442958942242040e-07,-7.243128149436528496e+00,-3.439211304890199550e+00
2.900000000000000000e+02,2.615369083307167788e-03,5.741617942582755846e-03,3.466568410023258134e-03,1.829667215045858823e-03,1.636901194977399311e-03,3.466088827365896262e-03,4.795826573618724997e-07,-7.242554312523097337e+00,-3.439238132532185244e+00
2.910000000000000000e+02,2.615385262709061989e-03,5.741616347050619747e-03,3.466578442623291859e-03,1.829666773777949241e-03,1.636911668845342617e-03,3.466098821605222580e-03,4.796210180692782321e-07,-7.241980489118193809e+00,-3.439264965700150611e+00
2.920000000000000000e+02,2.615401441730110660e-03,5.741614751189956511e-03,3.466588475264540010e-03,1.829666332489972595e-03,1.636922142774567416e-03,3.466108815886518365e-03,4.796593780216455716e-07,-7.241406679220474985e+00,-3.439291804393185270e+00
2.930000000000000000e+02,2.615417620370350232e-03,5.741613155000825121e-03,3.466598507947025141e-03,1.829665891181934522e-03,1.636932616765090619e-03,3.466118810209799228e-03,4.796977372259134120e-07,-7.240832882828640571e+00,-3.439318648610290019e+00
2.940000000000000000e+02,2.615433798629817133e-03,5.741611558483276749e-03,3.466608540670771104e-03,1.829665449853844347e-03,1.636943090816926757e-03,3.466128804575080782e-03,4.797360956903216900e-07,-7.240259099941392940e+00,-3.439345498350621089e+00
2.950000000000000000e+02,2.615449976508547793e-03,5.741609961637369509e-03,3.466618573435796113e-03,1.829665008505710093e-03,1.636953564930086020e-03,3.466138798982381242e-03,4.797744534148704054e-07,-7.239685330557454890e+00,-3.439372353613179278e+00
2.960000000000000000e+02,2.615466154006579075e-03,5.741608364463159780e-03,3.466628606242120117e-03,1.829664567137541734e-03,1.636964039104578383e-03,3.466148793431718389e-03,4.798128104017279627e-07,-7.239111574675516358e+00,-3.439399214397032001e+00
2.970000000000000000e+02,2.615482331123948276e-03,5.741606766960703941e-03,3.466638639089764801e-03,1.829664125749346426e-03,1.636974513340418375e-03,3.466158787923109136e-03,4.798511666556648514e-07,-7.238537832294245078e+00,-3.439426080701224464e+00
2.980000000000000000e+02,2.615498507860689655e-03,5.741605169130050562e-03,3.466648671978753583e-03,1.829663684341131542e-03,1.636984987637622041e-03,3.466168782456566493e-03,4.798895221870894123e-07,-7.237964103412430461e+00,-3.439452952524946205e+00
2.990000000000000000e+02,2.615514684216839209e-03,5.741603570971256024e-03,3.466658704909102075e-03,1.829663242912905321e-03,1.636995461996196754e-03,3.466178777032107375e-03,4.799278769947006029e-07,-7.237390388028808630e+00,-3.439479829867253535e+00
3.000000000000000000e+02,2.615530860192432500e-03,5.741601972484371499e-03,3.466668737880830228e-03,1.829662801464676004e-03,1.637005936416154224e-03,3.466188771649749562e-03,4.799662310806668275e-07,-7.236816686142100608e+00,-3.439506712727258275e+00
3.010000000000000000e+02,2.615547035787503787e-03,5.741600373669449031e-03,3.466678770893956690e-03,1.829662359996451831e-03,1.637016410897504859e-03,3.466198766309508232e-03,4.800045844484575330e-07,-7.236242997751086037e+00,-3.439533601104116656e+00
3.020000000000000000e+02,2.615563211002089501e-03,5.741598774526543263e-03,3.466688803948503577e-03,1.829661918508240824e-03,1.637026885440262753e-03,3.466208761011399433e-03,4.800429371041442517e-07,-7.235669322854498375e+00,-3.439560494996896090e+00
3.030000000000000000e+02,2.615579385836223035e-03,5.741597175055702766e-03,3.466698837044483034e-03,1.829661477000049923e-03,1.637037360044433110e-03,3.466218755755439643e-03,4.800812890433901747e-07,-7.235095661451129700e+00,-3.439587394404775011e+00
3.040000000000000000e+02,2.615595560289939517e-03,5.741595575256980451e-03,3.466708870181919346e-03,1.829661035471888018e-03,1.637047834710031327e-03,3.466228750541644043e-03,4.801196402753026005e-07,-7.234522013539756990e+00,-3.439614299326876345e+00
3.050000000000000000e+02,2.615611734363274075e-03,5.741593975130426623e-03,3.466718903360825957e-03,1.829660593923762915e-03,1.637058309437063042e-03,3.466238745370029545e-03,4.801579907964120819e-07,-7.233948379119103933e+00,-3.439641209762345220e+00
3.060000000000000000e+02,2.615627908056260102e-03,5.741592374676091591e-03,3.466728936581224552e-03,1.829660152355679602e-03,1.637068784225544950e-03,3.466248740240606991e-03,4.801963406175606408e-07,-7.233374758188015896e+00,-3.439668125710337865e+00
3.070000000000000000e+02,2.615644081368932727e-03,5.741590773894027395e-03,3.466738969843127707e-03,1.829659710767648703e-03,1.637079259075479003e-03,3.466258735153397632e-03,4.802346897300746598e-07,-7.232801150745227226e+00,-3.439695047169977205e+00
3.080000000000000000e+02,2.615660254301327078e-03,5.741589172784282609e-03,3.466749003146557540e-03,1.829659269159676725e-03,1.637089733986880815e-03,3.466268730108412743e-03,4.802730381447961605e-07,-7.232227556789505130e+00,-3.439721974140441674e+00
3.090000000000000000e+02,2.615676426853474380e-03,5.741587571346906671e-03,3.466759036491530097e-03,1.829658827531772556e-03,1.637100208959757540e-03,3.466278725105670973e-03,4.803113858591230578e-07,-7.231653976319729615e+00,-3.439748906620909707e+00
3.100000000000000000e+02,2.615692599025408894e-03,5.741585969581949021e-03,3.466769069878063159e-03,1.829658385883941836e-03,1.637110683994121322e-03,3.466288720145185333e-03,4.803497328778258413e-07,-7.231080409334699866e+00,-3.439775844610548639e+00
3.110000000000000000e+02,2.615708770817164880e-03,5.741584367489456497e-03,3.466779103306169736e-03,1.829657944216191720e-03,1.637121159089978016e-03,3.466298715226969699e-03,4.803880792000371491e-07,-7.230506855833185753e+00,-3.439802788108570208e+00
3.120000000000000000e+02,2.615724942228777467e-03,5.741582765069482876e-03,3.466789136775868911e-03,1.829657502528531749e-03,1.637131634247337162e-03,3.466308710351042287e-03,4.804264248266243431e-07,-7.229933315813951822e+00,-3.439829737114064034e+00
3.130000000000000000e+02,2.615741113260277445e-03,5.741581162322073259e-03,3.466799170287176296e-03,1.829657060820967561e-03,1.637142109466208735e-03,3.466318705517415673e-03,4.804647697606231893e-07,-7.229359789275902060e+00,-3.439856691626275165e+00
3.140000000000000000e+02,2.615757283911699944e-03,5.741579559247275352e-03,3.466809203840111840e-03,1.829656619093508480e-03,1.637152584746603360e-03,3.466328700726107204e-03,4.805031140046357729e-07,-7.228786276217791240e+00,-3.439883651644404239e+00
3.150000000000000000e+02,2.615773454183077055e-03,5.741577955845138595e-03,3.466819237434686819e-03,1.829656177346159927e-03,1.637163060088526892e-03,3.466338695977130326e-03,4.805414575564936897e-07,-7.228212776638487824e+00,-3.439910617167618589e+00
3.160000000000000000e+02,2.615789624074444340e-03,5.741576352115713294e-03,3.466829271070919448e-03,1.829655735578930792e-03,1.637173535491988656e-03,3.466348691270501083e-03,4.805798004183653438e-07,-7.227639290536713723e+00,-3.439937588195063345e+00
3.170000000000000000e+02,2.615805793585833025e-03,5.741574748059047155e-03,3.466839304748825339e-03,1.829655293791827581e-03,1.637184010956997757e-03,3.466358686606233787e-03,4.806181425915517780e-07,-7.227065817911382695e+00,-3.439964564725950247e+00
3.180000000000000000e+02,2.615821962717276936e-03,5.741573143675187015e-03,3.466849338468422706e-03,1.829654851984858317e-03,1.637194486483564389e-03,3.466368681984343617e-03,4.806564840790887583e-07,-7.226492358761271717e+00,-3.439991546759479935e+00
3.190000000000000000e+02,2.615838131468809467e-03,5.741571538964180578e-03,3.466859372229724560e-03,1.829654410158029288e-03,1.637204962071695273e-03,3.466378677404843150e-03,4.806948248814099656e-07,-7.225918913085216388e+00,-3.440018534294864150e+00
3.200000000000000000e+02,2.615854299840461410e-03,5.741569933926072948e-03,3.466869406032748249e-03,1.829653968311348300e-03,1.637215437721399949e-03,3.466388672867751035e-03,4.807331649972143572e-07,-7.225345480882117144e+00,-3.440045527331325736e+00
3.210000000000000000e+02,2.615870467832269192e-03,5.741568328560915299e-03,3.466879439877510252e-03,1.829653526444823593e-03,1.637225913432686659e-03,3.466398668373079847e-03,4.807715044304050611e-07,-7.224772062150686125e+00,-3.440072525868020925e+00
3.220000000000000000e+02,2.615886635444263607e-03,5.741566722868753601e-03,3.466889473764024013e-03,1.829653084558461457e-03,1.637236389205562557e-03,3.466408663920844766e-03,4.808098431792473537e-07,-7.224198656889813108e+00,-3.440099529904172559e+00
3.230000000000000000e+02,2.615902802676476312e-03,5.741565116849634692e-03,3.466899507692303845e-03,1.829652642652268828e-03,1.637246865040035016e-03,3.466418659511060103e-03,4.808481812437412350e-07,-7.223625265098398529e+00,-3.440126539438981279e+00
3.240000000000000000e+02,2.615918969528942435e-03,5.741563510503606277e-03,3.466909541662370562e-03,1.829652200726253515e-03,1.637257340936117047e-03,3.466428655143740170e-03,4.808865186303919181e-07,-7.223051886775189168e+00,-3.440153554471658826e+00
3.250000000000000000e+02,2.615935136001693202e-03,5.741561903830712590e-03,3.466919575674234574e-03,1.829651758780423540e-03,1.637267816893811035e-03,3.466438650818902747e-03,4.809248553318268282e-07,-7.222478521919073913e+00,-3.440180575001450247e+00
3.260000000000000000e+02,2.615951302094761573e-03,5.741560296831003940e-03,3.466929609727911060e-03,1.829651316814784757e-03,1.637278292913126303e-03,3.466448646536558677e-03,4.809631913523827740e-07,-7.221905170528886586e+00,-3.440207601027522877e+00
3.270000000000000000e+02,2.615967467808180940e-03,5.741558689504527163e-03,3.466939643823418234e-03,1.829650874829344539e-03,1.637288768994073695e-03,3.466458642296723139e-03,4.810015266950955215e-07,-7.221331832603450351e+00,-3.440234632549077354e+00
3.280000000000000000e+02,2.615983633141982529e-03,5.741557081851323893e-03,3.466949677960769541e-03,1.829650432824109826e-03,1.637299245136659715e-03,3.466468638099410877e-03,4.810398613586640282e-07,-7.220758508141633669e+00,-3.440261669565414238e+00
3.290000000000000000e+02,2.615999798096199733e-03,5.741555473871447907e-03,3.466959712139979725e-03,1.829649990799090157e-03,1.637309721340889567e-03,3.466478633944639672e-03,4.810781953400525279e-07,-7.220185197142281908e+00,-3.440288712075634248e+00
3.300000000000000000e+02,2.616015962670864212e-03,5.741553865564939102e-03,3.466969746361066567e-03,1.829649548754289220e-03,1.637320197606777347e-03,3.466488629832419066e-03,4.811165286475009573e-07,-7.219611899604250205e+00,-3.440315760079060148e+00
3.310000000000000000e+02,2.616032126866008924e-03,5.741552256931846052e-03,3.466979780624042211e-03,1.829649106689716989e-03,1.637330673934325222e-03,3.466498625762766406e-03,4.811548612758051457e-07,-7.219038615526374159e+00,-3.440342813574881475e+00
3.320000000000000000e+02,2.616048290681667263e-03,5.741550647972219062e-03,3.466989814928919666e-03,1.829648664605379536e-03,1.637341150323540131e-03,3.466508621735698605e-03,4.811931932210619656e-07,-7.218465344907476933e+00,-3.440369872562254461e+00
3.330000000000000000e+02,2.616064454117870020e-03,5.741549038686098033e-03,3.466999849275721052e-03,1.829648222501283365e-03,1.637351626774437687e-03,3.466518617751224336e-03,4.812315244967155237e-07,-7.217892087746468732e+00,-3.440396937040501868e+00
3.340000000000000000e+02,2.616080617174650590e-03,5.741547429073535005e-03,3.467009883664454173e-03,1.829647780377436500e-03,1.637362103287017673e-03,3.466528613809362683e-03,4.812698550914901174e-07,-7.217318844042153181e+00,-3.440424007008746621e+00
3.350000000000000000e+02,2.616096779852041063e-03,5.741545819134572480e-03,3.467019918095136377e-03,1.829647338233845663e-03,1.637372579861290714e-03,3.466538609910125787e-03,4.813081850105899173e-07,-7.216745613793396075e+00,-3.440451082466289279e+00
3.360000000000000000e+02,2.616112942150073967e-03,5.741544208869258162e-03,3.467029952567782843e-03,1.829646896070518010e-03,1.637383056497264833e-03,3.466548606053529262e-03,4.813465142535812424e-07,-7.216172396999043670e+00,-3.440478163412308277e+00
3.370000000000000000e+02,2.616129104068781394e-03,5.741542598277638888e-03,3.467039987082406148e-03,1.829646453887461997e-03,1.637393533194944151e-03,3.466558602239587852e-03,4.813848428182956884e-07,-7.215599193657961763e+00,-3.440505249846015356e+00
3.380000000000000000e+02,2.616145265608195002e-03,5.741540987359757160e-03,3.467050021639026675e-03,1.829646011684681311e-03,1.637404009954345364e-03,3.466568598468312400e-03,4.814231707142742345e-07,-7.215026003769031249e+00,-3.440532341766711077e+00
3.390000000000000000e+02,2.616161426768347318e-03,5.741539376115660682e-03,3.467060056237652229e-03,1.829645569462186360e-03,1.637414486775465869e-03,3.466578594739722421e-03,4.814614979298074970e-07,-7.214452827331085949e+00,-3.440559439173584977e+00
3.400000000000000000e+02,2.616177587549271301e-03,5.741537764545398027e-03,3.467070090878302761e-03,1.829645127219982782e-03,1.637424963658319979e-03,3.466588591053830059e-03,4.814998244727017318e-07,-7.213879664342970344e+00,-3.440586542065826592e+00
3.410000000000000000e+02,2.616193747950999043e-03,5.741536152649011696e-03,3.467080125560992147e-03,1.829644684958079250e-03,1.637435440602912897e-03,3.466598587410650925e-03,4.815381503412222153e-07,-7.213306514803530689e+00,-3.440613650442714277e+00
3.420000000000000000e+02,2.616209907973561771e-03,5.741534540426548525e-03,3.467090160285729496e-03,1.829644242676480318e-03,1.637445917609249178e-03,3.466608583810195428e-03,4.815764755340679049e-07,-7.212733378711677190e+00,-3.440640764303459775e+00
3.430000000000000000e+02,2.616226067616993309e-03,5.741532927878056219e-03,3.467100195052535191e-03,1.829643800375195528e-03,1.637456394677339663e-03,3.466618580252483952e-03,4.816148000512388005e-07,-7.212160256066201924e+00,-3.440667883647252623e+00
3.440000000000000000e+02,2.616242226881324018e-03,5.741531315003577281e-03,3.467110229861423542e-03,1.829643358054229216e-03,1.637466871807194326e-03,3.466628576737525169e-03,4.816531238983727536e-07,-7.211587146866015985e+00,-3.440695008473404481e+00
3.450000000000000000e+02,2.616258385766586855e-03,5.741529701803160281e-03,3.467120264712405392e-03,1.829642915713591573e-03,1.637477348998813819e-03,3.466638573265338162e-03,4.816914470672298276e-07,-7.211014051109976286e+00,-3.440722138781071582e+00
3.460000000000000000e+02,2.616274544272813481e-03,5.741528088276848588e-03,3.467130299605497654e-03,1.829642473353287370e-03,1.637487826252210284e-03,3.466648569835932905e-03,4.817297695647489164e-07,-7.210440968796937966e+00,-3.440749274569543381e+00
3.470000000000000000e+02,2.616290702400037287e-03,5.741526474424690774e-03,3.467140334540717243e-03,1.829642030973324847e-03,1.637498303567392396e-03,3.466658566449327614e-03,4.817680913896289774e-07,-7.209867899925725965e+00,-3.440776415837987212e+00
3.480000000000000000e+02,2.616306860148289067e-03,5.741524860246728472e-03,3.467150369518075866e-03,1.829641588573710509e-03,1.637508780944365357e-03,3.466668563105534864e-03,4.818064125410026488e-07,-7.209294844495239829e+00,-3.440803562585714737e+00
3.490000000000000000e+02,2.616323017517601345e-03,5.741523245743011990e-03,3.467160404537584801e-03,1.829641146154451078e-03,1.637519258383133723e-03,3.466678559804568099e-03,4.818447330167015263e-07,-7.208721802504348020e+00,-3.440830714811871083e+00
3.500000000000000000e+02,2.616339174508005780e-03,5.741521630913582960e-03,3.467170439599264430e-03,1.829640703715553277e-03,1.637529735883711153e-03,3.466688556546440331e-03,4.818830528240981848e-07,-7.208148773951905675e+00,-3.440857872515767912e+00
3.510000000000000000e+02,2.616355331119534465e-03,5.741520015758487354e-03,3.467180474703127763e-03,1.829640261257026428e-03,1.637540213446101334e-03,3.466698553331171509e-03,4.819213719562537301e-07,-7.207575758836782143e+00,-3.440885035696616967e+00
3.520000000000000000e+02,2.616371487352220360e-03,5.741518400277772008e-03,3.467190509849187377e-03,1.829639818778876605e-03,1.637550691070310772e-03,3.466708550158772908e-03,4.819596904144692051e-07,-7.207002757157798811e+00,-3.440912204353641091e+00
