period,income,output_sum,export_value,import_value,trade_balance,import_value_val,trade_balance_val,income_growth,output_growth
2.630000000000000000e+02,2.615116284702533479e-03,5.742078536446649541e-03,3.465828991812535970e-03,1.829599895626335578e-03,1.636229096186200393e-03,3.465677945037511261e-03,1.510467750247095065e-07,-7.251520698567571088e+00,-3.431472465325735577e+00
2.640000000000000000e+02,2.615132464660867989e-03,5.742076953656474574e-03,3.465838984967562972e-03,1.829599444962093325e-03,1.636239540005469647e-03,3.465687943919078164e-03,1.510410484848075108e-07,-7.250946855431239513e+00,-3.431499084208711192e+00
2.650000000000000000e+02,2.615148644237265830e-03,5.742075370535732436e-03,3.465848978164002593e-03,1.829598994277515777e-03,1.636249983886486816e-03,3.465697942841503877e-03,1.510353224987159848e-07,-7.250373025840783470e+00,-3.431525708651073092e+00
2.660000000000000000e+02,2.615164823431781211e-03,5.742073787084517669e-03,3.465858971401886493e-03,1.829598543572630905e-03,1.636260427829255588e-03,3.465707941804839574e-03,1.510295970469192894e-07,-7.249799209794282717e+00,-3.431552338651211453e+00
2.670000000000000000e+02,2.615181002244470077e-03,5.742072203302928286e-03,3.465868964681236789e-03,1.829598092847465381e-03,1.636270871833771408e-03,3.465717940809139898e-03,1.510238720968913595e-07,-7.249225407289761058e+00,-3.431578974207494248e+00
2.680000000000000000e+02,2.615197180675383603e-03,5.742070619191053625e-03,3.465878958002084707e-03,1.829597642102046961e-03,1.636281315900037746e-03,3.465727939854457759e-03,1.510181476269481515e-07,-7.248651618325386181e+00,-3.431605615318411573e+00
2.690000000000000000e+02,2.615213358724574697e-03,5.742069034748982156e-03,3.465888951364453664e-03,1.829597191336397328e-03,1.636291760028056336e-03,3.465737938940834789e-03,1.510124236188750690e-07,-7.248077842899292023e+00,-3.431632261982475729e+00
2.700000000000000000e+02,2.615229536392092800e-03,5.742067449976799749e-03,3.465898944768367514e-03,1.829596740550542286e-03,1.636302204217825228e-03,3.465747938068320863e-03,1.510067000466512599e-07,-7.247504081009726207e+00,-3.431658914198243426e+00
2.710000000000000000e+02,2.615245713677989518e-03,5.742065864874593140e-03,3.465908938213850543e-03,1.829596289744505472e-03,1.636312648469345071e-03,3.465757937236961950e-03,1.510009768885926806e-07,-7.246930332654855533e+00,-3.431685571964260273e+00
2.720000000000000000e+02,2.615261890582310390e-03,5.742064279442441257e-03,3.465918931700929205e-03,1.829595838918305966e-03,1.636323092782623239e-03,3.465767936446794914e-03,1.509952541342909904e-07,-7.246356597833070623e+00,-3.431712235279205103e+00
2.730000000000000000e+02,2.615278067105104420e-03,5.742062693680422165e-03,3.465928925229625184e-03,1.829595388071966972e-03,1.636333537157658212e-03,3.465777935697865290e-03,1.509895317598937414e-07,-7.245782876542616435e+00,-3.431738904141745650e+00
2.740000000000000000e+02,2.615294243246417578e-03,5.742061107588615661e-03,3.465938918799961466e-03,1.829594937205507570e-03,1.636343981594453895e-03,3.465787934990209075e-03,1.509838097523905076e-07,-7.245209168781885367e+00,-3.431765578550549645e+00
2.750000000000000000e+02,2.615310419006295836e-03,5.742059521167094602e-03,3.465948912411958866e-03,1.829594486318946193e-03,1.636354426093012673e-03,3.465797934323864432e-03,1.509780880944340542e-07,-7.244635474549221854e+00,-3.431792258504395843e+00
2.760000000000000000e+02,2.615326594384783862e-03,5.742057934415936184e-03,3.465958906065642105e-03,1.829594035412304091e-03,1.636364870653338015e-03,3.465807933698870826e-03,1.509723667712792317e-07,-7.244061793843070696e+00,-3.431818944001985283e+00
2.770000000000000000e+02,2.615342769381925024e-03,5.742056347335205459e-03,3.465968899761029398e-03,1.829593584485594924e-03,1.636375315275434474e-03,3.465817933115255579e-03,1.509666457738187417e-07,-7.243488126661867810e+00,-3.431845635042218845e+00
2.780000000000000000e+02,2.615358943997762257e-03,5.742054759924978755e-03,3.465978893498141127e-03,1.829593133538838859e-03,1.636385759959302268e-03,3.465827932573057289e-03,1.509609250838379879e-07,-7.242914473004113951e+00,-3.431872331623819772e+00
2.790000000000000000e+02,2.615375118232340663e-03,5.742053172185323726e-03,3.465988887276999844e-03,1.829592682572052809e-03,1.636396204704947035e-03,3.465837932072309349e-03,1.509552046904949485e-07,-7.242340832868188194e+00,-3.431899033745644534e+00
2.800000000000000000e+02,2.615391292085699707e-03,5.742051584116306291e-03,3.465998881097625932e-03,1.829592231585250219e-03,1.636406649512375713e-03,3.465847931613039515e-03,1.509494845864170487e-07,-7.241767206252703204e+00,-3.431925741406582908e+00
2.810000000000000000e+02,2.615407465557881023e-03,5.742049995717990636e-03,3.466008874960035870e-03,1.829591780578448870e-03,1.636417094381587001e-03,3.465857931195280746e-03,1.509437647551244155e-07,-7.241193593156181052e+00,-3.431952454605557978e+00
2.820000000000000000e+02,2.615423638648926678e-03,5.742048406990447017e-03,3.466018868864253512e-03,1.829591329551662421e-03,1.636427539312591091e-03,3.465867930819060364e-03,1.509380451931476019e-07,-7.240619993577124269e+00,-3.431979173341392908e+00
2.830000000000000000e+02,2.615439811358878305e-03,5.742046817933737016e-03,3.466028862810295336e-03,1.829590878504907137e-03,1.636437984305388199e-03,3.465877930484411330e-03,1.509323258840067350e-07,-7.240046407514055815e+00,-3.432005897613044088e+00
2.840000000000000000e+02,2.615455983687771033e-03,5.742045228547918746e-03,3.466038856798180426e-03,1.829590427438194510e-03,1.636448429359985916e-03,3.465887930191354892e-03,1.509266068255334103e-07,-7.239472834965743786e+00,-3.432032627419534521e+00
2.850000000000000000e+02,2.615472155635647795e-03,5.742043638833058128e-03,3.466048850827927862e-03,1.829589976351538852e-03,1.636458874476389011e-03,3.465897929939920109e-03,1.509208880077529680e-07,-7.238899275930643640e+00,-3.432059362759765087e+00
2.860000000000000000e+02,2.615488327202545888e-03,5.742042048789213274e-03,3.466058844899554993e-03,1.829589525244954690e-03,1.636469319654600303e-03,3.465907929730134736e-03,1.509151694202570670e-07,-7.238325730407457748e+00,-3.432086103632747687e+00
2.870000000000000000e+02,2.615504498388504344e-03,5.742040458416444032e-03,3.466068839013080466e-03,1.829589074118452867e-03,1.636479764894627599e-03,3.465917929562020890e-03,1.509094510595762606e-07,-7.237752198394775682e+00,-3.432112850037483121e+00
2.880000000000000000e+02,2.615520669193561326e-03,5.742038867714811118e-03,3.466078833168522062e-03,1.829588622972046826e-03,1.636490210196475236e-03,3.465927929435605025e-03,1.509037329170369313e-07,-7.237178679891265176e+00,-3.432139601972949983e+00
2.890000000000000000e+02,2.615536839617754565e-03,5.742037276684371777e-03,3.466088827365896262e-03,1.829588171805749362e-03,1.636500655560146900e-03,3.465937929350911863e-03,1.508980149843991425e-07,-7.236605174895583303e+00,-3.432166359438182379e+00
2.900000000000000000e+02,2.615553009661122225e-03,5.742035685325184123e-03,3.466098821605222147e-03,1.829587720619570233e-03,1.636511100985651914e-03,3.465947929307961785e-03,1.508922972603618518e-07,-7.236031683406363157e+00,-3.432193122432203314e+00
2.910000000000000000e+02,2.615569179323699433e-03,5.742034093637301065e-03,3.466108815886518365e-03,1.829587269413524616e-03,1.636521546472993749e-03,3.465957929306783848e-03,1.508865797345167181e-07,-7.235458205422373723e+00,-3.432219890954113506e+00
2.920000000000000000e+02,2.615585348605524354e-03,5.742032501620781583e-03,3.466118810209799228e-03,1.829586818187620319e-03,1.636531992022178909e-03,3.465967929347394533e-03,1.508808624046953373e-07,-7.234884740942248982e+00,-3.432246665002947061e+00
2.930000000000000000e+02,2.615601517506633417e-03,5.742030909275679454e-03,3.466128804575080782e-03,1.829586366941869267e-03,1.636542437633211515e-03,3.465977929429816390e-03,1.508751452643924962e-07,-7.234311289964711733e+00,-3.432273444577771393e+00
2.940000000000000000e+02,2.615617686027061749e-03,5.742029316602049321e-03,3.466138798982381242e-03,1.829585915676282303e-03,1.636552883306098940e-03,3.465987929554070670e-03,1.508694283105724288e-07,-7.233737852488508757e+00,-3.432300229677687220e+00
2.950000000000000000e+02,2.615633854166846649e-03,5.742027723599945829e-03,3.466148793431718823e-03,1.829585464390871136e-03,1.636563329040847687e-03,3.465997929720182093e-03,1.508637115367299220e-07,-7.233164428512317556e+00,-3.432327020301761955e+00
2.960000000000000000e+02,2.615650021926022809e-03,5.742026130269421887e-03,3.466158787923109136e-03,1.829585013085644439e-03,1.636573774837464697e-03,3.466007929928168006e-03,1.508579949411302523e-07,-7.232591018034906227e+00,-3.432353816449118522e+00
2.970000000000000000e+02,2.615666189304625792e-03,5.742024536610530402e-03,3.466168782456566493e-03,1.829584561760613706e-03,1.636584220695952788e-03,3.466017930178049659e-03,1.508522785168345259e-07,-7.232017621055009116e+00,-3.432380618118857640e+00
2.980000000000000000e+02,2.615682356302691594e-03,5.742022942623325153e-03,3.466178777032107375e-03,1.829584110415786741e-03,1.636594666616320633e-03,3.466027930469844399e-03,1.508465622629753811e-07,-7.231444237571360567e+00,-3.432407425310068927e+00
2.990000000000000000e+02,2.615698522920254475e-03,5.742021348307856446e-03,3.466188771649749562e-03,1.829583659051176123e-03,1.636605112598573438e-03,3.466037930803576080e-03,1.508408461734812855e-07,-7.230870867582739336e+00,-3.432434238021919715e+00
