"","D01","D02","D03","D05","D06","D07","D08","D09","D10T12","D13T15","D16","D17T18","D19","D20","D21","D22","D23","D24A","D24B","D25","D26","D27","D28","D29","D301","D302T309","D31T33","D35","D36T39","D41T43","D45T47","D49","D50","D51","D52","D53","D55T56","D58T60","D61","D62T63","D64T66","D68","D69T75","D77T82","D84","D85","D86T88","D90T93","D94T96","D97T98","HFCE","NPISH","GGFC","GFCF","INVNT","DPABR","CONS_NONRES","EXPO","IMPO"
"TTL_16",44.9,29.3,15.3,9071.7,8.3,643,158.4,11.2,969.3,1227.5,77279.8,7156.5,112.4,2268,153.7,1507.3,3318.5,111.4,343.6,8494,1966.5,1797.9,2668.5,1449,106.6,212.5,59639.2,241.1,612.8,95430.1,578.5,248.2,8.2,11.3,149.6,15.5,61,5.7,0.9,2.9,18.7,2,35.7,3.1,61.6,190,52.2,512.2,25.7,0,4851.8,0,4.1,91.1,47.1,111.9,21.1,16952.2,-10531.7
"TTL_17T18",381.9,84.9,141.1,71.1,51.3,121,635,45.1,19913.4,5770.2,2072.9,181869.7,186.8,8244.6,6915.8,4127.1,17692.4,215.8,712,3742.8,11583.5,11458.2,6386.4,2392,124.9,464.3,17876.5,217.8,704.9,5421.7,35541.2,618.4,14.6,181.3,434.3,5601.6,3094.9,12749.9,1669.6,30086.2,30282.3,6298.7,91276,14341.2,21567.8,16377.9,111.4,1100.7,812.3,0,38100.7,0.1,8.6,8067.1,1011.9,386.1,62,30878.6,-24277.4
"TTL_19",8284.3,735.2,3354.4,1752.8,2349,11838.6,11883.6,1714.5,1408.5,1892.8,1083.6,1339.5,37528.6,162610.7,703.8,5289,33489.9,90506.7,12862.4,6114.8,2533.2,2214.9,5965.4,2330.5,506.8,587.7,1996.8,30580.6,3531.8,65989.3,12510.3,86716.4,57190.6,25524,39843.3,3140.4,2035.4,442.4,970.7,564.8,8108.9,1940.6,26806.1,9097.5,6273.2,4472.4,288,404.3,964.1,0,26204.1,3.5,5.1,165.7,104.8,692.1,99,46495,-49090.7
"TTL_20",146971.8,8612.4,1499.9,6215.4,20463.9,11509.1,15773.9,2476.2,6437.3,74171.8,17967.4,41460.3,14295.7,501778.1,15180.9,205353.9,48497.6,7636.2,15449.5,18769.8,28846.6,44069.8,12337.9,13200.6,1798.6,2788,25938.6,457.1,17877.2,123612.8,11300.3,1118.3,122.2,493.4,151.8,172.2,4981.2,2245.3,38.5,1187.4,666.7,398.4,41311.2,2726.3,3100.1,11134.4,1097.1,322.3,8399,0,37067.8,14.4,21.9,248.6,247.7,275.2,80.2,231757.6,-163044.4
"TTL_21",17417.5,341.8,2401.3,163.5,183.7,46.5,23,5.8,1636.5,306,26.6,1905.2,49.5,3724.5,128394.5,511.9,1470.2,362.7,71.4,494.6,1970,406.1,1015.7,62.8,4.2,40.3,329.4,54.1,657.8,6050.1,145.5,66.3,75.9,60.9,77.5,125.4,18.9,55.7,378.5,251,245.9,33.4,7295.3,153.1,379.2,1686,234200.3,35.2,218.8,0,107727.3,29.8,63.5,290.2,199.5,183.5,67.2,19556.5,-27134.9
"TTL_22",19184.7,651.6,456.7,1447.2,416.5,2324.6,976.5,1683.5,17228,17749.9,1830.5,12040.5,1587.3,32620.3,2349.6,145602.7,11601.9,484.1,1277.1,11004.9,45347.2,49824.7,36646.5,50809,768.5,10740.8,21312.1,163.9,6716.5,65007.8,15108.3,14467.2,61.4,113.9,4151.7,2172.2,2168.9,240.2,913.2,1080.9,222.7,503.6,6096,1655.2,355.6,108.8,574.2,256.9,2122.5,0,11207.1,0.1,11.1,341.6,195.5,31.2,0,119495.5,-21002.8
"TTL_23",660.5,158.6,480.7,1549.1,246.3,1041.2,3723.4,1285,6882.3,854.6,812.9,902,2756.8,7228.1,3517.2,3164,230817.8,19650.4,10171,13152.9,37207.4,33300.6,11222.7,19563,383,1058.9,3296.3,3268.9,1080.7,776382.2,1020.8,425.9,56.9,82.9,220.4,13.2,614.7,4.4,162.9,9.3,60.3,40.6,2438.7,314.1,24.4,1745.3,313.8,5.4,71.9,0,9010,0,5,160.2,80.5,21.1,0,66197.7,-16842.2
"TTL_24A",309.7,136.5,172.4,15084.1,6413.3,1665.9,670.7,2462.3,375.4,592.3,209,1198.2,215.9,1330.4,62.7,3026.8,23858.9,286201.2,5213.9,218006.3,12575.2,33313.7,135067.9,50795.7,8499.3,10380.1,8047.9,649,785.1,505972.4,32.2,970.8,234,37.5,118.4,5.7,4.8,1,11.4,0.8,1.7,2.8,641.4,43,1.8,45.2,0.7,1.7,6.9,0,14.4,0,0.9,62.1,-68.8,3.9,0,88791.4,-33083.5
"TTL_24B",36.6,12.2,1.3,40.2,6.2,1335,48.3,341.8,158.6,332.2,255.8,15917,19.4,14586,158.1,4265.4,11580.9,17559.7,335494,97922.8,62420.4,220457.8,86456.7,67527.7,1358.6,13690.5,21046.7,139.9,1639.2,18265.3,413.1,33.2,0.7,127.7,1.7,2,11.3,1.2,2.1,6.5,22.5,4.6,314.2,6,17.1,79.9,2.7,2.9,116,0,205.3,0,13,300.6,-27.2,6.1,0,41986.6,-133388.1
"TTL_25",1326.9,382.1,207.5,14195.5,310.5,6126,4947.5,1094.2,4270.8,3020.1,2776.9,1845.5,443.4,5142,1379,8637.6,23958.1,3902.9,1940.1,153836.8,33835.5,43510.9,98543.8,36243.1,8387.4,10048.2,12916.7,3374.7,3480.8,197702.9,6560.7,762.2,512,71.8,2294,150.3,664.2,38.8,353.9,346.6,187.6,1257.8,36451.6,5202.1,1192.6,1477.9,76.4,164.7,2281.7,0,7874.4,0.1,12.1,179114,19886.1,36.7,0,144663.1,-16223.6
"TTL_26",513.4,115.3,124.1,677.6,3612.6,272.3,110.3,598.3,779.8,554,82.5,760.5,886.1,1765.4,507,1962.1,1578.4,1544.5,285.7,7759.3,942782.5,71561.9,65437.8,25369.3,6001.2,8579.5,6097,21970.1,3574.2,18085.8,37352.1,3343.9,618.9,1407.2,2934.2,231.4,1627.4,1522.9,15646,34671.5,1982.5,435.9,71355.2,4154,4702,6950.5,12804.2,1054,9197.4,0,120626.9,22.8,82.6,318241.7,35324.1,190.1,92.3,658272.2,-402070.7
"TTL_27",252.7,150.9,84.7,1856.1,508,1101,1442.9,197.8,751.3,624.1,149.7,368.5,172.9,1288.1,153.3,1995,2095.5,1085.1,516.8,9595.3,99704.1,183691.4,76250.2,29478.7,8412,22383.7,5115.3,61062.5,1069.8,140695.8,47948.8,2963.2,97.4,2089.8,2152.6,370.4,851.8,555.9,7870.4,4720.8,215,64.9,26091,2928.8,2157.1,138.3,423.1,116.9,2343,0,64349.2,0.1,15.6,143141.9,15987.5,107,48.2,269003.9,-47818.9
"TTL_28",13839.7,1831.3,5521,15401.9,17356.7,11314.1,9782.6,3565.4,2241.1,3652.6,1616.3,3647.8,2918.7,11800.5,937.9,4036.4,20942.8,22806.9,6758.6,40650.3,55497.3,39603,282710.3,42555.1,5921.8,11019.8,5458.9,1691.8,1830.8,59092.3,1329.4,2870.9,4517.3,2487.4,6729.9,413.6,728,31.5,635.2,142.1,3143,354.7,1358.7,404.4,206.7,587.8,167.6,72.4,209.4,0,4427.2,7.1,37.8,643272.8,71219.4,39.6,0,223999.6,-94366.8
"TTL_29",1436.7,471.9,546.8,354.5,86.1,1078.7,1090.4,226.2,175.8,262.8,32,205.7,16,477.6,42.5,257.3,2759.1,316.4,160,2875.6,1496.5,1994.7,22811.3,342020.7,27.7,1405.3,464.5,170,2080.5,1689.8,14422.4,87933.2,170.6,106.6,7294.3,2623.2,535.4,57.8,159.8,132.5,446.9,29.6,20905.5,7046.2,2233.3,132.8,46.2,71.6,4008.8,0,220155.8,0.3,83.6,366070.7,40858.5,176.7,58.9,123293,-69764.8
"TTL_301",14.1,0.4,1888.7,1.7,5,1.1,3.3,0.3,0.9,0.7,0.3,0.6,0.7,2.1,0.3,1.1,4.5,2.4,1,9.8,6.9,5.3,3321.7,7,13575.2,18.8,1101.4,5.6,254.9,725.5,1.2,197.6,17149.9,252.6,8,0.1,0.2,0.1,0.4,0.3,0.3,0.2,58.5,0.7,425.5,9.7,0.1,0.1,23,0,271.1,0,0.2,25282,2786.5,0.4,0,24092,-2425.3
"TTL_302T309",1142.8,59,134.4,220.1,10.8,38.8,91.9,6.9,58.9,66,64.8,14.6,31.5,182.4,37.7,35.8,72.4,58.3,20.3,90.1,404.1,499.7,3018.7,772.6,192.7,29628.9,2322,11.7,11.2,1102.7,7005.7,10298.1,19.7,2840.2,704.1,2786.4,9.1,1.6,1.3,9.4,35.3,2.4,195.7,17.2,436.9,13.4,134.1,15.7,2320.1,0,18927.4,0,10.5,93047.1,10311.5,3.2,0,39535.2,-18436.3
"TTL_31T33",1079.2,347.7,302.3,686.1,1064.4,584.3,118.1,196.4,1085.3,1268.1,532.7,928.9,556.6,1575.7,598.6,548.3,3053.2,1378.9,763,1955.3,3991.2,1744.8,3729.1,7068,234.4,1112.6,9413.2,6704.6,902.3,12662.3,2886.1,1646,266.4,1128,319.7,448.6,622.8,426.4,769.6,1943.3,8917.1,1874.4,12088.1,2212,7039.2,3460.8,325.6,888.9,1327.2,0,68711.2,3.4,4460,101454.3,11119.5,752.9,304.8,206423.1,-35689.1
"TTL_35",20123.2,399.2,1963.1,19430.9,20528.6,24478,17354,1099.9,11138,12715.1,5555.9,11947.6,10048.4,71379.6,5651,12019.8,57098.3,70710.7,48270.3,43513.2,23472.3,14469.1,26412.9,11235.9,1542,2300.1,6339.5,366027,16665.3,69389.8,26464.6,56755.2,89.8,228.5,1508.9,1010.4,11933.1,1407.3,9412.6,3644.4,8203.6,7191.7,8682.4,1809.5,8364.3,5429.4,3252,1373.4,3087.1,0,180578.7,8.8,8.3,101.3,13.6,44.3,0,2125.4,-1732.5
"TTL_36T39",3151.9,131.2,477.8,222.2,562.9,284.2,525.7,30.1,1761,819.2,148.3,12097.4,317.7,2089.3,337.7,2615.7,2348.6,49410.8,10673.3,6506.4,1282.6,839.3,1224.7,519.5,103.3,236.6,331.1,4804.2,42464.6,5013.1,1822.5,804.1,216.9,112.1,77.2,47.7,2138.3,102.8,315.8,178,784.2,700.2,772.1,374.5,736,732.7,462.2,347.7,345.8,0,50440.4,40.7,84535.2,751.4,1.8,15.2,0,0.1,-416.7
"TTL_41T43",1734.8,115,85.3,377.1,186,95.7,66.8,15.5,341.9,377.6,84.6,183.5,79.3,703.5,100.8,235.2,375.4,392.6,245.1,344.8,1568.2,397.4,978.9,353.5,63.1,73.4,279.2,5064,1955,203671.9,3686.8,2606.6,10.7,135,279.7,332.6,1968,875.4,1296.9,298.9,5720.8,17441.4,1464.3,449.8,13024.1,5341.2,1272.4,943.9,465,0,95.7,0.3,12,4407610.9,10.1,213.4,0,0.1,-1984.7
"TTL_45T47",108374.2,4696.9,11911.2,13913.8,6962.2,7064.7,6793.3,1888.5,152337.8,140065.5,16008.9,34425.8,14860.2,95260.5,41343.8,44711.9,59609.1,50675.8,25010.5,51279.6,171576.4,67963.7,89442.5,90316.7,5629.4,13050.8,28409.4,26278.6,11223,237697.5,31411.4,40115,6316.8,4290.6,10229.1,2312.9,49400.7,3976.1,5713.9,8693.6,12879.7,4098.9,50921.1,10854.6,25549,11081.2,54669.3,4312.8,6503.1,0,445691.4,54.3,1877.1,229703.4,3292.1,5097.1,316.2,261527.1,-270909
"TTL_49",35648.6,4109.3,5583.4,11027.3,2567.2,4624.6,3889.2,735.5,40599.1,24349.6,7101.6,11396.2,12614,34375.3,9405.9,12465.4,36770.2,38425.6,16910.8,22233,33521.1,24509.2,35726.8,21791.5,1478.4,4521.5,9326.4,21945.5,5250.4,114986.5,71758.5,62720.8,1204.6,1239.3,29755.7,7521.6,20056.3,2535.2,1832.6,5008.7,11218.9,2996.3,32134.3,20644.9,15996.5,8760.1,10132,2089.7,3481.6,0,105649.3,21,63210.7,25195.7,262.8,6897.5,877.5,33286.1,-40669
"TTL_50",7859.1,544.8,1908.3,2662.6,700.1,1095.6,1054.7,132.9,7124.1,4813.2,1433.3,2817.5,3626.6,9374,1717.7,3721,8756.9,8881,3031.9,5253.5,9335.5,5739.7,10481.7,5265.6,507.4,850.8,1981.8,4665.7,1092.7,17854.6,36126.4,1597.7,22215.7,140.6,18255.7,73.5,1958.5,188.8,173.2,502.8,490.4,146.3,4752,596.3,709.2,880.7,778.3,171.8,446.3,0,8228.6,1.6,1000.2,7548.5,98.6,1557.2,179,31165.8,-23698.9
"TTL_51",2872,343.9,304,292.3,257.9,321.2,218.2,58.9,2372.5,2134.9,498.5,802.1,2763.9,2414.6,1125.3,1066.8,1629.4,1917.7,1351.7,1413.5,5647.8,2253.7,3132.2,2331.7,113.1,375.8,743.3,1845.7,384.2,6310.4,9523.2,541.5,97.8,12769.6,1141,3190,835.2,549.3,524.5,1917.6,2210.6,794.9,11901.2,4273,9399.5,5562.8,630.7,416.5,466.3,0,10459,0.8,1485.6,5516,34.3,4939.1,657,17772.2,-32650.1
"TTL_52",6347.8,249,707.7,2380.4,699.7,1370.7,877.1,198.5,8322.9,13955.4,2063.3,3477.2,3128.8,13549.2,2079.2,9410.7,8047.6,11209.3,6030.4,8209.4,12316,9109.3,11415.8,14527.8,760.9,2108.7,4057.9,4405.6,1721.6,29225.3,15510.3,14619.6,12518.6,874.1,5385.3,2496.7,3611.3,443,421.2,862,1313.5,398.8,5784.9,1332.6,1790.9,900.9,2487.9,505.2,1032.5,0,24241.6,29.4,2566.8,4821.1,91.4,390.2,5.2,9152.7,-14875
"TTL_53",3150.5,554.2,788.5,694,143.7,118.1,123.6,27.7,3453.5,1266.6,522.4,563.5,256.3,1639.5,1609.5,788.3,1756,808.8,1738.2,1665.9,2028.1,3259.8,2271.7,2786.5,116.7,284.5,736.9,1424.4,269.6,5667.2,27724.4,642.4,16.2,68.5,152.2,3734.4,876.9,103.5,617.7,2136.1,6012.3,246.9,1798.9,281.6,1171.2,805.9,1278.6,224.3,193.1,0,11857.8,0,183.9,3491.9,0.8,157.5,15.1,5.7,-386.4
"TTL_55T56",3996.6,801.5,565.1,1637.1,1306.5,1426.3,947.5,261,6427.5,3282.9,740.6,2563.7,977.2,5733,4648.9,2543.8,5970.5,6020.1,1739.1,5874,9149.3,6052.5,9769.9,5391.8,376.1,1424.2,1946.6,3850.1,2799.3,22954.8,16839.8,17322.4,309.7,2635,4376.3,1374.8,1451.3,5235,1464.4,5186,53767.6,4644.8,53914.6,18609.4,49333.7,17563.1,1843.9,2872.1,2445.6,0,400243.5,958.2,46.8,40.8,2.5,37843.8,3076.1,0.1,-38402.2
"TTL_58T60",111.4,13.1,6.5,295.3,286.4,161.3,97.4,11.3,598.5,832.4,180.3,291.4,175.6,715.9,590.8,842.6,1054.4,894.2,468,864.6,1794.6,1058.3,1725.3,575.5,22.5,142.1,312.6,1024.3,690.7,1772.8,1643.9,625.6,87.6,430.9,110.8,116.1,1038.5,4473.5,1949.1,1121.7,2452.6,787.6,4561.7,297.2,9580.8,4807.1,313.9,857.6,306.3,0,31737.9,205,30617.5,9934.8,14.1,655.9,51,9802,-23751.2
"TTL_61",2413.7,170.9,366.8,231.5,258.1,385.1,144.9,27,863.9,761,197.4,519.8,88.8,1060.2,573.8,502.4,1259.9,340.3,319,1272.4,3680.2,1442.4,2063.6,867.8,37.6,157.7,379,3084.9,1164.1,30229,5707.1,4343.2,4366.8,484.8,853.8,2437.9,2583.7,1344.1,41621.7,54325.1,23264.8,3857.2,7232.7,897.1,35526.4,9146.9,6243.8,1283.9,536.2,0,120470.3,8.1,12.3,303.6,49.1,1863.5,252.6,13070.1,-14526.9
"TTL_62T63",609.9,148.8,7.3,141.6,127.6,213.3,149.3,21,793.6,756.3,93.6,288.2,72.7,1009,454.9,415.6,489.2,325.1,264.3,637.3,11878.4,1360.8,1812.9,928.1,74.7,261.3,537.2,1367.9,387.1,10131,4235.8,2854.9,956.6,799.5,2217.2,877,992.4,598.5,7179,26490.8,13187.5,1585.7,5197.3,793.1,6921.2,1905.8,1153.6,254.9,233.8,0,36491.4,11.3,103.3,361052.9,37.1,232.1,3,48634.1,-66241.1
"TTL_64T66",17355.1,2433.8,5683.9,20218.9,14490,6249.5,5011.9,568.5,6390.7,6480.8,1803.7,7154.1,5014.3,16909,6356.8,6114.7,17076.3,32925.3,16779.4,14569.4,29453,12877.4,19772.3,7892.3,2375.2,1329.7,3598.1,40999.8,9559.6,133232.8,93735.8,118976.8,11705.9,4146.5,5104.4,1008.9,5562.7,1535.2,6345.1,10400.2,101229.5,96858.4,54072.4,11209.9,16172.1,15053.3,2709.5,2628.2,1933.2,0,430376.7,238.2,142228.8,1020.1,36.6,1727.9,239.6,12790.3,-23534.7
"TTL_68",19.7,0.6,0.6,153.6,66.8,2.2,20.3,20.3,184.6,146.2,38.9,70.4,247.6,141.3,41.2,262.6,179.6,16.7,23,208.6,543.5,299.9,365.3,184.8,5,117.1,364,205.4,636.1,375.5,81838.9,1446.5,37,393.4,1458.4,1956.9,12523.2,651.6,4528.8,19498.5,49978.4,17497.1,24255.7,4357.7,6828.5,11531.5,2527.1,2503.6,8484.7,0,846030.5,589,9154.5,122564.5,2.3,4488.8,792.7,4660.5,-8417.3
"TTL_69T75",13752.3,1734.8,1299.9,10389.6,4419,5274.3,4081.5,667,22386.5,8939.6,1749.7,5692.6,2396.5,19285.7,14005.4,8752.3,11353.2,7709.3,3464.8,11568.8,32459.4,14425.3,24284.4,26215,885.1,4012.5,5326.6,8073.6,2236,308251.4,141248.1,4813.8,1260,3162.6,4385.1,2612.1,6143.6,2370.2,12637.9,21516.5,66388,33238.3,117148.6,5795.5,5212.4,3651.1,1150.4,1804,2139.8,0,23922.9,403.3,70788.4,214449.5,75.1,853,112.8,65538.1,-54550.7
"TTL_77T82",1805.1,338.2,505.3,7433.4,3700.5,2285.4,2121.9,312.4,10428.8,5951.2,952.6,3136.7,1999.3,6099.1,6400.4,4536.7,7128.3,3429.4,1594,6747.6,15117.1,8337,13142.2,12018,384.3,1479.4,3921.3,3945.3,2354.7,39166.7,122932.1,7327.8,1678.6,3746,4281,2131.3,8568,2565.2,8435.1,36759.8,59751.5,29560.4,30883.9,42113.3,32215,5977,1086.6,1868.4,2337,0,87103.5,98,16676.3,5912.6,9.8,1183.8,204.6,33613.6,-46747.2
"TTL_84",404,33.2,50.2,73.8,57.5,46.1,39.2,5.7,250.1,199.4,37.6,84.5,35.6,212.8,113.8,167.3,316.2,138.2,103,233.9,295.3,128.3,327.2,172.2,16.7,24.1,121.2,188.6,258.9,417.3,301.4,139.9,196.1,21.2,54.4,28.3,112.8,66.2,149.6,183.1,616.7,678.3,827.4,165.2,10896.1,580,73.1,77.8,60.8,0,4749.1,136.6,1144257.3,270,3.8,313.3,0,0.1,-1576.3
"TTL_85",219.7,12.5,24,134.2,39.1,26.9,24.4,4.1,133.9,103.7,25.9,41.5,31.4,134.9,98.7,77.9,141.5,53.8,36.8,165.1,220.2,112.9,305.7,146.2,7.5,34.2,90.4,51.1,138.8,1012.1,2046.7,1358.9,26.9,70,30.3,34.7,328,141.9,456.1,147.1,4128.1,212.8,794.5,120.6,5813.5,7220.6,501.4,129.4,99.8,0,250122.6,6001,602518.3,555.8,2.3,29701.8,63.6,0.1,-30928.4
"TTL_86T88",121.6,1.9,1.2,173.3,39.3,78.7,67,0.5,53.6,101.5,30.8,77.8,429.6,104.8,48.5,22.5,198.7,313.7,88.9,474.8,515.4,301.3,401.7,247.3,5.6,109.3,28.9,327.7,39.5,1079.6,431.2,209.8,16.6,3.2,117.1,0.6,14.5,15.4,12.2,22.7,285.3,3.8,71.1,7.7,1595.2,171.3,1842.7,25.2,54.4,0,151316.4,7357.8,580796.1,191.8,16.9,1740,186.7,0.1,-2712.7
"TTL_90T93",149.4,13.3,19.7,224.1,308.4,117.4,49,6.1,392.5,224.9,49.6,81.6,78.3,200.6,134.7,104.5,245.6,173.6,55.7,233.8,373.2,179.6,445.8,1069.7,14.1,27.3,108.5,491.5,177.4,1680.7,1634.8,398.3,154.8,55.5,377.2,32.6,249.5,468.6,89.8,728.1,9047.5,508.6,1406,379.5,1627.6,321,50.2,9714.1,314,0,19294.1,7031,88705.1,81.2,17.9,3750.8,445.2,8193.6,-7594.5
"TTL_94T96",1141.3,132.6,230.9,2080.3,513,167.9,351.2,38.6,1388,1080.3,313,1135.9,462.8,1964.5,1128,1338.7,2017,1338.8,348,2478.2,4346.2,2952.8,3682.4,4364.7,194.5,397.5,781.9,3075.2,4926.4,19541.3,20700.7,10979.6,380.9,233.9,2409.6,108.6,3052.2,1331.1,1285,694.5,4671.8,1313.4,9706.8,1964.2,13068.4,8016.5,3686.3,1224,3602.5,0,135509.3,42362.8,17206.7,3273,2.8,2026.3,240.2,0.3,-2472.6
"TTL_97T98",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TXS_IMP_FNL",83.1,9.7,18.7,51.5,149.9,39.1,37.8,11.3,-125.7,228.9,49.5,170,6743.7,1626.5,56.9,338.6,265.6,214.6,262.3,257.3,2367.8,505.6,601.8,709.9,36.2,96.2,148.4,2476.4,46.5,773.2,251.1,219.6,47.2,46.8,64.4,19.8,83.5,18.9,62.6,144.4,84.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6974.2,0,0,-26268.5
"TXS_INT_FNL",744.8,705.3,1795.8,3820.9,3521.2,7798.3,7689.6,1291.6,-21748,35069.5,2752.5,7841.8,3583.4,10170,1869.2,17240.7,24498.4,49251.8,12902.9,14502.4,27479.5,21126.5,28726.7,25990.6,1982.8,4731.5,11103.1,-1740.8,6498.2,97193.9,27560.6,50364.6,1371.1,1928.3,20275.8,2953.5,16183,2491.9,3845.6,10029.2,16312.9,6155.2,36417.6,9243.3,17468.4,9872.2,16024.6,4052.8,3837,0,412628,586.5,12618.8,279075.3,15583.4,0,847.1,42132.1,0
