"","D01","D02","D03","D05","D06","D07","D08","D09","D10T12","D13T15","D16","D17T18","D19","D20","D21","D22","D23","D24A","D24B","D25","D26","D27","D28","D29","D301","D302T309","D31T33","D35","D36T39","D41T43","D45T47","D49","D50","D51","D52","D53","D55T56","D58T60","D61","D62T63","D64T66","D68","D69T75","D77T82","D84","D85","D86T88","D90T93","D94T96","D97T98","HFCE","NPISH","GGFC","GFCF","INVNT","DPABR","CONS_NONRES","EXPO","IMPO"
"TTL_23",623.8,136.3,450.8,1285,206.3,918.6,3020.1,1010.4,6520.5,718,686.8,715.3,2875.6,5914.1,3062.5,2492.4,189152.9,15533.8,8586.7,10474.1,29676,26799.3,8733.7,15722.6,313.2,797.7,2865.7,2636.6,946.6,616945.9,856.6,301,46,84,154.4,10.9,522.2,3.4,137.7,5,53.8,35.9,2010.2,225.5,22,1549.9,268.8,4.1,57,0,7639.7,0,4.6,95.2,127.9,37.4,0,47882.5,-9649.1
"TTL_24A",315.1,126.8,175,12963.1,5510.9,1472.7,632.4,2075,397.4,473.9,178.2,969.7,179.8,1090.6,55.4,2441.7,19962.8,239129.9,4369.5,173027.7,9594.3,26451.2,105659.8,40763.4,7036.3,8106.6,6489.4,515.6,732.8,396520.6,28.2,720.7,192.9,37.9,86.1,4.8,3.7,0.7,9.8,0.4,1,2.5,519.6,29.3,1.2,39.4,0.5,1.4,5.4,0,8,0,0.8,37.3,17.1,6.9,0,48598.6,-17671.4
"TTL_24B",36,11.6,1,33,5.3,995.8,42.3,262.9,154.2,242.2,202.6,13144,15.4,11651.4,130.9,3122.8,8885.1,13809.5,267631.1,73465.3,46549.9,170269.1,63388.1,51392.7,1051.6,10023.6,16351.3,107.9,1387,12933.4,318.6,31.2,0.5,108.4,1.3,1.6,7.9,0.9,1.5,4.3,16.9,3.6,241.5,4.5,13.5,66.2,2,2.2,87.8,0,152.2,0,11.4,202.1,20.3,23.6,0,26488.3,-70546.8
"TTL_25",1338.7,351.7,208.5,12680.2,280.1,5050.7,4145.5,944.4,4356.4,2736.6,2314.3,1613.3,376.1,4417.3,1278.8,7009.9,20529.5,3423.6,1666.8,127731.6,27772.9,36809.5,80234.9,30880.7,7111.7,8120.7,11133.3,2946.9,3030.1,160006.1,5632.7,727.7,443.2,71.9,2399.3,137.5,573.4,34.7,323,285.5,184.2,1193.5,31672.8,4537.3,1223.4,1372.7,70.2,157.1,1923.6,0,7091.1,0.1,12.7,142294.4,4633.6,54.9,0,94189.8,-15180.4
"TTL_26",510.9,105.2,124.1,580.1,3170.1,246.1,102,484.2,838.8,463,68.5,634.5,738.7,1516.4,447.7,1532.5,1349.4,1285.5,235.7,6344.7,760586,56797.4,52198.2,19512.8,5052.8,6575,4706.2,19226.6,3083.3,12794.1,31589.5,2514.7,511.6,1076.2,2745.2,204.6,1342,1416.1,13387.5,29085.3,1878.3,400.3,59508.8,3559.2,4645.7,6080.5,10476.3,883,7313.7,0,107882.5,22.9,122.5,251647,8678.5,413.4,265,532994.9,-328097.5
"TTL_27",274.3,148.6,91.3,1801,483.3,1091.3,1456.1,176,786.7,568.3,139.7,319.9,164.4,1170.3,149.9,1705.5,1914.3,1017.5,456.6,8365.6,86852,158524,63744.8,24910.3,7352.5,18870,4824.1,56118.4,1067.3,118340.5,42095.4,2423.6,83.8,1670.4,1986.6,355.2,742.9,566.8,7376.1,4646.3,205.3,64.1,23629.5,2781.2,2134.6,135.7,397.9,104.3,2028.2,0,59447,0.1,18.4,114375.7,3805.5,208.2,138.3,174378.2,-47042
"TTL_28",14299.3,1722.4,5685.3,14406.2,16217.8,9911.1,8801.2,3151.3,2410.8,3434.5,1494.3,3293,2807.8,10484.1,896.9,3482.5,18748.6,20665,6142.3,35691.7,46755.8,34436.6,241385.7,36896.7,5323.7,9374.4,4930.7,1485.8,1825.2,46349.3,1248.6,2477.7,4019.4,2060,7472.9,390.1,659.7,28.3,595.2,121.6,3145.1,333.7,1198.3,344,211.9,561.8,161.9,64.8,178.6,0,4241.4,7.5,46.9,526139.3,16593.3,65.8,0,155160.1,-89804.8
"TTL_29",1409.4,421.2,534.1,310,74.8,965.9,1015.8,185,186.1,224.3,27.7,169.7,14.2,363.5,42,205.1,2305.1,266.3,109.4,2326.6,1182.5,1619,17491.6,280914.9,23.7,1099.6,337.1,144.8,1768.9,1292.9,11617.4,68705,140.8,98.1,5304.8,2042.6,478.3,50.2,138.5,108.9,415.3,25.4,17394.9,5982.4,2169.5,118.3,47.8,59.8,3210.2,0,168695.7,0.4,109.4,368902.2,11673.2,295.5,170.7,59913.2,-69290.7
"TTL_301",11.2,0.4,1344.2,2.8,4.3,1.7,3,0.5,1.1,1,0.4,0.8,0.7,2.7,0.4,1.5,5.8,3.1,1.3,14.9,10.4,8.5,1911.8,8.4,7993.8,11.5,685.8,5.8,168.3,405,1.7,124.2,10011,164,5,0.1,0.2,0.1,0.5,0.3,0.5,0.3,37.1,0.9,283.5,6.3,0.1,0.1,13.5,0,242.9,0,0.3,24861.9,774.6,0.9,0,22448.7,-1134.6
"TTL_302T309",1305.2,61.3,153,225.8,11.1,39.9,101.6,6.7,71.3,69.4,64.9,14.6,29,172.5,39.3,33.9,73.9,55.1,19.9,85,348.9,442.2,2636.9,675.2,188.1,26921.5,2370.3,10.9,11.9,973.4,6665.5,8986,19.4,2741.7,692.8,2698.9,8.5,1.6,1.8,9.9,37.8,2.6,189.4,15.2,504,14.2,140.7,17.8,2221,0,18455,0.1,22.4,82730.3,2602.2,5.3,0,26896.6,-23933.9
"TTL_31T33",1087.9,323.1,306.8,629.9,948.1,533.5,113.9,169,1116.8,1157.8,477.6,811.5,490.6,1281.9,558.5,444,2504.5,1193,568.7,1616.7,2976.1,1361.4,2895.8,6123.9,207.3,879.9,8594.2,5619.2,801.3,10038,2622.4,1928.5,219.3,1024.3,281,409.3,539,383.8,687.5,1616.8,8317.8,1812.5,10769.1,1948.4,6881.1,3140.4,305.3,854.3,1146,0,64034.6,3.7,4740.9,83600.8,2978.5,1562.1,916.4,146764.1,-26967.5
"TTL_35",18200.5,328.7,1767.8,16075.9,17106.2,18488.3,13167.6,881.2,10542.3,10573.9,4107,9544.9,8419.7,57232,4820,9043.1,45143.4,58010.5,38282.8,33427.7,17936.2,11142.9,19881,8448.3,1222.5,1789,5018.9,300730.4,14198.3,49538.8,21572.6,41685.9,76.9,234.7,1441.2,815.1,9523.2,1218.7,7694.7,3131.6,6584.4,6242.5,6899.1,1460.7,7046.2,4316.4,2573.6,1111,2397,0,146825.3,8.6,5.1,54.5,13.6,55.1,0,1520.1,-1338.7
"TTL_36T39",2781.7,105.7,420.2,174.7,452.7,228.3,452.4,23.1,1684.7,634,113.6,9108.9,268.8,1487.9,273.2,1803.2,1744.5,36414.8,7786.2,4554,885.2,593.4,844.1,347.9,78.6,163.5,271.5,3838.6,34556,3485.9,1428.3,556.6,180.8,92.1,62.7,37.6,1638.6,80.6,248.9,129.6,666.9,577.9,578.6,252.7,648.4,581.5,366.5,267.5,252.7,0,37205.4,37.2,76633.3,532.4,0.4,19.8,0,0.1,-298
"TTL_41T43",1779.5,108.4,86.9,337.6,163.2,84.3,61.7,12.7,338.7,320,74.3,156.6,77.1,574.9,89.6,176.3,306.6,325.6,211.2,271.2,1209.5,308.2,750.4,262.1,53,55,233.5,4525.8,1779.3,163552.5,3230.6,1992.9,9,135.3,261.2,294.1,1647.5,769.6,1138.2,246.6,5428.9,16263.5,1208.7,388.3,12019.5,4569.8,1068.6,820.4,388.3,0,72.3,0.1,6.8,3475147.8,2.5,213.5,0,0.1,-1547.1
"TTL_45T47",84132.2,3803.5,9113.8,11428.2,6146.1,5970.8,5571.7,1557.4,117795.5,111269.8,12871.3,27860,14740.1,75780.8,33378.7,35759.4,47508.3,40718.6,20455.1,40750.7,137386.3,54612.1,71267.7,72127.4,4547.4,10721.5,23108.4,21393.9,9172.2,182492.3,25945,29998.7,4974,3277.5,8120.2,1909.9,35190,3269.9,4746.7,7174.4,10954.1,3438,40845.1,8645.4,21969.9,8808.8,42580.8,3381,5007.1,0,363579.2,48.7,1887.4,186264.3,839.9,8460.3,913.5,183374.6,-214650.7
"TTL_49",30797.8,3363.3,4840.4,8582,2272.7,3948.7,3365.2,632.7,35884.2,20828.3,5927.7,9581,13290.5,28517.7,8148,10048.4,29594.9,29699.2,13563.2,18021,26989.1,19968.7,28134,17771.2,1279.9,3696.5,8098.3,16908.7,4374.9,91117.3,57912.2,46204.4,1330.2,1082.6,22257,5575.1,15263,1922.7,1525.2,4165.9,8081.5,2415.2,24958.9,15074.6,12803.7,7801.1,7622.3,1621.3,2683.8,0,95526.8,19.9,51888.6,20367.3,75,12493.2,2542.6,24213.4,-40973.7
"TTL_50",7113.8,473,1796.5,2289.8,579.9,907.6,882.4,111.2,6039.6,4042.1,1147.9,2311.5,2660.6,7590,1381.4,3063.2,7082.8,7117.8,2343.4,4162.3,6966.4,4419,7711.1,4006.9,437.5,671.9,1684.3,3716,922.6,14451.9,27804.7,1251.1,17336.5,108.7,13338.8,63,1538.7,157.3,144.8,385.2,432.1,134.9,3660.7,475.5,641.4,702.9,604.8,138.2,343.6,0,6749.9,1.3,860.3,5188.2,18.9,3100.1,518.3,24291,-19932.3
"TTL_51",2752.9,341.5,281,268,256.9,316.7,223.4,57.7,1970.3,2284.3,465.6,757.7,2447.2,2165.9,1143.9,1011,1448.3,1681.5,1206.9,1307.6,5470.4,2089.5,2943.9,2294.2,115.6,378.6,750.6,1482.8,384.3,5494.7,8684.7,554.8,84.9,7969,870.2,2435.5,678.3,560.2,544,1925,2576.4,824.7,11467.6,4311.8,9705.5,5269,672.5,416.2,460,0,11472.4,0.7,1729.9,4575.4,9.7,8447.4,1902.8,14173.9,-45133.2
"TTL_52",5481.7,204.8,604.8,1933.6,597.1,1112.4,733.4,156.6,7035.2,11016.2,1603.4,2793.3,3060.1,10829.8,1705.5,7419,6351.7,8719.2,4934.2,6174.1,9288,6995.3,8421.2,11379.8,582.4,1567.1,3233.1,3448.9,1443.2,21724,14258.6,11945.2,11249.2,605.8,4712.7,2056.4,2800.8,368.4,342.8,687.1,1050.7,323.8,4583.4,1067.8,1528.6,715.7,1893,400.4,819.8,0,18432.9,28.8,2073.9,3800.6,22.9,552.4,15.1,6807.3,-13835.6
"TTL_53",2551.7,409,637.2,561.2,117.4,91.1,97.3,20.6,2814.4,978.2,381.7,433.3,234.9,1255.3,1281.3,592.9,1335.3,629.1,1383.1,1236.5,1480.2,2466.8,1627.5,2061.5,87.8,202.4,577.4,1136,225.7,3981.8,23320.9,457,12.7,43.9,115.7,3027.8,692,86.1,530.2,1778.6,5230.8,216.2,1401.8,225.6,1085.3,681.2,955.9,185,151.8,0,8707.5,0,123.6,2386.7,0.1,248.3,43.6,4.6,-420
"TTL_55T56",3119.2,574.1,434.4,1167.7,840.9,1026,714.3,164.1,5142.2,2228.6,512.9,1737.2,622.7,3806.9,3377.8,1616.8,4159.7,3839.5,1182.6,3842.1,5816.4,3886.6,5941.4,3208.7,245.3,836.7,1415.4,2478.6,2060.4,16020.3,11559.6,11576.3,214.6,1831,2787.1,890.8,1046.5,3708.8,1001.2,3410.1,38610.8,3297.1,36248.7,13209.7,34036.6,11796.1,1280.3,1913.8,1627.9,0,338243.3,823.6,46,26.9,0.5,63472.6,8862,0.1,-63800.3
"TTL_58T60",72.6,8.8,4.3,186.3,170.7,103.7,65.2,7.5,437.8,490.4,110.3,183.4,99.3,415.3,391.8,470.2,630.1,506.4,269.9,488,1002.7,582.8,902.4,301.7,13.6,76.8,197.4,586,470.7,997.2,1096.1,306.1,55.5,235.6,68.8,73.6,630.6,2775.3,1310.8,699.5,1725.6,517.7,2911.3,179.3,7088.2,3238.9,213.1,532.8,201,0,28163.2,157.7,28034.8,7051.2,3.4,1042.7,149.2,8504.7,-18296.1
"TTL_61",2079.9,134.1,314.6,182.5,200.2,305.3,121.7,20.1,772.1,579.5,150.9,396.6,69.1,784.5,455.5,356.5,952.5,257.6,244,921.4,2546.4,1010.5,1405.5,581.2,28.5,107.6,294.7,2371.9,951.1,22547,4477.5,3141.7,3313.3,399.8,788.1,1841.5,1906.7,1083.5,31980.2,42008.9,18454.7,3020.4,5286.5,664.9,28878,6788.8,4450.5,934.6,392.5,0,101335.2,7.7,12.6,242.8,97.1,3475.4,724.4,12065.4,-16506.6
"TTL_62T63",623,143.7,5.5,135.1,121.2,203.9,150.6,18.9,852,704.2,87.3,270.4,73.8,911.6,442.1,355.9,451,294.7,244.4,567.4,10509.4,1171.5,1529.5,772.2,67.8,217.6,437.6,1275,388.4,9227,4085.1,2668.7,958.3,760.3,2254.5,862.6,878.5,607.2,6901.1,25202.9,12968.1,1585.3,4770.2,741.1,7037.4,1751.5,1083.9,241.8,210.7,0,34161.6,12.9,108.3,260552.6,7.1,298.6,8.7,36189.8,-48111.9
"TTL_64T66",15295.5,1968.1,5023.4,16175.5,11374.7,4526.5,3750.5,419.9,5696.7,5190.1,1380.3,5464.6,3745.6,12768.2,5080,4408.2,13022.2,25366,12945.9,10704.1,21854.7,9480.4,14243.9,5710.2,1802.9,925.7,2722.5,32176.8,7784.7,94814.9,73725.9,88720.4,8753,2952.2,4132.4,784.2,4155.9,1251.1,5029.2,8229.6,82802.4,82158.5,41141.5,8694.4,13611.3,11668.3,2041.2,2140.1,1403.1,0,334885,228.5,136481.1,818.7,59,2926.9,691.8,9695.9,-22785.7
"TTL_68",15.2,0.5,0.4,117.6,50.8,1.7,16.2,14.6,165.6,105.2,29.1,53.3,209.5,99.4,32,180.2,132.8,12.5,17.2,146.4,349.2,200.6,242.8,121.1,3.5,78.3,252.9,136.9,480.8,246.1,61852.5,1069.1,27.6,256.9,1246.2,1477.7,9034.2,521.5,3427,14000.8,40376.1,13610.1,18089.1,3288.2,5747.5,8599.7,1846.8,1957.3,5966.5,0,676912.7,578.2,8851,93048.8,0.2,7239.5,2295.6,3461.2,-10027.5
"TTL_69T75",13202.5,1507.4,1209.2,8673.9,3631.2,4026.9,3179.7,544.7,19862.6,7032.5,1401.7,4461.8,1899,14949.7,11426.8,6417.9,8820.5,6189.5,2799.8,8833.3,24922,11099.5,18282.4,20911.7,719.4,3026.4,3981.1,6728.4,1963,231003.5,113723.6,3547.4,1028.3,2362,3387.1,2078.8,4780.6,1952.4,9876.8,16789.6,56221.8,27014.5,95447.4,4726.6,4669.3,3004.7,903.6,1476.3,1610.8,0,20274.6,400.9,62266.2,160613.7,91,1376.9,329,52718.5,-44660.6
"TTL_77T82",1572,268.6,439.1,5855,2917.9,1647.3,1562.7,244.5,9119.8,4564.8,727.9,2385.6,1542.8,4522.6,5064,3203.9,5397.4,2610.1,1221.4,4945.1,11230.7,6202,9529.8,9054.8,289.2,1075.4,2851,2994.9,1981.1,29504.2,95811.2,5608.1,1359.4,2793.5,3313.6,1662.6,6271.2,2089,6515.7,27644.7,49116.8,23437.9,23883.6,33029,27360.8,4572.8,831.1,1500.8,1730.2,0,77160.5,98.2,16079.7,4555.4,2.3,2221.7,579.4,25761.1,-44759.7
"TTL_84",307.6,28.9,38.3,49.9,38.5,32.6,28.2,3.7,188.7,135.3,36.7,59.3,23.8,144.5,79.3,109.5,207.4,96,72.7,146.2,213.2,80.5,194.5,102.3,10.9,16.1,83.6,117.1,176.6,259.4,211.7,75.8,126.1,14.8,37.3,19.6,75,42.4,99.9,116.6,442.9,458.9,521.9,107.2,7423.3,384.7,51.3,50.2,38.3,0,3471.4,111.4,956199.3,202.1,1.3,469.8,0,0.1,-1578.7
"TTL_85",166,9.2,17.7,89.7,26.3,18.2,17.6,2.7,100.2,70.3,18.5,31.7,19.8,94.5,68.7,51.4,92.4,34.1,24.2,102,140,70.2,179.8,87.9,5,20.5,58.9,29.7,95.5,590.3,1360.6,694.1,17.6,45.2,21.4,23.6,220.9,93,301.6,97.5,2925.2,145.4,498.6,77.7,4030,4754,339.5,81.6,63.2,0,170696.9,4919.5,482449.9,608.1,0.7,42986.1,184.2,0.1,-44268.9
"TTL_86T88",108.2,1.7,1.2,126.1,28.8,57.6,52,0.5,48.2,74.9,22.2,54.1,293.2,76.8,38.6,18.2,141.9,218.5,63.5,312,355.5,197.9,260.3,155.9,4.3,69.3,22.1,223.4,31.3,680.4,313.7,124,11.8,2.4,82.2,0.6,10,11.4,9.4,17.2,221.6,3.3,51.4,6,1230.7,120.2,1229.6,18.3,34.7,0,114133.7,5734.8,464096.9,177.2,3.8,3038.3,540.4,0.1,-3864.1
"TTL_90T93",104.1,8.7,13.7,131.3,186.2,67.8,31.1,3.2,248.6,130,28.4,48.2,45.5,111.3,78.9,56.7,138.4,103.4,33.9,126.3,194,96.9,230.5,516.8,8.5,14.9,64.4,269.9,103.9,841,922.8,203.7,84,30.7,214.9,18.6,140.9,310.3,52.8,402.8,5200.9,293.3,739.2,201.2,1107.1,192.5,32.7,5928.4,163.4,0,14167.1,4993.9,73991.5,59,20,6587.4,1283.6,6471.5,-10179.6
"TTL_94T96",1035,109.8,208.7,1710.6,415.9,137.7,306.2,29.8,1301.1,832.9,245.3,879.6,399.3,1471.7,926.7,980.1,1573.1,1062.9,276.2,1851.6,3059.3,2100,2598.6,3273.9,152.6,277.5,640.1,2424.6,4002.5,13082.7,14986.4,8060.4,297.4,205.4,1872.2,89.4,2329.5,1043.9,1015.8,573,4055.2,1083.8,7168.6,1546.8,11169.2,5806.8,2551.8,911.1,2410.1,0,105756.7,37052.2,14841.7,2465.3,0.8,3770.6,694,0.2,-4149.6
"TTL_97T98",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TXS_IMP_FNL",67.3,11.6,9.4,43,109.1,38.6,32.8,10,-141.1,389.7,47.5,150,4447.8,1043.6,77.6,280.5,184.6,169.5,211,196.7,1863,439.7,522.1,733.4,30.5,113.2,148.7,1271.5,44.7,601.3,272.4,214.8,34.6,43,56.5,23.8,32.9,19.5,58.4,130.2,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12723.5,0,0,-26856.8
"TXS_INT_FNL",2474.3,648.5,1713.9,3220.4,3002.1,6878.5,6214.1,1064,-16873.6,27348.2,2230.3,6423.4,2882.3,7733.5,1868.1,13164.1,19490.8,38628.1,10439.5,11277,20715.6,16259.5,21475.2,17765.9,1623.1,3513.4,8762.6,-1496.4,5396.9,73116.3,22598.3,37676.4,969.8,1445.6,15995.8,2303.6,12415.2,2027.7,3166,7905.3,12923.9,5148,28528.5,7475.7,14560.5,7860.8,12288.4,3254.4,2915.9,0,347828.6,462.9,11093.7,225415.7,3625.7,0,2477.4,26078,0
