"","D01","D02","D03","D05","D06","D07","D08","D09","D10T12","D13T15","D16","D17T18","D19","D20","D21","D22","D23","D24A","D24B","D25","D26","D27","D28","D29","D301","D302T309","D31T33","D35","D36T39","D41T43","D45T47","D49","D50","D51","D52","D53","D55T56","D58T60","D61","D62T63","D64T66","D68","D69T75","D77T82","D84","D85","D86T88","D90T93","D94T96","D97T98","HFCE","NPISH","GGFC","GFCF","INVNT","DPABR","CONS_NONRES","EXPO","IMPO"
"TTL_31T33",1203.8,362.2,335,672.4,946.3,621.4,130.5,177.7,1254.9,1309,556.3,809.2,372.1,1323.5,587.4,452.5,2692.4,1218.6,583.6,1718.1,2994.4,1378.6,2961.9,7726.2,223.2,875.9,10041.1,5364.7,692,10044.1,2874.7,2843.8,223.1,1762.2,299.4,458.9,681,406.8,728.8,1592.1,8582.8,1957,11609.4,2078.1,7221.1,3115.1,316.3,974.4,1244.1,0,65256.3,4,5217.2,86830.1,6376.2,1643.7,1025.3,131144.5,-25018
"TTL_35",17641.9,320.6,1680.3,15069.8,15627.7,17687.8,11880.3,838.3,10438.1,10679.3,3891.7,8766.5,6283.5,56613.1,4684.4,8354.3,45211.5,54817.2,35406.2,31748.2,17726.1,10403.6,19254,8974.1,1147,1721.3,5016.4,271884.2,10988.2,43357.1,20198.8,40231.9,76.5,416.8,1693.3,787.8,10412.2,1210.5,7244.2,3111,5832.2,5921.4,6486,1402.6,6201.3,3667.5,2502.2,1039.5,2265.1,0,131746.8,8.5,5.5,55.3,15.4,62.3,0,1564.6,-1360.5
"TTL_36T39",2369.6,90.4,350.9,143.7,356.1,210.9,412,18.8,1555.1,553.1,103.2,7641.8,193.6,1221.4,228.1,1463.2,1546.1,29830.8,6396.5,3791.8,714.8,458.9,682.5,298.9,64.4,127.3,255.3,3033.3,25589.7,2672.2,1179.1,462.8,163.9,127.4,56,32.8,1570.3,65.2,206.2,101,546.4,469.5,466.8,184.3,541.3,449.6,328.2,217.1,205.2,0,29401.7,33.9,71778.4,477.4,1.1,22.1,0,0.1,-340.5
"TTL_41T43",1931.2,118.3,92.7,338.2,154.9,91.8,66.9,12.4,364.5,322,81.6,147.8,65.3,576.1,89.6,171.3,330.6,304.6,212.2,269.1,1170.9,290.2,731.9,274.5,52.5,51,246.1,4411.7,1494,159826.1,3224,1974.8,9.3,240,296.6,310.5,1913.2,763.3,1141.1,241.1,5429.7,16168.6,1172.3,396.7,11515.2,4141.8,1082.7,825.9,381.7,0,88,0.1,6.3,3350196.9,5.3,220.8,0,0.1,-1610.4
"TTL_45T47",78156.9,3259.3,8859,11013.5,5621.4,6026.9,5419.8,1464.1,106763.5,93703.6,13099.6,25047.7,12329.5,77783.1,31623.1,34550.2,51995.2,37698.3,20421.4,40563.2,128692.8,52395.3,66771.4,74884.7,4212.6,9771.4,23454.9,19626.8,7143.1,185097.6,24092.7,29024,5070.8,4830.7,7872.6,1766.5,39386.4,2966,4398.1,6449.1,10001.5,3269.9,38392.5,8044.8,19706,8222.6,42235.3,3263.5,4743.7,0,357225.9,53.2,2444.4,189884.9,1931.9,9176.7,1042.7,180421.2,-225556.6
"TTL_49",30732.1,3330.5,4839.1,8406.2,2305.2,4077.7,3588.7,668.2,35797.7,21513.1,6554.4,9433.7,13813.5,30980.5,8478.2,10203.2,32833,26257.6,12536.6,18912.5,27557.8,20542.7,29205.9,21543.2,1331.9,3689.1,9264.2,15871,3728.8,95774.4,57278.3,48263.2,1717.9,1793.6,21188.4,5275,16234.3,1789.3,1514.4,4199.3,6980.3,2298,24479.8,13513,11497.9,7873.7,7553.5,1577.9,2669.1,0,97956.5,19.9,43748.6,22413.3,174.6,13727.8,2868.7,24970.4,-43011.8
"TTL_50",7002.8,452.6,1745.4,2265.1,548.6,913.9,850.1,110,5703.4,3910.6,1187.1,2164.5,2842.2,7894.5,1293.7,3067.1,7388.3,6543.1,2354.6,4108.7,6783.4,4258.6,7210.9,4397.5,431.8,640.9,1823.7,3665.7,744.4,14762.5,23921.3,1299.8,15665.8,164.5,11316.3,63.8,1711.8,151.9,142.3,342.6,399.1,136.3,3349,453,612.6,619.6,635.9,134.1,330.9,0,7365.4,1.5,761.1,6426.2,34,3442.6,583.8,23525.9,-19448.9
"TTL_51",3433.3,398.2,348.7,367.9,344,476.9,281.5,71.8,2568,2931.5,651.4,969.2,4144,3312.8,1350,1376.6,2038.8,2322.2,2024.3,1729.8,7476.2,2771.9,3744.3,3359.4,152.2,495,1053,1982.8,389.4,6821.1,9040,786.4,122.9,9787.8,896.6,2373,1012.5,631.9,618.1,2108.9,2607.5,893,12533.5,4750.8,10197.8,5190.6,888.3,470.2,535.5,0,14174.4,1.2,1838.5,8511.3,21.9,9158.3,2141.5,13682.5,-48140.3
"TTL_52",5284.6,181.1,582.5,1886.1,543.6,1094.2,744.5,146.7,6543.5,10377.8,1599.8,2516.1,2370.2,10757,1605.2,7244.9,6617.3,7436.1,4545.6,5730.9,8727.4,6474.1,7850.8,12677.7,520.6,1403.3,3267.2,3023.8,1159.1,20445,15307.7,13107.9,12311.5,739,4989.4,2024.1,2878,350.6,318,627.9,955.8,286.7,4283.4,1013.7,1353.5,617.2,1775.2,372.2,812.4,0,15305.5,27.4,1636.3,3903.4,52.2,612.3,17.7,6574.8,-13797.3
"TTL_53",2319.3,373.1,566.7,542.5,109.7,94.8,97.1,19.2,2499.1,957.7,374.9,390.5,204.7,1245.1,1222.3,580.4,1352.8,591.3,1357.1,1195.2,1469.6,2384.3,1577,2258.4,82.2,187.3,601,1053.7,190.3,3601.8,23848.5,443.1,12.3,53.9,103.4,3094.2,755.1,87.3,558.5,1831.5,5298.8,220.5,1366.8,224.9,1124.8,656.4,925.7,189,150.6,0,6875.2,0,69.2,2049.8,0.3,273.3,49,4.3,-460.2
"TTL_55T56",3415,625.5,473.6,1198.1,889.9,1174.9,805.9,176.3,5686.4,2447,575.4,1722.7,512.7,4103.9,3530.5,1634.8,4664.8,4133.4,1233.1,3947.5,6082.8,3846,6064.1,3504.2,260.8,824.2,1641.1,2411.9,1815.2,17210.3,12126.8,12605.2,218.1,2893.4,2475.7,990.9,1251.9,3985.9,1066.2,3555.2,38856.7,3374,37976.4,14360,35846.8,11276.3,1402.9,2098.7,1671.4,0,350728.3,801.5,57.3,29.7,1.1,69472.5,9989.7,0.1,-69881.4
"TTL_58T60",71.4,8.4,4.5,161.7,140.2,99.6,62.3,6.9,413.9,435.4,105.3,149.6,62.3,374.6,344.8,394.4,588.5,417.4,231.6,418.4,898.8,484,754.7,274.2,11.8,63.2,189.2,454,359,906.1,989.7,248.3,56.2,285.2,65.2,68.2,629.1,2425.5,1168.4,593.9,1495.4,441.3,2525.3,150.3,6353.6,2690.3,199.2,464.8,177.3,0,28935.2,137,29263.3,6814.8,7.8,1117.1,168.7,7964.1,-18519.5
"TTL_61",2084.3,135,309.1,177.1,184.8,326.2,128.9,19.2,794.4,583,160.9,365.5,49,777.6,447.4,337.3,991.1,244.5,239.2,896.4,2428.2,928.4,1333.4,591.9,27.5,98.1,314.8,2183.3,771.8,22356.3,4360.4,3266.4,3259.8,649.3,970.5,1814.9,2158.7,1084.7,30707.2,40916.4,17063,2815.8,4975.4,631,26773.9,5855.4,4250.1,867.5,372.4,0,96892.6,7.5,12.2,210.6,94.8,3862.8,815.7,13367.7,-16516
"TTL_62T63",764.4,177,6.6,157.5,133.3,267,195.7,21.7,1085.5,849.1,112.2,297.9,61.9,1101.2,520.8,404.7,568.9,334.1,289.9,668,12887.6,1293.9,1759.6,933.7,78.2,235.8,449.6,1391.9,388.2,11152.1,4819.6,3534.6,1229.1,1442.7,2916.2,1085.4,1204.1,765.5,8199.8,29824.2,15066.8,1846.4,5542,865.7,8006.6,1836.9,1342.5,289.6,244,0,35681,15,109.1,228393,14.3,323.8,9.8,30700.8,-46533.6
"TTL_64T66",15793.9,2088.1,5173.4,15749.4,10526.3,4507.1,3608.8,398.7,6072,5525.8,1498.6,5179.9,3514.9,13162.1,5012.3,4310.8,13631.3,24474.5,12865,10558.6,22986.1,9289.9,14363.4,6442.7,1748.2,888.1,2848.5,30191.7,6307.3,89251.4,71484.6,94086.6,8387,4193.9,4327.3,792.3,4656.8,1257.3,4928.3,8105.9,82232.5,80006,40051.8,8632.1,13101.1,10390.2,2067.2,2188,1356.4,0,296818.3,226.8,140645,1433.5,55.1,3268.7,775.5,10135.9,-25530.1
"TTL_68",15,0.5,0.4,113,46.7,1.7,17.2,13.8,173.9,101.5,30.6,49,217.5,100.7,30.9,167.8,138.5,11.2,16.7,140.6,332.4,177.5,229.6,121.6,3.4,71.5,245.9,118.4,379.1,219.6,59500.9,1161,26.8,334.2,1445.1,1467.9,10048.2,529.6,3317.5,12865.9,39815.2,12795.4,17575.5,3283.5,5642.1,7581.4,1844.4,1972.5,5788.8,0,650454.3,573.2,8994.4,90362.7,0.4,8094.2,2582.7,3365.7,-10680.8
"TTL_69T75",13803.1,1568.7,1218.8,8497.8,3349.6,4023.1,3027.7,544.4,20109.6,7032.3,1495.1,4070.6,1300,14641.4,11116.7,5995.9,8979.3,5892.2,2725.2,8618.2,25404,10704.5,18305.4,24424.7,707.6,2899.7,3870.8,6334.9,1669.1,213175.7,109300.9,3560.1,1033.1,3352.8,3151.1,2062.8,5295,1917.3,9294.8,15911.1,53865.9,25177.7,94716,4766.9,4656.6,2734,909.6,1477.3,1533,0,18970.7,408.2,58924.1,156946.8,92.4,1530.6,370.5,49524.2,-45219
"TTL_77T82",1591.8,272.9,435.2,5604.5,2645.7,1618.4,1464.8,243.8,9282.8,4565.2,767.3,2146.9,1067.6,4420.9,4915.3,2969,5531,2442.2,1173.3,4796.5,11582.3,5981.5,9498.7,10377.7,275.9,1042.2,2774.3,2647.7,1660.1,27752.1,92281.2,5933.8,1337.8,4030.7,3191,1657.9,7084.7,2069.9,6211.8,26388.3,47790.5,22033.4,23524,32936.1,27021.5,4085.3,836.9,1493.2,1649.7,0,77797,100.6,16320.1,4454.6,5.5,2471.3,637.6,25445.4,-46291.6
"TTL_84",308.2,32.6,37,43.5,31.9,31.9,26.7,3.2,207.6,131.3,47,52.8,17.5,136.6,74.2,99.1,197.7,83.9,67.1,127.6,207.9,67.3,166.5,94.9,9.4,13.6,81.9,92,132,224.5,184.9,59,110.2,20.5,34.3,18.1,82.6,35.6,87.3,97.2,380.2,388,442.1,92.3,6066.8,312.4,50.6,43.1,32.6,0,3097.8,99.3,908685.2,189.1,2.8,514.8,0,0.1,-1766.9
"TTL_85",162.8,9.2,17.2,83,23.1,18.6,17.7,2.5,100.8,68.2,19.1,28.3,17.6,88.3,65.3,45.7,92.2,30.7,22.6,94.4,126.8,62,163.6,87.2,4.6,18.1,57.6,23.9,75.1,510.8,1263.9,528.8,16.8,64.9,21.7,23.2,237.2,86.2,281,85.9,2717.5,131.9,449.3,70.2,3574.8,4097.2,346,73.6,57.6,0,145273.5,4580.5,456984.5,627.7,1.3,45642.3,207.2,0.1,-46979.9
"TTL_86T88",122.5,1.9,1.3,126.6,27.6,63.5,57,0.5,54.5,77.1,24.6,52,206.3,80.8,37.6,19.3,155.1,213.7,64.5,308,345.5,185,255.7,164.4,4.1,65.5,24.6,201.8,28.3,637.9,313.8,114.7,12.1,3.5,83.7,0.6,12,11.4,9,16.1,220.1,3,49.3,5.5,1238.7,112.3,1260.3,18.9,32.6,0,109630.5,5477.2,447956.3,198.2,8.5,3342.8,607.7,0.1,-4186.6
"TTL_90T93",106.4,8.6,13.8,113.9,162.3,64.9,30.8,2.5,226.9,118.2,26.8,41.1,28.1,98.2,65.5,48.6,129.2,93.9,32.6,109.5,166.6,81.7,198.2,437.2,7.8,12.9,62.8,212,73.8,665.9,780.2,177.4,70.4,41,185.6,16.2,138.1,313,46.6,336.4,4322.4,241.9,582.7,159.5,1056,163.5,29.5,5684.2,130.7,0,13766.5,4336.8,76082.7,58.8,15.9,7248.9,1453.6,4111.3,-10093.3
"TTL_94T96",1084.9,115.6,214.4,1717.9,396.4,153.3,336.6,29.4,1388.9,840.4,267.6,836,333.3,1462.1,934.7,949.6,1679.1,1047.5,278.3,1844.6,2979.4,1933.2,2540.8,3736.8,152.7,257.6,716.2,2285.3,3320.4,11665.5,14852.9,8378.6,298.5,352.3,1840.6,95.1,2707.8,1059,1004.1,589,4058.4,1066.7,7097.1,1613.9,10964.9,5400.5,2666.7,928.9,2395.7,0,103623,35883.8,14907.5,2394.2,1.8,4140.5,781.4,0.2,-4530.9
"TTL_97T98",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TXS_IMP_FNL",92.5,12.9,15.8,39.9,110.3,49.6,34.5,9.6,-93.5,304.8,50.6,131.7,4333.5,1093.6,67.2,254.7,196.6,223.2,224.6,184.7,1867.1,384.1,482.9,724.4,27.8,91.6,131.8,1119.7,34.6,543.4,264.9,228.8,53.6,71.7,70.3,23.9,60.6,18,58.9,136.1,99.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14406.6,0,0,-28236.5
"TXS_INT_FNL",2670.3,657.4,1667.6,3019.6,2772.5,7106.8,5770.2,1011.8,-16325.3,26899.2,2292.2,5640,2032.9,7411.5,1872.2,12863.6,19367.8,33904.5,9715.2,10772.1,20999.6,15144.1,20769.6,21474.6,1504.1,3190,8804.1,-1598.4,4266.9,67685.2,21437.5,37057.7,855.7,2018.3,14897.7,2150.3,13265.6,1920.8,2927.7,7262.4,11692,4814,26430.7,7095.1,13445,6912.6,11346.4,3183.6,2775.4,0,334433,410.9,10837.7,225170,8605.8,0,2720.6,27757,0
