"","D01","D02","D03","D05","D06","D07","D08","D09","D10T12","D13T15","D16","D17T18","D19","D20","D21","D22","D23","D24A","D24B","D25","D26","D27","D28","D29","D301","D302T309","D31T33","D35","D36T39","D41T43","D45T47","D49","D50","D51","D52","D53","D55T56","D58T60","D61","D62T63","D64T66","D68","D69T75","D77T82","D84","D85","D86T88","D90T93","D94T96","D97T98","HFCE","NPISH","GGFC","GFCF","INVNT","DPABR","CONS_NONRES","EXPO","IMPO"
"TTL_01",219428,4021.4,3453.3,7.3,0.6,17.3,91.5,20.9,660807.5,161550.6,7494.4,28633.1,8,29409.9,61354.3,127.6,520,172,45,233,5.6,13,252.2,34,5.3,4.9,4086.2,129.1,325.9,26711.7,805.3,3339.7,113.4,946,6493.4,196,33685.1,121.2,1295.5,5.9,18.9,322.5,6752.2,2385.6,14.9,2654,1707.6,3940.6,355.8,0,280062.9,22.1,9.1,38583.4,450.6,1492.7,609.8,13685,-44981.2
"TTL_02",2455.9,21617.3,377,489.1,6.5,140.4,21.3,1,1205.1,71.5,43628.1,1477.8,37.3,7174.9,71.3,19056.7,72.3,14.4,58.5,285.9,1.3,48.6,147.8,2.8,3.7,0.2,4796.1,3.1,24.2,6144,18.2,1206.4,63.5,1010.2,19.6,2,253.5,0.9,55,0.7,0.6,7.4,182.6,55.8,0.5,219.1,12.8,197.4,8.1,0,1264,21.1,0.3,4.6,0.3,15.7,0,52.7,-4192.7
"TTL_03",5684.9,11.2,54285.1,0.1,0.1,0.7,4.5,1.8,32707.6,710.8,246.4,898.8,1.4,3087.7,93.3,39.9,21.7,35.9,0.3,0.2,0.8,0.4,47.3,5.3,1.1,0.6,361,14.5,605.5,1.3,89,0.3,2120,0.4,0.8,287.1,29027.2,4.3,74,0.2,1.7,35.8,1500.9,302.3,1.7,580.1,79.3,306.7,39.8,0,50896.1,4.7,1.3,16.8,12.4,84.7,45.3,1102.4,-1193.3
"TTL_05",71.9,4.7,1.6,62174.5,298.7,1060.4,887.1,262.9,1656,1111.6,392.6,3441.4,24236.2,35510.3,303.2,1381.5,30631.8,39146,5905.7,1754.2,3.6,221.1,1491.7,219.2,6.2,121.6,323.4,129334.9,760.2,837.9,13.7,675.1,30,120.4,76.8,145.3,42.2,41.8,0.1,0.1,0.1,64.2,231.2,17.2,403.1,400,437.8,34.8,183.1,0,3611.4,0,0.1,1.1,3.7,3.1,0,383.6,-7333.1
"TTL_06",19.9,1.5,2.4,74.6,997.4,160.5,131.8,87.3,4.1,4.1,1.8,1085.5,289472.8,18210,11.4,557,866.8,289.1,435,336.4,6.2,9.2,391.7,185.9,21.3,28.1,2.2,55733.3,2.5,46.7,9.3,79.1,26,15.3,20.1,1.8,1.1,0.4,0.7,0.7,4.4,2.2,25.4,16.6,7,2,3.5,0.5,1.2,0,246.7,0,2.3,68.7,10.9,37.8,0,2407.7,-142996.4
"TTL_07",4,0.3,0,197.4,4.7,30329.5,448.3,0.5,1.4,2.2,1.1,22.5,140.6,5520.7,1161.1,1980.1,4882.1,161885.6,92765.9,4221.8,71.7,1485.4,653.3,128.1,5.1,12.3,65.3,310.3,319.1,1323,1,1,0.3,0.5,0.3,0.2,0.2,0.1,0.1,0.2,0.4,0.2,112.2,0.3,0.3,0.3,1.4,0.1,0.6,0,1.9,0,0.6,2.2,-2.9,13.7,0,2975.9,-101825.6
"TTL_08",14.1,1.1,1.5,2218.2,23209.1,1339.1,2815.3,68,861.6,17.4,33.8,519.1,5.4,15119.4,65.7,70.1,67230.2,917.4,511.5,237.6,6,867.4,313.8,133.9,14.5,17.5,271.8,581,13.6,16856.1,1.4,13,3.6,1.6,5.8,0.1,0.6,2,0.2,0.4,0.4,0.3,23.8,0.7,0.6,0.7,3.3,1.5,4,0,168,0,0.5,7.5,-2.7,8.7,0,2219.9,-3956.2
"TTL_09",1.1,0.1,0,969.5,16051.5,404.8,751.4,156.8,620.9,1,0.4,1.6,2823,21.6,0.4,1.5,1375.9,22.5,13.9,1.9,2.4,1.8,2.5,1.1,0.1,0.3,0.5,250.9,15.6,2452.4,1.6,1.2,0.5,0.2,0.3,0.1,0.2,0.1,0.2,0.4,0.6,0.4,2.9,0.4,0.2,0.1,0.3,0,0.1,0,2.7,0,0.6,2.8,0.6,8.8,0,538.2,-889.2
"TTL_10T12",193178.5,1104.6,10009.7,1671,554.3,2139.4,1450.1,16.4,367240.4,21941.9,1281.9,2756.4,4847.9,58670.7,5856.3,1441.8,6519.6,5371.9,4661.9,4503.3,7029.7,5332.3,8596,1637.9,221.1,349.9,2055.4,3849.9,2886.5,10956.7,10432,4578.9,1494.3,7448.4,4367.2,876.2,129372.1,3177.9,2398.9,2228.9,4919.2,4610.4,11290.7,4343.9,9752.8,10646.3,7945.6,4171.6,8062.3,0,750596.5,117.7,8.3,47.4,324.8,5239.3,2524.7,41047.7,-39426.3
"TTL_13T15",942.7,176,12.8,2114.4,371.1,1653.8,758.1,349.6,3266.1,585488.1,1900.3,11380,722.1,12074.2,8404.3,22310.5,14019.7,2261.3,2111.2,4871.5,2194.1,4727,8873.4,15181.9,922.1,1297.8,26423.3,1290.9,3485.1,22382.1,4769.5,4409.8,153.7,859.8,1746.8,681.3,5210.9,5542.7,742.2,87.2,9566.2,3839.2,9292.9,6325.1,24651.2,1175.1,10837.3,1719.8,2612.2,0,223324.4,20,3.5,44.3,1108.3,2209.1,1925.4,278957.7,-26846.4
"TTL_16",66.7,17,8.5,9055.7,0.7,530.2,234.5,8.6,538.7,1228.5,78234,5863.5,97.8,1608.6,50.2,1027.7,5191.9,471.3,1116.9,5949.5,822.3,1507.9,5126.4,302.1,24.1,25.5,41236.5,29.2,252.8,73289.1,439.9,117.1,9.8,4.6,30.2,30.7,57.1,5,1.3,3,40.7,732.5,256.9,78.1,29.3,3.1,6.2,46.2,288.4,0,3530.3,0,8.7,89.4,63.8,226.8,91.6,12975.3,-7525.9
"TTL_17T18",130.5,25.7,16,166.9,20.5,364.8,292.1,20.1,16068.2,5500.7,1464.1,113858.4,159.9,7100.6,2621.4,2918.6,14519.5,278.3,666.4,2895,8883.2,8945.5,6361.9,1121.4,61.3,123.3,7251.7,1243.4,636.1,3625.7,31412.4,1157.3,38.1,184.8,469.2,2519,1099.4,6726.3,1356.2,19530.6,28494.6,6202.2,56827.3,11167.8,10613.8,6119.2,409.2,313.1,3676.5,0,12076.3,0.1,11.6,1545.7,225.1,741.5,269.6,17533.7,-13267.9
"TTL_19",12983.3,979.7,1850.6,1477.9,11438.1,6222.2,4691.9,1160.1,895.3,744.4,522.4,654.1,46299.2,134195.8,246.5,3022,21366.6,49236,9723.7,2508.1,1336.3,1389.2,3461.9,1406.9,332,212.1,677.8,33833.6,1574.5,26162.5,5073.7,67289.5,27412.7,17600.2,15661.6,1363,656.1,206.8,366.9,174.1,2684.8,1050.7,20031.8,13779,5675.1,1488.4,496.7,315.6,675.2,0,18910.2,2.5,6.6,68.4,53.1,1445.3,488.3,16720,-20125.1
"TTL_20",140742.4,6877.7,475.8,7356.9,2547.5,11286.9,9161,2105.8,11308.7,67287.2,13555.1,37566,14858.7,491587.5,8045,144614.1,69185.9,6818.2,18055.7,27065.2,33579.8,43100.5,18356.5,7436.5,968.3,778.5,13690.2,1230.1,7308.4,92641.2,1449.7,2432.9,240.4,941.1,2082.6,428.9,2040.2,2189.8,40.9,2011.5,718.7,1024.1,25495.8,2917.9,4674.8,6777.9,50129.2,1949.8,9854.8,0,24010.6,9.9,24.2,126.8,237.1,606,369.5,93593,-104768.4
"TTL_21",23783.2,383.4,1098.5,54.7,9.4,35.9,8.2,9,378.9,106.2,11.6,285.1,18.2,6679.9,118262.9,476.6,446.5,143.9,50.3,157.1,409.8,93.2,337.2,18.2,1.9,12,57.3,76.7,85.4,1297.5,147.2,222.5,47.1,59.2,72.3,133.3,76.1,12.9,466.5,126.3,131.1,102.2,2062.4,561.9,98.1,180.7,130300.3,6.5,930.1,0,69045.9,21,79.2,162.2,104,439.5,301.2,10680,-13455
"TTL_22",9395.7,266.6,74.4,1563.6,84.1,2463.2,1038.8,1039.2,14203.9,13574.7,2406,11455.8,1144.9,42690.7,1177.1,115213,16446.7,999.9,1481.2,11209.4,39529.3,41896.4,34468.7,26658.9,367.3,2942.8,13422.7,413.2,6762.1,41594,4337.3,8798.4,34,50.5,1000.6,767.7,1377,232.9,1299.6,519,157.9,340.3,4671.1,1772,384.4,41.2,2268.1,589.5,2523.9,0,5779.7,0,10.1,157.3,179,52,0,61057.4,-16584.7
"TTL_23",352.1,70,84.6,1564.8,99.4,1324.5,3247.2,990.7,6883.1,790.8,567,739,2986.8,8689.3,2274.5,3099.7,196673.6,20148.7,11611.8,8084.3,18938.5,28789.7,8967.4,17814,294.7,469.1,2582,692,1316.1,565201.8,185.3,883.7,85,276.7,415.5,236.7,160.2,502.6,229.5,75.9,124.7,127.6,1892,239.8,1849.8,901.2,268.6,509,15.9,0,8835.2,0,5.5,66.4,99,34.3,0,45857.7,-8740.5
"TTL_24A",20.6,6.3,3.1,11833.8,2776.2,2181.5,1567.6,1710.8,126,253.5,92.8,1390.3,70.2,1915.2,40.7,2829.3,14223.5,256014.4,5823.3,133459.9,6041,30950.8,118968.5,28112,3790.2,2855.6,5662.5,384.5,1549.2,324314.8,56.9,1351.7,275.2,65.4,242,19.7,1.1,7.8,0.3,0.6,1,1.7,501.3,84,0.6,19,2,24,102.2,0,6.9,0,1.1,37.4,-17.9,6.5,0,54069,-12915.1
"TTL_24B",13.8,1,0.2,62.7,1.3,1070.3,71.1,204.7,74.7,116.9,207.1,10483.8,10.3,8465.5,37.3,1152.4,7430.6,17017,261618.5,56519.9,34769.6,192051.1,67461.9,31236.2,549.4,3231.2,15426.1,158.5,4222.1,21257.8,96.5,87.1,0.7,196.3,9.4,60.3,2,6,1.2,2.9,12.9,2.6,136.7,3.3,5.3,36.1,5.2,7.8,167.3,0,78.2,0,9.2,91.3,1.6,19.2,0,20977.1,-81191.9
"TTL_25",637.9,152.5,33.3,8625.8,600.7,6565.4,4871.9,862.2,3807.5,1306.4,4276.3,1796.8,349.6,6538.6,634.6,7669.6,29660.3,7866.8,2862.6,88961.2,21597.8,36981.2,58637.8,23831.8,4526.4,3197.4,9710.8,426.1,2044.7,138041.2,681.6,638.1,395,83.1,2889.9,151.2,273.4,51.6,62.3,63.1,136,1680.1,35612.3,5105.2,1137.4,737,107.8,123.9,1551.6,0,5021.4,0.1,15.6,42250.2,3931.2,65.7,0,79520.2,-12961.8
"TTL_26",288.5,45.2,19,1641.7,1340.1,577.5,574.2,368.4,305.3,366.1,170.6,597.2,1924.6,2396.6,226.9,1109.7,1387,1115.8,251.8,1926.8,608021.1,49266.5,61102.5,26243.2,6367.2,4987.7,3089.2,18031.7,917.1,9221.1,13550.8,866.4,98.2,205.4,626.7,118.7,145.9,349.3,15515.1,43075.8,1382.5,871.7,69937.4,6902.9,2568.4,3558.9,558,205.9,7565,0,96417.4,17.3,117.6,96448,9228.8,446.1,393.8,461516.7,-271181.1
