"","D01","D02","D03","D05","D06","D07","D08","D09","D10T12","D13T15","D16","D17T18","D19","D20","D21","D22","D23","D24A","D24B","D25","D26","D27","D28","D29","D301","D302T309","D31T33","D35","D36T39","D41T43","D45T47","D49","D50","D51","D52","D53","D55T56","D58T60","D61","D62T63","D64T66","D68","D69T75","D77T82","D84","D85","D86T88","D90T93","D94T96","D97T98","HFCE","NPISH","GGFC","GFCF","INVNT","DPABR","CONS_NONRES","EXPO","IMPO"
"TTL_01",235244.7,4495.8,7448.1,8.4,1,10.5,62.8,12.5,636350.8,126475,6609.2,25519,6.4,17273.1,49778.9,129.4,385.5,104.3,29.1,156.2,6,13.2,135.8,34.5,5.5,6.3,3639.7,114,358,24494.6,398.1,1632.6,46.1,475.8,3219.5,88.5,37084,73.8,860.8,4.1,75.2,271.9,6023.7,2719.4,9,1198,851.4,1810.5,1144.5,0,293214.1,24.4,5.7,35649.7,423.6,1396,552,14610.8,-40932.5
"TTL_02",2020.7,18513.5,577,603.5,12.2,98.1,18.2,0.5,2068.8,37.3,40826.6,3116.1,31,5903.2,93.2,18000.8,75.5,9.9,42.2,220.8,4.8,79.5,96.6,6.7,10.7,0.3,4905,6.6,47,8658.8,9.5,558,24.1,515.2,9,0.9,355.7,0.4,37.5,0.4,3.7,10,315.6,109.8,0.4,116.3,8.2,85,53.8,0,1557.3,23.6,0.3,4,0.4,14,0,78,-4433.5
"TTL_03",2975.3,6.4,32810.9,0.2,0.1,0.5,3,1.1,48157.2,441.9,232.5,638,1.2,1697.4,66.4,24.8,15,21.2,0.4,0.3,0.8,0.4,24.2,4.7,1.3,0.6,187.6,7.4,339,1.6,42.6,0.3,845.8,0.3,0.8,130.2,30038.4,1.8,56.9,0.1,6.1,26.6,1140.7,270.7,1,253.9,32.1,136.2,99.4,0,56306,5.1,0.5,18.9,12.4,77,40.8,1071.8,-1316
"TTL_05",499.2,33.5,30.3,59512.3,333,1042,1352.5,175.9,2486.7,1625.1,319.3,3568.2,24836.4,26546.7,357.7,927.1,33865.9,33005.6,4767.7,1156.9,13.3,201,851.6,116.9,3,72.5,200.7,106675.4,478.9,770.9,137.5,298.7,9.8,66,31.1,69,60.9,19.2,0,0.1,18,50.6,219.7,12.1,489.3,392.5,327,21.8,183.2,0,2920.6,0,0.2,1,3.1,4.8,0,533.9,-9667.8
"TTL_06",13.3,1,2.3,94.9,1960.2,101.1,74.8,55.5,4.4,4.4,1.8,65.4,270981.6,20601.9,28.6,1049.9,1528.4,603,975.5,851.1,6.4,74,946.2,537.2,69.9,116.3,2.4,47080.6,2,44.3,8.2,56.2,23.3,13.6,18.8,1.6,1.4,0.5,0.7,0.6,3.4,1.6,17.3,8,45.3,1.5,30.9,0.8,1.1,0,259.3,0,1.9,51,5.1,35.4,0,1633.5,-130043.5
"TTL_07",4.7,0.3,0.1,95.9,4.3,20647,185.8,0.6,1.6,2.9,1.3,26.6,163.4,4841.4,455.9,740.8,2848.3,141235,82658,4168.1,74.6,704.9,276.6,107.3,2.7,13.3,40.2,117,198.4,1067.4,1.5,0.7,0.2,0.4,0.2,0.1,0.3,0.1,0.1,0.2,0.5,0.2,114.9,0.2,0.3,0.3,0.8,0.1,0.6,0,2.8,0,0.6,2.1,-3.1,13,0,3177.1,-105571.9
"TTL_08",10.8,0.8,1.5,1322.6,19961.9,660.6,2148.1,85.6,452.3,19.9,19,618.8,15.3,11537.3,88.9,65.3,58339.6,623.5,384.5,199.3,51.5,668.2,226.6,147.4,16.6,24.7,171.8,309.2,15.5,19008.8,48.2,35.1,2.5,0.9,25.9,0.1,3.8,1.5,0.1,0.3,1,0.3,17.6,0.6,10.8,1.6,1.8,1.8,2.9,0,182.4,0,0.4,6.5,-2.7,9.4,0,1826.3,-3506.1
"TTL_09",1.3,0.1,0.1,796.6,18645.2,237.4,552.2,124.9,419.2,1.5,0.6,0.7,2086.6,21.8,0.4,1.7,790.4,24,15.6,2.7,3,2,2.6,1.6,0.2,0.4,0.7,157.1,9.6,1524,1.5,1.4,0.6,0.2,0.4,0.1,0.4,0.1,0.2,0.3,0.5,0.3,1.9,0.3,0.3,0.1,0.3,0,0.1,0,4.2,0,0.7,3.3,0.6,7.7,0,496,-809.5
"TTL_10T12",160207.9,659.3,14955.2,1402.4,644.4,1690.6,1274.2,21.9,352536.4,17742.6,1220.9,2242.5,4266,41792.3,6151.4,1175.7,4388.9,6065.5,5181.5,4725.3,8110.1,5003.3,8144.7,2224.8,367,721.5,1622.8,5071.6,2804,9172.4,9919.1,3734.9,652.2,6600.4,2878.2,904.3,154145.7,2035.9,2520.6,1987,4322.2,4080,11427.8,3557.7,8679.9,9270.8,5924.6,3387,5285.4,0,803733.2,123.4,7,44.8,335.7,4847.4,2257.3,41423.4,-41431.1
"TTL_13T15",643.4,147,19.1,2814.1,650.9,1133.2,760,515,5188.9,559293.1,1496.4,12319,880.7,8299.9,7302.5,15199.2,10512.3,1775.7,1578.8,4753.8,3134.5,4351.3,7415.9,12244.2,766.8,1485,24950.9,1275.5,3594,14137.8,7013.2,3537.5,186.7,980.1,1481.2,1086.5,6665.5,4545.3,833.3,105.8,8362.2,2598.7,9195.9,4616.8,25880.9,1417,10185.6,1586.7,2122.1,0,222166.3,21.7,2.7,40.3,1000.2,2091,1722.1,250601.2,-23791.9
