"","D01","D02","D03","D05","D06","D07","D08","D09","D10T12","D13T15","D16","D17T18","D19","D20","D21","D22","D23","D24A","D24B","D25","D26","D27","D28","D29","D301","D302T309","D31T33","D35","D36T39","D41T43","D45T47","D49","D50","D51","D52","D53","D55T56","D58T60","D61","D62T63","D64T66","D68","D69T75","D77T82","D84","D85","D86T88","D90T93","D94T96","D97T98","HFCE","NPISH","GGFC","GFCF","INVNT","DPABR","CONS_NONRES","EXPO","IMPO"
"TTL_01",130323.5,2728.1,3687,34.3,0.7,21.7,26.3,31.9,381422.8,87826.3,5060.8,17306.5,6.2,10440.1,32431.7,75.5,245.5,89.3,18.7,84,7,9.6,115.5,35.5,3.2,4.1,7071.9,44.5,408.6,10370.9,451.5,4675.3,1003.1,789.6,7557.1,0.3,16459.2,29.1,371.5,3.1,11.4,102.5,3480.1,1439.3,7.1,1033.3,1007.6,2274.3,893.6,0,228898.3,12.8,24446.7,52410.9,941,371.5,581.3,10779.3,-43524.8
"TTL_02",990,8734.9,209.9,2412.6,5.8,192,10,1.5,1187.4,43.5,30375.9,2013,23.6,4193.3,67.4,12051.2,50.7,14.6,35.4,168.7,7.2,37.1,110.5,7.8,4.9,4,4295.8,3.9,53.1,3966.2,16.8,1849.6,94.1,437.4,41.6,0.2,157.5,0.6,17.9,0.5,1,4.6,244.1,47.1,1.3,158.5,15.1,153.9,34.4,0,816,13.6,4.3,9.6,0.6,8.4,0.1,56,-4728.7
"TTL_03",1869.3,3.5,19674.3,0.2,0.1,1,1.4,3.4,35870.2,465.7,215.5,335.7,1.1,1163.3,51.9,15.9,11.1,18.3,0.4,0.3,1.1,0.6,22.3,6,0.6,0.6,294.5,1.2,152.7,1.6,53.3,0.4,1190.5,0.2,0.4,0,15815.8,1.9,39.5,0.3,1.5,11.5,1125.1,225.7,1.7,226.8,32.8,52.1,102.6,0,39056.4,3,1.5,16.8,13.1,21.1,45.9,1012.3,-647.4
"TTL_05",339.7,20.6,8.4,43837.5,521.4,693.6,387.1,242.6,2121.4,2016.9,807.4,2776.9,20562.1,18277.7,240.8,1266.1,31802.4,30026.5,4986.7,1636.3,222.2,411,2699.3,486.5,17.1,254.2,984.8,101721.8,1107.9,937.1,269,1489.5,47.4,59.6,112.3,58.9,89.9,42,0.8,0.8,2.8,78.3,555.2,94.2,979.3,467.4,577.3,59.5,456.6,0,2463.4,0,2.3,3.9,-13,1.1,0.1,2185.3,-16937.6
"TTL_06",29.8,2.3,4.8,64,1670.2,77.6,64,57.9,9.5,15,4,8.3,271024.9,26133.8,11.5,194.3,1328.5,1343.5,1186.3,190.4,16.3,17.7,382.6,142.5,10.2,50,7.4,27838.5,8.1,65.1,16.1,603.7,209.7,34.2,36.7,2.9,2.7,1.1,1.8,1.5,10.5,9.3,33.6,24.3,18.4,5.1,5.5,1.9,5.6,0,269.3,0,2.9,91.6,6.6,14.8,0.1,2175.1,-182490.4
"TTL_07",11.4,0.8,0.2,121.3,3.2,20572.7,158.8,0.5,4,8.4,2.3,31.9,61.9,5458,370.8,757.4,2594.2,174048.1,78428.4,4016.4,105.2,1047.1,2143.3,235,19.5,21.7,54.7,132.3,348.4,844,4.6,2.4,0.6,0.5,1,0.1,0.4,0.5,0.6,1,2.2,1.3,538.5,1,1.8,1.2,2.5,0.4,2,0,6.7,0,3.7,3.8,31.5,2.2,0.1,1979.3,-155359.9
"TTL_08",56.1,4.9,11.1,81.5,29.7,135.9,3172.4,25.5,246.2,12.8,16.2,23,25.2,15457.7,67.6,63.9,37734.6,1639.7,515.4,869.2,17.3,501.1,548.4,169.9,9,16.7,439.6,120.6,50.7,14661.7,2.7,100.7,1.9,0.7,18.6,0.2,2.2,11.6,0.3,0.6,1.3,0.8,19.2,1.9,116.1,56.3,69.9,17.1,8.4,0,203.7,0,7.8,45.4,3.5,2.5,0.2,2317.1,-4625.7
"TTL_09",1.3,0.1,0,698.4,10409.7,252.1,239.2,67.1,280.6,1.2,0.4,0.7,3051.4,25.3,0.4,1.6,915.2,34,15.9,1.9,2.1,1.7,2.6,1.2,0.1,0.3,0.6,174.6,11.5,1575.5,2.3,1.5,0.5,0.3,0.4,0.1,0.2,0.1,0.4,0.5,1.6,0.5,1.9,0.5,0.6,0.2,0.4,0.1,0.3,0,7,0,0.9,5.5,0.9,3.1,0.1,491.5,-712.7
"TTL_10T12",102011.9,272.1,9452.5,825,363.2,617.7,433.6,9.8,228822.1,20124.1,682.6,1804.2,2212,22682.7,4680.9,1333.4,2648.6,3031.9,2067.1,1884.6,4871.4,3418.6,4901,1796.3,226.5,492,1670.7,2284.6,2415.2,6783.4,8709.8,2737.9,2179.1,2208.4,2248.5,348.1,81577.2,710.6,1630.8,562.4,2574.3,2297.2,5688.7,3030.2,5931.5,4933.5,3157.8,4169.5,5077.1,0,515413.1,71.2,15.5,71.9,418.7,1315.9,2392.7,35725.3,-32282.8
"TTL_13T15",425.3,72.3,6.6,769.4,257.4,457.9,214.7,65.6,1509,356932.5,652.9,2144,185.6,4429.5,1913.7,10981.8,3530.5,1103.4,793.5,1754,1619.8,2657.2,3864.1,9299.6,188.2,510.3,21197.5,1081.3,2365.7,6459.5,8351,1804.8,285.7,580.1,1287.9,298.7,2380.6,1284,410.6,43,2410.5,1997.7,5579.7,3688.4,12311.9,843.6,4478.9,935,2695.7,0,146754.6,9.8,5.7,88,1035.4,531.6,1781.4,242753.7,-19606.9
